# x(m), q(W/m2)
1.636889999999999956e+00,2.706090000000000146e+04
1.648349999999999982e+00,2.702770000000000073e+04
1.648349999999999982e+00,2.702770000000000073e+04
1.659820000000000073e+00,2.699479999999999927e+04
1.671280000000000099e+00,2.696209999999999854e+04
1.671280000000000099e+00,2.696209999999999854e+04
1.682739999999999903e+00,2.692959999999999854e+04
1.694209999999999994e+00,2.689740000000000146e+04
1.705670000000000019e+00,2.686550000000000000e+04
1.717130000000000045e+00,2.683390000000000146e+04
1.728590000000000071e+00,2.680259999999999854e+04
1.740059999999999940e+00,2.677150000000000000e+04
1.751519999999999966e+00,2.674079999999999927e+04
1.762979999999999992e+00,2.671029999999999927e+04
1.774450000000000083e+00,2.668009999999999854e+04
1.785910000000000108e+00,2.665009999999999854e+04
1.797369999999999912e+00,2.662029999999999927e+04
1.808829999999999938e+00,2.659059999999999854e+04
1.820300000000000029e+00,2.656109999999999854e+04
1.831760000000000055e+00,2.653190000000000146e+04
1.843220000000000081e+00,2.650290000000000146e+04
1.854689999999999950e+00,2.647400000000000000e+04
1.866149999999999975e+00,2.644540000000000146e+04
1.877610000000000001e+00,2.641709999999999854e+04
1.889070000000000027e+00,2.638909999999999854e+04
1.900539999999999896e+00,2.636129999999999927e+04
1.911999999999999922e+00,2.633370000000000073e+04
1.923459999999999948e+00,2.630629999999999927e+04
1.934930000000000039e+00,2.627909999999999854e+04
1.946390000000000065e+00,2.625209999999999854e+04
1.957850000000000090e+00,2.622540000000000146e+04
1.957850000000000090e+00,2.622540000000000146e+04
1.969309999999999894e+00,2.619890000000000146e+04
1.980779999999999985e+00,2.617250000000000000e+04
1.992240000000000011e+00,2.614640000000000146e+04
2.003699999999999815e+00,2.612040000000000146e+04
2.015159999999999840e+00,2.609479999999999927e+04
2.026629999999999932e+00,2.606929999999999927e+04
2.038089999999999957e+00,2.604390000000000146e+04
2.049549999999999983e+00,2.601870000000000073e+04
2.061020000000000074e+00,2.599359999999999854e+04
2.072480000000000100e+00,2.596859999999999854e+04
2.083940000000000126e+00,2.594379999999999927e+04
2.095470000000000166e+00,2.591909999999999854e+04
2.106529999999999792e+00,2.589540000000000146e+04
2.117129999999999956e+00,2.587270000000000073e+04
2.127289999999999903e+00,2.585109999999999854e+04
2.137039999999999829e+00,2.583059999999999854e+04
2.137039999999999829e+00,2.583059999999999854e+04
2.146389999999999798e+00,2.581120000000000073e+04
2.155359999999999943e+00,2.579270000000000073e+04
2.163949999999999818e+00,2.577520000000000073e+04
2.172190000000000065e+00,2.575840000000000146e+04
2.180099999999999927e+00,2.574229999999999927e+04
2.187679999999999847e+00,2.572690000000000146e+04
2.194949999999999957e+00,2.571229999999999927e+04
2.201919999999999877e+00,2.569829999999999927e+04
2.208600000000000119e+00,2.568500000000000000e+04
2.215009999999999923e+00,2.567229999999999927e+04
2.221159999999999801e+00,2.566020000000000073e+04
2.227050000000000196e+00,2.564859999999999854e+04
2.232699999999999907e+00,2.563750000000000000e+04
2.238119999999999887e+00,2.562679999999999927e+04
2.243320000000000203e+00,2.561650000000000000e+04
2.248299999999999965e+00,2.560659999999999854e+04
2.253080000000000194e+00,2.559709999999999854e+04
2.257660000000000000e+00,2.558790000000000146e+04
2.262049999999999894e+00,2.557920000000000073e+04
2.266270000000000007e+00,2.557079999999999927e+04
2.270309999999999828e+00,2.556279999999999927e+04
2.274179999999999868e+00,2.555520000000000073e+04
2.277899999999999814e+00,2.554790000000000146e+04
2.281460000000000043e+00,2.554090000000000146e+04
2.284879999999999800e+00,2.553420000000000073e+04
2.288149999999999906e+00,2.552750000000000000e+04
2.291300000000000114e+00,2.552100000000000000e+04
2.294309999999999850e+00,2.552540000000000146e+04
2.297200000000000131e+00,2.554120000000000073e+04
2.299970000000000070e+00,2.552120000000000073e+04
2.299970000000000070e+00,2.552120000000000073e+04
2.302620000000000111e+00,2.421809999999999854e+04
2.305169999999999941e+00,2.118800000000000000e+04
2.307609999999999939e+00,2.241259999999999854e+04
2.309959999999999791e+00,2.986170000000000073e+04
2.312199999999999811e+00,3.730600000000000000e+04
2.314360000000000195e+00,4.244740000000000146e+04
2.316419999999999924e+00,4.516509999999999854e+04
2.318400000000000016e+00,4.605359999999999854e+04
2.320300000000000029e+00,4.664859999999999854e+04
2.322119999999999962e+00,4.720900000000000000e+04
2.323869999999999880e+00,4.782090000000000146e+04
2.325540000000000163e+00,4.842959999999999854e+04
2.327150000000000052e+00,4.901319999999999709e+04
2.328689999999999927e+00,4.955969999999999709e+04
2.330169999999999852e+00,5.006109999999999854e+04
2.331580000000000208e+00,5.051100000000000000e+04
2.332939999999999792e+00,5.090059999999999854e+04
2.334239999999999871e+00,5.122819999999999709e+04
2.335490000000000066e+00,5.150409999999999854e+04
2.336689999999999934e+00,5.174840000000000146e+04
2.337839999999999918e+00,5.199250000000000000e+04
2.338940000000000019e+00,5.227559999999999854e+04
2.339989999999999792e+00,5.263659999999999854e+04
2.341009999999999813e+00,5.311319999999999709e+04
2.341979999999999951e+00,5.373880000000000291e+04
2.342909999999999826e+00,5.454059999999999854e+04
2.343799999999999883e+00,5.554219999999999709e+04
2.344660000000000188e+00,5.676330000000000291e+04
2.345479999999999787e+00,5.822080000000000291e+04
2.346260000000000012e+00,5.993059999999999854e+04
2.347020000000000106e+00,6.191430000000000291e+04
2.347739999999999938e+00,6.420319999999999709e+04
2.348440000000000083e+00,6.682360000000000582e+04
2.348440000000000083e+00,6.682360000000000582e+04
2.349099999999999966e+00,6.975210000000000582e+04
2.349740000000000162e+00,7.297110000000000582e+04
2.350350000000000161e+00,7.645189999999999418e+04
2.350940000000000030e+00,7.995900000000000000e+04
2.351500000000000146e+00,8.282789999999999418e+04
2.352040000000000131e+00,8.331300000000000000e+04
2.352559999999999985e+00,7.713219999999999709e+04
2.353060000000000151e+00,5.633940000000000146e+04
2.353429999999999911e+00,4.769880000000000291e+04
2.353810000000000180e+00,5.913380000000000291e+04
2.354190000000000005e+00,6.769660000000000582e+04
2.354569999999999830e+00,7.427739999999999418e+04
2.354950000000000099e+00,7.919839999999999418e+04
2.355319999999999858e+00,8.295500000000000000e+04
2.355700000000000127e+00,8.610480000000000291e+04
2.356079999999999952e+00,8.899230000000000291e+04
2.356460000000000221e+00,9.177130000000000291e+04
2.356829999999999981e+00,9.450900000000000000e+04
2.357209999999999805e+00,9.725139999999999418e+04
2.357590000000000074e+00,1.000250000000000000e+05
2.357969999999999899e+00,1.028420000000000000e+05
2.358350000000000168e+00,1.057150000000000000e+05
2.358719999999999928e+00,1.086500000000000000e+05
2.359100000000000197e+00,1.116520000000000000e+05
2.359480000000000022e+00,1.147230000000000000e+05
2.359859999999999847e+00,1.178630000000000000e+05
2.360230000000000050e+00,1.210770000000000000e+05
2.360609999999999875e+00,1.243660000000000000e+05
2.360990000000000144e+00,1.277250000000000000e+05
2.361369999999999969e+00,1.311550000000000000e+05
2.361749999999999794e+00,1.346620000000000000e+05
2.362119999999999997e+00,1.382380000000000000e+05
2.362499999999999822e+00,1.418800000000000000e+05
2.362880000000000091e+00,1.455950000000000000e+05
2.363259999999999916e+00,1.493750000000000000e+05
2.363640000000000185e+00,1.532200000000000000e+05
2.364009999999999945e+00,1.571310000000000000e+05
2.364390000000000214e+00,1.611020000000000000e+05
2.364770000000000039e+00,1.651370000000000000e+05
2.364770000000000039e+00,1.651370000000000000e+05
2.365149999999999864e+00,1.692300000000000000e+05
2.365520000000000067e+00,1.733870000000000000e+05
