# pos.x pos.y pos.z n.x n.y n.z area cellWidthNormalToSurface outsign p rho T velx vely velz mu a Re y+ tau_wall_x tau_wall_y tau_wall_z q_total q_cond q_diff
1.6486856406376592e-04 1.7328384345272308e-05 0.0000000000000000e+00 -1.0452846326765348e-01 9.9452189536827329e-01 0.0000000000000000e+00 5.7452849612570242e-09 1.2517275345534578e-08 -1.0000000000000000e+00 2.6476198333753214e+03 3.0739462447596351e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4781574476496877e+02 7.2462066327688181e-03 3.4656203123553837e-03 -3.3842879995643652e+03 -3.5135190614801530e+02 0.0000000000000000e+00 2.7794276078224322e+06 2.7794276078224322e+06 0.0000000000000000e+00
4.9482457025446490e-04 5.2008158047262541e-05 0.0000000000000000e+00 -1.0452846326765347e-01 9.9452189536827340e-01 0.0000000000000000e+00 1.7266374570016825e-08 1.2551849706245004e-08 -1.0000000000000000e+00 2.5655326622200437e+03 2.9786411906371095e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4753376515213557e+02 7.0352304716329262e-03 2.4568473713735915e-03 -1.7473862850534706e+03 -1.6307043318104849e+02 0.0000000000000000e+00 1.4095530132659369e+06 1.4095530132659369e+06 0.0000000000000000e+00
8.2521862315204468e-04 8.6733972313390119e-05 0.0000000000000000e+00 -1.0452846326765347e-01 9.9452189536827340e-01 0.0000000000000000e+00 2.8833350112402205e-08 1.2586470943072774e-08 -1.0000000000000000e+00 2.5597274030210733e+03 2.9719011539862353e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4745957390283979e+02 7.0371696883365529e-03 2.1245730838443835e-03 -1.3024652431963482e+03 -1.2158532378262794e+02 0.0000000000000000e+00 1.0483885702447530e+06 1.0483885702447530e+06 0.0000000000000000e+00
1.1560513043034533e-03 1.2150588826670229e-04 0.0000000000000000e+00 -1.0452846326765348e-01 9.9452189536827340e-01 0.0000000000000000e+00 4.0446353783821896e-08 1.2621139112756097e-08 -1.0000000000000000e+00 2.5267706540972222e+03 2.9336376263766818e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4741974725424154e+02 6.9649006090643228e-03 1.9139827987335214e-03 -1.0649931202723005e+03 -9.9172983338776177e+01 0.0000000000000000e+00 8.5418717540978175e+05 8.5418717540978175e+05 0.0000000000000000e+00
1.4873231960277353e-03 1.5632396711139692e-04 0.0000000000000000e+00 -1.0452846326765350e-01 9.9452189536827329e-01 0.0000000000000000e+00 5.2105528184397371e-08 1.2655854272231602e-08 -1.0000000000000000e+00 2.4874613168627952e+03 2.8879986006931074e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4739503912149132e+02 6.8749169899091477e-03 1.7654736542780448e-03 -9.1542872202958233e+02 -8.5070688628703465e+01 0.0000000000000000e+00 7.3345701919085556e+05 7.3345701919085556e+05 0.0000000000000000e+00
1.8190348814169977e-03 1.9118827013292405e-04 0.0000000000000000e+00 -1.0452846326765354e-01 9.9452189536827329e-01 0.0000000000000000e+00 6.3811016320101341e-08 1.2690616478491606e-08 -1.0000000000000000e+00 2.4581213741346196e+03 2.8539342665187557e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4737786608946300e+02 6.8121504496996893e-03 1.6579718807435166e-03 -8.1252030716611250e+02 -7.5358103501274357e+01 0.0000000000000000e+00 6.4938074619588244e+05 6.4938074619588244e+05 0.0000000000000000e+00
2.1511869443374843e-03 2.2609885869809865e-04 0.0000000000000000e+00 -1.0452846326765343e-01 9.9452189536827329e-01 0.0000000000000000e+00 7.5562961603858990e-08 1.2725425788618847e-08 -1.0000000000000000e+00 2.4129071487727274e+03 2.8014395327549142e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4736492261441072e+02 6.7049406612558326e-03 1.5652326472429161e-03 -7.3370996897160444e+02 -6.7989662934678279e+01 0.0000000000000000e+00 5.8591419947466813e+05 5.8591419947466813e+05 0.0000000000000000e+00
2.4837799694305417e-03 2.6105579425520235e-04 0.0000000000000000e+00 -1.0452846326765342e-01 9.9452189536827329e-01 0.0000000000000000e+00 8.7361507856642347e-08 1.2760282259907186e-08 -1.0000000000000000e+00 2.3965208942223808e+03 2.7824147222418057e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4735560903795937e+02 6.6774687220478293e-03 1.5009736455170379e-03 -6.7561550330350633e+02 -6.2549127701135191e+01 0.0000000000000000e+00 5.4004139814240742e+05 5.4004139814240742e+05 0.0000000000000000e+00
2.8168145421136942e-03 2.9605913833409645e-04 0.0000000000000000e+00 -1.0452846326765364e-01 9.9452189536827329e-01 0.0000000000000000e+00 9.9206799308656750e-08 1.2795185949685804e-08 -1.0000000000000000e+00 2.3830084668017453e+03 2.7667264897381621e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4734824886128638e+02 6.6578398797068599e-03 1.4500414536311880e-03 -6.3066788050037337e+02 -5.8333846694439018e+01 0.0000000000000000e+00 5.0367422676072048e+05 5.0367422676072048e+05 0.0000000000000000e+00
3.1502912485816634e-03 3.3110895254632891e-04 0.0000000000000000e+00 -1.0452846326765339e-01 9.9452189536827340e-01 0.0000000000000000e+00 1.1109898060036867e-07 1.2830136915452965e-08 -1.0000000000000000e+00 2.3534846987403462e+03 2.7324487302126211e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4734166220542278e+02 6.5931900352191684e-03 1.3986930633904610e-03 -5.9092502728824968e+02 -5.4615718225282343e+01 0.0000000000000000e+00 4.7115980270581797e+05 4.7115980270581797e+05 0.0000000000000000e+00
