Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Wall Shear Stress[i] (Pa)
2.11279717,106.6585495
2.112498797,106.6546777
2.100265496,106.1928347
2.113095543,106.6623063
2.112200424,106.6505658
2.100562844,106.2082124
2.113393916,106.6658623
2.11190205,106.6463345
2.100863452,106.2244157
2.109812327,106.6069308
2.1101107,106.6138207
2.113692289,106.6693997
2.111603677,106.6416853
2.116974395,106.708547
2.117272768,106.7125094
2.10116285,106.240039
2.109515065,106.5998304
2.110410184,106.6200641
2.113990663,106.6727983
2.111305304,106.6368496
2.116676021,106.7047132
2.117571141,106.7165432
2.107724826,106.5470361
2.107426452,106.5366429
2.101458989,106.256154
2.109216692,106.5921093
2.110708558,106.6261257
2.114287482,106.6761541
2.111006931,106.631616
2.116377648,106.7008879
2.117869514,106.7206456
2.105339315,106.4529455
2.105637688,106.4660043
2.108023199,106.5569136
2.107128079,106.5259642
2.103249228,106.3513314
2.103547601,106.3666153
2.101757362,106.2721533
2.108918318,106.5840629
2.114587556,106.6796869
2.116079275,106.6972127
2.118167887,106.7248454
2.105039467,106.4391212
2.105934586,106.4788114
2.108321572,106.5664028
2.106829706,106.5147205
2.102950855,106.3358038
2.103845974,106.3816046
2.102055735,106.2882215
2.108619945,106.5753916
2.114887483,106.6830629
2.115780902,106.6935798
2.118466261,106.7291377
2.104741094,106.4252293
2.10623296,106.4911534
2.106531333,106.5031914
2.102652481,106.3201334
2.104144347,106.3964431
2.102354108,106.30427
2.120853246,106.7663979
2.121151619,106.7714
2.118763695,106.7334442
2.115184155,106.6865232
2.115482529,106.6899974
2.10444272,106.4109375
2.120554873,106.7615021
2.121449993,106.7763668
2.119064398,106.7380493
2.123240232,106.8067482
2.123540208,106.811815
2.1202565,106.7566442
2.121748366,106.7814113
2.119363709,106.7425144
2.122941859,106.8017096
2.123838581,106.8167214
2.119958127,106.7518754
2.122046739,106.7864659
2.119659753,106.7471457
2.122643485,106.796639
2.124135351,106.8215276
2.122345112,106.7915616
2.125328844,106.8397022
2.124433724,106.8262725
2.124732098,106.8308993
2.125030471,106.8353216
2.125627217,106.8437987
2.12592559,106.8478212
2.126223964,106.851681
2.126522337,106.8552691
2.12682071,106.8586044
2.127119083,106.8617
2.127417456,106.8644839
2.12771583,106.8670182
2.128013219,106.8691812
2.128311593,106.8711802
2.128610949,106.8727723
2.128909322,106.8741708
2.129207696,106.8752626
2.129506069,106.8760631
2.129804442,106.8766386
2.130102815,106.8769963
2.130401188,106.8771047
2.130699562,106.8770923
2.130997935,106.8768346
2.131296308,106.8764777
2.131594681,106.8760334
2.131893054,106.8755419
2.132191428,106.8749662
2.132488344,106.8744312
2.132788499,106.8739045
2.133088328,106.8733803
2.13338492,106.8728901
2.133683293,106.8723824
2.133981667,106.8719355
2.13428004,106.8714646
2.134578413,106.8710245
2.134876786,106.8705256
2.135175159,106.8699222
2.135473533,106.8693393
2.135771906,106.8686078
2.136070279,106.8677448
2.136368652,106.8668053
2.136667025,106.8657294
2.136964547,106.8644906
2.137265344,106.8630427
2.137564568,106.8615236
2.137860518,106.8598066
2.138158891,106.857981
2.138457265,106.8559533
2.138755638,106.8538787
2.139054011,106.8515424
2.139352384,106.8491697
2.139650757,106.8466293
2.139949131,106.8438996
2.140247504,106.8410439
2.140545877,106.8380124
2.14084425,106.834698
2.141142623,106.8311998
2.141440997,106.8274083
2.1417411,106.8233028
2.142039473,106.8189792
2.142336116,106.8142377
2.142634489,106.8092371
2.142932863,106.8038904
2.143231236,106.798308
2.143529609,106.7924392
2.143827982,106.7864354
2.144126355,106.7802819
2.144424728,106.7741413
2.144723102,106.7679679
2.145021475,106.7618211
2.145319848,106.7557086
2.145618221,106.7497343
2.145916594,106.7439255
2.146214112,106.7382735
2.146512485,106.7328991
2.146811714,106.7279052
2.147110087,106.7231098
2.14740846,106.7185904
2.147706834,106.7145956
2.148005207,106.7107534
2.14830358,106.7074326
2.148601953,106.7042226
2.148900326,106.7016026
2.1491987,106.699258
2.149497073,106.6974648
2.149795446,106.6959601
2.150093819,106.6949861
2.150392192,106.6944479
2.150689206,106.6942939
2.150989442,106.6947672
2.151289174,106.695438
2.151585685,106.6967221
2.151884058,106.6982895
2.152182432,106.7003619
2.152480805,106.7027063
2.152779178,106.7054677
2.153077551,106.7085597
2.153375924,106.7120597
2.153674297,106.7158777
2.153972671,106.7200303
2.154271044,106.7245848
2.154569417,106.729351
2.15486779,106.7343565
2.155165399,106.7394959
2.15546629,106.7448666
2.155765427,106.7500886
2.156061283,106.7552589
2.156359656,106.7602772
2.156658029,106.7651031
2.156956403,106.7697031
2.157254776,106.7740056
2.157553149,106.7779408
2.157851522,106.781534
2.158149895,106.7846877
2.158448269,106.787258
