Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Skin Friction Coefficient
2.14688027599796,212.91041676927702
2.147079183898961,212.90677466666145
2.1466813680993373,212.9137431514304
2.147278091797583,212.90257105917047
2.1558311315037866,212.37397512334996
2.1560300394024097,212.3520485557049
2.143101025897676,212.89659618576755
2.1429021179966754,212.8917603769541
2.146482460198336,212.9163444942418
2.147476999696205,212.89804108875646
2.1556322236039733,212.3950774877125
2.1562289473046015,212.32948371509508
2.1578202105031057,212.129252524214
2.157621302602103,212.15567300409913
2.1514551576995826,212.71713274839774
2.1512539431994018,212.72891280058792
2.143299933796595,212.90106409335445
2.1427032100983507,212.8865610417291
2.149068262901837,212.84434120529954
2.14926717080046,212.83583921407748
2.14628355229674,212.91863980134926
2.147675907598396,212.89278086117756
2.15543331570535,212.41557089451032
2.156427855205604,212.30636404472696
2.1580191184041086,212.1022924513646
2.1574223947034796,212.18203713074575
2.1516540656017744,212.70469088568254
2.1510550351585875,212.74123114805144
2.143697749596218,212.90905456866605
2.1438966574948393,212.9125971159097
2.1434988416952168,212.90507019009056
2.1425043021973504,212.88137607917744
2.1488693550008358,212.85270968413394
2.1494660787014612,212.82662475570442
2.145289012798277,212.92339568409488
2.145487920699278,212.9232914954819
2.146084644398118,212.9204952664462
2.1478748155017766,212.88734071468392
2.155234407804943,212.4354192128935
2.1566267631036324,212.28249048553886
2.157223486802477,212.2077855612898
2.158218026303327,212.07517737477792
2.1614005527045044,211.66707753764274
2.161599460603128,211.64671258446785
2.1532453288014626,212.60020172372595
2.153445918195997,212.58548841075546
2.152250789301211,212.66717299952816
2.152449697202213,212.6541343576082
2.1518519961709366,212.69248524858136
2.1508584339989567,212.75243829315184
2.1440955653958405,212.915392405862
2.142307012925853,212.875438098587
2.148670447098645,212.8605062842779
2.149664986600084,212.81713724367094
2.145090104896087,212.92317727027992
2.1456868285990898,212.92271043918598
2.145885736497712,212.921859875677
2.1480737234015885,212.8812464330079
2.1550354999015613,212.45448057528424
2.1568256710046354,212.25818829868834
2.1570245789038536,212.2333340644168
2.1584169342043293,212.04805936560433
2.1612016448035014,211.68870933527808
2.1617983685041313,211.62722752274524
2.1627929080043904,211.54331264640024
2.1629918159065826,211.52956207008725
2.1596103816049936,211.88493605280436
2.159809289504807,211.8586131032225
2.15304642090284,212.6139366128229
2.1536448259910848,212.57143831413245
2.152050904130971,212.67974304580508
2.1526489571838026,212.64105204364552
2.150659526100334,212.76424409054405
2.14429447329922,212.91799250863176
2.1421081051274298,212.86956440365142
2.148471539200022,212.86797379116305
2.1498638944987065,212.80705755335714
2.144891196995086,212.9225226738342
2.1482726313002107,212.87484230559073
2.1548365919999637,212.4730102630844
2.1586158421023582,212.02063201230067
2.161002736904877,211.71074537454308
2.161997276407514,211.60854439664334
2.1625920049721428,211.55851827700351
2.163188732724301,211.5174794915105
2.1594114737063697,211.9117784948544
2.160008197403431,211.83255995817098
2.1538420525020907,212.55601403641202
2.152847865063118,212.62783756697618
2.1504584327613485,212.77509009038002
2.1444933811984366,212.92000532814848
2.141907578496728,212.86292689896635
2.1500628023997086,212.79677262011796
2.144692289097059,212.92151842844737
2.1417086705981068,212.85648066824805
2.1546376841013406,212.49051917976118
2.1588147500033616,211.99330832188068
2.1608038290062535,211.73386184144263
2.162196184307328,211.5908005972642
2.162393096952362,211.5742181804866
2.1633876407461607,211.50619750518337
2.165579615760231,211.44410954001407
2.1657785235389517,211.44308735698098
2.1592125658065564,211.9388620369316
2.160207105305624,211.8068666569325
2.1540409604030923,212.54050649856057
2.1502595247255742,212.7863851530264
2.1544405848407773,212.50827110017661
2.159013657905554,211.9660689827826
2.1606049211052505,211.75759456370616
2.163588539606024,211.49580519236827
2.164384171207659,211.46422119090906
2.1645830791062832,211.4584331446242
2.1653787107079188,211.44539316499944
2.1659754344061715,211.44364660406146
2.1604060132066265,211.78201780538353
2.154241677051105,212.52404236085883
2.1735339346122124,211.60443227019587
2.173732842510838,211.6123533990757
2.167168881808923,211.45299540812854
2.167367789707548,211.45563625161526
2.1637874475070276,211.48661721002824
2.1641846016781026,211.47079577306567
2.1647826547481364,211.45403990617635
2.1651798028069154,211.44750566522833
2.166174342307175,211.44408713203168
2.17572192151256,211.710152529591
2.175920829411186,211.72203869448697
2.1733350267123974,211.59682286043508
2.1739317504130327,211.620635991713
2.17094813190986,211.5236559456117
2.1711470398108648,211.52874376654296
2.1669699739088113,211.45044147160206
2.167566697609444,211.45841248879665
2.1639856937365565,211.478273352232
2.1649815626058615,211.4501076014788
2.1663752491228108,211.44517191347086
2.1755213382931595,211.69907831198103
2.176119391301003,211.73377754296322
2.1741306583140374,211.62909523811598
2.1731361188137717,211.5895449162955
2.1707492240112347,211.5189219817339
2.1713459477094905,211.53402544309037
2.1687601450083305,211.47794467584762
2.1689590529069553,211.48155417738855
2.1667710660101864,211.44843014991588
2.1677656055104477,211.4614695298071
2.166574156901469,211.4462355651187
2.1753224302900307,211.68754870347115
2.176318299220712,211.746344957761
2.1743295662114734,211.6380808185559
2.1729372109139566,211.58260892295033
2.1705503161114206,211.51417229281822
2.1715448556104953,211.53943447418226
2.1685612371073266,211.47439802835393
2.16915796080796,211.4851488910656
2.167964513408478,211.46465317507716
2.175125197811924,211.6773326797396
2.1765175531118217,211.75862021782015
2.1745266690187535,211.64690460103623
2.1727383030105734,211.57565228398502
2.1703514082104163,211.50958527208007
2.171743763511499,211.54496443663476
2.1683623292087018,211.4712125269049
2.169356868708964,211.48894096316042
2.1681634213094823,211.46764051178053
2.1749262899109194,211.6666312012583
2.1767164610128265,211.77142381381714
2.1747255770286373,211.65703430676803
2.1725393951083793,211.56911307581555
2.171942671410124,211.55067430792715
2.1701525003082227,211.50509405620573
2.1695557766081834,211.49282747063825
2.176916352312487,211.78443367483533
2.172340487209754,211.56283252190653
2.1721415793111283,211.55665676859147
2.1699535924072184,211.50089484318892
2.1697546845091877,211.496761701453
2.1852695007180047,212.37886365439851
2.1850705928158085,212.36975589251887
2.1818880664169615,212.17322552511897
2.1820869743161833,212.18879328208274
2.177115260153594,211.79722083861105
2.1789044479143684,211.92704606713028
2.1791033558153736,211.94252124091813
2.185468408619011,212.38770279087652
2.1848716849171814,212.36043475972767
2.181689158515956,212.15748316492994
2.18228588221481,212.20380244787438
2.177313184711084,211.81082369200064
2.177912221087047,211.85197018726657
2.1781088163151052,211.86667047630266
2.178707729116384,211.91101678140095
2.179302263714,211.95858243210688
2.185667316517638,212.3963590023151
2.184672777017365,212.35095691365956
2.181490250617924,212.1413051855628
2.1824847901158155,212.21855567358813
2.1775120926120897,211.82436793549425
2.1777133133268625,211.83856219094412
2.1783077242137314,211.88119411606633
2.178508821351006,211.89663444926225
2.179501171615005,211.97485502022028
2.185866224418644,212.40498067972354
2.1844738691187375,212.34092959053024
2.183479329616087,212.28560178195482
2.1836782375147137,212.29740071514482
2.182683698014442,212.2328324911447
2.1812913427169187,212.1250393457908
2.18685914894071,212.44834216975252
2.187059671819924,212.4572381520151
2.180296803217243,212.0413406497769
2.1804957111176537,212.05822507562226
2.179700079513631,211.9912472344259
2.186065132317271,212.41350018186927
2.184274961218921,212.33080906104473
2.183280421715081,212.27299880938384
2.1838771454157193,212.30894831096768
