Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Absolute Pressure (Pa)
1.4877609,2088.552883
1.488258207,2088.971023
1.488755515,2089.392605
1.489257834,2089.818326
1.48975514,2090.234556
1.490247438,2090.638599
1.490744745,2091.033329
1.491242053,2091.41061
1.49173936,2091.768574
1.492236668,2092.103305
1.492733976,2092.41562
1.493231283,2092.699366
1.493732627,2092.956295
1.494229934,2093.179538
1.494723206,2093.366158
1.495220513,2093.51495
1.495717821,2093.625794
1.496215128,2093.69273
1.497209744,2093.695482
1.496712436,2093.715668
1.497707051,2093.628059
1.498209467,2093.494831
1.498706773,2093.323027
1.504172049,2088.484223
1.503674742,2089.059927
1.499198974,2093.095234
1.504669357,2087.909661
1.503183261,2089.621643
1.499696281,2092.816184
1.505166665,2087.343397
1.502685955,2090.173281
1.500690896,2092.106609
1.500193589,2092.486257
1.505663972,2086.793404
1.502182819,2090.711506
1.501188204,2091.680419
1.514615508,2086.982452
1.514118201,2086.323622
1.50616128,2086.267374
1.501685512,2091.212993
1.513620893,2085.744545
1.515112816,2087.717582
1.508647817,2084.319359
1.509145125,2084.118651
1.506658587,2085.774327
1.515610123,2088.523676
1.513123586,2085.240328
1.50815051,2084.588826
1.509642433,2083.993465
1.507159052,2085.320719
1.516105245,2089.393601
1.512626278,2084.82166
1.520578342,2099.86901
1.520085891,2098.526395
1.507656359,2084.92199
1.51013974,2083.935246
1.516602553,2090.334457
1.512129456,2084.486474
1.521075651,2101.262671
1.519588584,2097.207675
1.510637048,2083.950798
1.517102046,2091.342389
1.511632149,2084.223702
1.527545505,2121.006373
1.527048197,2119.452049
1.524064352,2110.150286
1.524561659,2111.686728
1.519091276,2095.933084
1.521577814,2102.698136
1.511134355,2084.055179
1.517599354,2092.407624
1.52655089,2117.894473
1.528042812,2122.555459
1.523567044,2108.626153
1.525054444,2113.215725
1.518593969,2094.705618
1.522075122,2104.147845
1.518096661,2093.529895
1.526053582,2116.337968
1.52854012,2124.096659
1.523069737,2107.115736
1.525551753,2114.769711
1.522572429,2105.62217
1.529037427,2125.629567
1.529528601,2127.128381
1.53052935,2130.148225
1.53002591,2128.639634
1.531026658,2131.623139
1.531523965,2133.081199
1.532021273,2134.519097
1.53251858,2135.9354
1.533015888,2137.328172
1.533510625,2138.687855
1.534002461,2140.011852
1.534502339,2141.3335
1.535005118,2142.627225
1.535502426,2143.880759
1.535999733,2145.102996
1.536497041,2146.298591
1.536994348,2147.456933
1.537491656,2148.587127
1.537988964,2149.672318
1.538486271,2150.727541
1.538983579,2151.73217
1.539480886,2152.702007
1.539978194,2153.616356
1.540475501,2154.486162
1.540972809,2155.303129
1.541470117,2156.061938
