x (mm),Q (W/m2)
0,3422570
0.996904,2820360
1.99381,1670400
2.99071,891244
3.98762,577825
4.98452,449172
5.98142,376181
6.97833,333692
7.97523,307985
8.97214,291153
9.96904,278549
10.9659,268393
11.9628,259019
12.9598,250898
13.9567,245145
14.9536,241747
15.9505,240032
16.9474,239293
17.9443,239811
18.9412,242012
19.9381,244724
20.935,246534
21.9319,246945
22.9288,245822
23.9257,242927
24.9226,238777
25.9195,234518
26.9164,230820
27.9133,227859
28.9102,225625
29.9071,223839
30.904,222064
31.9009,220137
32.8978,218183
33.8947,216300
33.8947,216300
34.8916,214481
35.8885,212723
36.8855,210961
37.8824,209188
38.8793,207592
39.8762,206245
40.8731,204994
41.87,203693
42.8669,202336
43.8638,200985
44.8607,199680
45.8576,198431
46.8545,197249
47.8514,196129
48.8483,195061
49.8452,194091
50.8421,193227
51.839,192371
52.8359,191435
53.8328,190419
54.8297,189372
55.8266,188329
56.8235,187312
57.8204,186331
58.8173,185393
59.8142,184525
60.8112,183753
61.8081,183075
62.805,182439
63.8019,181788
64.7988,181102
65.7957,180397
66.7926,179695
67.7895,179009
68.7864,178341
69.7833,177695
70.7802,177078
71.7771,176511
72.774,176004
73.7709,175537
74.7678,175069
75.7647,174569
76.7616,174032
77.7585,173475
78.7554,172914
79.7523,172361
80.7492,171827
81.7461,171313
82.743,170825
83.74,170377
84.7369,169979
85.7338,169618
86.7307,169263
87.7276,168888
88.7245,168482
89.7214,168052
90.7183,167613
91.7152,167176
92.7121,166748
93.709,166330
94.7059,165925
95.7028,165544
96.6997,165196
97.6966,164883
98.6935,164587
99.6904,164287
100.687,163965
101.684,163622
102.681,163265
103.678,162902
104.675,162542
105.672,162188
106.669,161841
107.666,161509
108.663,161200
109.659,160921
110.656,160666
111.653,160422
112.65,160169
113.647,159899
114.644,159612
115.641,159314
116.638,159013
117.635,158716
118.632,158425
119.628,158143
120.625,157873
121.622,157622
122.619,157393
123.616,157184
124.613,156982
125.61,156775
126.607,156553
127.604,156317
128.601,156071
129.598,155820
130.594,155570
131.591,155323
132.588,155080
133.585,154846
134.582,154626
135.579,154425
136.576,154240
137.573,154065
138.57,153889
139.567,153705
140.563,153508
141.56,153301
142.557,153088
143.554,152874
144.551,152662
145.548,152453
146.545,152250
147.542,152058
148.539,151879
149.536,151714
150.533,151560
151.529,151408
152.526,151252
153.523,151086
154.52,150911
155.517,150729
156.514,150544
157.511,150359
158.508,150176
159.505,149996
160.502,149823
161.498,149659
162.495,149507
163.492,149366
164.489,149231
165.486,149096
166.483,148956
167.48,148808
168.477,148652
169.474,148491
170.471,148327
171.468,148163
172.464,148001
173.461,147842
174.458,147689
175.455,147546
176.452,147413
177.449,147289
178.446,147171
179.443,147052
180.44,146928
181.437,146798
182.433,146661
183.43,146519
184.427,146375
185.424,146230
186.421,146086
187.418,145946
188.415,145811
189.412,145684
190.409,145565
191.406,145453
192.402,145345
193.399,145237
194.396,145124
195.393,145006
196.39,144883
197.387,144756
198.384,144627
199.381,144498
200.378,144369
201.375,144243
202.372,144121
203.368,144006
204.365,143898
205.362,143796
206.359,143697
207.356,143598
208.353,143494
209.35,143384
210.347,143268
211.344,143149
212.341,143027
213.337,142904
214.334,142782
215.331,142661
216.328,142544
217.325,142432
218.322,142327
219.319,142229
220.316,142134
221.313,142041
222.31,141946
223.307,141847
224.303,141744
225.3,141637
226.297,141527
227.294,141415
228.291,141303
229.288,141191
230.285,141082
231.282,140978
232.279,140879
233.276,140786
234.272,140697
235.269,140611
236.266,140524
237.263,140435
238.26,140343
239.257,140247
240.254,140149
241.251,140049
242.248,139947
243.245,139845
244.242,139744
245.238,139646
246.235,139552
247.232,139462
248.229,139377
249.226,139296
250.223,139215
251.22,139133
252.217,139049
253.214,138961
254.211,138870
255.207,138777
256.204,138682
257.201,138586
258.198,138491
259.195,138398
260.192,138307
261.189,138222
262.186,138141
263.183,138064
264.18,137990
265.177,137917
266.173,137842
267.17,137765
268.167,137684
269.164,137600
270.161,137513
271.158,137425
272.155,137336
273.152,137247
274.149,137159
275.146,137074
276.142,136993
277.139,136917
278.136,136844
279.133,136774
280.13,136705
281.127,136635
282.124,136563
283.121,136488
284.118,136411
285.115,136332
286.112,136250
287.108,136168
288.105,136086
289.102,136005
290.099,135926
291.096,135850
292.093,135778
293.09,135710
294.087,135644
295.084,135578
296.081,135513
297.077,135446
298.074,135376
299.071,135304
300.068,135230
301.065,135154
302.062,135077
