x (mm),P (Pa)
0,2126.06
0.0994524,3097.76
0.199899,2899.53
0.301351,2875.23
0.403817,2863
0.507307,2830.52
0.611832,2792.23
0.717403,2753.99
0.82403,2719.13
0.931722,2687.61
1.04049,2658.93
1.15035,2632.87
1.26131,2609.25
1.37337,2587.85
1.48656,2568.4
1.60087,2550.62
1.71634,2534.31
1.83295,2519.29
1.95073,2505.41
2.06969,2492.51
2.18984,2480.49
2.31119,2469.24
2.43376,2458.68
2.55755,2448.73
2.68258,2439.35
2.80885,2430.48
2.93639,2422.1
3.06521,2414.16
3.19531,2406.63
3.32672,2399.47
3.45944,2392.64
3.59349,2386.1
3.72887,2379.85
3.86561,2373.9
4.00372,2368.26
4.14321,2362.9
4.2841,2357.77
4.42639,2352.83
4.57011,2348.03
4.71526,2343.36
4.86187,2338.8
5.00994,2334.36
5.15949,2330.05
5.31054,2325.87
5.46309,2321.82
5.61718,2317.89
5.7728,2314.07
5.92998,2310.35
6.08873,2306.76
6.24907,2303.28
6.41102,2299.9
6.57458,2296.59
6.73978,2293.3
6.90663,2290.06
7.07515,2286.89
7.24535,2283.83
7.41726,2280.9
7.59088,2278.09
7.76624,2275.37
7.94336,2272.71
8.12224,2270.11
8.30292,2267.54
8.4854,2265
8.66971,2262.46
8.85585,2259.93
9.04387,2257.43
9.23376,2255.02
9.42555,2252.75
9.61925,2250.61
9.8149,2248.58
10.0125,2246.6
10.2121,2244.61
10.4137,2242.61
10.6172,2240.62
10.8229,2238.67
11.0305,2236.81
11.2403,2235.02
11.4522,2233.32
11.6661,2231.69
11.8822,2230.12
12.1005,2228.58
12.321,2227.08
12.5436,2225.61
12.5436,2225.61
12.7685,2224.19
12.9957,2222.82
13.2251,2221.54
13.4568,2220.33
13.6908,2219.19
13.9272,2218.1
14.1659,2217.06
14.407,2216.05
14.6505,2215.09
14.8965,2214.2
15.1449,2213.36
15.3958,2212.6
15.6492,2211.91
15.9051,2211.28
16.1637,2210.69
16.4247,2210.13
16.6884,2209.59
16.9548,2209.09
17.2238,2208.66
17.4955,2208.3
17.7699,2208.02
18.047,2207.78
18.3269,2207.55
18.6097,2207.31
18.8952,2207.11
19.1836,2206.96
19.4749,2206.89
19.7691,2206.88
20.0663,2206.9
20.3664,2206.93
20.6695,2206.96
20.9756,2206.98
21.2848,2207.01
21.5971,2207.07
21.9126,2207.17
22.2311,2207.31
22.5529,2207.47
22.8779,2207.62
23.2061,2207.76
23.5376,2207.87
23.8725,2207.97
24.2106,2208.08
24.5522,2208.24
24.8972,2208.46
25.2456,2208.73
25.5975,2209
25.9529,2209.23
26.3119,2209.43
26.6745,2209.59
27.0407,2209.73
27.4105,2209.87
27.7841,2210
28.1614,2210.12
28.5425,2210.21
28.9273,2210.26
29.3161,2210.27
29.7087,2210.24
30.1052,2210.19
30.5057,2210.1
30.9102,2209.96
31.3188,2209.78
31.7314,2209.59
32.1482,2209.38
32.5691,2209.17
32.9943,2208.91
33.4237,2208.58
33.8574,2208.21
34.2954,2207.82
34.7378,2207.46
35.1846,2207.12
35.6359,2206.75
36.0917,2206.3
36.5521,2205.77
37.0171,2205.21
37.4867,2204.7
37.961,2204.27
38.4401,2203.88
38.9239,2203.42
39.4126,2202.82
39.9062,2202.09
40.4047,2201.36
40.9082,2200.77
41.4167,2200.35
41.9304,2200.03
42.4491,2199.66
42.9731,2199.08
43.5023,2198.27
44.0367,2197.36
44.5765,2196.52
45.1218,2195.9
45.6724,2195.53
46.2286,2195.29
46.7904,2195
47.3577,2194.51
47.9307,2193.76
48.5095,2192.84
49.094,2191.89
49.6844,2191.09
50.2807,2190.51
50.883,2190.15
51.4913,2189.92
52.1056,2189.66
52.7261,2189.27
53.3529,2188.68
53.9858,2187.92
54.6252,2187.06
55.2709,2186.22
55.923,2185.49
56.5817,2184.93
57.247,2184.53
57.9096,2184.25
58.5721,2184.01
59.2347,2183.73
59.8973,2183.39
60.5599,2182.96
61.2225,2182.44
61.8851,2181.84
