x (mm),P (Pa)
0,1604.4
0.996904,2596.3
1.99381,2571.15
2.99071,2403.3
3.98762,2246.5
4.98452,2148.06
5.98142,2102.7
6.97833,2086.16
7.97523,2079.38
8.97214,2079.13
9.96904,2086.21
10.9659,2099.17
11.9628,2114.43
12.9598,2128.08
13.9567,2137.78
14.9536,2143.25
15.9505,2146.15
16.9474,2149.35
17.9443,2154.44
18.9412,2161.02
19.9381,2167.87
20.935,2174.23
21.9319,2180.02
22.9288,2185.65
23.9257,2191.25
24.9226,2196.27
25.9195,2200.02
26.9164,2202.11
27.9133,2203.01
28.9102,2203.69
29.9071,2204.6
30.904,2205.38
31.9009,2205.41
32.8978,2204.46
33.8947,2202.9
34.8916,2201.4
35.8885,2200.43
36.8855,2200.01
37.8824,2199.63
38.8793,2198.74
39.8762,2197.21
40.8731,2195.4
41.87,2193.76
42.8669,2192.51
43.8638,2191.55
44.8607,2190.56
45.8576,2189.29
46.8545,2187.79
47.8514,2186.29
48.8483,2185
49.8452,2184.05
50.8421,2183.37
51.839,2182.77
52.8359,2182.03
53.8328,2181.07
54.8297,2179.97
55.8266,2178.9
56.8235,2178.03
57.8204,2177.42
58.8173,2176.98
59.8142,2176.54
60.8112,2175.93
61.8081,2175.14
62.805,2174.3
63.8019,2173.56
64.7988,2173
65.7957,2172.62
66.7926,2172.31
67.7895,2171.96
68.7864,2171.5
69.7833,2170.95
70.7802,2170.4
71.7771,2169.94
72.774,2169.57
73.7709,2169.29
74.7678,2169.05
75.7647,2168.77
76.7616,2168.42
77.7585,2168
78.7554,2167.56
79.7523,2167.17
80.7492,2166.88
81.7461,2166.68
82.743,2166.57
83.74,2166.48
84.7369,2166.33
85.7338,2166.08
86.7307,2165.77
87.7276,2165.43
88.7245,2165.11
89.7214,2164.84
90.7183,2164.59
91.7152,2164.36
92.7121,2164.1
93.709,2163.82
94.7059,2163.53
95.7028,2163.3
96.6997,2163.14
97.6966,2163.06
98.6935,2163.03
99.6904,2162.99
100.687,2162.91
101.684,2162.77
102.681,2162.55
103.678,2162.28
104.675,2162.01
105.672,2161.77
106.669,2161.57
107.666,2161.43
108.663,2161.33
109.659,2161.25
110.656,2161.18
111.653,2161.08
112.65,2160.95
113.647,2160.8
114.644,2160.64
115.641,2160.48
116.638,2160.32
117.635,2160.16
118.632,2160.01
119.628,2159.86
120.625,2159.72
121.622,2159.61
122.619,2159.52
123.616,2159.45
124.613,2159.38
125.61,2159.29
126.607,2159.17
127.604,2159.02
128.601,2158.86
129.598,2158.71
130.594,2158.58
131.591,2158.47
132.588,2158.38
133.585,2158.29
134.582,2158.2
135.579,2158.1
136.576,2157.99
137.573,2157.87
138.57,2157.76
139.567,2157.65
140.563,2157.55
141.56,2157.46
142.557,2157.39
143.554,2157.31
144.551,2157.22
145.548,2157.11
146.545,2157
147.542,2156.89
148.539,2156.78
149.536,2156.7
150.533,2156.63
151.529,2156.56
152.526,2156.5
153.523,2156.42
154.52,2156.32
155.517,2156.22
156.514,2156.11
157.511,2156
158.508,2155.91
159.505,2155.83
160.502,2155.76
161.498,2155.69
162.495,2155.62
163.492,2155.55
164.489,2155.47
165.486,2155.39
166.483,2155.31
167.48,2155.24
168.477,2155.17
169.474,2155.1
170.471,2155.03
171.468,2154.96
172.464,2154.87
173.461,2154.78
174.458,2154.68
175.455,2154.59
176.452,2154.51
177.449,2154.44
178.446,2154.38
179.443,2154.33
180.44,2154.26
181.437,2154.19
182.433,2154.11
183.43,2154.02
184.427,2153.93
185.424,2153.85
186.421,2153.77
187.418,2153.7
188.415,2153.63
189.412,2153.56
190.409,2153.49
191.406,2153.42
192.402,2153.35
193.399,2153.27
194.396,2153.2
195.393,2153.14
196.39,2153.07
197.387,2153.01
198.384,2152.95
199.381,2152.89
200.378,2152.82
201.375,2152.74
202.372,2152.65
203.368,2152.57
204.365,2152.5
205.362,2152.44
206.359,2152.38
207.356,2152.33
208.353,2152.27
209.35,2152.21
210.347,2152.15
211.344,2152.08
212.341,2152.01
213.337,2151.93
214.334,2151.86
215.331,2151.78
215.331,2151.78
216.328,2151.71
217.325,2151.65
218.322,2151.58
219.319,2151.52
220.316,2151.46
221.313,2151.41
222.31,2151.35
223.307,2151.3
224.303,2151.25
225.3,2151.2
226.297,2151.14
227.294,2151.08
228.291,2151
229.288,2150.92
230.285,2150.84
231.282,2150.77
232.279,2150.7
233.276,2150.65
234.272,2150.61
235.269,2150.58
236.266,2150.54
237.263,2150.5
238.26,2150.45
239.257,2150.4
240.254,2150.33
241.251,2150.25
242.248,2150.18
243.245,2150.1
244.242,2150.03
245.238,2149.96
246.235,2149.9
247.232,2149.84
248.229,2149.79
249.226,2149.73
250.223,2149.68
251.22,2149.63
252.217,2149.59
253.214,2149.55
254.211,2149.51
255.207,2149.47
256.204,2149.43
257.201,2149.38
258.198,2149.32
259.195,2149.26
260.192,2149.2
261.189,2149.14
262.186,2149.08
263.183,2149.02
264.18,2148.97
265.177,2148.91
266.173,2148.85
267.17,2148.79
268.167,2148.72
269.164,2148.65
270.161,2148.59
271.158,2148.53
272.155,2148.47
273.152,2148.43
274.149,2148.39
275.146,2148.35
276.142,2148.32
277.139,2148.28
278.136,2148.23
279.133,2148.19
280.13,2148.14
281.127,2148.09
282.124,2148.04
283.121,2148
284.118,2147.95
285.115,2147.91
286.112,2147.86
287.108,2147.81
288.105,2147.76
289.102,2147.71
290.099,2147.66
291.096,2147.61
292.093,2147.56
293.09,2147.51
294.087,2147.47
295.084,2147.42
296.081,2147.38
297.077,2147.32
298.074,2147.27
299.071,2147.22
300.068,2147.16
301.065,2147.11
302.062,2147.06
303.059,2147.02
304.056,2146.98
305.053,2146.94
306.05,2146.89
307.046,2146.85
308.043,2146.8
309.04,2146.75
310.037,2146.7
311.034,2146.65
312.031,2146.6
313.028,2146.56
314.025,2146.51
315.022,2146.47
316.019,2146.43
317.016,2146.39
318.012,2146.35
319.009,2146.3
320.006,2146.25
321.003,2146.2
322,2146.15
322.997,2146.1
323.994,2146.05
324.991,2146
325.988,2145.94
