x (mm),P (Pa)
0,1795.68
0.996904,2904.96
1.99381,2769.43
2.99071,2509.41
3.98762,2297.88
4.98452,2169.24
5.98142,2103.42
6.97833,2062.67
7.97523,2046.09
8.97214,2049.05
9.96904,2059.9
10.9659,2071.73
11.9628,2070.07
12.9598,2062.29
13.9567,2061.69
14.9536,2069.37
15.9505,2079.29
16.9474,2084.6
17.9443,2090.74
18.9412,2107.17
19.9381,2129.58
20.935,2151.24
21.9319,2170.34
22.9288,2185.06
23.9257,2189.67
24.9226,2186.21
25.9195,2183.39
26.9164,2183.65
27.9133,2186.6
28.9102,2192.67
29.9071,2199.47
30.904,2202.6
31.9009,2201.26
32.8978,2198.01
33.8947,2194.75
33.8947,2194.75
34.8916,2191.88
35.8885,2189.7
36.8855,2187.36
37.8824,2184.85
38.8793,2184.46
39.8762,2186.41
40.8731,2188.28
41.87,2188.31
42.8669,2186.69
43.8638,2184.36
44.8607,2181.89
45.8576,2179.56
46.8545,2177.63
47.8514,2176.2
48.8483,2175.4
49.8452,2175.87
50.8421,2177.48
51.839,2178.89
52.8359,2179.08
53.8328,2178.14
54.8297,2176.61
55.8266,2174.84
56.8235,2173.03
57.8204,2171.29
58.8173,2169.76
59.8142,2168.78
60.8112,2168.74
61.8081,2169.5
62.805,2170.34
63.8019,2170.55
64.7988,2169.99
65.7957,2168.95
66.7926,2167.74
67.7895,2166.53
68.7864,2165.38
69.7833,2164.35
70.7802,2163.61
71.7771,2163.44
72.774,2163.98
73.7709,2164.9
74.7678,2165.64
75.7647,2165.81
76.7616,2165.39
77.7585,2164.62
78.7554,2163.7
79.7523,2162.78
80.7492,2161.94
81.7461,2161.22
82.743,2160.69
83.74,2160.59
84.7369,2161.04
85.7338,2161.82
86.7307,2162.5
87.7276,2162.74
88.7245,2162.48
89.7214,2161.88
90.7183,2161.11
91.7152,2160.3
92.7121,2159.52
93.709,2158.82
94.7059,2158.27
95.7028,2158.01
96.6997,2158.21
97.6966,2158.8
98.6935,2159.52
99.6904,2160.02
100.687,2160.13
101.684,2159.85
102.681,2159.32
103.678,2158.67
104.675,2158
105.672,2157.36
106.669,2156.77
107.666,2156.34
108.663,2156.21
109.659,2156.45
110.656,2156.97
111.653,2157.51
112.65,2157.83
113.647,2157.82
114.644,2157.51
115.641,2157.01
116.638,2156.44
117.635,2155.88
118.632,2155.37
119.628,2154.94
120.625,2154.64
121.622,2154.6
122.619,2154.84
123.616,2155.27
124.613,2155.73
125.61,2156.02
126.607,2156.05
127.604,2155.84
128.601,2155.45
129.598,2154.99
130.594,2154.52
131.591,2154.06
132.588,2153.65
133.585,2153.34
134.582,2153.24
135.579,2153.37
136.576,2153.71
137.573,2154.13
138.57,2154.47
139.567,2154.61
140.563,2154.52
141.56,2154.26
142.557,2153.89
143.554,2153.49
144.551,2153.08
145.548,2152.7
146.545,2152.38
147.542,2152.21
148.539,2152.22
149.536,2152.42
150.533,2152.73
151.529,2153.02
152.526,2153.19
153.523,2153.19
154.52,2153.03
155.517,2152.75
156.514,2152.42
157.511,2152.08
158.508,2151.75
159.505,2151.46
160.502,2151.25
161.498,2151.19
162.495,2151.28
163.492,2151.51
164.489,2151.79
165.486,2152.02
166.483,2152.14
167.48,2152.1
168.477,2151.93
169.474,2151.66
170.471,2151.34
171.468,2151.01
172.464,2150.68
173.461,2150.4
174.458,2150.21
175.455,2150.16
176.452,2150.25
177.449,2150.46
178.446,2150.71
179.443,2150.92
180.44,2151.02
181.437,2151
182.433,2150.86
183.43,2150.64
184.427,2150.37
185.424,2150.08
186.421,2149.81
187.418,2149.58
188.415,2149.43
189.412,2149.4
190.409,2149.48
191.406,2149.65
192.402,2149.85
193.399,2150.01
194.396,2150.09
195.393,2150.06
196.39,2149.93
197.387,2149.74
198.384,2149.51
199.381,2149.26
200.378,2149.02
201.375,2148.81
202.372,2148.67
203.368,2148.63
204.365,2148.69
205.362,2148.83
206.359,2149.01
207.356,2149.16
208.353,2149.24
209.35,2149.22
210.347,2149.12
211.344,2148.95
212.341,2148.73
213.337,2148.49
214.334,2148.24
215.331,2148.02
216.328,2147.86
217.325,2147.78
218.322,2147.8
219.319,2147.9
220.316,2148.05
221.313,2148.2
222.31,2148.3
223.307,2148.32
224.303,2148.26
225.3,2148.13
226.297,2147.95
227.294,2147.73
228.291,2147.51
229.288,2147.29
230.285,2147.12
231.282,2147.01
232.279,2146.98
233.276,2147.03
234.272,2147.15
235.269,2147.27
236.266,2147.38
237.263,2147.44
238.26,2147.43
239.257,2147.36
240.254,2147.24
241.251,2147.08
242.248,2146.9
243.245,2146.71
244.242,2146.53
245.238,2146.4
246.235,2146.33
247.232,2146.33
248.229,2146.39
249.226,2146.49
250.223,2146.58
251.22,2146.65
252.217,2146.66
253.214,2146.61
254.211,2146.5
255.207,2146.35
256.204,2146.16
257.201,2145.97
258.198,2145.78
259.195,2145.61
260.192,2145.51
261.189,2145.47
262.186,2145.5
263.183,2145.6
264.18,2145.72
265.177,2145.83
266.173,2145.91
267.17,2145.93
268.167,2145.89
269.164,2145.79
270.161,2145.64
271.158,2145.47
272.155,2145.27
273.152,2145.08
274.149,2144.92
275.146,2144.8
276.142,2144.74
277.139,2144.75
278.136,2144.81
279.133,2144.91
280.13,2145
281.127,2145.07
282.124,2145.09
283.121,2145.07
284.118,2144.99
285.115,2144.88
286.112,2144.73
287.108,2144.56
288.105,2144.4
289.102,2144.25
290.099,2144.14
291.096,2144.08
292.093,2144.08
293.09,2144.13
294.087,2144.21
295.084,2144.29
