x (mm),Q (W/m2)
0,8.13E+06
0.0994524,6.10E+06
0.199899,3.49E+06
0.301351,2.65E+06
0.403817,2.18E+06
0.507307,1.87E+06
0.611832,1.64E+06
0.717403,1.48E+06
0.82403,1.35E+06
0.931722,1.25E+06
1.04049,1.16E+06
1.15035,1.09E+06
1.26131,1.03E+06
1.37337,9.75E+05
1.48656,9.28E+05
1.60087,8.87E+05
1.71634,8.50E+05
1.83295,8.17E+05
1.95073,7.87E+05
2.06969,7.59E+05
2.18984,7.34E+05
2.31119,7.11E+05
2.43376,6.89E+05
2.55755,6.69E+05
2.68258,6.51E+05
2.80885,6.34E+05
2.93639,6.17E+05
3.06521,6.02E+05
3.19531,5.88E+05
3.32672,5.74E+05
3.45944,5.61E+05
3.59349,5.49E+05
3.72887,5.38E+05
3.86561,5.27E+05
4.00372,5.16E+05
4.14321,5.06E+05
4.2841,4.97E+05
4.42639,4.87E+05
4.57011,4.79E+05
4.71526,4.70E+05
4.86187,4.62E+05
5.00994,4.55E+05
5.15949,4.47E+05
5.31054,4.40E+05
5.46309,4.33E+05
5.61718,4.26E+05
5.7728,4.20E+05
5.92998,4.14E+05
6.08873,4.08E+05
6.24907,4.02E+05
6.41102,3.96E+05
6.57458,3.91E+05
6.73978,3.86E+05
6.90663,3.81E+05
7.07515,3.76E+05
7.24535,3.71E+05
7.41726,3.66E+05
7.59088,3.62E+05
7.76624,3.57E+05
7.94336,3.53E+05
8.12224,3.49E+05
8.30292,3.45E+05
8.4854,3.41E+05
8.66971,3.37E+05
8.85585,3.34E+05
9.04387,3.30E+05
9.23376,3.27E+05
9.42555,3.23E+05
9.61925,3.20E+05
9.8149,3.17E+05
10.0125,3.14E+05
10.2121,3.11E+05
10.4137,3.08E+05
10.6172,3.05E+05
10.8229,3.03E+05
11.0305,3.00E+05
11.2403,2.97E+05
11.4522,2.95E+05
11.6661,2.92E+05
11.8822,2.90E+05
12.1005,2.88E+05
12.321,2.86E+05
12.5436,2.84E+05
12.5436,2.84E+05
12.7685,2.82E+05
12.9957,2.80E+05
13.2251,2.78E+05
13.4568,2.76E+05
13.6908,2.74E+05
13.9272,2.72E+05
14.1659,2.71E+05
14.407,2.69E+05
14.6505,2.68E+05
14.8965,2.66E+05
15.1449,2.65E+05
15.3958,2.63E+05
15.6492,2.62E+05
15.9051,2.61E+05
16.1637,2.60E+05
16.4247,2.59E+05
16.6884,2.57E+05
16.9548,2.56E+05
17.2238,2.55E+05
17.4955,2.54E+05
17.7699,2.53E+05
18.047,2.52E+05
18.3269,2.51E+05
18.6097,2.50E+05
18.8952,2.50E+05
19.1836,2.49E+05
19.4749,2.48E+05
19.7691,2.47E+05
20.0663,2.46E+05
20.3664,2.46E+05
20.6695,2.45E+05
20.9756,2.44E+05
21.2848,2.43E+05
21.5971,2.43E+05
21.9126,2.42E+05
22.2311,2.41E+05
22.5529,2.41E+05
22.8779,2.40E+05
23.2061,2.39E+05
23.5376,2.38E+05
23.8725,2.38E+05
24.2106,2.37E+05
24.5522,2.37E+05
24.8972,2.36E+05
25.2456,2.35E+05
25.5975,2.35E+05
25.9529,2.34E+05
26.3119,2.33E+05
26.6745,2.33E+05
27.0407,2.32E+05
27.4105,2.31E+05
27.7841,2.31E+05
28.1614,2.30E+05
28.5425,2.29E+05
28.9273,2.28E+05
29.3161,2.28E+05
