x (mm),Q (W/m2)
0,8.04E+06
0.0994522,6.06E+06
0.199899,3.49E+06
0.30135,2.65E+06
0.403816,2.18E+06
0.507306,1.87E+06
0.611831,1.65E+06
0.717402,1.48E+06
0.824028,1.35E+06
0.931721,1.25E+06
1.04049,1.16E+06
1.15035,1.09E+06
1.2613,1.03E+06
1.37337,9.76E+05
1.48655,9.29E+05
1.60087,8.87E+05
1.71633,8.50E+05
1.83295,8.17E+05
1.95073,7.87E+05
2.06969,7.59E+05
2.18984,7.34E+05
2.31119,7.11E+05
2.43375,6.90E+05
2.55754,6.70E+05
2.68257,6.51E+05
2.80885,6.34E+05
2.93639,6.17E+05
3.0652,6.02E+05
3.19531,5.88E+05
3.32671,5.74E+05
3.45943,5.61E+05
3.59348,5.49E+05
3.72887,5.37E+05
3.86561,5.26E+05
4.00372,5.16E+05
4.14321,5.06E+05
4.28409,4.96E+05
4.42638,4.87E+05
4.5701,4.79E+05
4.71525,4.70E+05
4.86186,4.62E+05
5.00993,4.54E+05
5.15948,4.47E+05
5.31053,4.40E+05
5.46308,4.33E+05
5.61717,4.26E+05
5.77279,4.20E+05
5.92997,4.14E+05
6.08872,4.08E+05
6.24906,4.02E+05
6.411,3.96E+05
6.57457,3.91E+05
6.73976,3.86E+05
6.90661,3.80E+05
7.07513,3.76E+05
7.24534,3.71E+05
7.41724,3.66E+05
7.59087,3.62E+05
7.76623,3.57E+05
7.94334,3.53E+05
8.12223,3.49E+05
8.3029,3.45E+05
8.48538,3.41E+05
8.66969,3.37E+05
8.85584,3.34E+05
9.04385,3.30E+05
9.23374,3.27E+05
9.42553,3.23E+05
9.61924,3.20E+05
9.81488,3.17E+05
10.0125,3.14E+05
10.2121,3.11E+05
10.4136,3.08E+05
10.6172,3.05E+05
10.8228,3.02E+05
11.0305,3.00E+05
11.2403,2.97E+05
11.4521,2.95E+05
11.6661,2.92E+05
11.8822,2.90E+05
12.1005,2.88E+05
12.321,2.86E+05
12.5436,2.84E+05
12.7685,2.82E+05
12.9956,2.80E+05
13.2251,2.78E+05
13.4568,2.76E+05
13.6908,2.74E+05
13.9271,2.72E+05
14.1659,2.71E+05
14.407,2.69E+05
14.6505,2.68E+05
14.8964,2.66E+05
15.1449,2.65E+05
15.3958,2.63E+05
15.6492,2.62E+05
15.9051,2.61E+05
16.1636,2.60E+05
16.4247,2.58E+05
16.6884,2.57E+05
16.9547,2.56E+05
17.2237,2.55E+05
17.4954,2.54E+05
17.7698,2.53E+05
18.047,2.52E+05
18.3269,2.51E+05
18.6096,2.50E+05
18.8952,2.49E+05
19.1836,2.49E+05
19.4749,2.48E+05
19.7691,2.47E+05
20.0662,2.46E+05
20.3663,2.45E+05
20.6695,2.45E+05
20.9756,2.44E+05
21.2848,2.43E+05
21.5971,2.43E+05
21.9125,2.42E+05
22.2311,2.41E+05
22.5529,2.40E+05
22.8779,2.40E+05
23.2061,2.39E+05
23.5376,2.38E+05
23.8724,2.38E+05
24.2106,2.37E+05
24.5522,2.36E+05
24.8971,2.36E+05
25.2456,2.35E+05
25.5975,2.35E+05
25.9529,2.34E+05
26.3119,2.33E+05
26.6744,2.33E+05
27.0406,2.32E+05
27.4105,2.31E+05
27.7841,2.31E+05
28.1613,2.30E+05
28.5424,2.29E+05
28.9273,2.28E+05
29.316,2.28E+05
29.701,2.27E+05
30.086,2.26E+05
30.471,2.25E+05
30.8559,2.25E+05
31.2409,2.24E+05
31.6259,2.23E+05
32.0109,2.22E+05
32.3959,2.22E+05
32.7808,2.21E+05
33.1658,2.20E+05
33.5508,2.19E+05
33.9358,2.19E+05
34.3207,2.18E+05
34.7057,2.17E+05
35.0907,2.17E+05
35.4757,2.16E+05
35.8607,2.15E+05
36.2456,2.15E+05
36.6306,2.14E+05
37.0156,2.13E+05
37.4006,2.13E+05
37.7856,2.12E+05
38.1705,2.11E+05
38.5555,2.11E+05
38.9405,2.10E+05
39.3255,2.10E+05
39.7105,2.09E+05
40.0954,2.08E+05
40.4804,2.08E+05
40.8654,2.07E+05
41.2504,2.07E+05
41.6354,2.06E+05
42.0203,2.06E+05
42.4053,2.05E+05
42.7903,2.05E+05
43.1753,2.04E+05
43.5603,2.03E+05
43.9452,2.03E+05
44.3302,2.02E+05
44.7152,2.02E+05
45.1002,2.02E+05
45.4852,2.01E+05
45.8701,2.01E+05
46.2551,2.00E+05
46.6401,2.00E+05
47.0251,1.99E+05
47.4101,1.99E+05
47.795,1.98E+05
48.18,1.98E+05
48.565,1.97E+05
48.95,1.97E+05
49.335,1.96E+05
49.7199,1.96E+05
50.1049,1.96E+05
50.4899,1.95E+05
50.8749,1.95E+05
51.2599,1.94E+05
51.6448,1.94E+05
52.0298,1.94E+05
52.4148,1.93E+05
52.7998,1.93E+05
53.1848,1.92E+05
53.5697,1.92E+05
53.9547,1.92E+05
54.3397,1.91E+05
54.7247,1.91E+05
55.1097,1.91E+05
55.4946,1.90E+05
55.8796,1.90E+05
56.2646,1.90E+05
56.6496,1.89E+05
57.0346,1.89E+05
57.4195,1.89E+05
57.8045,1.88E+05
58.1895,1.88E+05
58.5745,1.88E+05
58.9595,1.87E+05
59.3444,1.87E+05
59.7294,1.87E+05
60.1144,1.86E+05
60.4994,1.86E+05
60.8843,1.86E+05
61.2693,1.86E+05
61.6543,1.85E+05
62.0393,1.85E+05
62.4243,1.85E+05
62.8092,1.84E+05
63.1942,1.84E+05
63.5792,1.84E+05
63.9642,1.84E+05
64.3492,1.83E+05
64.7341,1.83E+05
65.1191,1.83E+05
65.5041,1.83E+05
65.8891,1.82E+05
66.2741,1.82E+05
66.659,1.82E+05
67.044,1.81E+05
67.429,1.81E+05
67.814,1.81E+05
68.199,1.81E+05
68.5839,1.81E+05
68.9689,1.80E+05
69.3539,1.80E+05
69.7389,1.80E+05
70.1239,1.80E+05
70.5088,1.79E+05
70.8938,1.79E+05
71.2788,1.79E+05
71.6638,1.79E+05
72.0488,1.78E+05
72.4337,1.78E+05
72.8187,1.78E+05
73.2037,1.78E+05
73.5887,1.78E+05
73.9737,1.77E+05
74.3586,1.77E+05
74.7436,1.77E+05
75.1286,1.77E+05
75.5136,1.77E+05
75.8986,1.76E+05
76.2835,1.76E+05
76.6685,1.76E+05
77.0535,1.76E+05
77.4385,1.76E+05
77.8235,1.75E+05
78.2084,1.75E+05
78.5934,1.75E+05
78.9784,1.75E+05
79.3634,1.75E+05
79.7484,1.75E+05
80.1333,1.74E+05
80.5183,1.74E+05
80.9033,1.74E+05
81.2883,1.74E+05
81.6732,1.74E+05
82.0582,1.73E+05
82.4432,1.73E+05
82.8282,1.73E+05
83.2132,1.73E+05
83.5982,1.73E+05
83.9831,1.73E+05
84.3681,1.72E+05
84.7531,1.72E+05
85.1381,1.72E+05
85.523,1.72E+05
85.908,1.72E+05
86.293,1.72E+05
86.678,1.71E+05
87.063,1.71E+05
87.4479,1.71E+05
87.8329,1.71E+05
88.2179,1.71E+05
88.6029,1.71E+05
88.9879,1.71E+05
89.3728,1.70E+05
89.7578,1.70E+05
90.1428,1.70E+05
90.5278,1.70E+05
90.9128,1.70E+05
91.2977,1.70E+05
91.6827,1.69E+05
92.0677,1.69E+05
92.4527,1.69E+05
92.8377,1.69E+05
93.2226,1.69E+05
93.6076,1.69E+05
93.9926,1.69E+05
94.3776,1.69E+05
94.7626,1.68E+05
95.1475,1.68E+05
95.5325,1.68E+05
95.9175,1.68E+05
96.3025,1.68E+05
96.6875,1.68E+05
97.0724,1.68E+05
97.4574,1.67E+05
97.8424,1.67E+05
98.2274,1.67E+05
98.6124,1.67E+05
98.9973,1.67E+05
99.3823,1.67E+05
99.7673,1.67E+05
100.152,1.67E+05
100.537,1.66E+05
100.922,1.66E+05
101.307,1.66E+05
101.692,1.66E+05
102.077,1.66E+05
102.462,1.66E+05
102.847,1.66E+05
103.232,1.66E+05
103.617,1.65E+05
104.002,1.65E+05
104.387,1.65E+05
104.772,1.65E+05
105.157,1.65E+05
105.542,1.65E+05
105.927,1.65E+05
106.312,1.65E+05
106.697,1.65E+05
107.082,1.64E+05
107.467,1.64E+05
107.852,1.64E+05
108.237,1.64E+05
108.622,1.64E+05
109.007,1.64E+05
109.392,1.64E+05
109.777,1.64E+05
110.162,1.64E+05
110.547,1.63E+05
110.932,1.63E+05
111.317,1.63E+05
111.702,1.63E+05
112.087,1.63E+05
112.472,1.63E+05
112.857,1.63E+05
113.242,1.63E+05
113.627,1.63E+05
114.012,1.62E+05
114.397,1.62E+05
114.782,1.62E+05
115.166,1.62E+05
115.551,1.62E+05
115.936,1.62E+05
116.321,1.62E+05
116.706,1.62E+05
117.091,1.62E+05
117.476,1.62E+05
117.861,1.61E+05
118.246,1.61E+05
118.631,1.61E+05
119.016,1.61E+05
119.401,1.61E+05
119.786,1.61E+05
120.171,1.61E+05
120.556,1.61E+05
120.941,1.61E+05
121.326,1.61E+05
121.711,1.61E+05
122.096,1.60E+05
122.481,1.60E+05
122.866,1.60E+05
123.251,1.60E+05
123.636,1.60E+05
124.021,1.60E+05
124.406,1.60E+05
124.791,1.60E+05
125.176,1.60E+05
125.561,1.60E+05
125.946,1.60E+05
126.331,1.59E+05
126.716,1.59E+05
127.101,1.59E+05
127.486,1.59E+05
127.871,1.59E+05
128.256,1.59E+05
128.641,1.59E+05
129.026,1.59E+05
129.411,1.59E+05
129.796,1.59E+05
130.181,1.59E+05
130.566,1.58E+05
130.951,1.58E+05
131.336,1.58E+05
131.721,1.58E+05
132.106,1.58E+05
132.491,1.58E+05
132.876,1.58E+05
133.261,1.58E+05
133.646,1.58E+05
134.03,1.58E+05
134.415,1.58E+05
134.8,1.58E+05
135.185,1.58E+05
135.57,1.57E+05
135.955,1.57E+05
136.34,1.57E+05
136.725,1.57E+05
137.11,1.57E+05
137.495,1.57E+05
137.88,1.57E+05
138.265,1.57E+05
138.65,1.57E+05
139.035,1.57E+05
139.42,1.57E+05
139.805,1.57E+05
140.19,1.57E+05
140.575,1.56E+05
140.96,1.56E+05
141.345,1.56E+05
141.73,1.56E+05
142.115,1.56E+05
142.5,1.56E+05
142.885,1.56E+05
143.27,1.56E+05
143.655,1.56E+05
144.04,1.56E+05
144.425,1.56E+05
144.81,1.56E+05
145.195,1.56E+05
145.58,1.55E+05
145.965,1.55E+05
146.35,1.55E+05
146.735,1.55E+05
147.12,1.55E+05
147.505,1.55E+05
147.89,1.55E+05
