x (mm),Q (W/m2)
0,2.77E+06
0.996904,2.26E+06
1.99381,1.40E+06
2.99071,8.31E+05
3.98762,5.63E+05
4.98452,4.51E+05
5.98142,3.84E+05
6.97833,3.45E+05
7.97523,3.19E+05
8.97214,3.01E+05
9.96904,2.87E+05
10.9659,2.77E+05
11.9628,2.70E+05
12.9598,2.63E+05
13.9567,2.57E+05
14.9536,2.52E+05
15.9505,2.48E+05
16.9474,2.45E+05
17.9443,2.43E+05
18.9412,2.42E+05
19.9381,2.42E+05
20.935,2.42E+05
21.9319,2.41E+05
22.9288,2.39E+05
23.9257,2.38E+05
24.9226,2.36E+05
25.9195,2.35E+05
26.9164,2.33E+05
27.9133,2.31E+05
28.9102,2.29E+05
29.9071,2.27E+05
30.904,2.25E+05
31.9009,2.23E+05
32.8978,2.20E+05
33.8947,2.18E+05
34.8916,2.16E+05
35.8885,2.14E+05
36.8855,2.12E+05
37.8824,2.11E+05
38.8793,2.09E+05
39.8762,2.07E+05
40.8731,2.06E+05
41.87,2.04E+05
42.8669,2.03E+05
43.8638,2.01E+05
44.8607,2.00E+05
45.8576,1.99E+05
46.8545,1.97E+05
47.8514,1.96E+05
48.8483,1.95E+05
49.8452,1.94E+05
50.8421,1.93E+05
51.839,1.92E+05
52.8359,1.91E+05
53.8328,1.90E+05
54.8297,1.89E+05
55.8266,1.88E+05
56.8235,1.88E+05
57.8204,1.87E+05
58.8173,1.86E+05
59.8142,1.85E+05
60.8112,1.84E+05
61.8081,1.84E+05
62.805,1.83E+05
63.8019,1.82E+05
64.7988,1.82E+05
65.7957,1.81E+05
66.7926,1.80E+05
67.7895,1.80E+05
68.7864,1.79E+05
69.7833,1.78E+05
70.7802,1.78E+05
71.7771,1.77E+05
72.774,1.77E+05
73.7709,1.76E+05
74.7678,1.76E+05
75.7647,1.75E+05
76.7616,1.75E+05
77.7585,1.74E+05
78.7554,1.74E+05
79.7523,1.73E+05
80.7492,1.73E+05
81.7461,1.72E+05
82.743,1.72E+05
83.74,1.71E+05
84.7369,1.71E+05
85.7338,1.70E+05
86.7307,1.70E+05
87.7276,1.70E+05
88.7245,1.69E+05
89.7214,1.69E+05
90.7183,1.68E+05
91.7152,1.68E+05
92.7121,1.68E+05
93.709,1.67E+05
94.7059,1.67E+05
95.7028,1.66E+05
96.6997,1.66E+05
97.6966,1.66E+05
98.6935,1.65E+05
99.6904,1.65E+05
100.687,1.65E+05
101.684,1.64E+05
102.681,1.64E+05
103.678,1.64E+05
104.675,1.63E+05
105.672,1.63E+05
106.669,1.63E+05
107.666,1.63E+05
108.663,1.62E+05
109.659,1.62E+05
110.656,1.62E+05
111.653,1.61E+05
112.65,1.61E+05
113.647,1.61E+05
114.644,1.61E+05
115.641,1.60E+05
116.638,1.60E+05
117.635,1.60E+05
118.632,1.60E+05
119.628,1.59E+05
120.625,1.59E+05
121.622,1.59E+05
122.619,1.59E+05
123.616,1.58E+05
124.613,1.58E+05
125.61,1.58E+05
126.607,1.58E+05
127.604,1.57E+05
128.601,1.57E+05
129.598,1.57E+05
130.594,1.57E+05
131.591,1.57E+05
132.588,1.56E+05
133.585,1.56E+05
134.582,1.56E+05
135.579,1.56E+05
136.576,1.55E+05
137.573,1.55E+05
138.57,1.55E+05
139.567,1.55E+05
140.563,1.55E+05
141.56,1.54E+05
142.557,1.54E+05
143.554,1.54E+05
144.551,1.54E+05
145.548,1.54E+05
146.545,1.54E+05
147.542,1.53E+05
148.539,1.53E+05
149.536,1.53E+05
150.533,1.53E+05
151.529,1.53E+05
152.526,1.52E+05
153.523,1.52E+05
154.52,1.52E+05
155.517,1.52E+05
156.514,1.52E+05
157.511,1.52E+05
158.508,1.51E+05
159.505,1.51E+05
160.502,1.51E+05
161.498,1.51E+05
162.495,1.51E+05
163.492,1.51E+05
164.489,1.51E+05
165.486,1.50E+05
166.483,1.50E+05
167.48,1.50E+05
