x (mm),P (Pa)
0,2096.88
0.0994522,3078.18
0.199899,2887.05
0.30135,2865.15
0.403816,2858.23
0.507306,2830.07
0.611831,2793.5
0.717402,2755.53
0.824028,2720.61
0.931721,2689.1
1.04049,2660.51
1.15035,2634.52
1.2613,2610.91
1.37337,2589.49
1.48655,2570
1.60087,2552.18
1.71633,2535.83
1.83295,2520.74
1.95073,2506.75
2.06969,2493.73
2.18984,2481.58
2.31119,2470.24
2.43375,2459.62
2.55754,2449.66
2.68257,2440.24
2.80885,2431.31
2.93639,2422.83
3.0652,2414.78
3.19531,2407.14
3.32671,2399.88
3.45943,2392.95
3.59348,2386.31
3.72887,2379.95
3.86561,2373.85
4.00372,2368.02
4.14321,2362.45
4.28409,2357.12
4.42638,2352.01
4.5701,2347.11
4.71525,2342.4
4.86186,2337.87
5.00993,2333.5
5.15948,2329.28
5.31053,2325.17
5.46308,2321.17
5.61717,2317.26
5.77279,2313.45
5.92997,2309.75
6.08872,2306.14
6.24906,2302.63
6.411,2299.21
6.57457,2295.88
6.73976,2292.64
6.90661,2289.49
7.07513,2286.44
7.24534,2283.44
7.41724,2280.48
7.59087,2277.57
7.76623,2274.72
7.94334,2271.98
8.12223,2269.35
8.3029,2266.81
8.48538,2264.32
8.66969,2261.86
8.85584,2259.42
9.04385,2257.01
9.23374,2254.65
9.42553,2252.38
9.61924,2250.19
9.81488,2248.11
10.0125,2246.11
10.2121,2244.16
10.4136,2242.23
10.6172,2240.28
10.8228,2238.31
11.0305,2236.38
11.2403,2234.53
11.4521,2232.82
11.6661,2231.23
11.8822,2229.72
12.1005,2228.24
12.321,2226.76
12.5436,2225.28
12.7685,2223.84
12.9956,2222.46
13.2251,2221.17
13.4568,2219.96
13.6908,2218.83
13.9271,2217.75
14.1659,2216.71
14.407,2215.71
14.6505,2214.76
14.8964,2213.87
15.1449,2213.05
15.3958,2212.28
15.6492,2211.56
15.9051,2210.88
16.1636,2210.24
16.4247,2209.66
16.6884,2209.14
16.9547,2208.7
17.2237,2208.32
17.4954,2207.98
17.7698,2207.68
18.047,2207.41
18.3269,2207.19
18.6096,2207
18.8952,2206.85
19.1836,2206.73
19.4749,2206.62
19.7691,2206.53
20.0662,2206.48
20.3663,2206.47
20.6695,2206.52
20.9756,2206.61
21.2848,2206.72
21.5971,2206.82
21.9125,2206.91
22.2311,2206.99
22.5529,2207.09
22.8779,2207.23
23.2061,2207.38
23.5376,2207.52
23.8724,2207.63
24.2106,2207.73
24.5522,2207.87
24.8971,2208.1
25.2456,2208.39
25.5975,2208.68
25.9529,2208.94
26.3119,2209.14
26.6744,2209.3
27.0406,2209.43
27.4105,2209.55
27.7841,2209.67
28.1613,2209.78
28.5424,2209.88
