# pos.x pos.y pos.z n.x n.y n.z area cellWidthNormalToSurface outsign p rho T velx vely velz mu a Re y+ tau_wall_x tau_wall_y tau_wall_z q_total q_cond q_diff
4.0338102857142861e-04 4.9528962469704871e-05 0.0000000000000000e+00 -1.2186934340514749e-01 9.9254615164132209e-01 0.0000000000000000e+00 4.0258165914132911e-08 1.0005698535735517e-07 -1.0000000000000000e+00 1.4365376713122654e+04 1.6678525838645614e-01 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.5066066236661885e+02 3.1684548813315894e-01 5.7341637062519983e-02 -2.6843389085583249e+03 -1.1519463092903590e+02 0.0000000000000000e+00 1.9495527168881735e+06 1.9495527168881735e+06 0.0000000000000000e+00
1.2101430857142858e-03 1.4858688740911462e-04 0.0000000000000000e+00 -1.2186934340514749e-01 9.9254615164132209e-01 0.0000000000000000e+00 1.2077449774239875e-07 1.0017092047116186e-07 -1.0000000000000000e+00 1.5427024346594673e+04 1.7911122646930155e-01 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4946156992672223e+02 3.3948399039231769e-01 4.7916411587384244e-02 -1.7417598905784207e+03 -6.7235859156550902e+01 0.0000000000000000e+00 1.2676798080500877e+06 1.2676798080500877e+06 0.0000000000000000e+00
2.0169051428571430e-03 2.4764481234852437e-04 0.0000000000000000e+00 -1.2186934340514750e-01 9.9254615164132209e-01 0.0000000000000000e+00 2.0129082957066459e-07 1.0028478296359153e-07 -1.0000000000000000e+00 1.5596957429505572e+04 1.8108418782685584e-01 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4897143852663953e+02 3.4313171011511490e-01 4.2679025508358656e-02 -1.3636468842031131e+03 -5.2827356173982650e+01 0.0000000000000000e+00 9.8766711590702611e+05 9.8766711590702611e+05 0.0000000000000000e+00
2.8236672000000003e-03 3.4670273728793410e-04 0.0000000000000000e+00 -1.2186934340514746e-01 9.9254615164132209e-01 0.0000000000000000e+00 2.8180716139893042e-07 1.0039857282074271e-07 -1.0000000000000000e+00 1.5604951510481027e+04 1.8117700090706107e-01 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4874802498602799e+02 3.4347708217306416e-01 3.9883942942479510e-02 -1.1875762159393482e+03 -4.6012018865103812e+01 0.0000000000000000e+00 8.5950512800214032e+05 8.5950512800214032e+05 0.0000000000000000e+00
3.6304292571428575e-03 4.4576066222734383e-04 0.0000000000000000e+00 -1.2186934340514741e-01 9.9254615164132209e-01 0.0000000000000000e+00 3.6232349322719620e-07 1.0051229002854160e-07 -1.0000000000000000e+00 1.5645581436193474e+04 1.8164872349349229e-01 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4863271617879212e+02 3.4464744250927792e-01 3.8394287247113947e-02 -1.0951856846777061e+03 -4.2317424090686757e+01 0.0000000000000000e+00 7.9297398743358604e+05 7.9297398743358604e+05 0.0000000000000000e+00
4.4371913142857147e-03 5.4481858716675356e-04 0.0000000000000000e+00 -1.2186934340514760e-01 9.9254615164132209e-01 0.0000000000000000e+00 4.4283982505546204e-07 1.0062593457315410e-07 -1.0000000000000000e+00 1.5642381035199161e+04 1.8161156611729282e-01 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4856300756954982e+02 3.4489756419940976e-01 3.7414031357542038e-02 -1.0378452498175729e+03 -3.9994982278505631e+01 0.0000000000000000e+00 7.5246304531914368e+05 7.5246304531914368e+05 0.0000000000000000e+00
5.2439533714285719e-03 6.4387651210616329e-04 0.0000000000000000e+00 -1.2186934340514746e-01 9.9254615164132209e-01 0.0000000000000000e+00 5.2335615688372782e-07 1.0073950644077138e-07 -1.0000000000000000e+00 1.5703131433222808e+04 1.8231689191791720e-01 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4851862172803629e+02 3.4658368711797050e-01 3.6850248075711856e-02 -1.0006546897746783e+03 -3.8381619533041402e+01 0.0000000000000000e+00 7.2640004816469143e+05 7.2640004816469143e+05 0.0000000000000000e+00
6.0507154285714291e-03 7.4293443704557312e-04 0.0000000000000000e+00 -1.2186934340514746e-01 9.9254615164132209e-01 0.0000000000000000e+00 6.0387248871199376e-07 1.0085300561733508e-07 -1.0000000000000000e+00 1.5657543410187813e+04 1.8178760470512353e-01 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4847409990704529e+02 3.4592266676198191e-01 3.6175328001987812e-02 -9.6497154870314898e+02 -3.6922174106748741e+01 0.0000000000000000e+00 7.0031190796353586e+05 7.0031190796353586e+05 0.0000000000000000e+00
6.8574774857142863e-03 8.4199236198498274e-04 0.0000000000000000e+00 -1.2186934340514746e-01 9.9254615164132209e-01 0.0000000000000000e+00 6.8438882054025949e-07 1.0096643208972801e-07 -1.0000000000000000e+00 1.5676671720922986e+04 1.8200968870000744e-01 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4844152803925073e+02 3.4670238447538876e-01 3.5706504244918495e-02 -9.3687214791342603e+02 -3.5695690140626667e+01 0.0000000000000000e+00 6.8105069704348606e+05 6.8105069704348606e+05 0.0000000000000000e+00
7.6642395428571436e-03 9.4105028692439247e-04 0.0000000000000000e+00 -1.2186934340514734e-01 9.9254615164132209e-01 0.0000000000000000e+00 7.6490515236852532e-07 1.0107978584393309e-07 -1.0000000000000000e+00 1.5678313301980173e+04 1.8202874782572706e-01 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4841175522698200e+02 3.4709830800793756e-01 3.5280592330389875e-02 -9.1251445029200875e+02 -3.4632856124526612e+01 0.0000000000000000e+00 6.6341164646789455e+05 6.6341164646789455e+05 0.0000000000000000e+00
8.4710015999999999e-03 1.0401082118638022e-03 0.0000000000000000e+00 -1.2186934340514760e-01 9.9254615164132209e-01 0.0000000000000000e+00 8.4542148419679116e-07 1.0119306686688270e-07 -1.0000000000000000e+00 1.5653091488806935e+04 1.8173591689542290e-01 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4838284743845196e+02 3.4689951421347359e-01 3.4829084559057616e-02 -8.8875185071929081e+02 -3.3619609249241009e+01 0.0000000000000000e+00 6.4630117865922884e+05 6.4630117865922884e+05 0.0000000000000000e+00
9.2777636571428589e-03 1.1391661368032120e-03 0.0000000000000000e+00 -1.2186934340514760e-01 9.9254615164132209e-01 0.0000000000000000e+00 9.2593781602505699e-07 1.0130627514493075e-07 -1.0000000000000000e+00 1.5672242120588371e+04 1.8195826004268009e-01 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4836061093183503e+02 3.4769029514721395e-01 3.4510234643162253e-02 -8.6954651753720702e+02 -3.2745209366271951e+01 0.0000000000000000e+00 6.3299597158351610e+05 6.3299597158351610e+05 0.0000000000000000e+00
1.0084525714285714e-02 1.2382240617426219e-03 0.0000000000000000e+00 -1.2186934340514734e-01 9.9254615164132209e-01 0.0000000000000000e+00 1.0064541478533228e-06 1.0141941066416081e-07 -1.0000000000000000e+00 1.5654828286782829e+04 1.8175608151100936e-01 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4833848076939375e+02 3.4766973744426710e-01 3.4172023876444094e-02 -8.5163604906448757e+02 -3.1951379035635128e+01 0.0000000000000000e+00 6.1977837851602933e+05 6.1977837851602933e+05 0.0000000000000000e+00
1.0891287771428573e-02 1.3372819866820315e-03 0.0000000000000000e+00 -1.2186934340514760e-01 9.9254615164132209e-01 0.0000000000000000e+00 1.0869704796815887e-06 1.0153247341239715e-07 -1.0000000000000000e+00 1.5631460887870327e+04 1.8148478074784311e-01 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4831733296740185e+02 3.4751668917057554e-01 3.3831676487927009e-02 -8.3414751145669243e+02 -3.1181607794729601e+01 0.0000000000000000e+00 6.0714505363715021e+05 6.0714505363715021e+05 0.0000000000000000e+00
1.1698049828571429e-02 1.4363399116214411e-03 0.0000000000000000e+00 -1.2186934340514734e-01 9.9254615164132209e-01 0.0000000000000000e+00 1.1674868115098543e-06 1.0164546337576058e-07 -1.0000000000000000e+00 1.5646572092445276e+04 1.8166022523564834e-01 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4830146623052076e+02 3.4822388265305448e-01 3.3599759117461603e-02 -8.2013469708449941e+02 -3.0518697979772526e+01 0.0000000000000000e+00 5.9751301113842207e+05 5.9751301113842207e+05 0.0000000000000000e+00
1.2504811885714288e-02 1.5353978365608510e-03 0.0000000000000000e+00 -1.2186934340514760e-01 9.9254615164132209e-01 0.0000000000000000e+00 1.2480031433381203e-06 1.0175838054112037e-07 -1.0000000000000000e+00 1.5633298818624908e+04 1.8150611953776283e-01 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4828504619281415e+02 3.4829856835376027e-01 3.3347885130934452e-02 -8.0678164424356908e+02 -2.9903907314001700e+01 0.0000000000000000e+00 5.8759001885088161e+05 5.8759001885088161e+05 0.0000000000000000e+00
1.3311573942857143e-02 1.6344557615002608e-03 0.0000000000000000e+00 -1.2186934340514734e-01 9.9254615164132209e-01 0.0000000000000000e+00 1.3285194751663862e-06 1.0187122489496774e-07 -1.0000000000000000e+00 1.5612284318283910e+04 1.8126213645682948e-01 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4826885368819990e+02 3.4819991565765945e-01 3.3083970571757632e-02 -7.9337482880947937e+02 -2.9295400620155590e+01 0.0000000000000000e+00 5.7781823842696089e+05 5.7781823842696089e+05 0.0000000000000000e+00
