"Region: Body 1.Ramp1: Position[X] (m)","Region: Body 1.Ramp1: Wall Y+","Region: Body 1.Ramp2: Position[X] (m)","Region: Body 1.Ramp2: Wall Y+"
1.2143478528438658,0.11120308824351616,2.504147698764818,1.7342059543078803
1.2138515756011077,0.11122587162855312,2.504065349305024,1.2249845195036524
1.2133552983498792,0.11125309188608881,2.50397064748197,1.1152597691692803
1.2128590210986563,0.11128418540619026,2.5038617404580843,1.0829458035942165
1.2123627438495577,0.11131890119993709,2.5037364974777425,1.081025101986471
1.2118629534018244,0.11135688283718462,2.503592468177229,1.0842249737617387
1.2113666751890324,0.11139767459241985,2.503426834651504,1.0866255449652893
1.2108739121022951,0.11143920291706545,2.5032363563198046,1.0867213104543048
1.210377634851103,0.11148223786360184,2.5030173065380072,1.0867905238198838
1.209881357599912,0.11152534719914409,2.5027653996788013,1.0867820611230266
1.209385080357205,0.11156764310390004,2.502475707307319,1.0867489080466
1.2088888031060274,0.1116083044699097,2.50214256177392,1.0867158716390748
1.2083925258548558,0.11164681004361361,2.501759445314695,1.0866780044626707
1.2078908604323653,0.11168154358697487,2.5013188625977163,1.0866243077390352
1.207394581713309,0.11171395004274012,2.500812194075689,1.086614860440568
1.2069036941098517,0.1117411063833065,2.5001701507654412,1.0865712333564113
1.2064074168587005,0.11176582631819894,2.499607440122198,1.0865739050551992
1.2059111396160336,0.11178721212109852,2.4992242991888554,1.0866182218865903
1.2054148623648964,0.11180560627084754,2.498841158251144,1.086645252501217
1.2049185851137652,0.11182115909915656,2.4984580173156608,1.086703824579209
1.2044223078626395,0.11183421146648877,2.498074876382409,1.0867682726418255
1.2039260306197581,0.1118449035799434,2.4976917354469887,1.086883043949119
1.2034297533686467,0.11185368299167932,2.4973085945104994,1.0870092646451766
1.2029334761177715,0.11186083342329167,2.4969254535751397,1.0871595225935409
1.2024371988666713,0.11186629885481239,2.496542312640911,1.0873569512690497
1.2019409216155723,0.11187055709438534,2.496159171705614,1.087568095772396
1.2014446443729576,0.11187365272258876,2.495776030770348,1.087826269910509
