"Region: Body 1.Ramp1: Position[X] (m)","Region: Body 1.Ramp1: Boundary Heat Flux (W/m^2)","Region: Body 1.Ramp2: Position[X] (m)","Region: Body 1.Ramp2: Boundary Heat Flux (W/m^2)"
2.1169520978489893,11395.785381868482,2.465601723423017,160357.12450367026
2.1167039592202013,11395.040151186287,2.465793308465588,159873.7410971094
2.1164558205956507,11394.280684694648,2.4659848935094306,159767.72007587552
2.1162076819668627,11393.509626960382,2.46617647855092,159587.35942365974
2.1159595433380747,11392.728115456179,2.466368063593272,159494.6648973655
2.115711404709287,11391.92521848157,2.466559648636725,159361.21580374986
2.115463266080124,11391.10856791772,2.4667512336792012,158797.89791439474
2.115215127451336,11390.27008400485,2.4682839140206005,158037.67569889314
2.114966988827162,11389.414928052574,2.4684754990640783,158081.44170278497
2.1147188501983747,11388.543471708894,2.4669428187216194,159358.76038166322
2.114470711569587,11387.64683362469,2.4680923289839365,158491.04332342185
2.114222572945037,11386.747407989576,2.468667084112546,158328.1652866844
2.11397443431625,11385.822897667065,2.46713440376404,158610.46976600587
2.1137262956874627,11384.896695213392,2.4679007439367138,158435.73222162016
2.1134781570592125,11383.954276965931,2.468858669155003,157753.82780792192
2.113230018434663,11383.014774240553,2.46732598880339,158747.96919504367
2.1129818798053392,11382.072381023318,2.4677091588889497,158397.36012237333
2.112733741176552,11381.136189561337,2.4690502541914765,157886.11340240203
2.1124856025520025,11380.20426174067,2.4701997644481617,157482.99489379488
2.1122374639232153,11379.29474427551,2.4703913494916607,157364.5781580601
2.111989325294429,11378.386554842815,2.4675175738448814,158693.56515587494
2.1117433990159267,11377.517627967522,2.469241839230436,157844.65139115602
2.111495260564701,11376.644746117294,2.470008179405764,157519.57331868447
2.1112449094123065,11375.815511953086,2.470586481140001,157688.26056177355
2.1109967707835198,11375.008693862706,2.4694334242734195,157835.51465451345
2.110748632154734,11374.255721664056,2.469816594364228,157605.42553929053
2.1105004935259473,11373.523500524461,2.4707780652003244,157288.15667050704
2.1102523549013985,11372.858301160857,2.469625009317912,157805.80534431525
2.1100042162726127,11372.228306643665,2.470966104617439,157131.8948648721
2.1097581151043823,11371.674185222015,2.471157689661584,157265.3090864215
2.109509976635368,11371.159543832764,2.4723071999251824,156549.68968963996
2.1092598003904914,11370.738662678748,2.4725025957584834,156565.36326486245
2.109011661761706,11370.372083030641,2.4713492747061343,157540.3295817133
2.10876352313292,11370.103544555604,2.4721156148816603,157004.79834362306
2.108515384508372,11369.910880202428,2.472694179749365,156846.04581820033
2.1082672458795866,11369.799382889643,2.471540859752886,156598.5466205757
2.1080191072508003,11369.781509604305,2.47192402983924,156942.81252120063
2.1077716349835907,11369.845082506537,2.472881955050248,155981.31775192544
2.1075234964113463,11369.997270219028,2.471732444797681,157088.76199172623
2.1072746913686813,11370.236702715978,2.473073540089485,156389.53023626842
2.107026552739895,11370.548196809366,2.4744146353895435,155145.42528517917
2.1067784141111097,11370.946542019024,2.4746062204331754,154801.6215301156
2.1065302754823247,11371.429844254628,2.4732651251283495,155940.9382391777
2.1062821368556586,11371.999392895028,2.47422305034751,155250.3302396331
2.106033998225814,11372.65175679326,2.4747978054762205,154501.00870856084
2.1057837999359035,11373.381137050688,2.4734567101751233,156199.57873219997
2.1055356611463596,11374.181082535535,2.4740314653039657,155483.49432014674
2.105289582346875,11375.03269219771,2.4749893905176124,154428.24371783435
2.10504144371809,11375.945790702477,2.4776715811237637,151228.58613298275
2.104793305085068,11376.912033423781,2.4774799960743485,151154.26237001084
2.1045451664605204,11377.914916833863,2.473648295219941,155634.7307414934
2.1042970278338546,11378.952114429325,2.4738398802615227,155442.94413128868
2.1040488892040106,11380.022104851902,2.4751809755622074,154090.3621734418
2.1037978734774967,11381.122641555965,2.477288411029607,151344.8727098629
2.1035497346277547,11382.2167112194,2.4778631661663697,150328.73707004264
2.103304473325073,11383.295148504898,2.475372560606925,154154.18668936007
2.103056334696288,11384.395979698747,2.4763304858247857,152862.25732449815
2.1028081960675045,11385.483385387808,2.4765220708667823,152538.55618424714
2.10256005743872,11386.568651612848,2.4770968259905772,151454.69384723715
2.1023119188120547,11387.63454435207,2.4780547512042492,150420.19084571302
2.102063780182211,11388.686669379473,2.475564145651645,153850.19326997735
2.1018156415528284,11389.72073035501,2.476138900781479,152980.96332099475
2.1015675029251044,11390.734622929245,2.4767136559085996,152269.5684697032
2.1013193643032753,11391.732666345313,2.47690524095167,151972.4004125595
2.1010712256744917,11392.714888157323,2.47824633625066,149788.93460553512
2.1008230870414706,11393.676078600809,2.475755730695327,153336.00775580853
2.100574948412687,11394.627045020461,2.47843792129511,149677.3136968203
2.100326809786022,11395.556945122778,2.4759473157379124,153146.7980714459
2.1000786711604165,11396.48375693895,2.4786295063338666,149534.50753279403
2.099830532535358,11397.397981161252,2.47959048508145,147987.95072264597
2.0995823939033973,11398.307092947885,2.4797820693027868,147908.34749543853
2.0993342552730074,11399.211207665503,2.4788210913745274,149307.8191037774
2.099086116652699,11400.117744451389,2.4793958465086905,148364.43475571088
2.098837978023916,11401.019505262375,2.479970601656799,147283.48885108717
2.098589839390896,11401.933399001136,2.480928526870808,145967.00392507017
2.098341700764231,11402.843100732192,2.4811201119098816,145742.10977381282
2.0980966587177474,11403.757814502344,2.479012676419166,148836.02783891
2.097848520331022,11404.682090947405,2.479204261463927,148301.05247436836
2.0975972848800013,11405.62524311617,2.4801621867041272,147305.75492035784
2.0973491462596936,11406.564793491736,2.4807369418318586,146563.18761913478
2.0971010076309113,11407.516582181677,2.481311696954667,145170.302677406
2.096852868997891,11408.471206340939,2.4803537717467017,146580.2693673987
2.0966047303691084,11409.440052004531,2.4805453567892792,146593.24847284146
2.0963565917424445,11410.417400620878,2.481506274750954,145453.37194782868
2.0961108762506684,11411.391917254776,2.4845686426900624,141424.99965951964
2.095862737815258,11412.386371769011,2.48169785898682,144977.1819267664
2.0956121758582165,11413.381364490837,2.4826527922551453,143916.78410364874
2.0953640372294338,11414.376978740096,2.482844377299307,143299.7703415323
2.095115898609127,11415.376928966492,2.4847602277285348,140940.2446937207
2.094867759980345,11416.362983705476,2.4843770576474413,141505.28400536254
2.0946196213473254,11417.353197544813,2.481886452086159,144591.53935602494
2.0943714827206623,11418.324944565073,2.4824612072125447,143847.2117419634
