"Region: Body 1.Ramp1: Position[X] (m)","Region: Body 1.Ramp1: Boundary Heat Flux (W/m^2)","Region: Body 1.Ramp2: Position[X] (m)","Region: Body 1.Ramp2: Boundary Heat Flux (W/m^2)"
1.117124095739687,12503.313696626574,2.3623630351675065,47692.43773802742
1.1174218747812277,12503.755401874892,2.362133341173914,47344.82451067865
1.1099773987938413,12509.586426700465,2.3619036471789596,46998.92637309618
1.110275177835359,12508.504450160079,2.361673654894564,46637.90581621975
1.115039642470115,12501.546040442772,2.3531708597629275,23538.319206394255
1.1153398093424112,12501.651226272807,2.361441294952199,46342.74301890284
1.116826316706621,12502.922648698092,2.353400553759668,23457.596107915044
1.1177196538227694,12504.238166315481,2.3612115999288408,45953.8178309761
1.1096778401776504,12510.73394434154,2.3536302477564166,26185.938479896635
1.110572956876878,12507.48763574101,2.360984274492928,45614.68959866837
1.113252968233642,12501.93174417317,2.353859941746581,26769.530185846612
1.1129551891921148,12502.214760286734,2.360754580502424,45351.33628934808
1.1147418634307003,12501.475407910533,2.354089635735839,28440.909691233188
1.1156355340040351,12501.818024724722,2.360524647878042,45243.9971763175
1.1165285376735579,12502.572934288532,2.3543196281530694,29864.497094765306
1.1180174328643124,12504.773047533818,2.3602947151464333,44413.40209490992
1.1201018861424241,12509.817797044292,2.3545496204388496,31174.1209012568
1.1203996651797372,12510.719746266492,2.3556986871139154,35661.98742607981
1.1290352573342446,12524.348722525872,2.3559283811085785,36345.17520900443
1.1293330363673468,12523.655687296763,2.3600650211505303,44270.91528986208
1.109381370301802,12511.929064991884,2.354779314429059,32237.220011645928
1.110870735918398,12506.54677323997,2.3554686948309733,34934.20230845362
1.1135507472751704,12501.72331870813,2.35615807510323,36986.73466257192
1.1126574101505882,12502.584361595102,2.359835327157869,43940.807399433106
1.1144440843912868,12501.462855051272,2.355008202115785,33239.48759766109
1.1159309260000823,12502.019083175808,2.355237896466785,34098.92454929836
1.11623075863202,12502.275320139714,2.3563880078330617,37588.49867293984
1.1183152119058557,12505.34760159906,2.3596053348783514,43603.09648156911
1.1198041071051126,12508.956027765758,2.3566179404576877,38159.344041220844
1.1206974442212885,12511.670237665996,2.3593724473462774,43225.149725578725
1.1287354889530128,12525.021860278212,2.3568476344523948,38692.260162211955
1.1296308154004513,12522.953978453763,2.359142752084212,42846.900265328586
1.1061062712880936,12526.05329162255,2.3570754770982822,39202.46544774808
1.1064040503253614,12524.89634751901,2.3573051719020124,39652.131534589455
1.1090853713916693,12513.163084243424,2.35753701484542,40142.83444423415
1.1111685149599189,12505.684372130781,2.3586862604730197,42160.63247955777
1.1138485263124622,12501.581796411425,2.3589159544700244,42364.90223821625
1.1123596311090624,12503.047302755527,2.3577670071332526,40572.08403111622
1.1141463053497558,12501.49322424829,2.3584563278516155,41782.7099254448
1.1186129909473999,12505.97655895073,2.357996701130212,40990.76488763094
1.1195063280635644,12508.137315427884,2.3582263951241966,41392.58133568801
1.1209952232607217,12512.647485381924,2.362592967896707,48038.05628806725
1.1284383456306626,12525.654072403908,2.3628229005238954,48386.03003100306
1.1299285944420308,12522.250722935423,2.363052594516692,48733.799614451826
1.106701829362631,12523.676688421518,2.363280487248988,49082.920803362504
1.1087862826394317,12514.45194338169,2.363510182019357,49426.86703382246
1.1114662940014406,12504.90717755258,2.363741974911637,49780.99608640559
1.1120618520675376,12503.593848217279,2.363971967200903,50134.14734480716
1.1189107699847078,12506.646616250277,2.3642016611981496,50486.81272089481
1.1192085490220172,12507.37188159395,2.3644313551875626,50838.978861581534
1.121293002300156,12513.670057010837,2.3646612879143576,51192.88562181778
1.128142556390406,12526.22370224446,2.364891220541815,51548.91521939263
1.1302263734836113,12521.556758710183,2.3651197099940533,51906.87249881402
1.133501942921988,12513.797626878135,2.3653468398778887,52265.09381943941
1.1337997219614608,12512.851830102503,2.3655777390093955,52618.46901999228
1.1078929455201914,12518.439296813682,2.365810294947149,52987.75383367948
1.107595166482918,12519.779051410966,2.366040287228082,53353.922656031325
1.1069996084041382,12522.408458694816,2.3662699812210253,53718.44880871847
1.108488503601096,12515.763947074302,2.3664996752165157,54084.70587975904
1.111764073034488,12504.218027001247,2.3667296079475046,54451.57833430171
1.1215927214650712,12514.708580673672,2.366959540573762,54824.35930848494
