"Region: Body 1.Ramp1: Position[X] (m)","Region: Body 1.Ramp1: Wall Y+","Region: Body 1.Ramp2: Position[X] (m)","Region: Body 1.Ramp2: Wall Y+"
1.117124095739687,0.07152704682477205,2.3623630351675065,0.07343839767972225
1.1174218747812277,0.07152814843991499,2.362133341173914,0.07316575334294337
1.1099773987938413,0.07157334321437168,2.3619036471789596,0.07288715865409025
1.110275177835359,0.07156848832392751,2.361673654894564,0.07259569184580503
1.115039642470115,0.07152496778502068,2.3531708597629275,0.021124916757481856
1.1153398093424112,0.0715246919347738,2.361441294952199,0.07227168520371849
1.116826316706621,0.07152611899542104,2.353400553759668,0.022734379335250812
1.1177196538227694,0.07152947242654893,2.3612115999288408,0.07198867524217233
1.1096778401776504,0.07157824913136566,2.3536302477564166,0.019668986687987333
1.110572956876878,0.07156374305442015,2.360984274492928,0.0716726502092889
1.113252968233642,0.07153184481733418,2.353859941746581,0.026977117093829252
1.1129551891921148,0.07153409351675465,2.360754580502424,0.0713647068432014
1.1147418634307003,0.07152550433941737,2.354089635735839,0.03134619290907899
1.1156355340040351,0.07152445676921992,2.360524647878042,0.07107986158947113
1.1165285376735579,0.0715254273875946,2.3543196281530694,0.03643936167599814
1.1180174328643124,0.07153098562149637,2.3602947151464333,0.07065130737725588
1.1201018861424241,0.07154771293329958,2.3545496204388496,0.03992331860279
1.1203996651797372,0.07155106312792346,2.3556986871139154,0.05307954931605283
1.1290352573342446,0.07167007528046593,2.3559283811085785,0.05493515872584375
1.1293330363673468,0.07166936114509355,2.3600650211505303,0.07033689372364937
1.109381370301802,0.07158324250467521,2.354779314429059,0.043301355882908954
1.110870735918398,0.07155913572923334,2.3554686948309733,0.05103189755566859
1.1135507472751704,0.07152998770187019,2.35615807510323,0.05662863206294022
1.1126574101505882,0.07153678408340448,2.359835327157869,0.0699133847597323
1.1144440843912868,0.07152626195271675,2.355008202115785,0.046154811758366596
1.1159309260000823,0.07152469368133671,2.355237896466785,0.048732719847356304
1.11623075863202,0.07152490089121968,2.3563880078330617,0.05817143887513298
1.1183152119058557,0.07153270149119573,2.3596053348783514,0.06949716767856212
1.1198041071051126,0.0715445867167965,2.3566179404576877,0.05956607452226089
1.1206974442212885,0.07155471893307212,2.3593724473462774,0.06900437455334849
1.1287354889530128,0.0716704740713468,2.3568476344523948,0.060828211607326675
1.1296308154004513,0.07166842228918711,2.359142752084212,0.0685463397137113
1.1061062712880936,0.07162632209904031,2.3570754770982822,0.061964204845757154
1.1064040503253614,0.07162411650169682,2.3573051719020124,0.06299914015233889
1.1090853713916693,0.07158808436676793,2.35753701484542,0.06397103233473521
1.1111685149599189,0.07155475523683241,2.3586862604730197,0.06757154194898662
1.1138485263124622,0.07152847217100962,2.3589159544700244,0.06805875904263041
1.1123596311090624,0.07153987324579765,2.3577670071332526,0.06481631620605434
1.1141463053497558,0.07152723883461434,2.3584563278516155,0.06694957720225583
1.1186129909473999,0.07153462243397524,2.357996701130212,0.06559346485536408
1.1195063280635644,0.07154174761672204,2.3582263951241966,0.0662975239428952
1.1209952232607217,0.07155864342769035,2.362592967896707,0.07369704829363447
1.1284383456306626,0.07167047184489204,2.3628229005238954,0.07395437046796005
1.1299285944420308,0.07166732486512736,2.363052594516692,0.07419868314018759
1.106701829362631,0.07162140902676778,2.363280487248988,0.07445171832977548
1.1087862826394317,0.0715930110534514,2.363510182019357,0.07466127334509902
1.1114662940014406,0.07155061710191034,2.363741974911637,0.07490627146994273
1.1120618520675376,0.07154324779192293,2.363971967200903,0.07512816256315813
1.1189107699847078,0.07153676874252658,2.3642016611981496,0.07534605494639864
1.1192085490220172,0.0715391340144216,2.3644313551875626,0.07555745985499426
1.121293002300156,0.07156281975782829,2.3646612879143576,0.07576314787756824
1.128142556390406,0.07166998208729616,2.364891220541815,0.07596737604506702
1.1302263734836113,0.07166615647902129,2.3651197099940533,0.07617284955222353
1.133501942921988,0.07165696915629938,2.3653468398778887,0.07637164863882938
1.1337997219614608,0.07165614774448287,2.3655777390093955,0.07653327959165143
1.1078929455201914,0.07160677122923748,2.365810294947149,0.07674518930919812
