"Region: Body 1.Ramp1: Position[X] (m)","Region: Body 1.Ramp1: Boundary Heat Flux (W/m^2)","Region: Body 1.Ramp2: Position[X] (m)","Region: Body 1.Ramp2: Boundary Heat Flux (W/m^2)"
1.2143478528438658,12216.777252123691,2.504147698764818,179592.69599951338
1.2138515756011077,12218.018070330843,2.504065349305024,126135.71450932696
1.2133552983498792,12219.903674770147,2.50397064748197,125352.61634521
1.2128590210986563,12222.433946834877,2.5038617404580843,123347.62255044468
1.2123627438495577,12225.5995019041,2.5037364974777425,124773.59287602454
1.2118629534018244,12229.436132313684,2.503592468177229,124505.89621691685
1.2113666751890324,12233.864599930122,2.503426834651504,124975.91646918561
1.2108739121022951,12238.778387368657,2.5032363563198046,125007.81692716293
1.210377634851103,12244.194023152813,2.5030173065380072,125076.78143970761
1.209881357599912,12249.990431481041,2.5027653996788013,125151.02810765989
1.209385080357205,12256.049509859644,2.502475707307319,125235.54515650775
1.2088888031060274,12262.267625723034,2.50214256177392,125328.06542805117
1.2083925258548558,12268.536883705296,2.501759445314695,125435.06156086177
1.2078908604323653,12274.768373386003,2.5013188625977163,125551.14305449557
1.207394581713309,12280.717084630392,2.500812194075689,125688.09524472058
1.2069036941098517,12286.306274946779,2.5001701507654412,125866.2477256516
1.2064074168587005,12291.6036890978,2.499607440122198,126010.90010062978
1.2059111396160336,12296.528761141934,2.4992242991888554,126119.27731018513
1.2054148623648964,12301.045810026117,2.498841158251144,126224.15116401296
1.2049185851137652,12305.159709700383,2.4984580173156608,126334.41809569485
1.2044223078626395,12308.8576687444,2.498074876382409,126442.4758383315
1.2039260306197581,12312.171693338081,2.4976917354469887,126559.27290255763
1.2034297533686467,12315.093705839477,2.4973085945104994,126676.44433689024
1.2029334761177715,12317.688930369914,2.4969254535751397,126796.13093069103
1.2024371988666713,12319.954990530387,2.496542312640911,126924.40866767522
1.2019409216155723,12321.909680177458,2.496159171705614,127051.84365390427
1.2014446443729576,12323.607249234803,2.495776030770348,127186.9150518598
1.2009483671218728,12325.03757394664,2.495392889835113,127329.39735411294
1.200452089871853,12326.245279783383,2.495009748899909,127481.21643119119
1.1999558126161676,12327.236226222478,2.4946296661178917,127634.69699432515
1.1994595353725128,12328.159643883817,2.4942465267914353,127796.75833577383
1.1989632581260674,12328.999144878238,2.493860326094484,127972.54071276914
1.1984669808750097,12329.799582922831,2.4934771851594055,128156.55340641458
1.1979707036324356,12330.506085390225,2.4930940442243585,128346.17253038008
1.197474426381392,12331.094054193236,2.492710903289343,128546.73599753901
1.196978149130354,12331.577970570885,2.4923277623543596,128756.54064172972
1.1964858107256182,12331.952851559035,2.4919446214194076,128972.40400647186
1.19598953457261,12332.216625029221,2.4915614804844872,129195.49408036098
1.195489317385751,12332.386858305894,2.4911783395495988,129424.99908476975
