Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Boundary Heat Flux (W/m^2)
1.3725114,12164.53525
1.372312889,12164.53904
1.374496509,12162.0289
1.374297998,12162.47368
1.372709911,12164.48492
1.372114378,12164.49714
1.37469502,12161.54064
1.374099487,12162.87919
1.372908422,12164.38983
1.371915867,12164.41093
1.381843152,12114.13444
1.381642901,12115.82271
1.374893531,12161.00487
1.373900976,12163.24286
1.373106933,12164.24799
1.382041662,12112.45611
1.38144439,12117.49979
1.376680129,12153.50919
1.37687864,12152.38634
1.375092042,12160.41547
1.373702465,12163.5649
1.373305443,12164.06594
1.382238434,12110.78138
1.38124588,12119.1705
1.378268216,12143.17307
1.378466727,12141.6969
1.376481618,12154.58285
1.377077151,12151.20515
1.375290552,12159.7684
1.373503954,12163.83393
1.382436945,12109.09591
1.381048901,12120.83186
1.379657792,12132.35415
1.379459281,12133.95992
1.37806817,12144.62818
1.378665238,12140.19874
1.377275661,12149.97976
1.376283107,12155.59563
1.375489063,12159.05765
1.382635456,12107.40722
1.38085039,12122.49425
1.379856473,12130.73597
1.379260771,12135.55324
1.378862555,12138.68112
1.377869659,12146.02678
1.377474172,12148.69943
1.376084596,12156.5552
1.375687574,12158.28634
1.380650347,12124.16476
1.382833967,12105.71574
1.380054984,12129.10595
1.379061066,12137.13355
1.377672683,12147.38074
1.375886085,12157.4486
1.380451836,12125.81971
1.383032478,12104.0204
1.380253325,12127.46772
1.383230989,12102.32429
1.383429499,12100.62373
1.38362801,12098.9206
1.383826521,12097.21518
1.384025032,12095.50507
1.384223543,12093.79431
1.384422054,12092.07785
1.384620565,12090.35783
1.384819076,12088.63273
1.385017587,12086.90041
1.385216098,12085.16102
1.385414608,12083.41177
1.385613119,12081.65093
1.38581163,12079.87525
1.386010141,12078.08327
1.386208652,12076.27169
1.386407163,12074.43895
1.386605674,12072.58306
1.386804185,12070.70378
1.387002696,12068.80009
1.387201207,12066.86908
1.387399718,12064.91322
1.387598228,12062.9341
1.387796739,12060.93153
1.38799525,12058.90271
1.388193761,12056.86399
1.388389946,12054.8253
1.388588457,12052.74613
1.388789294,12050.64409
1.388987805,12048.54193
1.389186316,12046.44183
1.389383863,12044.34776
1.389582374,12042.24269
1.389781848,12040.13821
1.389980359,12038.04939
1.39017887,12035.97314
1.390377781,12033.91414
1.390576292,12031.88352
1.390774403,12029.88282
1.390972914,12027.91549
1.391171425,12025.98283
1.391371699,12024.07983
1.391570209,12022.25621
1.391766957,12020.49133
1.391965468,12018.78674
1.392163979,12017.15253
1.392364368,12015.58388
1.392562879,12014.12821
1.392759512,12012.76748
1.392958023,12011.50759
1.393156534,12010.35375
1.393355045,12009.31596
1.393553555,12008.39364
1.393752066,12007.60032
1.393950577,12006.93192
1.394149088,12006.38068
1.394347599,12005.96048
1.39454611,12005.62622
1.394744621,12005.40284
1.394943132,12005.27484
1.395141643,12005.254
1.395340154,12005.33417
1.395538664,12005.5266
1.395737175,12005.8151
1.395935686,12006.21428
1.396134197,12006.69201
1.396332708,12007.27166
1.396531219,12007.91238
1.39672973,12008.64044
1.396928241,12009.41468
1.397126752,12010.26092
1.397325263,12011.13607
1.397523774,12012.07403
1.397722284,12013.01818
1.397918716,12014.00422
1.398117227,12015.00013
1.398317817,12016.03174
1.398516328,12017.06195
1.398714839,12018.07522
1.398911254,12019.08441
1.399109765,12020.08179
1.399310372,12021.07727
1.399508883,12022.03416
1.399707393,12022.96283
1.399905171,12023.85088
1.400103682,12024.70488
1.400302926,12025.51249
1.400501437,12026.27992
1.400699948,12026.99225
1.400899089,12027.66252
1.4010976,12028.26787
1.401295481,12028.82126
1.401493992,12029.30877
1.401692502,12029.74257
1.401893007,12030.10899
1.402091517,12030.41114
1.402288035,12030.6518
1.402486546,12030.82717
1.402685057,12030.94507
1.402885585,12030.99504
1.403084095,12030.99313
1.40328059,12030.92645
1.403479101,12030.81205
1.403677611,12030.63186
1.403876122,12030.40307
1.404074633,12030.12759
1.404273144,12029.8079
1.404471655,12029.44892
1.404670166,12029.05025
1.404868677,12028.61595
1.405067188,12028.14403
1.405265699,12027.6344
1.40546421,12027.09228
1.40566272,12026.51959
1.405861231,12025.91803
1.406059742,12025.29359
1.406258253,12024.64369
1.406456764,12023.97284
1.406655275,12023.28124
1.406853786,12022.56678
1.407052297,12021.82984
1.407250808,12021.07527
1.407449319,12020.29384
1.40764783,12019.49228
1.40784634,12018.66536
1.408044851,12017.81188
1.408243362,12016.93607
1.408439933,12016.04105
1.408638444,12015.11255
1.408838895,12014.1483
1.409037406,12013.16509
1.409235917,12012.15997
1.409432562,12011.14582
1.409631073,12010.09915
1.409831449,12009.02101
1.41002996,12007.93398
1.410228471,12006.83721
1.410426479,12005.73166
1.41062499,12004.6167
1.410824004,12003.49698
1.411022515,12002.37661
1.411221026,12001.26141
1.411420397,12000.14644
1.411618908,11999.05185
1.411816558,11997.96898
1.412015069,11996.90581
1.41221358,11995.85754
1.412414315,11994.82508
1.412612825,11993.83221
1.412809113,11992.87678
1.413007624,11991.94271
1.413206135,11991.04988
1.413404646,11990.19107
1.413603157,11989.37488
1.413801667,11988.60139
1.414000178,11987.87126
1.414198689,11987.18536
1.4143972,11986.55135
1.303231095,12230.94577
1.303429606,12230.31356
1.303628117,12229.66236
1.303826628,12228.99173
1.304025139,12228.30326
1.30422365,12227.59564
1.30442216,12226.87264
1.304620671,12226.13234
1.304819182,12225.37805
1.305017693,12224.61145
1.305214519,12223.83968
1.30541303,12223.05026
1.305613226,12222.25252
1.305811737,12221.44976
1.306010248,12220.64791
1.306207317,12219.85016
1.306405828,12219.04488
1.30660578,12218.24199
1.310178977,12205.68902
1.309980466,12206.27576
1.312164086,12200.14679
1.311965575,12200.70136
1.306804291,12217.44835
1.310377487,12205.11223
1.309781955,12206.87485
1.312362597,12199.58575
1.311767064,12201.25105
1.307002802,12216.66111
1.308590889,12210.74681
1.308393663,12211.43901
1.310575998,12204.54616
1.309583444,12207.4857
1.312561107,12199.0154
1.311568553,12201.79636
1.307201234,12215.88274
1.324471762,12134.22683
1.325265805,12131.99498
1.325464316,12131.61934
1.324670272,12133.55907
1.314149195,12194.00245
1.314347706,12193.30102
1.308195152,12212.14513
1.3087894,12210.06816
1.309386523,12208.10671
1.310774509,12203.98719
1.31097302,12203.43457
1.311370042,12202.3422
1.312759618,12198.43505
1.311171531,12202.8867
1.307399745,12215.11255
1.322883674,12141.94495
1.323082185,12140.77572
1.324273251,12134.96445
1.325067294,12132.43844
1.325662827,12131.31056
1.324868783,12132.96353
1.313950684,12194.68239
1.314546216,12192.58208
1.307995357,12212.87257
1.308987911,12209.40039
1.309188012,12208.74499
1.312958129,12197.84482
1.307598335,12214.35436
1.320501544,12158.44887
1.320700054,12156.99086
1.322685163,12143.16183
1.323280696,12139.65767
1.32407474,12135.77095
1.325861338,12131.07095
1.313752173,12195.34683
1.314744727,12191.83952
1.31315664,12197.24101
1.307796846,12213.60728
1.320303033,12159.90445
1.320898565,12155.53458
1.322486653,12144.42253
1.323479207,12138.59355
1.323876229,12136.64639
1.326059849,12130.90848
1.316332815,12184.99081
1.316531325,12184.00741
1.317722542,12177.44905
1.317921053,12176.24743
1.313553662,12195.9927
1.314943238,12191.07363
1.313355151,12196.6242
1.320104522,12161.35548
1.321097076,12154.08492
1.322288142,12145.72095
1.323677718,12137.58869
1.326256015,12130.833
1.316134304,12185.94619
1.316728625,12182.99902
1.31752388,12178.62029
1.318119413,12175.01489
1.315141749,12190.28504
1.31871646,12171.14029
1.318914971,12169.80003
1.321295587,12152.6438
1.319907739,12162.79244
1.329436279,12138.29143
1.329633045,12139.08886
1.322089631,12147.05467
1.328044958,12133.42139
1.32824385,12133.99592
1.326655381,12130.91474
1.326853892,12131.07367
1.326454526,12130.8291
1.315934247,12186.87465
1.316927136,12181.9526
1.318317924,12173.75514
1.317325369,12179.762
1.31534026,12189.46976
1.319111967,12168.44317
1.318516434,12172.4639
1.321494098,12151.21604
1.319709228,12164.2222
1.329237768,12137.49506
1.329831556,12139.91123
1.32189112,12148.41752
1.327846447,12132.87895
1.328442361,12134.62898
1.327052403,12131.30622
1.33519135,12156.92611
1.334992839,12156.68563
1.315735736,12187.76839
1.317126858,12180.87244
1.315538771,12188.6309
1.332610709,12150.90628
1.332809219,12151.56216
1.321692609,12149.80678
1.319310478,12167.05938
1.319508989,12165.65441
1.329037512,12136.73605
1.330030067,12140.74172
1.327647936,12132.40435
1.32864049,12135.28913
1.327249933,12131.61117
1.335389861,12157.12813
1.334794328,12156.39985
1.332412198,12150.22196
1.33300773,12152.19398
1.331419643,12146.49507
1.331221132,12145.69714
1.328839001,12135.99636
1.330230445,12141.57402
1.327448444,12131.96966
1.335588372,12157.28283
1.334595818,12156.07993
1.332213687,12149.51915
1.333206241,12152.79309
1.331618154,12147.27539
1.331022621,12144.89067
1.330428956,12142.4156
1.335784793,12157.39875
1.334397307,12155.71735
1.332015176,12148.7878
1.333404752,12153.36791
1.331816665,12148.04299
1.33082411,12144.07197
1.3306256,12143.24236
1.335983304,12157.47106
1.334198796,12155.32111
1.339161568,12153.07891
1.339360079,12152.47753
1.333603263,12153.90503
1.334000285,12154.88406
1.337573481,12156.53078
1.337771241,12156.22856
1.336183905,12157.50018
1.338963669,12153.63972
1.33955859,12151.84556
1.333801774,12154.41396
1.33737497,12156.79642
1.337969752,12155.88725
1.336777323,12157.33333
1.336975834,12157.19929
1.336382416,12157.48684
1.338765158,12154.16762
1.339759076,12151.17453
1.337176459,12157.01346
1.338169014,12155.51062
1.336580927,12157.43029
1.338566036,12154.65271
1.339957587,12150.47571
1.338367525,12155.10059
1.340154123,12149.75375
1.340352634,12149.0017
1.340551145,12148.22671
1.340751661,12147.42504
1.340950172,12146.61007
1.341146677,12145.78401
1.341345188,12144.9431
1.341543699,12144.09057
1.34174221,12143.23385
1.341940721,12142.37354
1.342139232,12141.51398
1.342337743,12140.65853
1.342536254,12139.81034
1.342734765,12138.9759
1.342933275,12138.1538
1.343131786,12137.35023
1.343330297,12136.56598
1.343528808,12135.8068
1.343727319,12135.0714
1.34392583,12134.36605
1.344124341,12133.69195
1.344322852,12133.05233
1.344521363,12132.44882
1.344719874,12131.88145
1.344918384,12131.35486
1.345116895,12130.86888
1.345315406,12130.4257
