"Region: Body 1.Ramp1: Position[X] (m)","Region: Body 1.Ramp1: Absolute Pressure (Pa)","Region: Body 1.Ramp2: Position[X] (m)","Region: Body 1.Ramp2: Absolute Pressure (Pa)"
2.1169520978489893,2485.5539080478047,2.465601723423017,47505.87726276492
2.1167039592202013,2485.3906692115893,2.465793308465588,47506.906349242505
2.1164558205956507,2485.227603714109,2.4659848935094306,47489.976159771126
2.1162076819668627,2485.064439726409,2.46617647855092,47481.20033774772
2.1159595433380747,2484.90043571445,2.466368063593272,47472.990588874054
2.115711404709287,2484.7357253809328,2.466559648636725,47470.028280272985
2.115463266080124,2484.569343519325,2.4667512336792012,47472.243634377795
2.115215127451336,2484.4014918590565,2.4682839140206005,47502.992375642505
2.114966988827162,2484.2311572433537,2.4684754990640783,47504.73141964231
2.1147188501983747,2484.0591806457564,2.4669428187216194,47444.95865001642
2.114470711569587,2483.8843110795674,2.4680923289839365,47489.7705008755
2.114222572945037,2483.707740644762,2.468667084112546,47526.51690184901
2.11397443431625,2483.5283442080563,2.46713440376404,47463.887657819476
2.1137262956874627,2483.3479077833663,2.4679007439367138,47469.06854236863
2.1134781570592125,2483.1646606208797,2.468858669155003,47550.872857645605
2.113230018434663,2482.9815101763793,2.46732598880339,47454.654089516356
2.1129818798053392,2482.79571200927,2.4677091588889497,47469.0129142786
2.112733741176552,2482.61198253951,2.4690502541914765,47555.988985782
2.1124856025520025,2482.426142217539,2.4701997644481617,47678.89907661399
2.1122374639232153,2482.243987130604,2.4703913494916607,47695.71471859232
2.111989325294429,2482.060936540147,2.4675175738448814,47462.835663182625
2.1117433990159267,2481.884677111338,2.469241839230436,47577.41748231635
2.111495260564701,2481.7060168282524,2.470008179405764,47660.43568803835
2.1112449094123065,2481.5320719852652,2.470586481140001,47711.47599883358
2.1109967707835198,2481.3620409442537,2.4694334242734195,47594.969849789355
2.110748632154734,2481.1989728242825,2.469816594364228,47641.94554630153
2.1105004935259473,2481.0393991920064,2.4707780652003244,47742.70605606568
2.1102523549013985,2480.8883445417114,2.469625009317912,47618.95685096115
2.1100042162726127,2480.741833719151,2.470966104617439,47751.26052037761
2.1097581151043823,2480.6071668087848,2.471157689661584,47758.60421924319
2.109509976635368,2480.476813750523,2.4723071999251824,47810.88699695632
2.1092598003904914,2480.357482923413,2.4725025957584834,47795.496654549235
2.109011661761706,2480.2487776565695,2.4713492747061343,47778.87709336859
2.10876352313292,2480.15214274898,2.4721156148816603,47803.45585348414
2.108515384508372,2480.067554649678,2.472694179749365,47791.639621519775
2.1082672458795866,2479.996218747479,2.471540859752886,47805.15951750248
2.1080191072508003,2479.938147027558,2.47192402983924,47801.62760130777
2.1077716349835907,2479.893717022207,2.472881955050248,47812.805053463744
2.1075234964113463,2479.864020115926,2.471732444797681,47787.19045513569
2.1072746913686813,2479.848232071337,2.473073540089485,47749.31283232603
2.107026552739895,2479.8465364115177,2.4744146353895435,47562.94622238486
2.1067784141111097,2479.860397739021,2.4746062204331754,47532.61750990283
2.1065302754823247,2479.8878548284492,2.4732651251283495,47743.508266689
2.1062821368556586,2479.9297621222145,2.47422305034751,47605.68024023342
2.106033998225814,2479.9866483784986,2.4747978054762205,47481.56993440906
2.1057837999359035,2480.0584816121177,2.4734567101751233,47731.18195995514
2.1055356611463596,2480.143215568296,2.4740314653039657,47621.11649766575
2.105289582346875,2480.240132831425,2.4749893905176124,47433.460156759545
2.10504144371809,2480.3501437429236,2.4776715811237637,46556.60434949732
2.104793305085068,2480.4714556809377,2.4774799960743485,46627.73917254757
2.1045451664605204,2480.603061439172,2.473648295219941,47746.59201210859
2.1042970278338546,2480.7438307343864,2.4738398802615227,47643.803946213025
2.1040488892040106,2480.891852144469,2.4751809755622074,47385.559407996254
2.1037978734774967,2481.05140006879,2.477288411029607,46699.61209335651
2.1035497346277547,2481.211659742274,2.4778631661663697,46502.03221904951
2.103304473325073,2481.3741165292927,2.475372560606925,47324.9659532849
2.103056334696288,2481.541624545876,2.4763304858247857,47036.06693612062
2.1028081960675045,2481.7106631449246,2.4765220708667823,46977.00140637238
2.10256005743872,2481.8800606431023,2.4770968259905772,46784.42233886341
2.1023119188120547,2482.049117560616,2.4780547512042492,46407.06758199859
2.102063780182211,2482.2169308510706,2.475564145651645,47282.114134886215
2.1018156415528284,2482.382845712931,2.476138900781479,47099.42769844392
2.1015675029251044,2482.546284011681,2.4767136559085996,46911.29669842483
2.1013193643032753,2482.706691508267,2.47690524095167,46848.10889935564
2.1010712256744917,2482.8640343007232,2.47824633625066,46346.570272495905
2.1008230870414706,2483.018168261044,2.475755730695327,47230.2575241531
2.100574948412687,2483.1690362611976,2.47843792129511,46255.20157514532
2.100326809786022,2483.3166243982687,2.4759473157379124,47160.11741492246
2.1000786711604165,2483.460925637011,2.4786295063338666,46180.79430216933
2.099830532535358,2483.6025225050607,2.47959048508145,45796.828190358035
2.0995823939033973,2483.74162542311,2.4797820693027868,45715.723339883356
2.0993342552730074,2483.8785157157436,2.4788210913745274,46108.446398555636
2.099086116652699,2484.0136154456554,2.4793958465086905,45868.99086230456
2.098837978023916,2484.147346634075,2.479970601656799,45651.86325155362
2.098589839390896,2484.279847059527,2.480928526870808,45278.850610816415
2.098341700764231,2484.4122912519356,2.4811201119098816,45200.76369617544
2.0980966587177474,2484.541538385154,2.479012676419166,46036.99412671691
2.097848520331022,2484.674589442039,2.479204261463927,45961.02941811282
2.0975972848800013,2484.8079983071493,2.4801621867041272,45566.255375267516
2.0973491462596936,2484.9401360890383,2.4807369418318586,45339.87539387556
