"Region: Body 1.Ramp1: Position[X] (m)","Region: Body 1.Ramp1: Skin Friction Coefficient","Region: Body 1.Ramp2: Position[X] (m)","Region: Body 1.Ramp2: Skin Friction Coefficient"
1.117124095739687,122.22851231239278,2.3623630351675065,105.53469288640679
1.1174218747812277,122.22385969737374,2.362133341173914,105.13641939799653
1.1099773987938413,122.46100438573465,2.3619036471789596,104.71301975119698
1.110275177835359,122.4473577677377,2.361673654894564,104.24397548318345
1.115039642470115,122.26934693725487,2.3531708597629275,8.837517102754934
1.1153398093424112,122.26267804846341,2.361441294952199,103.70347220672214
1.116826316706621,122.23332526783211,2.353400553759668,10.091410669299202
1.1177196538227694,122.21961984195337,2.3612115999288408,103.19762771227715
1.1096778401776504,122.47427546337309,2.3536302477564166,7.636484428251941
1.110572956876878,122.43353408745972,2.360984274492928,102.63181424207761
1.113252968233642,122.31901969618544,2.353859941746581,14.388365145929038
1.1129551891921148,122.32964202362291,2.360754580502424,102.07624249590485
1.1147418634307003,122.27651306437986,2.354089635735839,19.57009627874022
1.1156355340040351,122.25580173328956,2.360524647878042,101.55263276786472
1.1165285376735579,122.23861533415699,2.3543196281530694,26.547084018620655
1.1180174328643124,122.21559241088468,2.3602947151464333,100.69788431847685
1.1201018861424241,122.19759244137333,2.3545496204388496,32.03110438719642
1.1203996651797372,122.19690558889496,2.3556986871139154,57.6924954050103
1.1290352573342446,122.37801019981286,2.3559283811085785,61.95420825721483
1.1293330363673468,122.37564671441825,2.3600650211505303,100.0690492083988
1.109381370301802,122.48740721903043,2.354779314429059,37.84766384992873
1.110870735918398,122.41958508225542,2.3554686948309733,53.168668968714314
1.1135507472751704,122.3092916322598,2.35615807510323,65.97156549340663
1.1126574101505882,122.3412768869766,2.359835327157869,99.1439832842074
1.1144440843912868,122.28402490697366,2.355008202115785,43.17827809573689
1.1159309260000823,122.25024660213144,2.355237896466785,48.320617453376116
1.11623075863202,122.24402112437974,2.3563880078330617,69.73229949896339
1.1183152119058557,122.21190119328028,2.3596053348783514,98.22694737117597
1.1198041071051126,122.19874084998139,2.3566179404576877,73.20575066752376
1.1206974442212885,122.19695190099303,2.3593724473462774,97.085794062324
1.1287354889530128,122.37933770335756,2.3568476344523948,76.40357518289362
1.1296308154004513,122.3725055145744,2.359142752084212,95.97662812142562
1.1061062712880936,122.57619921998727,2.3570754770982822,79.31735672790371
1.1064040503253614,122.57375867819039,2.3573051719020124,81.99448374865244
1.1090853713916693,122.4995909019099,2.35753701484542,84.51032335419052
1.1111685149599189,122.40578500074734,2.3586862604730197,93.70048358805863
1.1138485263124622,122.30031454208155,2.3589159544700244,94.84408582219193
1.1123596311090624,122.35367767487143,2.3577670071332526,86.69932679281393
1.1141463053497558,122.29193545160349,2.3584563278516155,92.14778208884243
1.1186129909473999,122.20846567712098,2.357996701130212,88.70221144830448
1.1195063280635644,122.2005628002735,2.3582263951241966,90.50044769287484
1.1209952232607217,122.1977715638955,2.362592967896707,105.8840134009684
1.1284383456306626,122.37938386433542,2.3628229005238954,106.22235867757416
1.1299285944420308,122.36878698147967,2.363052594516692,106.51600047707154
1.106701829362631,122.56988306384252,2.363280487248988,106.83246618270455
1.1087862826394317,122.51161632315349,2.363510182019357,107.01308838744767
1.1114662940014406,122.39221476733722,2.363741974911637,107.28493576498688
1.1120618520675376,122.36642144547454,2.363971967200903,107.48860801439965
1.1189107699847078,122.20545147709419,2.3642016611981496,107.67546052264946
1.1192085490220172,122.20274325627406,2.3644313551875626,107.83813424944154
1.121293002300156,122.19919043379754,2.3646612879143576,107.97850320344396
1.128142556390406,122.37798930515505,2.364891220541815,108.10929790112259
1.1302263734836113,122.364787942586,2.3651197099940533,108.24149147245505
1.133501942921988,122.34431880159737,2.3653468398778887,108.35407304530057
1.1337997219614608,122.34559247574728,2.3655777390093955,108.3470322895337
1.1078929455201914,122.54255477042555,2.365810294947149,108.47518420505652
1.107595166482918,122.551000959505,2.366040287228082,108.51398522744483
1.1069996084041382,122.56471991905936,2.3662699812210253,108.54279911877163
1.108488503601096,122.52277326397301,2.3664996752165157,108.55994883579909
1.111764073034488,122.37933670860501,2.3667296079475046,108.55135330292165
1.1215927214650712,122.20202567822338,2.366959540573762,108.55903654946667
1.1230796765367805,122.22608014780603,2.367189234566745,108.50732325015674
1.12337745557834,122.23304122430699,2.3674163634735823,108.5548526565838
1.1305241525251928,122.36061778097095,2.3676460585610974,108.3729139484472
1.1278441411705908,122.37499992350685,2.367878614965898,108.38487336277362
1.1332041638825163,122.34327861089444,2.36810860725169,108.3041448955216
1.134097501001464,122.34729864657932,2.3683383012469217,108.21378311184603
1.1081907245617029,122.5331157070911,2.3685679952439442,108.11460277448764
1.1072973874456464,122.55840655388228,2.3687979279725284,108.00043952380625
1.1218897912744037,122.20461673654164,2.3690278605977313,107.88842229510664
1.1227818974952222,122.2197635161451,2.3692575545908032,107.75064109046676
1.1236752346199004,122.24071052886278,2.3694872485838867,107.61194099273932
1.1239730136614619,122.2490110916052,2.3697169425818236,107.46117822809195
1.124270792703024,122.25817153208287,2.3699469349991054,107.28854444000669
1.1263552459727977,122.3368203859008,2.3701769272849043,107.12467124866392
1.12665302501013,122.34720871566964,2.3704066212758272,106.9387105323412
1.1308219315667751,122.35652670679502,2.3706363152703185,106.75484877942074
1.1275463621306068,122.37039171151834,2.3708662479943032,106.53812695757159
1.1329063848409269,122.34279243661376,2.371096180622506,106.32709342068014
1.1343955266583625,122.34897726325298,2.3713258746200636,106.10579376369893
1.1221856306541569,122.20940930970846,2.3715555686121355,105.86092492357993
1.1224841184536647,122.21396395332982,2.371785262605098,105.61014438586697
