Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Absolute Pressure (Pa)
1.3725114,2499.164289
1.372312889,2499.125318
1.374496509,2499.143557
1.374297998,2499.180596
1.372709911,2499.195782
1.372114378,2499.0789
1.37469502,2499.097193
1.374099487,2499.209258
1.372908422,2499.220102
1.371915867,2499.025212
1.381843152,2492.692588
1.381642901,2492.92917
1.374893531,2499.041078
1.373900976,2499.229589
1.373106933,2499.236852
1.382041662,2492.457155
1.38144439,2493.161828
1.376680129,2498.083792
1.37687864,2497.932119
1.375092042,2498.974713
1.373702465,2499.243225
1.373305443,2499.246528
1.382238434,2492.222989
1.38124588,2493.393795
1.378268216,2496.675643
1.378466727,2496.475694
1.376481618,2498.227955
1.377077151,2497.772009
1.375290552,2498.89803
1.373503954,2499.24813
1.382436945,2491.985095
1.381048901,2493.622449
1.379657792,2495.202297
1.379459281,2495.421062
1.37806817,2496.874995
1.378665238,2496.271019
1.377275661,2497.605188
1.376283107,2498.362771
1.375489063,2498.810581
1.382635456,2491.746426
1.38085039,2493.85215
1.379856473,2494.981402
1.379260771,2495.637323
1.378862555,2496.064522
1.377869659,2497.066062
1.377474172,2497.430841
1.376084596,2498.489336
1.375687574,2498.713496
1.380650347,2494.082376
1.382833967,2491.506366
1.380054984,2494.758809
1.379061066,2495.853509
1.377672683,2497.250638
1.375886085,2498.605921
1.380451836,2494.309185
1.383032478,2491.26519
1.380253325,2494.53488
1.383230989,2491.022738
1.383429499,2490.779029
1.38362801,2490.534026
1.383826521,2490.287639
1.384025032,2490.039782
1.384223543,2489.790257
1.384422054,2489.538891
1.384620565,2489.285474
1.384819076,2489.02973
1.385017587,2488.771424
1.385216098,2488.510196
1.385414608,2488.245656
1.385613119,2487.977467
1.38581163,2487.705313
1.386010141,2487.428949
1.386208652,2487.148235
1.386407163,2486.863072
1.386605674,2486.573397
1.386804185,2486.279211
1.387002696,2485.980631
1.387201207,2485.677966
1.387399718,2485.371482
1.387598228,2485.061496
1.387796739,2484.748392
1.38799525,2484.432628
1.388193761,2484.11428
1.388389946,2483.799291
1.388588457,2483.478606
1.388789294,2483.152721
1.388987805,2482.831948
1.389186316,2482.511039
1.389383863,2482.193956
1.389582374,2481.876744
1.389781848,2481.560725
1.389980359,2481.250475
1.39017887,2480.944703
1.390377781,2480.643682
1.390576292,2480.349899
1.390774403,2480.064208
1.390972914,2479.786284
1.391171425,2479.518225
1.391371699,2479.258042
1.391570209,2479.013074
1.391766957,2478.783244
1.391965468,2478.56523
1.392163979,2478.362963
1.392364368,2478.174824
1.392562879,2478.006792
1.392759512,2477.858092
1.392958023,2477.726632
1.393156534,2477.614294
1.393355045,2477.521057
1.393553555,2477.446816
1.393752066,2477.392322
1.393950577,2477.355367
1.394149088,2477.335177
1.394347599,2477.332501
1.39454611,2477.344542
1.394744621,2477.374007
1.394943132,2477.418611
1.395141643,2477.48047
1.395340154,2477.557089
1.395538664,2477.649625
1.395737175,2477.754674
1.395935686,2477.874102
1.396134197,2478.003208
