x (mm),Q (W/m2)
0,1.23E+06
4.99999999999901,1.14E+06
4.99999999999901,1.14E+06
10.0000000000016,1.02E+06
14.9000000000008,9.46E+05
19.8999999999998,9.01E+05
24.8999999999988,8.67E+05
29.9000000000014,8.40E+05
34.9000000000004,8.18E+05
39.7999999999996,7.98E+05
44.7999999999986,7.82E+05
49.8000000000012,7.67E+05
54.8000000000002,7.55E+05
59.6999999999994,7.44E+05
64.6999999999984,7.33E+05
69.700000000001,7.24E+05
74.7,7.15E+05
79.699999999999,7.07E+05
84.5999999999982,7.00E+05
89.6000000000008,6.94E+05
94.5999999999998,6.93E+05
94.5999999999998,6.93E+05
99.499999999999,6.90E+05
105.2,6.81E+05
112.200000000001,6.71E+05
120.799999999999,6.61E+05
131.399999999999,6.54E+05
144.600000000001,6.45E+05
159.300000000002,6.32E+05
174.199999999999,6.20E+05
189.2,6.09E+05
204.2,6.00E+05
219.200000000001,5.93E+05
234.200000000001,5.87E+05
249.199999999998,5.82E+05
264.099999999999,5.78E+05
279,5.74E+05
293.900000000001,5.69E+05
308.900000000001,5.65E+05
323.799999999999,5.60E+05
338.899999999999,5.55E+05
353.899999999999,5.51E+05
368.8,5.47E+05
383.800000000001,5.43E+05
398.800000000001,5.40E+05
413.799999999998,5.36E+05
428.799999999999,5.33E+05
443.7,5.30E+05
458.7,5.27E+05
473.600000000001,5.23E+05
488.499999999998,5.19E+05
503.499999999999,5.15E+05
518.5,5.12E+05
533.5,5.09E+05
548.500000000001,5.07E+05
563.400000000001,5.06E+05
578.499999999998,5.04E+05
593.499999999999,5.02E+05
608.499999999999,4.99E+05
623.4,4.97E+05
638.300000000001,4.95E+05
653.199999999998,4.93E+05
668.199999999999,4.92E+05
683.1,4.90E+05
698.1,4.88E+05
713.200000000001,4.87E+05
728.100000000001,4.85E+05
743.099999999998,4.84E+05
758.099999999999,4.83E+05
773.099999999999,4.82E+05
788.1,4.80E+05
803.000000000001,4.78E+05
818.000000000001,4.77E+05
832.899999999999,4.75E+05
847.799999999999,4.74E+05
862.8,4.73E+05
877.800000000001,4.71E+05
892.800000000001,4.70E+05
907.800000000002,4.69E+05
922.699999999999,4.68E+05
937.7,4.67E+05
952.7,4.66E+05
967.700000000001,4.65E+05
982.700000000001,4.64E+05
997.599999999999,4.63E+05
1012.5,4.61E+05
1027.4,4.60E+05
1042.4,4.59E+05
1057.4,4.58E+05
1057.4,4.58E+05
1072.4,4.57E+05
1087.4,4.56E+05
1102.3,4.55E+05
1117.3,4.54E+05
1132.3,4.53E+05
