x (mm),Q (W/m2)
2170.3,425805
2170.8,425798
2171.2,425790
2171.6,425782
2172.1,425774
2172.5,425765
2173,425756
2173.4,425747
2173.8,425738
2174.3,425729
2174.7,425720
2175.1,425712
2175.6,425704
2176,425696
2176.4,425689
2176.9,425682
2177.3,425676
2177.7,425671
2178.2,425665
2178.6,425660
2179,425655
2179.5,425650
2179.9,425644
2180.3,425639
2180.8,425632
2181.2,425626
2181.6,425619
2182.1,425611
2182.5,425603
2182.9,425595
2183.4,425585
2183.8,425576
2184.2,425566
2184.7,425555
2185.1,425544
2185.5,425533
2186,425522
2186.4,425511
2186.8,425499
2187.3,425488
2187.7,425477
2188.1,425466
2188.6,425455
2189,425444
2189.4,425434
2189.9,425423
2190.3,425413
2190.7,425403
2191.2,425393
2191.6,425384
2192,425375
2192.5,425365
2192.9,425356
2193.3,425347
2193.8,425338
2194.2,425330
2194.6,425321
2195.1,425313
2195.5,425304
2195.9,425296
2196.4,425288
2196.8,425280
2197.2,425273
2197.7,425266
2198.1,425259
2198.5,425252
2199,425245
2199.4,425239
2199.9,425233
2200.3,425227
2200.7,425222
2201.2,425216
2201.6,425211
2202,425206
2202.5,425201
2202.9,425197
2203.3,425192
2203.8,425187
2204.2,425182
2204.6,425177
2205.1,425172
2205.5,425166
2205.9,425161
2206.4,425155
2206.8,425148
2207.2,425142
2207.7,425135
2208.1,425128
2208.5,425121
2209,425113
2209.4,425106
2209.8,425099
2210.3,425091
2210.7,425084
2211.1,425077
2211.6,425070
2212,425063
2212.4,425056
2212.9,425049
2213.3,425042
2213.7,425035
2214.2,425027
2214.6,425019
2215,425011
2215.5,425003
2215.9,424995
2216.3,424986
2216.8,424977
2217.2,424967
2217.6,424957
2218.1,424948
2218.5,424938
2218.9,424927
2219.4,424917
2219.8,424907
2220.2,424896
2220.7,424886
2221.1,424875
2221.5,424864
2222,424854
2222.4,424843
2222.8,424832
2223.3,424822
2223.7,424812
2224.1,424802
2224.6,424792
2225,424783
2225.4,424774
2225.9,424765
2226.3,424757
2226.7,424749
2227.2,424742
2227.6,424735
2228.1,424728
2228.5,424722
2228.9,424716
2229.4,424709
2229.8,424703
2230.2,424697
2230.7,424691
2231.1,424685
2231.5,424679
2232,424672
2232.4,424666
2232.8,424659
2233.3,424652
2233.7,424646
2234.1,424639
2234.6,424633
2235,424626
2235.4,424619
2235.9,424613
2236.3,424606
2236.7,424600
2237.2,424594
2237.6,424587
2238,424581
2238.5,424574
2238.9,424568
2239.3,424561
2239.8,424555
2240.2,424549
2240.6,424542
2241.1,424536
2241.5,424530
2241.9,424525
2242.4,424519
2242.8,424514
2243.2,424508
2243.7,424503
2244.1,424498
2244.5,424493
2245,424489
2245.4,424485
2245.8,424480
2246.3,424477
2246.7,424473
2247.1,424470
2247.6,424466
2248,424463
2248.4,424460
2248.9,424457
2249.3,424454
2249.7,424450
2250.2,424446
2250.6,424442
2251,424438
2251.5,424433
2251.9,424427
2252.3,424421
2252.8,424415
2253.2,424408
2253.6,424401
2254.1,424394
2254.5,424387
2254.9,424379
2255.4,424371
2255.8,424364
2256.3,424356
2256.7,424348
2257.1,424340
2257.6,424332
2258,424324
2258.4,424316
2258.9,424308
2259.3,424300
2259.7,424292
2260.2,424284
2260.6,424275
2261,424267
2261.5,424259
2261.9,424250
2262.3,424242
2262.8,424234
2263.2,424227
2263.6,424219
2264.1,424212
2264.5,424206
2264.9,424200
2265.4,424195
2265.8,424190
2266.2,424186
2266.7,424182
2267.1,424179
2267.5,424175
2268,424173
2268.4,424170
2268.8,424168
2269.3,424165
2269.7,424163
2270.1,424160
2270.6,424157
2271,424154
2271.4,424152
2271.9,424149
2272.3,424146
2272.7,424143
2273.2,424139
2273.6,424136
2274,424133
2274.5,424130
2274.9,424127
2275.3,424124
2275.8,424121
2276.2,424118
2276.6,424114
2277.1,424110
2277.5,424105
2277.9,424100
2278.4,424095
2278.8,424089
2279.2,424082
2279.7,424075
2280.1,424067
2280.5,424059
2281,424051
2281.4,424042
2281.8,424033
2282.3,424024
2282.7,424015
2283.1,424006
2283.6,423997
2284,423988
2284.5,423980
2284.9,423971
2285.3,423962
2285.8,423953
2286.2,423945
2286.6,423936
2287.1,423927
2287.5,423919
2287.9,423910
2288.4,423902
2288.8,423894
2289.2,423886
2289.7,423879
2290.1,423872
2290.5,423866
2291,423860
2291.4,423856
2291.8,423852
2292.3,423849
2292.7,423847
2293.1,423846
2293.6,423845
2294,423844
2294.4,423844
2294.9,423845
2295.3,423846
2295.7,423847
2296.2,423847
2296.6,423848
2297,423850
2297.5,423840
2297.9,423826
2298.3,423823
2298.8,423854
2299.2,423883
2299.6,423886
2300.1,424011
2300.5,424156
2300.9,424078
2301.4,424600
2301.8,423437
2302.2,391894
2302.7,307550
2303.1,263133
2303.5,298203
2304,343515
2304.4,378488
2304.8,402827
2305.3,423545
2305.7,443953
2306.1,462639
2306.6,478561
2307,490265
2307.4,498948
2307.9,506802
2308.3,515739
2308.7,524630
2309.2,532129
2309.6,538844
2310,545573
2310.5,552429
2310.9,559330
2311.3,565930
2311.8,572211
2312.2,578392
2312.7,584412
2313.1,589693
2313.5,593396
2314,595931
2314.4,598144
2314.8,600475
2315.3,603361
2315.7,606811
2316.1,610650
2316.6,614634
2317,618596
2317.4,622562
2317.9,626464
2318.3,630161
2318.7,633607
2319.2,636900
2319.6,640113
2320,643198
2320.5,646123
2320.9,648843
2321.3,651320
2321.8,653611
2322.2,655760
2322.6,657718
2323.1,659448
2323.5,660936
2323.9,662162
2324.4,663162
2324.8,663974
2325.2,664581
2325.7,664982
2326.1,665218
2326.5,665321
2327,665263
2327.4,665032
2327.8,664650
2328.3,664136
2328.7,663490
2329.1,662725
2329.6,661869
2330,660945
2330.4,659959
2330.9,658916
2331.3,657828
2331.7,656715
2332.2,655616
2332.6,654558
2333,653551
2333.5,652608
2333.9,651759
2334.3,651023
2334.8,650425
2335.2,649990
2335.6,649745
2336.1,649719
2336.5,649937
2336.9,650425
2337.4,651207
2337.8,652307
2338.2,653746
2338.7,655544
2339.1,657720
2339.6,660296
2340,663289
2340.4,666721
2340.9,670611
2341.3,674982
2341.7,679855
2342.2,685255
2342.6,691205
2343,697730
2343.5,704860
2343.9,712624
2344.3,721059
2344.8,730203
2345.2,740098
2345.6,750782
2346.1,762252
2346.5,774605
2346.9,787955
2347.4,802334
2347.8,817832
2348.2,834564
2348.7,852665
2349.1,872240
2349.5,893385
2350,916013
2350.4,939734
2350.8,963072
2351.3,984174
2351.7,997059
2352.1,996486
2352.6,945730
2353,751584
2353.3,647071
2353.7,758631
2354,856872
2354.3,909889
2354.7,949433
2355,979842
2355.4,1006620
2355.7,1030770
2356,1053700
2356.4,1075790
2356.7,1097560
2357,1119150
2357.4,1140730
2357.7,1162400
2358,1184270
2358.4,1206370
2358.7,1228750
2359,1251460
2359.4,1274560
2359.7,1298050
2360.1,1321930
2360.4,1346220
2360.7,1370930
2361.1,1396030
2361.4,1421510
2361.7,1447400
2362.1,1473740
2362.4,1500450
2362.7,1527460
2363.1,1554780
2363.4,1582470
2363.7,1610490
2364.1,1638860
2364.4,1667610
2364.7,1696700
2365.1,1726520
2365.4,1756720
2365.8,1786660
2366.1,1817180
2366.4,1848440
2366.8,1880520
2367.1,1912790
2367.4,1944460
2367.8,1976400
2368.1,2008560
2368.4,2040720
2368.8,2073560
2369.1,2106840
2369.5,2140400
2369.8,2174400
2370.1,2208610
2370.5,2243000
2370.8,2277550
2371.1,2312250
2371.5,2347080
2371.8,2382020
2372.1,2417080
2372.5,2452240
2372.8,2487500
2373.1,2522880
2373.5,2558390
2373.8,2594060
2374.2,2629890
2374.5,2665920
2374.8,2702160
2375.2,2738570
2375.5,2775120
2375.8,2811790
2376.2,2848550
2376.5,2885350
2376.8,2922180
2377.2,2958890
2377.5,2995720
2377.8,3032440
2378.2,3068930
2378.5,3105700
2378.9,3142490
2379.2,3179490
2379.5,3216660
2379.9,3253730
2380.2,3291070
2380.5,3328500
2380.9,3365920
2381.2,3403340
2381.5,3440830
2381.9,3478340
2382.2,3516090
2382.5,3554320
2382.9,3594270
2383.2,3637050
2383.6,3678490
2383.9,3716030
2384.2,3753420
2384.6,3790500
2384.9,3827370
2385.2,3863810
2385.6,3899600
2385.9,3935750
2386.2,3971190
2386.6,4006110
2386.9,4040020
2387.2,4072900
2387.6,4104830
2387.9,4135890
2388.3,4166200
2388.6,4196030
2388.9,4225680
2389.3,4255280
2389.6,4284860
2389.9,4314320
2390.3,4343540
2390.6,4372250
2390.9,4400250
2391.3,4427520
2391.6,4454140
2391.9,4480160
2392.3,4505670
2392.6,4530780
2393,4555550
2393.3,4580140
2393.6,4604320
2394,4627900
2394.3,4651100
2394.6,4673950
2395,4696270
2395.3,4717820
2395.6,4738460
2396,4758190
2396.3,4777100
2396.6,4795380
2397,4813260
2397.3,4830980
2397.7,4848710
2398,4866590
2398.3,4884650
2398.7,4902730
2399,4920710
2399.3,4940630
2399.7,4964560
2400,4985940
2400.3,5000110
2400.7,5013150
2401,5025580
2401.3,5037710
2401.7,5049680
2402,5061410
2402.4,5074510
2402.7,5087400
2402.7,5087400
2403,5100430
2403.4,5113390
2403.7,5126390
2404,5139470
2404.4,5152550
2404.7,5165470
2405,5178050
2405.4,5190110
2405.7,5201350
2406,5211390
2406.4,5219880
2406.7,5226410
2407.1,5230500
2407.4,5231650
2407.7,5229310
2408.1,5223200
2408.4,5213640
2408.7,5201280
2409.1,5186630
2409.4,5170290
2409.7,5152830
2410.1,5134520
2410.4,5115800
2410.7,5097180
2411.1,5078760
2411.4,5060450
2411.8,5042200
2412.1,5023820
2412.4,5005200
2412.8,4986500
2413.1,4967960
2413.4,4949870
2413.8,4932520
2414.1,4916020
2414.4,4900330
2414.8,4885230
2415.1,4870470
2415.4,4855870
2415.8,4843920
2416.1,4837710
2416.5,4829600
2416.8,4814130
2417.1,4798850
2417.5,4784450
2417.8,4771820
2418.1,4761210
2418.5,4752180
2418.8,4746380
2419.1,4741650
2419.5,4737720
2419.8,4733490
2420.1,4728230
2420.5,4721410
2420.8,4712630
2421.2,4701710
2421.5,4688680
2421.8,4673860
2422.2,4657790
2422.5,4641070
2422.8,4624400
2423.2,4608380
2423.5,4593560
2423.8,4580320
2424.2,4568920
2424.5,4559400
2424.8,4551700
2425.2,4545610
2425.5,4540830
2425.9,4537010
2426.2,4533720
2426.5,4530490
2426.9,4526810
2427.2,4522230
2427.5,4516390
2427.9,4509040
2428.2,4500120
2428.5,4489760
2428.9,4478260
2429.2,4466040
2429.5,4453580
2429.9,4441420
2430.2,4430030
2430.6,4419810
2430.9,4411020
2431.2,4403790
2431.6,4398030
2431.9,4393580
2432.2,4392600
2432.6,4397630
2432.9,4400880
2433.2,4396230
2433.6,4389980
2433.9,4382470
2434.2,4374160
2434.6,4365020
2434.9,4354820
2435.3,4346360
2435.6,4337330
2435.9,4328060
2436.3,4319430
2436.6,4311240
2436.9,4303660
2437.3,4296840
2437.6,4290850
2437.9,4285700
2438.3,4281330
2438.6,4277680
2438.9,4274630
2439.3,4272070
2439.6,4269900
2440,4268040
2440.3,4266380
2440.6,4264880
2441,4263440
2441.3,4261990
2441.6,4260460
2442,4258750
2442.3,4256770
2442.6,4254440
2443,4251700
2443.3,4248520
2443.6,4244900
2444,4240890
2444.3,4236600
2444.7,4232130
2445,4227640
2445.3,4223280
2445.7,4219200
2446,4215500
2446.3,4212250
2446.7,4209490
2447,4207170
2447.3,4205240
2447.7,4203580
2448,4202060
2448.3,4200630
2448.7,4201640
2449,4207960
2449.4,4212350
2449.7,4209210
2450,4205210
2450.4,4200960
2450.7,4197220
2451,4196470
2451.4,4194110
2451.7,4192110
2452,4192280
2452.4,4192770
2452.7,4193790
2453,4194620
2453.4,4194970
2453.7,4194620
2454.1,4193420
2454.4,4191270
2454.7,4188160
2455.1,4184160
2455.4,4179420
2455.7,4174170
2456.1,4168670
2456.4,4163200
2456.7,4158040
2457.1,4153480
2457.4,4149740
2457.7,4147010
2458.1,4145370
2458.4,4144840
2458.8,4145370
2459.1,4146820
2459.4,4149030
2459.8,4151740
2460.1,4154690
2460.4,4157600
2460.8,4160190
2461.1,4162230
2461.4,4163550
2461.8,4164020
2462.1,4163590
2462.4,4162260
2462.8,4160110
2463.1,4157250
2463.1,4157250
2463.5,4153830
2463.8,4150050
2464.1,4146070
2464.5,4142080
2464.8,4138280
2465.1,4137250
2465.5,4142100
2465.8,4145460
2466.1,4141590
2466.5,4137420
2466.8,4133180
2467.1,4129300
2467.5,4128410
2467.8,4125620
2468.2,4122650
2468.5,4121440
2468.8,4120230
2469.2,4119390
2469.5,4118430
2469.8,4117330
2470.2,4116140
2470.5,4114920
2470.8,4113770
2471.2,4112770
2471.5,4111990
2471.8,4111480
2472.2,4111260
2472.5,4111330
2472.9,4111640
2473.2,4112100
2473.5,4112620
2473.9,4113090
2474.2,4113390
2474.5,4113410
2474.9,4113070
2475.2,4112320
2475.5,4111130
2475.9,4109510
2476.2,4107480
2476.5,4105110
2476.9,4102460
2477.2,4099600
2477.6,4096610
2477.9,4093550
2478.2,4090490
2478.6,4087500
2478.9,4084610
2479.2,4081880
2479.6,4079320
2479.9,4076970
2480.2,4074840
2480.6,4072920
2480.9,4071210
2481.2,4069720
2481.6,4070860
2481.9,4077570
2482.3,4082460
2482.6,4082080
2482.9,4079110
2483.3,4075870
2483.6,4072350
2483.9,4069140
2484.3,4066410
2484.6,4063820
2484.9,4063380
2485.3,4063440
2485.6,4064140
2486,4065080
2486.3,4066170
2486.6,4067380
2487,4068640
2487.3,4069870
2487.6,4070990
2488,4071900
2488.3,4072530
2488.6,4072790
2489,4072580
2489.3,4071860
2489.6,4070570
2490,4068710
2490.3,4066300
2490.7,4063380
2491,4060030
2491.3,4056380
2491.7,4052560
2492,4048740
2492.3,4045070
2492.7,4041710
2493,4038820
2493.3,4036520
2493.7,4034890
2494,4033980
2494.3,4033810
2494.7,4034330
2495,4035470
2495.3,4037100
2495.7,4039110
2496,4041340
2496.4,4043700
2496.7,4045920
2497,4048920
2497.4,4046660
2497.7,4043620
2498,4039340
2498.3,4030250
2498.6,4022570
2498.9,4018890
2499.2,4019860
2499.4,4024680
2499.6,4023390
2499.8,4017300
2500,4016970
2500.1,4013010
2500.2,4007980
2500.4,4003130
2500.5,4035910
2500.5,4034100
2500.6,4031290
2500.6,4025020
2500.7,4072640
2500.7,4072070
2500.7,4053210
2500.8,4004630
2500.8,4090830
2500.9,3745400
2500.9,3740490
2500.9,3812970
2501,3009060
2501,3464940
2501.1,2930230
2501.1,2874950
2501.2,2283510
2501.2,2740710
2501.3,1999620
2501.4,1711410
2501.5,1483580
