x (mm),P (Pa)
0,10698
1.012,14548.3
2.02300000000002,15368.9
3.03299999999999,15522.2
4.04400000000001,15513.6
5.054,15475.5
6.06299999999999,15464
7.072,15493.1
8.08099999999999,15545.9
9.089,15593.3
10.097,15616.8
11.104,15621.5
12.112,15617.2
13.118,15610.2
14.124,15603.1
15.13,15596.6
16.136,15590.8
17.141,15585.7
18.146,15581
19.15,15576.7
19.15,15576.7
20.154,15572.6
21.157,15568.8
22.16,15565.1
23.163,15561.6
24.165,15558.4
25.167,15555.3
26.168,15552.3
27.169,15549.5
28.17,15546.8
29.17,15544.3
30.17,15541.9
31.169,15539.6
32.168,15537.5
33.167,15535.5
34.165,15533.6
35.163,15531.7
36.16,15529.9
37.157,15528.2
38.154,15526.7
39.15,15525.2
40.146,15523.7
41.142,15522.3
42.137,15520.8
43.131,15519.4
44.125,15517.9
45.119,15516.6
46.113,15515.4
47.106,15514.2
48.098,15513.1
49.091,15512
50.082,15511
51.074,15509.8
52.065,15508.7
53.055,15507.6
54.046,15506.6
55.036,15505.7
56.025,15504.7
57.014,15503.7
58.003,15502.7
58.991,15501.8
59.979,15500.8
60.966,15500
61.953,15499.3
62.94,15498.6
63.926,15497.8
64.912,15497.1
65.898,15496.3
66.883,15495.5
67.867,15494.6
68.852,15493.8
69.836,15492.9
70.819,15492.1
71.802,15491.2
72.785,15490.4
73.767,15489.7
74.749,15489.1
75.731,15488.5
76.712,15487.9
77.693,15487.3
78.673,15486.6
79.653,15485.9
80.633,15485.3
81.612,15484.6
82.59,15484
83.569,15483.3
84.547,15482.7
85.524,15482.1
86.502,15481.5
87.478,15480.9
88.455,15480.3
89.431,15479.8
90.407,15479.2
91.382,15478.7
92.357,15478.1
93.331,15477.6
94.305,15477
95.279,15476.4
96.252,15475.9
97.225,15475.3
98.198,15474.8
99.17,15474.3
100.142,15473.9
101.113,15473.4
102.084,15473
103.054,15472.5
104.025,15472.1
104.994,15471.6
105.964,15471.2
106.933,15470.6
107.901,15470.1
108.87,15469.6
109.837,15469.1
110.805,15468.7
111.772,15468.4
112.739,15468
113.705,15467.7
114.671,15467.4
115.636,15467
116.602,15466.5
117.566,15466
118.531,15465.4
119.495,15464.9
120.458,15464.4
121.421,15464
122.384,15463.7
123.347,15463.3
124.309,15463
125.27,15462.7
126.232,15462.4
127.192,15462
128.153,15461.7
129.113,15461.2
130.073,15460.8
131.032,15460.4
131.991,15460.1
131.991,15460.1
132.95,15459.7
133.908,15459.3
134.866,15458.9
135.823,15458.6
136.78,15458.2
137.737,15457.8
138.693,15457.5
139.649,15457.2
140.604,15456.9
141.559,15456.6
142.514,15456.2
143.469,15455.8
144.422,15455.3
145.376,15454.8
146.329,15454.2
147.282,15453.8
148.235,15453.5
149.187,15453.2
150.138,15453.1
151.09,15452.9
152.04,15452.7
152.991,15452.5
153.941,15452.1
154.891,15451.7
155.84,15451.3
156.789,15451
157.738,15450.7
158.686,15450.4
159.634,15450.2
160.581,15449.9
161.529,15449.7
162.475,15449.4
163.422,15449.1
164.368,15448.8
165.313,15448.6
166.258,15448.3
167.203,15448
168.148,15447.8
169.092,15447.5
170.035,15447.3
170.979,15447
171.922,15446.7
172.864,15446.5
173.806,15446.2
174.748,15445.9
175.689,15445.7
176.63,15445.5
177.571,15445.2
178.511,15445
179.451,15444.7
180.391,15444.5
181.33,15444.3
182.269,15444
183.207,15443.7
184.145,15443.5
185.083,15443.2
186.02,15443
186.02,15443
186.957,15442.8
187.893,15442.5
188.83,15442.3
189.765,15442.1
190.701,15441.9
191.636,15441.7
192.57,15441.5
193.505,15441.2
194.439,15441
195.372,15440.8
196.305,15440.6
197.238,15440.3
198.17,15440.1
199.102,15439.9
200.034,15439.6
200.965,15439.4
201.896,15439.2
202.827,15439
203.757,15438.9
204.687,15438.6
205.616,15438.4
206.545,15438.2
207.474,15438
208.402,15437.7
209.33,15437.5
210.257,15437.3
211.185,15437.2
212.111,15437
213.038,15436.9
213.964,15436.7
214.89,15436.6
215.815,15436.4
216.74,15436.2
217.664,15436
218.589,15435.7
219.512,15435.4
220.436,15435.2
221.359,15434.9
222.282,15434.6
223.204,15434.4
224.126,15434.2
225.048,15434.1
225.969,15433.9
226.89,15433.8
227.81,15433.7
228.73,15433.5
229.65,15433.4
230.569,15433.3
231.488,15433.1
232.407,15432.9
233.325,15432.7
234.243,15432.6
235.161,15432.4
236.078,15432.2
236.995,15432
237.911,15431.9
238.827,15431.7
239.743,15431.6
240.658,15431.4
241.573,15431.3
242.488,15431.2
243.402,15431
244.316,15430.8
245.229,15430.7
246.143,15430.5
247.055,15430.2
247.968,15430
248.88,15429.8
249.791,15429.6
250.703,15429.5
251.614,15429.3
252.524,15429.2
253.434,15429
254.344,15428.9
255.254,15428.8
256.163,15428.7
257.072,15428.6
257.98,15428.4
258.888,15428.3
259.796,15428.1
260.703,15427.9
261.61,15427.7
262.516,15427.5
263.423,15427.4
264.329,15427.2
265.234,15427.1
266.139,15426.9
267.044,15426.8
267.948,15426.7
268.852,15426.5
269.756,15426.4
270.659,15426.2
271.562,15426.1
272.465,15425.9
273.367,15425.8
274.269,15425.7
275.17,15425.5
276.071,15425.4
276.972,15425.2
277.872,15425.1
278.773,15425
279.672,15424.8
280.572,15424.7
281.47,15424.6
282.369,15424.4
283.267,15424.3
284.165,15424.2
285.063,15424
285.96,15423.9
286.857,15423.8
287.753,15423.6
288.649,15423.5
