x (mm),Q (W/m2)
0,1.86E+06
2.50000000000128,1.60E+06
4.99999999999901,1.24E+06
7.50000000000028,1.09E+06
10.0000000000016,1.03E+06
12.4999999999993,9.94E+05
14.9000000000008,9.62E+05
17.3999999999985,9.34E+05
19.8999999999998,9.11E+05
22.4000000000011,8.91E+05
24.8999999999988,8.74E+05
27.4000000000001,8.59E+05
29.9000000000014,8.46E+05
32.3999999999991,8.34E+05
34.9000000000004,8.23E+05
37.2999999999983,8.14E+05
39.7999999999996,8.05E+05
42.3000000000009,7.96E+05
44.7999999999986,7.88E+05
47.2999999999999,7.80E+05
49.8000000000012,7.73E+05
52.2999999999989,7.67E+05
54.8000000000002,7.60E+05
57.3000000000015,7.55E+05
59.6999999999994,7.49E+05
62.2000000000007,7.44E+05
64.6999999999984,7.39E+05
67.1999999999997,7.34E+05
69.700000000001,7.30E+05
72.1999999999987,7.25E+05
74.7,7.21E+05
77.2000000000013,7.17E+05
79.699999999999,7.14E+05
82.2000000000003,7.10E+05
84.5999999999982,7.07E+05
87.0999999999995,7.03E+05
89.6000000000008,6.99E+05
92.0999999999985,6.96E+05
94.5999999999998,6.94E+05
94.5999999999998,6.94E+05
97.1000000000011,6.94E+05
99.499999999999,6.91E+05
102.399999999999,6.87E+05
105.2,6.84E+05
108.699999999999,6.79E+05
112.200000000001,6.75E+05
116.499999999999,6.70E+05
120.799999999999,6.66E+05
126.100000000001,6.61E+05
131.399999999999,6.57E+05
138.000000000002,6.52E+05
144.600000000001,6.46E+05
152.000000000001,6.39E+05
159.300000000002,6.33E+05
166.799999999999,6.28E+05
174.199999999999,6.23E+05
181.699999999999,6.19E+05
189.2,6.15E+05
196.7,6.11E+05
204.2,6.07E+05
211.7,6.03E+05
219.200000000001,6.00E+05
226.700000000001,5.97E+05
234.200000000001,5.94E+05
241.700000000002,5.90E+05
249.199999999998,5.87E+05
256.599999999999,5.84E+05
264.099999999999,5.82E+05
271.599999999999,5.79E+05
279,5.77E+05
286.5,5.74E+05
293.900000000001,5.72E+05
301.400000000001,5.69E+05
308.900000000001,5.67E+05
316.299999999998,5.65E+05
323.799999999999,5.63E+05
331.299999999999,5.61E+05
338.899999999999,5.59E+05
346.399999999999,5.57E+05
353.899999999999,5.55E+05
361.4,5.53E+05
368.8,5.51E+05
376.300000000001,5.49E+05
383.800000000001,5.48E+05
391.300000000001,5.46E+05
398.800000000001,5.44E+05
406.300000000002,5.43E+05
413.799999999998,5.41E+05
421.299999999999,5.40E+05
428.799999999999,5.38E+05
436.299999999999,5.37E+05
443.7,5.35E+05
451.2,5.34E+05
458.7,5.32E+05
466.100000000001,5.31E+05
473.600000000001,5.30E+05
481.000000000002,5.28E+05
488.499999999998,5.27E+05
495.999999999999,5.26E+05
503.499999999999,5.25E+05
510.999999999999,5.24E+05
518.5,5.22E+05
526,5.21E+05
533.5,5.20E+05
541,5.18E+05
548.500000000001,5.17E+05
556.000000000001,5.16E+05
563.400000000001,5.15E+05
570.900000000002,5.13E+05
578.499999999998,5.12E+05
585.999999999999,5.11E+05
593.499999999999,5.10E+05
600.999999999999,5.10E+05
608.499999999999,5.08E+05
615.9,5.08E+05
623.4,5.07E+05
630.9,5.06E+05
638.300000000001,5.05E+05
645.800000000001,5.04E+05
653.199999999998,5.03E+05
660.699999999998,5.02E+05
668.199999999999,5.01E+05
675.599999999999,5.00E+05
683.1,5.00E+05
690.6,4.99E+05
698.1,4.98E+05
705.6,4.97E+05
713.200000000001,4.96E+05
720.600000000001,4.96E+05
728.100000000001,4.95E+05
735.600000000002,4.94E+05
743.099999999998,4.94E+05
750.599999999999,4.93E+05
758.099999999999,4.92E+05
765.599999999999,4.91E+05
773.099999999999,4.90E+05
780.6,4.89E+05
788.1,4.88E+05
795.6,4.87E+05
803.000000000001,4.86E+05
810.500000000001,4.86E+05
818.000000000001,4.85E+05
825.399999999998,4.85E+05
832.899999999999,4.84E+05
840.299999999999,4.83E+05
847.799999999999,4.83E+05
855.3,4.82E+05
862.8,4.82E+05
870.3,4.81E+05
877.800000000001,4.80E+05
885.300000000001,4.80E+05
892.800000000001,4.79E+05
900.300000000001,4.78E+05
907.800000000002,4.78E+05
915.199999999999,4.77E+05
922.699999999999,4.76E+05
930.199999999999,4.76E+05
937.7,4.75E+05
945.2,4.74E+05
952.7,4.74E+05
960.2,4.73E+05
967.700000000001,4.72E+05
975.200000000001,4.72E+05
982.700000000001,4.71E+05
990.100000000002,4.71E+05
997.599999999999,4.71E+05
1005,4.70E+05
1012.5,4.70E+05
1020,4.69E+05
1027.4,4.69E+05
1034.9,4.68E+05
1042.4,4.68E+05
1049.9,4.67E+05
1057.4,4.67E+05
1064.9,4.66E+05
1072.4,4.66E+05
1079.9,4.65E+05
1087.4,4.65E+05
1094.8,4.64E+05
1102.3,4.64E+05
1109.8,4.63E+05
1117.3,4.62E+05
1124.8,4.62E+05
1132.3,4.61E+05
1139.8,4.61E+05
1147.3,4.60E+05
1154.8,4.59E+05
1162.3,4.59E+05
1169.7,4.59E+05
1177.2,4.58E+05
1184.6,4.58E+05
1192.1,4.57E+05
1199.6,4.57E+05
1207,4.57E+05
1214.5,4.56E+05
1222,4.56E+05
1229.5,4.56E+05
1236.9,4.55E+05
1244.5,4.55E+05
1252,4.54E+05
1259.5,4.54E+05
1267,4.54E+05
1274.4,4.54E+05
1281.9,4.53E+05
1289.4,4.53E+05
1296.9,4.53E+05
1304.4,4.52E+05
1311.9,4.52E+05
1319.4,4.51E+05
1326.9,4.51E+05
1334.4,4.50E+05
1341.9,4.50E+05
1349.3,4.49E+05
1356.8,4.49E+05
1364.3,4.49E+05
1371.7,4.48E+05
1379.2,4.48E+05
1386.6,4.48E+05
1394.1,4.47E+05
1401.6,4.47E+05
1409.1,4.47E+05
1416.6,4.46E+05
1424.1,4.46E+05
1431.6,4.45E+05
1439.1,4.45E+05
1446.6,4.45E+05
1454.1,4.45E+05
