x(mm),Q (W/m2)
165.313,392478
166.258,392076
167.203,391678
168.148,391282
169.092,390890
170.035,390500
170.979,390114
171.922,389730
172.864,389349
173.806,388970
174.748,388594
175.689,388221
176.63,387851
177.571,387483
178.511,387118
179.451,386755
180.391,386395
181.33,386038
182.269,385683
183.207,385330
184.145,384980
185.083,384632
186.02,384286
186.957,383942
187.893,383601
188.83,383262
189.765,382925
190.701,382591
191.636,382259
192.57,381929
193.505,381601
194.439,381275
195.372,380952
196.305,380630
197.238,380311
198.17,379993
199.102,379677
200.034,379363
200.965,379051
201.896,378741
202.827,378433
203.757,378127
204.687,377823
205.616,377521
206.545,377221
207.474,376922
208.402,376625
209.33,376330
210.257,376036
211.185,375744
212.111,375454
213.038,375166
213.964,374879
214.89,374595
215.815,374312
216.74,374031
217.664,373751
218.589,373473
219.512,373196
220.436,372920
221.359,372646
222.282,372373
223.204,372101
224.126,371831
225.048,371563
225.969,371296
226.89,371031
227.81,370768
228.73,370506
229.65,370246
230.569,369987
231.488,369730
232.407,369474
233.325,369219
234.243,368965
235.161,368713
236.078,368462
236.995,368212
237.911,367964
238.827,367717
239.743,367471
240.658,367226
241.573,366983
242.488,366741
243.402,366501
244.316,366262
245.229,366024
246.143,365787
247.055,365551
247.968,365316
248.88,365083
249.791,364850
250.703,364618
251.614,364388
252.524,364158
253.434,363929
254.344,363701
255.254,363475
256.163,363250
257.072,363026
257.98,362803
258.888,362582
259.796,362362
260.703,362144
261.61,361926
262.516,361709
263.423,361493
264.329,361278
265.234,361064
266.139,360850
267.044,360637
267.948,360425
268.852,360214
269.756,360005
270.659,359796
271.562,359589
272.465,359383
273.367,359177
274.269,358973
275.17,358770
276.071,358567
276.972,358365
277.872,358164
278.773,357964
279.672,357764
280.572,357566
281.47,357368
282.369,357171
283.267,356975
284.165,356780
285.063,356586
285.96,356392
286.857,356200
287.753,356008
288.649,355817
289.545,355627
290.44,355438
291.335,355249
292.23,355062
293.124,354875
294.018,354689
294.912,354503
295.805,354319
296.698,354135
297.59,353952
298.482,353770
299.374,353589
300.265,353408
301.156,353228
302.047,353049
302.937,352870
303.827,352693
304.717,352515
305.606,352339
306.495,352163
307.384,351988
308.272,351813
309.16,351639
310.047,351466
310.934,351293
311.821,351121
312.708,350950
313.594,350780
314.479,350611
315.365,350442
316.25,350274
317.134,350107
318.019,349940
318.903,349774
319.786,349609
320.669,349444
321.552,349280
322.435,349116
323.317,348953
324.199,348790
325.08,348628
325.961,348467
326.842,348306
327.722,348145
328.602,347986
329.482,347827
330.361,347668
331.24,347510
332.119,347353
332.997,347196
333.875,347040
334.753,346884
335.63,346729
336.507,346575
337.383,346421
338.26,346268
339.135,346115
340.011,345964
340.886,345812
341.761,345662
342.635,345512
343.509,345362
344.383,345213
345.256,345065
346.129,344916
347.002,344769
347.874,344621
348.746,344474
349.618,344328
350.489,344181
351.36,344035
352.23,343890
353.101,343745
353.97,343601
354.84,343458
355.709,343315
356.578,343172
357.446,343031
358.314,342890
359.182,342749
360.05,342609
360.917,342469
361.783,342330
362.65,342192
363.516,342053
364.381,341915
365.247,341777
366.112,341640
366.976,341503
367.841,341367
368.705,341231
369.568,341096
370.431,340961
371.294,340826
372.157,340692
373.019,340559
373.881,340426
374.742,340293
375.604,340161
376.464,340029
377.325,339898
378.185,339767
379.045,339636
379.904,339506
380.763,339376
381.622,339247
382.481,339118
383.339,338990
384.196,338861
385.054,338734
385.911,338606
386.767,338479
387.624,338353
388.48,338227
389.335,338101
390.191,337976
391.046,337851
391.9,337727
392.755,337603
393.609,337479
394.462,337356
395.315,337233
396.168,337111
397.021,336988
397.873,336867
398.725,336745
399.577,336624
400.428,336503
401.279,336383
402.129,336262
402.979,336143
403.829,336023
404.679,335904
405.528,335785
406.377,335667
407.225,335549
408.073,335432
408.921,335315
409.769,335198
410.616,335081
411.462,334965
412.309,334849
413.155,334734
414.001,334619
414.846,334504
415.691,334389
416.536,334275
417.38,334161
418.224,334048
419.068,333935
419.911,333822
420.755,333709
421.597,333597
422.44,333485
423.282,333374
424.123,333263
424.965,333152
425.806,333041
426.646,332931
427.487,332821
428.327,332711
429.166,332602
430.006,332493
430.845,332385
431.683,332276
432.522,332168
433.36,332060
434.197,331953
435.035,331846
435.872,331739
436.708,331632
437.545,331526
438.381,331420
439.216,331314
440.052,331208
440.886,331103
441.721,330998
442.555,330894
443.389,330789
444.223,330685
445.056,330582
445.889,330478
446.722,330375
447.554,330272
448.386,330170
449.218,330068
450.049,329966
450.88,329864
451.711,329763
452.541,329661
453.371,329561
454.2,329460
455.03,329359
455.859,329259
456.687,329159
457.516,329059
458.344,328960
459.171,328860
459.998,328761
460.825,328662
461.652,328564
462.478,328466
463.304,328368
464.13,328270
464.955,328173
465.78,328076
466.605,327979
467.429,327883
468.253,327787
469.077,327691
469.9,327595
470.723,327500
471.546,327405
472.368,327310
473.19,327215
474.012,327120
474.833,327026
475.654,326932
476.475,326838
477.295,326744
478.115,326651
478.935,326557
479.754,326464
480.573,326372
481.392,326279
482.21,326186
483.028,326094
483.846,326002
484.664,325911
485.481,325820
486.297,325728
487.114,325637
487.93,325547
488.746,325456
489.561,325366
490.376,325276
491.191,325187
492.005,325097
492.819,325008
493.633,324919
494.447,324830
495.26,324742
496.073,324653
496.885,324565
497.697,324477
498.509,324389
499.321,324302
500.132,324214
500.943,324127
501.753,324040
502.563,323953
503.373,323866
504.183,323780
504.992,323694
505.801,323608
506.61,323522
507.418,323436
508.226,323350
509.033,323265
509.841,323180
510.648,323096
511.454,323011
512.261,322927
513.067,322843
513.872,322759
514.678,322675
515.483,322591
516.287,322508
517.092,322425
517.896,322342
518.7,322259
519.503,322176
520.306,322094
521.109,322012
521.911,321930
522.713,321848
523.515,321766
524.317,321685
525.118,321604
525.919,321523
526.719,321442
527.519,321361
528.319,321280
529.119,321200
529.918,321120
530.717,321040
531.515,320960
532.314,320880
533.112,320801
533.909,320721
534.707,320642
535.504,320563
536.3,320484
537.097,320406
537.893,320327
538.688,320249
539.484,320171
540.279,320093
541.073,320016
541.868,319938
542.662,319861
543.456,319783
544.249,319706
545.043,319629
545.835,319553
546.628,319476
547.42,319400
548.212,319324
549.004,319248
549.795,319172
550.586,319096
550.586,319096
551.376,319020
552.167,318945
552.957,318870
553.746,318795
554.536,318720
555.325,318645
556.113,318571
556.902,318496
557.69,318422
558.478,318348
559.265,318274
560.052,318200
560.839,318126
561.625,318053
562.412,317980
563.198,317907
563.983,317834
564.768,317761
565.553,317688
566.338,317615
567.122,317543
567.906,317471
568.69,317399
569.473,317327
570.256,317255
571.039,317184
571.821,317112
572.603,317041
573.385,316970
574.167,316898
574.948,316827
575.729,316757
576.509,316686
577.289,316616
578.069,316546
578.849,316475
579.628,316405
580.407,316335
581.186,316266
581.964,316196
582.742,316126
583.52,316057
584.297,315988
585.074,315919
585.851,315850
586.628,315781
587.404,315713
588.18,315644
588.955,315576
589.73,315508
590.505,315440
591.28,315372
592.054,315304
592.828,315237
593.602,315169
594.375,315102
595.148,315035
595.921,314968
596.693,314900
597.465,314834
598.237,314767
599.009,314700
599.78,314634
600.551,314567
601.321,314501
602.092,314435
602.862,314370
603.631,314304
604.401,314238
605.17,314172
605.938,314107
606.707,314042
607.475,313976
608.243,313912
609.01,313847
609.777,313782
610.544,313718
611.311,313653
612.077,313589
612.843,313524
613.608,313460
614.374,313396
615.139,313332
615.904,313269
616.668,313205
617.432,313142
618.196,313078
618.959,313015
619.723,312952
620.485,312889
621.248,312826
622.01,312763
622.772,312700
623.534,312638
624.295,312575
625.056,312513
625.817,312451
626.577,312389
627.338,312327
628.097,312265
628.857,312203
629.616,312142
630.375,312080
631.134,312019
631.892,311957
632.65,311896
633.408,311835
634.165,311774
634.922,311713
635.679,311653
636.435,311592
637.191,311532
637.947,311471
638.703,311411
639.458,311351
640.213,311291
640.968,311231
641.722,311171
642.476,311111
643.23,311052
643.983,310992
644.736,310933
645.489,310874
646.242,310815
646.994,310756
647.746,310697
648.498,310638
649.249,310579
650,310521
650.751,310462
651.501,310404
652.251,310345
653.001,310287
653.751,310229
654.5,310172
655.249,310114
655.997,310056
656.746,309998
657.494,309941
658.241,309883
658.989,309826
659.736,309768
660.483,309711
661.229,309654
661.976,309597
662.721,309541
663.467,309484
664.212,309427
664.957,309371
665.702,309314
666.447,309258
667.191,309202
667.935,309145
668.678,309089
669.421,309033
670.164,308978
670.907,308922
671.649,308866
672.391,308811
673.133,308756
673.874,308701
674.616,308645
675.356,308590
676.097,308535
676.837,308480
677.577,308425
678.317,308370
679.056,308315
679.795,308261
680.534,308206
681.273,308152
682.011,308098
682.749,308044
683.486,307990
684.223,307936
684.96,307882
685.697,307828
686.434,307774
687.17,307720
687.906,307666
688.641,307613
689.376,307560
690.111,307506
690.846,307453
691.58,307400
692.314,307347
693.048,307294
693.781,307242
694.515,307189
695.247,307136
695.98,307083
696.712,307031
697.444,306978
698.176,306926
698.907,306874
699.638,306822
700.369,306770
701.1,306718
701.83,306667
702.56,306615
703.29,306563
704.019,306512
704.748,306460
705.477,306409
706.205,306357
706.933,306306
707.661,306255
708.389,306204
709.116,306153
709.843,306102
710.57,306051
711.296,306001
712.022,305950
712.748,305900
713.474,305849
714.199,305799
714.924,305748
715.649,305698
716.373,305648
717.097,305598
717.821,305547
718.545,305498
719.268,305448
719.991,305398
720.713,305349
721.436,305299
722.158,305250
722.88,305200
723.601,305151
724.322,305102
725.043,305052
725.764,305003
726.484,304954
727.204,304905
727.924,304856
728.643,304807
729.362,304758
730.081,304710
730.8,304661
731.518,304613
732.236,304565
732.954,304517
733.671,304468
734.389,304420
735.106,304372
735.822,304324
736.538,304276
737.254,304228
737.97,304180
738.686,304132
739.401,304085
740.116,304037
740.83,303990
741.544,303943
742.258,303896
742.972,303848
743.685,303801
744.399,303754
745.112,303707
745.824,303660
746.536,303613
747.248,303566
747.96,303519
748.671,303473
749.383,303426
750.093,303380
750.804,303333
751.514,303287
752.224,303241
752.934,303195
753.643,303149
754.353,303103
755.061,303057
755.77,303011
756.478,302965
757.186,302919
757.894,302873
758.601,302827
759.309,302782
760.015,302736
760.722,302691
761.428,302645
762.134,302600
762.84,302555
763.546,302510
764.251,302465
764.956,302420
765.66,302375
766.365,302330
767.069,302286
767.772,302241
768.476,302196
769.179,302151
769.882,302107
770.585,302062
771.287,302018
771.989,301973
772.691,301929
773.392,301885
774.093,301841
774.794,301797
775.495,301753
776.195,301709
776.896,301665
777.595,301622
778.295,301578
778.994,301534
779.693,301490
780.392,301447
781.09,301403
781.788,301360
782.486,301316
783.184,301273
783.881,301230
784.578,301187
785.275,301144
785.971,301101
786.667,301058
787.363,301015
788.059,300972
788.754,300930
789.449,300887
790.144,300844
790.839,300802
791.533,300759
792.227,300716
792.92,300674
793.614,300632
794.307,300589
795,300547
795.692,300505
796.384,300463
797.076,300421
797.768,300379
798.46,300337
799.151,300296
799.842,300254
800.532,300212
801.223,300171
801.913,300129
802.602,300087
803.292,300046
803.981,300004
804.67,299963
805.359,299921
806.047,299880
806.735,299839
807.423,299798
808.111,299757
808.798,299716
809.485,299675
810.172,299635
810.858,299594
811.544,299553
812.23,299513
812.916,299472
813.601,299431
814.286,299391
814.971,299350
815.656,299310
816.34,299269
817.024,299229
817.708,299189
818.391,299148
819.074,299108
819.757,299068
820.44,299029
821.122,298989
821.804,298949
822.486,298909
823.167,298870
823.849,298830
824.53,298790
825.21,298751
825.891,298711
826.571,298671
827.251,298632
827.93,298592
828.61,298553
829.289,298513
829.968,298474
830.646,298435
831.324,298396
832.002,298357
832.68,298318
833.357,298279
834.035,298241
834.712,298202
835.388,298163
836.065,298125
836.741,298086
837.416,298047
838.092,298009
838.767,297970
839.442,297931
840.117,297893
840.791,297854
841.466,297816
842.139,297778
842.813,297740
843.486,297702
844.16,297664
844.832,297626
845.505,297588
846.177,297550
846.849,297512
847.521,297474
848.192,297437
848.864,297399
849.535,297361
850.205,297324
850.876,297286
851.546,297248
852.216,297211
852.885,297173
853.555,297136
854.224,297098
854.892,297061
855.561,297024
856.229,296987
856.897,296950
857.565,296913
858.232,296876
858.899,296839
859.566,296802
860.23,296766
860.9,296729
861.57,296692
862.23,296655
862.9,296619
863.56,296582
864.23,296545
864.89,296509
865.56,296472
866.22,296436
866.88,296399
867.55,296363
868.21,296326
868.88,296290
869.54,296254
870.2,296218
870.86,296182
871.53,296146
872.19,296111
872.85,296075
873.51,296039
874.17,296003
874.83,295967
875.49,295932
876.15,295896
876.81,295860
877.47,295824
878.13,295789
878.79,295753
879.45,295718
880.11,295682
880.77,295647
881.42,295611
882.08,295576
882.74,295541
883.4,295506
884.05,295471
884.71,295436
885.37,295401
886.02,295366
886.68,295331
887.34,295297
887.99,295262
888.65,295227
889.3,295192
889.96,295157
890.61,295122
891.27,295088
891.92,295053
892.57,295018
893.23,294984
893.88,294949
894.53,294915
895.18,294880
895.84,294846
896.49,294812
897.14,294778
897.79,294744
898.44,294710
899.1,294676
899.75,294642
900.4,294608
901.05,294574
901.7,294540
902.35,294506
903,294472
903.65,294438
904.29,294405
904.94,294371
905.59,294337
906.24,294303
906.89,294270
907.53,294236
908.18,294203
908.83,294169
909.48,294136
910.12,294103
910.77,294069
911.42,294036
912.06,294003
912.71,293970
913.35,293937
914,293904
914.64,293871
915.29,293838
915.93,293805
916.57,293772
917.22,293739
917.86,293706
918.51,293673
919.15,293640
919.79,293607
920.43,293575
921.08,293542
921.72,293509
922.36,293477
923,293444
923.64,293412
924.28,293379
924.92,293347
925.56,293315
926.2,293283
926.84,293251
927.48,293219
928.12,293186
928.76,293154
929.4,293122
930.04,293090
930.68,293058
931.32,293026
931.95,292994
932.59,292962
933.23,292930
933.87,292898
934.5,292866
935.14,292834
935.78,292802
936.41,292771
937.05,292739
937.68,292707
938.32,292676
938.95,292645
939.59,292613
940.22,292582
940.86,292551
941.49,292519
942.13,292488
942.76,292457
943.39,292426
944.03,292394
944.66,292363
945.29,292332
945.92,292301
946.55,292269
947.19,292238
947.82,292207
948.45,292176
949.08,292145
949.71,292114
950.34,292083
950.97,292052
951.6,292022
952.23,291991
952.86,291960
953.49,291930
954.12,291899
954.75,291869
955.38,291838
956,291808
956.63,291778
957.26,291747
957.89,291717
958.51,291686
959.14,291656
959.77,291626
960.39,291595
961.02,291565
961.65,291535
962.27,291504
962.9,291474
963.52,291444
964.15,291414
964.77,291384
965.4,291354
966.02,291324
966.64,291294
967.27,291265
967.89,291235
968.52,291205
969.14,291176
969.76,291146
970.38,291117
971.01,291087
971.63,291057
972.25,291028
972.87,290998
973.49,290969
974.11,290939
974.73,290910
975.35,290880
975.97,290851
976.59,290821
977.21,290792
977.83,290763
978.45,290733
979.07,290704
979.69,290675
980.31,290646
980.93,290617
981.54,290588
982.16,290559
982.78,290530
983.4,290501
984.01,290472
984.63,290443
985.25,290415
985.86,290386
986.48,290357
987.09,290328
987.71,290300
988.33,290271
988.94,290242
989.56,290214
990.17,290185
990.78,290156
991.4,290128
992.01,290099
992.63,290070
993.24,290042
993.85,290013
994.46,289985
995.08,289957
995.69,289929
996.3,289900
996.91,289872
997.52,289844
998.14,289816
998.75,289788
999.36,289760
999.97,289732
1000.58,289704
1001.19,289676
1001.8,289648
1002.41,289621
1003.02,289593
1003.63,289565
1004.24,289537
1004.84,289509
1005.45,289481
1006.06,289453
1006.67,289425
1007.28,289398
1007.88,289370
1008.49,289342
1009.1,289314
1009.7,289287
1010.31,289259
1010.92,289232
1011.52,289204
1012.13,289177
1012.73,289150
1013.34,289123
1013.94,289095
1014.55,289068
1015.15,289041
1015.76,289014
1016.36,288987
1016.96,288960
1017.57,288933
1018.17,288906
1018.77,288879
1019.38,288851
1019.98,288824
1020.58,288797
1021.18,288770
1021.79,288743
1022.39,288716
1022.99,288689
1023.59,288662
1024.19,288635
1024.79,288608
1025.39,288581
1025.99,288555
1026.59,288528
1027.19,288501
1027.79,288475
1028.39,288448
1028.99,288422
1029.59,288395
1030.19,288369
1030.78,288343
1031.38,288316
1031.98,288290
1032.58,288264
1033.17,288238
1033.77,288211
1034.37,288185
1034.96,288159
1035.56,288132
1036.16,288106
1036.75,288080
1037.35,288054
1037.94,288027
1038.54,288001
1039.13,287975
1039.73,287949
1040.32,287922
1040.92,287896
1041.51,287870
1042.1,287844
1042.7,287818
1043.29,287793
1043.88,287767
1044.48,287741
1045.07,287715
1045.66,287690
1046.25,287664
1046.84,287639
1047.44,287613
1048.03,287587
1048.62,287562
1049.21,287536
1049.8,287511
1050.39,287486
1050.98,287460
1051.57,287435
1052.16,287409
1052.75,287384
1053.34,287358
1053.93,287333
1054.52,287307
1055.1,287282
1055.69,287256
1056.28,287231
1056.87,287205
1057.45,287180
1058.04,287155
1058.63,287130
1059.22,287104
1059.8,287079
1060.39,287054
1060.97,287029
1061.56,287004
1062.15,286979
1062.73,286954
1063.32,286930
1063.9,286905
1064.49,286880
1065.07,286855
1065.65,286831
1066.24,286806
1066.82,286781
1067.41,286757
1067.99,286732
1068.57,286707
1069.16,286683
1069.74,286658
1070.32,286633
1070.9,286609
1071.48,286584
1072.07,286559
1072.65,286535
1073.23,286510
1073.81,286485
1074.39,286461
1074.97,286436
1075.55,286412
1076.13,286387
1076.71,286363
1077.29,286339
1077.87,286315
1078.45,286290
1079.03,286266
1079.61,286242
1080.18,286218
1080.76,286194
1081.34,286170
1081.92,286146
1082.49,286122
1083.07,286098
1083.65,286074
1084.23,286050
1084.8,286026
1085.38,286002
1085.95,285978
1086.53,285954
1087.11,285930
1087.68,285907
1088.26,285883
1088.83,285859
1089.41,285835
1089.98,285811
1090.55,285787
1091.13,285763
1091.7,285740
1092.28,285716
1092.85,285692
1093.42,285669
1093.99,285645
1094.57,285622
1095.14,285598
1095.71,285575
1096.28,285551
1096.86,285528
1097.43,285504
1098,285481
1098.57,285458
1099.14,285434
1099.71,285411
1100.28,285388
1100.85,285365
1101.42,285341
1101.99,285318
1102.56,285295
1103.13,285272
1103.7,285249
1104.27,285225
1104.83,285202
1105.4,285179
1105.97,285156
1106.54,285133
1107.11,285110
1107.67,285087
1108.24,285064
1108.81,285041
1109.37,285018
1109.94,284995
1110.51,284972
1111.07,284949
1111.64,284926
1112.2,284904
1112.77,284881
1113.33,284858
1113.9,284836
1114.46,284813
1115.03,284790
1115.59,284768
1116.16,284745
1116.72,284722
1117.28,284700
1117.85,284677
1118.41,284655
1118.97,284632
1119.53,284610
1120.1,284587
1120.66,284565
1121.22,284542
1121.78,284519
1122.34,284497
1122.91,284475
1123.47,284452
1124.03,284430
1124.59,284407
1125.15,284385
1125.71,284363
1126.27,284340
1126.83,284318
1127.39,284296
1127.95,284274
1128.51,284252
1129.06,284230
1129.62,284208
1130.18,284186
1130.74,284164
1131.3,284142
1131.85,284120
1132.41,284098
1132.97,284076
1133.53,284055
1134.08,284033
1134.64,284011
1135.2,283989
1135.75,283967
1136.31,283945
1136.86,283924
1137.42,283902
1137.97,283880
1138.53,283858
1139.08,283836
1139.64,283814
1140.19,283792
1140.75,283771
1141.3,283749
1141.85,283727
1142.41,283705
1142.96,283684
1143.51,283662
1144.07,283640
1144.62,283619
1145.17,283597
1145.72,283576
1146.27,283554
1146.83,283533
1147.38,283512
1147.93,283490
1148.48,283469
1149.03,283448
1149.58,283427
1150.13,283406
1150.68,283385
1151.23,283363
1151.78,283342
1152.33,283321
1152.88,283300
1153.43,283279
1153.98,283258
1154.52,283237
1155.07,283216
1155.62,283195
1156.17,283174
1156.72,283153
1157.26,283132
1157.81,283110
1158.36,283089
1158.91,283068
1159.45,283047
1160,283026
1160.54,283005
1161.09,282984
1161.64,282963
1162.18,282941
1162.73,282920
1163.27,282900
1163.82,282879
1164.36,282858
1164.91,282837
1165.45,282816
1165.99,282795
1166.54,282775
1167.08,282754
1167.62,282734
1168.17,282713
1168.71,282693
1169.25,282672
1169.79,282652
1170.34,282632
1170.88,282612
1171.42,282591
1171.96,282571
1172.5,282551
1173.04,282531
1173.58,282510
1174.13,282490
1174.67,282470
1175.21,282449
1175.75,282429
1176.29,282409
1176.83,282388
1177.36,282368
1177.9,282348
1178.44,282327
1178.98,282307
1179.52,282286
1180.06,282266
1180.6,282246
1181.13,282225
1181.67,282205
1182.21,282184
1182.75,282164
1183.28,282144
1183.82,282124
1184.36,282103
1184.89,282083
1185.43,282063
1185.97,282043
1186.5,282023
1187.04,282003
1187.57,281983
1188.11,281964
1188.64,281944
1189.18,281924
1189.71,281905
1190.24,281885
1190.78,281865
1191.31,281846
1191.85,281826
1192.38,281807
1192.91,281787
1193.45,281768
1193.98,281748
1194.51,281729
1195.04,281709
1195.57,281690
1196.11,281670
1196.64,281650
1197.17,281631
1197.7,281611
1198.23,281592
1198.76,281572
1199.29,281553
1199.82,281533
1200.35,281513
1200.88,281494
1201.41,281474
1201.94,281454
1202.47,281435
1203,281415
1203.53,281396
1204.06,281376
1204.59,281357
1205.11,281337
1205.64,281318
1206.17,281298
1206.7,281279
1207.23,281260
1207.75,281240
1208.28,281221
1208.81,281202
1209.33,281183
1209.86,281164
1210.39,281145
1210.91,281126
1211.44,281107
1211.96,281088
1212.49,281069
1213.01,281050
1213.54,281031
1214.06,281012
1214.59,280993
1215.11,280975
1215.63,280956
1216.16,280937
1216.68,280918
1217.21,280899
1217.73,280881
1218.25,280862
1218.77,280843
1219.3,280824
1219.82,280806
1220.34,280787
1220.86,280768
1221.38,280749
1221.91,280730
1222.43,280712
1222.95,280693
1223.47,280674
1223.99,280655
1224.51,280636
1225.03,280618
1225.55,280599
1226.07,280580
1226.59,280561
1227.11,280543
1227.63,280524
1228.15,280505
1228.67,280487
1229.18,280468
1229.7,280450
1230.22,280431
1230.74,280412
1231.26,280394
1231.77,280375
1232.29,280357
1232.81,280339
1233.33,280320
1233.84,280302
1234.36,280284
1234.88,280265
1235.39,280247
1235.91,280229
1236.42,280211
1236.94,280192
1237.45,280174
1237.97,280156
1238.48,280138
1239,280120
1239.51,280102
1240.03,280084
1240.54,280066
1241.05,280048
1241.57,280030
1242.08,280012
1242.59,279994
1243.11,279976
1243.62,279958
1244.13,279940
1244.64,279922
1245.16,279905
1245.67,279887
1246.18,279869
1246.69,279851
1247.2,279833
1247.71,279815
1248.23,279797
1248.74,279779
1249.25,279761
1249.76,279743
1250.27,279725
1250.78,279707
1251.29,279689
1251.8,279672
1252.31,279654
1252.81,279636
1253.32,279618
1253.83,279600
1254.34,279582
1254.85,279564
1255.36,279546
1255.86,279528
1256.37,279510
1256.88,279492
1257.39,279475
1257.89,279457
1258.4,279439
1258.91,279422
1259.41,279404
1259.92,279387
1260.43,279369
1260.93,279352
1261.44,279334
1261.94,279317
1262.45,279300
1262.95,279282
1263.46,279265
1263.96,279248
1264.47,279231
1264.97,279214
1265.47,279197
1265.98,279180
1266.48,279163
1266.99,279146
1267.49,279129
1267.99,279112
1268.49,279095
1269,279078
1269.5,279061
1270,279044
1270.5,279027
1271.01,279010
1271.51,278993
1272.01,278975
1272.51,278958
1273.01,278941
1273.51,278924
1274.01,278907
1274.51,278889
1275.01,278872
1275.51,278855
1276.01,278837
1276.51,278820
1277.01,278803
1277.51,278785
1278.01,278768
1278.51,278750
1279.01,278733
1279.5,278716
1280,278698
1280.5,278681
1281,278664
1281.5,278647
1281.99,278630
1282.49,278613
1282.99,278595
1283.48,278579
1283.98,278562
1284.48,278545
1284.97,278528
1285.47,278511
1285.96,278495
1286.46,278478
1286.96,278462
1287.45,278445
1287.95,278429
1288.44,278413
1288.94,278397
1289.43,278380
1289.92,278364
1290.42,278348
1290.91,278332
1291.41,278316
1291.9,278300
1292.39,278284
1292.88,278268
1293.38,278252
1293.87,278235
1294.36,278219
1294.85,278203
1295.35,278187
1295.84,278171
1296.33,278154
1296.82,278138
1297.31,278121
1297.8,278105
1298.29,278088
1298.78,278072
1299.28,278055
1299.77,278039
1300.26,278022
1300.75,278005
1301.24,277988
1301.72,277972
1302.21,277955
1302.7,277938
1303.19,277921
1303.68,277904
1304.17,277888
1304.66,277871
1305.15,277854
1305.63,277837
1306.12,277821
1306.61,277804
1307.1,277788
1307.58,277771
1308.07,277755
1308.56,277739
1309.04,277723
1309.53,277706
1310.01,277690
1310.5,277674
1310.99,277659
1311.47,277643
1311.96,277627
1312.44,277612
1312.93,277596
1313.41,277580
1313.9,277565
1314.38,277550
1314.87,277534
1315.35,277519
1315.83,277504
1316.32,277488
1316.8,277473
1317.28,277458
1317.77,277443
1318.25,277427
1318.73,277412
1319.21,277397
1319.7,277381
1320.18,277366
1320.66,277351
1321.14,277335
1321.62,277320
1322.1,277304
1322.59,277288
1323.07,277273
1323.55,277257
1324.03,277241
1324.51,277225
1324.99,277209
1325.47,277193
1325.95,277177
1326.43,277161
1326.91,277145
1327.39,277129
1327.86,277113
1328.34,277096
1328.82,277080
1329.3,277064
1329.78,277048
1330.26,277032
1330.73,277016
1331.21,277000
1331.69,276984
1332.17,276968
1332.64,276952
1333.12,276936
1333.6,276920
1334.07,276905
1334.55,276889
1335.03,276873
1335.5,276858
1335.98,276843
1336.45,276827
1336.93,276812
1337.4,276797
1337.88,276782
1338.35,276767
1338.83,276752
1339.3,276737
1339.78,276723
1340.25,276708
1340.72,276693
1341.2,276679
1341.67,276664
1342.14,276649
1342.62,276635
1343.09,276620
1343.56,276606
1344.03,276592
1344.51,276577
1344.98,276563
1345.45,276548
1345.92,276534
1346.39,276519
