x(mm),Q (W/m2)
421.972,3.23E+05
424.5,3.23E+05
427.025,3.22E+05
429.547,3.22E+05
432.066,3.22E+05
434.582,3.21E+05
437.095,3.21E+05
439.605,3.21E+05
442.112,3.20E+05
444.615,3.20E+05
447.116,3.20E+05
449.614,3.20E+05
452.109,3.19E+05
454.601,3.19E+05
457.089,3.19E+05
459.575,3.18E+05
462.058,3.18E+05
464.538,3.18E+05
467.015,3.18E+05
469.489,3.17E+05
471.959,3.17E+05
474.427,3.17E+05
476.892,3.17E+05
479.354,3.16E+05
481.813,3.16E+05
484.269,3.16E+05
486.722,3.16E+05
489.172,3.15E+05
491.619,3.15E+05
494.064,3.15E+05
496.505,3.15E+05
498.943,3.14E+05
501.379,3.14E+05
503.811,3.14E+05
506.241,3.14E+05
508.667,3.13E+05
511.091,3.13E+05
513.512,3.13E+05
515.929,3.13E+05
518.344,3.12E+05
520.756,3.12E+05
523.165,3.12E+05
525.572,3.12E+05
527.975,3.12E+05
530.375,3.11E+05
532.773,3.11E+05
535.168,3.11E+05
537.559,3.11E+05
539.948,3.10E+05
542.334,3.10E+05
544.717,3.10E+05
547.097,3.10E+05
549.475,3.10E+05
551.849,3.09E+05
554.221,3.09E+05
556.59,3.09E+05
558.956,3.09E+05
561.319,3.08E+05
563.679,3.08E+05
566.037,3.08E+05
568.391,3.08E+05
570.743,3.08E+05
573.092,3.07E+05
575.438,3.07E+05
577.781,3.07E+05
580.122,3.07E+05
582.459,3.07E+05
584.794,3.07E+05
587.126,3.06E+05
589.455,3.06E+05
591.781,3.06E+05
594.105,3.06E+05
596.426,3.06E+05
598.744,3.05E+05
601.059,3.05E+05
603.371,3.05E+05
605.681,3.05E+05
607.988,3.05E+05
610.292,3.04E+05
612.593,3.04E+05
614.891,3.04E+05
617.187,3.04E+05
619.48,3.04E+05
621.77,3.04E+05
624.058,3.03E+05
626.342,3.03E+05
628.624,3.03E+05
630.904,3.03E+05
633.18,3.03E+05
635.454,3.03E+05
637.725,3.02E+05
639.993,3.02E+05
642.258,3.02E+05
644.521,3.02E+05
646.781,3.02E+05
649.039,3.02E+05
649.039,3.02E+05
651.293,3.01E+05
653.545,3.01E+05
655.794,3.01E+05
658.041,3.01E+05
660.284,3.01E+05
662.525,3.01E+05
664.764,3.00E+05
666.999,3.00E+05
669.232,3.00E+05
671.463,3.00E+05
673.69,3.00E+05
675.915,3.00E+05
678.137,2.99E+05
680.357,2.99E+05
682.574,2.99E+05
684.788,2.99E+05
687,2.99E+05
689.208,2.99E+05
691.415,2.99E+05
693.618,2.98E+05
695.819,2.98E+05
698.017,2.98E+05
700.213,2.98E+05
702.406,2.98E+05
704.596,2.98E+05
706.784,2.98E+05
708.969,2.97E+05
711.151,2.97E+05
713.331,2.97E+05
715.508,2.97E+05
717.683,2.97E+05
719.855,2.97E+05
722.024,2.97E+05
724.191,2.96E+05
726.355,2.96E+05
728.516,2.96E+05
730.675,2.96E+05
732.832,2.96E+05
734.985,2.96E+05
737.136,2.96E+05
739.285,2.95E+05
741.431,2.95E+05
743.574,2.95E+05
745.715,2.95E+05
747.853,2.95E+05
749.988,2.95E+05
752.121,2.95E+05
754.252,2.94E+05
756.38,2.94E+05
758.505,2.94E+05
760.628,2.94E+05
762.748,2.94E+05
764.866,2.94E+05
766.981,2.94E+05
769.093,2.94E+05
771.203,2.94E+05
773.311,2.93E+05
775.416,2.93E+05
777.518,2.93E+05
779.618,2.93E+05
781.715,2.93E+05
783.81,2.93E+05
785.902,2.93E+05
787.992,2.92E+05
790.079,2.92E+05
792.164,2.92E+05
794.246,2.92E+05
796.326,2.92E+05
798.403,2.92E+05
800.478,2.92E+05
802.55,2.92E+05
804.62,2.92E+05
806.687,2.91E+05
808.752,2.91E+05
810.814,2.91E+05
812.874,2.91E+05
814.931,2.91E+05
816.986,2.91E+05
819.038,2.91E+05
821.088,2.91E+05
823.135,2.91E+05
825.18,2.90E+05
827.222,2.90E+05
829.262,2.90E+05
831.3,2.90E+05
833.335,2.90E+05
835.368,2.90E+05
837.398,2.90E+05
839.426,2.90E+05
841.451,2.90E+05
843.474,2.89E+05
845.494,2.89E+05
847.512,2.89E+05
849.528,2.89E+05
851.541,2.89E+05
853.551,2.89E+05
855.56,2.89E+05
857.566,2.89E+05
859.569,2.89E+05
861.57,2.88E+05
863.57,2.88E+05
865.56,2.88E+05
867.56,2.88E+05
869.55,2.88E+05
871.54,2.88E+05
873.53,2.88E+05
875.51,2.88E+05
877.49,2.88E+05
879.47,2.88E+05
881.45,2.87E+05
883.42,2.87E+05
885.4,2.87E+05
887.36,2.87E+05
889.33,2.87E+05
891.3,2.87E+05
893.26,2.87E+05
895.22,2.87E+05
897.18,2.87E+05
899.13,2.87E+05
901.09,2.86E+05
903.04,2.86E+05
904.99,2.86E+05
906.93,2.86E+05
908.88,2.86E+05
910.82,2.86E+05
912.76,2.86E+05
914.7,2.86E+05
916.63,2.86E+05
918.56,2.86E+05
920.49,2.86E+05
922.42,2.85E+05
924.35,2.85E+05
926.27,2.85E+05
928.19,2.85E+05
930.11,2.85E+05
932.02,2.85E+05
933.94,2.85E+05
935.85,2.85E+05
937.76,2.85E+05
939.67,2.85E+05
941.57,2.85E+05
943.47,2.84E+05
945.37,2.84E+05
947.27,2.84E+05
949.16,2.84E+05
951.06,2.84E+05
952.95,2.84E+05
954.84,2.84E+05
956.72,2.84E+05
958.61,2.84E+05
960.49,2.84E+05
962.37,2.84E+05
964.25,2.84E+05
966.12,2.83E+05
967.99,2.83E+05
969.86,2.83E+05
971.73,2.83E+05
973.6,2.83E+05
975.46,2.83E+05
977.32,2.83E+05
979.18,2.83E+05
981.04,2.83E+05
982.89,2.83E+05
984.75,2.83E+05
986.6,2.83E+05
988.45,2.82E+05
990.29,2.82E+05
992.13,2.82E+05
993.98,2.82E+05
995.81,2.82E+05
997.65,2.82E+05
999.49,2.82E+05
1001.32,2.82E+05
1003.15,2.82E+05
1004.98,2.82E+05
1006.8,2.82E+05
1008.63,2.82E+05
1010.45,2.81E+05
1012.27,2.81E+05
1014.08,2.81E+05
1015.9,2.81E+05
1017.71,2.81E+05
1019.52,2.81E+05
1021.33,2.81E+05
1023.14,2.81E+05
1024.94,2.81E+05
1026.74,2.81E+05
1028.54,2.81E+05
1030.34,2.81E+05
1032.14,2.81E+05
1033.93,2.81E+05
1035.72,2.80E+05
1037.51,2.80E+05
1039.3,2.80E+05
1041.08,2.80E+05
1042.86,2.80E+05
1044.64,2.80E+05
1046.42,2.80E+05
1048.2,2.80E+05
1049.97,2.80E+05
1051.74,2.80E+05
1053.51,2.80E+05
1055.28,2.80E+05
1057.04,2.80E+05
1058.81,2.79E+05
1060.57,2.79E+05
1062.33,2.79E+05
1064.08,2.79E+05
1065.84,2.79E+05
1067.59,2.79E+05
1069.34,2.79E+05
1071.09,2.79E+05
1072.84,2.79E+05
1074.58,2.79E+05
1076.32,2.79E+05
1078.06,2.79E+05
1079.8,2.79E+05
1081.54,2.79E+05
1083.27,2.79E+05
1085,2.78E+05
1086.73,2.78E+05
1088.46,2.78E+05
1090.18,2.78E+05
1091.91,2.78E+05
1093.63,2.78E+05
1095.35,2.78E+05
1097.06,2.78E+05
1098.78,2.78E+05
1100.49,2.78E+05
1102.2,2.78E+05
1103.91,2.78E+05
1103.91,2.78E+05
1105.62,2.78E+05
1107.32,2.78E+05
1109.03,2.77E+05
1110.73,2.77E+05
1112.43,2.77E+05
1114.12,2.77E+05
1115.82,2.77E+05
1117.51,2.77E+05
1119.2,2.77E+05
1120.89,2.77E+05
1122.57,2.77E+05
1124.26,2.77E+05
1125.94,2.77E+05
1127.62,2.77E+05
1129.3,2.77E+05
1130.97,2.77E+05
1132.65,2.77E+05
1134.32,2.77E+05
1135.99,2.77E+05
1137.66,2.76E+05
1139.33,2.76E+05
1140.99,2.76E+05
1142.65,2.76E+05
1144.31,2.76E+05
1145.97,2.76E+05
1147.63,2.76E+05
1149.28,2.76E+05
1150.93,2.76E+05
1152.58,2.76E+05
1154.23,2.76E+05
1155.88,2.76E+05
1157.52,2.76E+05
1159.16,2.76E+05
1160.8,2.76E+05
1162.44,2.76E+05
1164.08,2.75E+05
1165.71,2.75E+05
1167.34,2.75E+05
1168.97,2.75E+05
1170.6,2.75E+05
1172.23,2.75E+05
1173.85,2.75E+05
1175.48,2.75E+05
1177.1,2.75E+05
1178.71,2.75E+05
1180.33,2.75E+05
1181.95,2.75E+05
1183.56,2.75E+05
1185.17,2.75E+05
1186.78,2.75E+05
1188.38,2.75E+05
1189.99,2.74E+05
1191.59,2.74E+05
1193.19,2.74E+05
1194.79,2.74E+05
1196.39,2.74E+05
1197.99,2.74E+05
1199.58,2.74E+05
1201.17,2.74E+05
1202.76,2.74E+05
1204.35,2.74E+05
1205.93,2.74E+05
1207.52,2.74E+05
1209.1,2.74E+05
1210.68,2.74E+05
1212.26,2.74E+05
1213.83,2.74E+05
1215.41,2.74E+05
1216.98,2.74E+05
1218.55,2.74E+05
1220.12,2.74E+05
1221.69,2.74E+05
1223.25,2.73E+05
1224.81,2.73E+05
1226.38,2.73E+05
1227.93,2.73E+05
1229.49,2.73E+05
1231.05,2.73E+05
1232.6,2.73E+05
1234.15,2.73E+05
1235.7,2.73E+05
1237.25,2.73E+05
1238.8,2.73E+05
1240.34,2.73E+05
1241.88,2.73E+05
1243.42,2.73E+05
1244.96,2.73E+05
1246.5,2.73E+05
1248.03,2.72E+05
1249.57,2.72E+05
1251.1,2.72E+05
1252.63,2.72E+05
1254.16,2.72E+05
1255.68,2.72E+05
1257.21,2.72E+05
1258.73,2.72E+05
1260.25,2.72E+05
1261.77,2.72E+05
1263.28,2.72E+05
1264.8,2.72E+05
1266.31,2.72E+05
1267.82,2.72E+05
1269.33,2.72E+05
1270.84,2.72E+05
1272.34,2.72E+05
1273.85,2.72E+05
1275.35,2.72E+05
1276.85,2.72E+05
1278.35,2.72E+05
1279.85,2.72E+05
1281.34,2.72E+05
1282.83,2.72E+05
1284.32,2.72E+05
1285.81,2.71E+05
1287.3,2.71E+05
1288.79,2.71E+05
1290.27,2.71E+05
1291.75,2.71E+05
1293.23,2.71E+05
1294.71,2.71E+05
1296.19,2.71E+05
1297.66,2.71E+05
1299.14,2.71E+05
1300.61,2.71E+05
1302.08,2.71E+05
1303.55,2.71E+05
1305.01,2.71E+05
1306.48,2.71E+05
1307.94,2.71E+05
1309.4,2.71E+05
1310.86,2.70E+05
1312.32,2.70E+05
1313.77,2.70E+05
1315.23,2.70E+05
1316.68,2.70E+05
1318.13,2.70E+05
1319.58,2.70E+05
1321.03,2.70E+05
1322.47,2.70E+05
1323.92,2.70E+05
1325.36,2.70E+05
1326.8,2.70E+05
1328.24,2.70E+05
1329.67,2.70E+05
1331.11,2.70E+05
1332.54,2.70E+05
1333.97,2.70E+05
1335.4,2.70E+05
1336.83,2.70E+05
1338.25,2.70E+05
1339.68,2.70E+05
1341.1,2.70E+05
1342.52,2.70E+05
1343.94,2.70E+05
1345.36,2.69E+05
1346.78,2.69E+05
1348.19,2.69E+05
1349.6,2.69E+05
1351.01,2.69E+05
1352.42,2.69E+05
1353.83,2.69E+05
1355.24,2.69E+05
1356.64,2.69E+05
1358.04,2.69E+05
1359.44,2.69E+05
1360.84,2.69E+05
1362.24,2.69E+05
1363.63,2.69E+05
1365.03,2.69E+05
1366.42,2.69E+05
1367.81,2.69E+05
1369.2,2.69E+05
1370.59,2.69E+05
1371.97,2.69E+05
1373.36,2.69E+05
1374.74,2.69E+05
1376.12,2.69E+05
1377.5,2.69E+05
1378.88,2.69E+05
1380.25,2.69E+05
1381.62,2.68E+05
1383,2.68E+05
1384.37,2.68E+05
1385.74,2.68E+05
1387.1,2.68E+05
1388.47,2.68E+05
1389.83,2.68E+05
1391.2,2.68E+05
1392.56,2.68E+05
1393.92,2.68E+05
1395.27,2.68E+05
1396.63,2.68E+05
1397.98,2.68E+05
1399.34,2.68E+05
1400.69,2.68E+05
1402.04,2.68E+05
1403.38,2.68E+05
1404.73,2.68E+05
1406.07,2.68E+05
1407.42,2.68E+05
1408.76,2.67E+05
1410.1,2.67E+05
1411.43,2.67E+05
1412.77,2.67E+05
1414.11,2.67E+05
1415.44,2.67E+05
1416.77,2.67E+05
1418.1,2.67E+05
1419.43,2.67E+05
1420.76,2.67E+05
1422.08,2.67E+05
1423.4,2.67E+05
1424.73,2.67E+05
1426.05,2.67E+05
1427.37,2.67E+05
1428.68,2.67E+05
1430,2.67E+05
1431.31,2.67E+05
1432.62,2.67E+05
1433.93,2.67E+05
1435.24,2.67E+05
1436.55,2.67E+05
1437.86,2.67E+05
1439.16,2.67E+05
1440.47,2.67E+05
1441.77,2.67E+05
1443.07,2.67E+05
1444.36,2.67E+05
1445.66,2.67E+05
1446.96,2.67E+05
1448.25,2.67E+05
1449.54,2.67E+05
1450.83,2.67E+05
1452.12,2.67E+05
1453.41,2.67E+05
1454.69,2.67E+05
1455.98,2.67E+05
1457.26,2.66E+05
1457.26,2.66E+05
1458.54,2.66E+05
1459.82,2.66E+05
1461.1,2.66E+05
1462.38,2.66E+05
1463.65,2.66E+05
1464.92,2.66E+05
1466.2,2.66E+05
1467.47,2.66E+05
1468.74,2.66E+05
1470,2.66E+05
1471.27,2.66E+05
1472.53,2.66E+05
1473.8,2.66E+05
1475.06,2.66E+05
1476.32,2.66E+05
1477.58,2.66E+05
1478.83,2.66E+05
1480.09,2.66E+05
1481.34,2.66E+05
1482.59,2.66E+05
1483.84,2.65E+05
1485.09,2.65E+05
1486.34,2.65E+05
1487.59,2.65E+05
1488.83,2.65E+05
1490.07,2.65E+05
1491.32,2.65E+05
1492.56,2.65E+05
1493.79,2.65E+05
1495.03,2.65E+05
1496.27,2.65E+05
1497.5,2.65E+05
1498.73,2.65E+05
1499.96,2.65E+05
1501.19,2.65E+05
1502.42,2.65E+05
1503.65,2.65E+05
1504.87,2.65E+05
1506.1,2.65E+05
1507.32,2.65E+05
1508.54,2.65E+05
1509.76,2.65E+05
1510.98,2.65E+05
1512.2,2.65E+05
1513.41,2.65E+05
1514.62,2.65E+05
1515.84,2.65E+05
1517.05,2.65E+05
1518.26,2.65E+05
1519.46,2.65E+05
1520.67,2.65E+05
1521.87,2.65E+05
1523.08,2.65E+05
1524.28,2.64E+05
1525.48,2.64E+05
1526.68,2.64E+05
1527.88,2.64E+05
1529.07,2.64E+05
1530.27,2.64E+05
1531.46,2.64E+05
1532.65,2.64E+05
1533.84,2.64E+05
1535.03,2.64E+05
1536.22,2.64E+05
1537.4,2.64E+05
1538.59,2.64E+05
1539.77,2.64E+05
1540.95,2.64E+05
1542.13,2.64E+05
1543.31,2.64E+05
1544.49,2.64E+05
1545.67,2.64E+05
1546.84,2.64E+05
1548.01,2.64E+05
1549.19,2.64E+05
1550.36,2.64E+05
1551.53,2.64E+05
1552.69,2.64E+05
1553.86,2.64E+05
1555.02,2.64E+05
1556.19,2.64E+05
1557.35,2.64E+05
1558.51,2.64E+05
1559.67,2.64E+05
1560.83,2.64E+05
1561.98,2.64E+05
1563.14,2.64E+05
1564.29,2.64E+05
1565.44,2.64E+05
1566.6,2.64E+05
1567.74,2.64E+05
1568.89,2.63E+05
1570.04,2.63E+05
1571.18,2.63E+05
1572.33,2.63E+05
1573.47,2.63E+05
1574.61,2.63E+05
1575.75,2.63E+05
1576.89,2.63E+05
1578.03,2.63E+05
1579.16,2.63E+05
1580.3,2.63E+05
1581.43,2.63E+05
1582.56,2.63E+05
1583.69,2.63E+05
1584.82,2.63E+05
1585.95,2.63E+05
1587.07,2.63E+05
1588.2,2.63E+05
1589.32,2.63E+05
1590.45,2.63E+05
1591.57,2.63E+05
1592.69,2.63E+05
1593.8,2.63E+05
1594.92,2.62E+05
1596.04,2.62E+05
1597.15,2.62E+05
1598.26,2.62E+05
1599.37,2.62E+05
1600.48,2.62E+05
1601.59,2.62E+05
1602.7,2.62E+05
1603.8,2.62E+05
1604.91,2.62E+05
1606.01,2.62E+05
1607.11,2.62E+05
1608.22,2.62E+05
1609.31,2.62E+05
1610.41,2.62E+05
1611.51,2.62E+05
1612.6,2.62E+05
1613.7,2.62E+05
1614.79,2.62E+05
1615.88,2.62E+05
1616.97,2.62E+05
1618.06,2.62E+05
1619.15,2.62E+05
1620.24,2.62E+05
1621.32,2.62E+05
1622.4,2.62E+05
1623.49,2.62E+05
1624.57,2.62E+05
1625.65,2.62E+05
1626.72,2.62E+05
1627.8,2.62E+05
1628.88,2.62E+05
1629.95,2.62E+05
1631.02,2.62E+05
1632.1,2.62E+05
1633.17,2.62E+05
1634.24,2.62E+05
1635.3,2.62E+05
1636.37,2.62E+05
1637.44,2.62E+05
1638.5,2.62E+05
1639.56,2.62E+05
1640.62,2.62E+05
1641.69,2.62E+05
1642.74,2.62E+05
1643.8,2.62E+05
1644.86,2.62E+05
1645.91,2.62E+05
1646.97,2.62E+05
1648.02,2.62E+05
1649.07,2.62E+05
1650.12,2.62E+05
1651.17,2.62E+05
1652.22,2.62E+05
1653.26,2.62E+05
1654.31,2.62E+05
1655.35,2.62E+05
1656.4,2.62E+05
1657.44,2.62E+05
1658.48,2.62E+05
1659.52,2.61E+05
1660.55,2.61E+05
1661.59,2.61E+05
1662.62,2.61E+05
1663.66,2.61E+05
1664.69,2.61E+05
1665.72,2.61E+05
1666.75,2.61E+05
1667.78,2.61E+05
1668.81,2.61E+05
1669.83,2.61E+05
1670.86,2.61E+05
1671.88,2.61E+05
1672.91,2.61E+05
1673.93,2.61E+05
1674.95,2.61E+05
1675.97,2.61E+05
1676.98,2.61E+05
1678,2.61E+05
1679.02,2.61E+05
1680.03,2.61E+05
1681.04,2.61E+05
1682.05,2.61E+05
1683.07,2.61E+05
1684.07,2.61E+05
1685.08,2.61E+05
1686.09,2.61E+05
1687.09,2.60E+05
1688.1,2.60E+05
1689.1,2.60E+05
1690.1,2.60E+05
1691.1,2.60E+05
1692.1,2.60E+05
1693.1,2.60E+05
1694.1,2.60E+05
1694.1,2.60E+05
1695.1,2.60E+05
1696.09,2.60E+05
1697.08,2.60E+05
1698.08,2.60E+05
1699.07,2.60E+05
1700.06,2.60E+05
1701.05,2.60E+05
1702.03,2.60E+05
1703.02,2.60E+05
1704,2.60E+05
1704.99,2.60E+05
1705.97,2.60E+05
1706.95,2.60E+05
1707.93,2.60E+05
1708.91,2.60E+05
1709.89,2.60E+05
1710.87,2.60E+05
1711.84,2.60E+05
1712.82,2.60E+05
1713.79,2.60E+05
1714.76,2.60E+05
1715.73,2.60E+05
1716.7,2.60E+05
1717.67,2.60E+05
1718.64,2.59E+05
1719.61,2.59E+05
1720.57,2.59E+05
1721.53,2.59E+05
1722.5,2.59E+05
1723.46,2.59E+05
1724.42,2.59E+05
1725.38,2.59E+05
1726.34,2.59E+05
1727.29,2.59E+05
1728.25,2.59E+05
1729.2,2.59E+05
1730.16,2.59E+05
1731.11,2.59E+05
1732.06,2.59E+05
1733.01,2.59E+05
1733.96,2.59E+05
1734.91,2.59E+05
1735.86,2.59E+05
1736.8,2.59E+05
1737.75,2.59E+05
1738.69,2.59E+05
1739.63,2.59E+05
1740.57,2.59E+05
1741.51,2.59E+05
1742.45,2.59E+05
1743.39,2.59E+05
1744.33,2.59E+05
1745.26,2.59E+05
1746.19,2.59E+05
1747.13,2.59E+05
1748.06,2.59E+05
1748.99,2.59E+05
1749.92,2.59E+05
1750.85,2.59E+05
1751.78,2.59E+05
1752.7,2.59E+05
1753.63,2.59E+05
1754.55,2.59E+05
1755.48,2.59E+05
1756.4,2.59E+05
1757.32,2.59E+05
1758.24,2.59E+05
1759.16,2.59E+05
1760.07,2.59E+05
1760.99,2.59E+05
1761.91,2.59E+05
1762.82,2.59E+05
1763.73,2.59E+05
1764.65,2.59E+05
1765.56,2.59E+05
1766.47,2.59E+05
1767.37,2.59E+05
1768.28,2.59E+05
1769.19,2.59E+05
1770.09,2.59E+05
1771,2.59E+05
1771.9,2.59E+05
1772.8,2.59E+05
1773.7,2.59E+05
1774.6,2.59E+05
1775.5,2.59E+05
1776.4,2.59E+05
1777.3,2.59E+05
1778.19,2.59E+05
1779.09,2.59E+05
1779.98,2.59E+05
1780.87,2.59E+05
1781.77,2.59E+05
1782.66,2.59E+05
1783.55,2.59E+05
1784.43,2.59E+05
1785.32,2.59E+05
1786.21,2.59E+05
1787.09,2.59E+05
1787.98,2.59E+05
1788.86,2.59E+05
1789.74,2.59E+05
1790.62,2.58E+05
1791.5,2.58E+05
1792.38,2.58E+05
1793.26,2.58E+05
1794.13,2.58E+05
1795.01,2.58E+05
1795.88,2.58E+05
1796.76,2.58E+05
1797.63,2.58E+05
1798.5,2.58E+05
1799.37,2.58E+05
1800.24,2.58E+05
1801.11,2.58E+05
1801.97,2.58E+05
1802.84,2.58E+05
1803.7,2.58E+05
1804.57,2.58E+05
1805.43,2.58E+05
1806.29,2.58E+05
1807.15,2.58E+05
1808.01,2.58E+05
1808.87,2.58E+05
1809.73,2.58E+05
1810.59,2.58E+05
1811.44,2.58E+05
1812.3,2.58E+05
1813.15,2.58E+05
1814,2.58E+05
1814.85,2.58E+05
1815.7,2.58E+05
1816.55,2.58E+05
1817.4,2.58E+05
1818.25,2.57E+05
1819.1,2.57E+05
1819.94,2.57E+05
1820.78,2.57E+05
1821.63,2.57E+05
1822.47,2.57E+05
1823.31,2.57E+05
1824.15,2.57E+05
1824.99,2.57E+05
1825.83,2.57E+05
1826.67,2.57E+05
1827.5,2.57E+05
1828.34,2.57E+05
1829.17,2.57E+05
1830.01,2.57E+05
1830.84,2.57E+05
1831.67,2.57E+05
1832.5,2.57E+05
1833.33,2.57E+05
1834.16,2.57E+05
1834.98,2.57E+05
1835.81,2.57E+05
1836.63,2.57E+05
1837.46,2.57E+05
1838.28,2.57E+05
1839.1,2.57E+05
1839.93,2.57E+05
1840.75,2.57E+05
1841.56,2.57E+05
1842.38,2.57E+05
1843.2,2.57E+05
1844.02,2.57E+05
1844.83,2.57E+05
1845.65,2.57E+05
1846.46,2.57E+05
1847.27,2.57E+05
1848.08,2.57E+05
1848.89,2.57E+05
1849.7,2.57E+05
1850.51,2.57E+05
1851.32,2.57E+05
1852.13,2.57E+05
1852.93,2.57E+05
1853.74,2.57E+05
1854.54,2.57E+05
1855.34,2.57E+05
1856.14,2.57E+05
1856.94,2.57E+05
1857.74,2.57E+05
1858.54,2.57E+05
1859.34,2.57E+05
1860.14,2.57E+05
1860.93,2.57E+05
1861.73,2.57E+05
1862.52,2.57E+05
1863.31,2.57E+05
1864.11,2.57E+05
1864.9,2.57E+05
1865.69,2.57E+05
1866.48,2.57E+05
1867.27,2.57E+05
1868.05,2.57E+05
1868.84,2.57E+05
1869.62,2.57E+05
1870.41,2.57E+05
1871.19,2.57E+05
1871.98,2.57E+05
1872.76,2.57E+05
1873.54,2.57E+05
1874.32,2.57E+05
1875.1,2.57E+05
1875.87,2.57E+05
1876.65,2.57E+05
1877.43,2.57E+05
1878.2,2.57E+05
1878.98,2.57E+05
1879.75,2.57E+05
1880.52,2.56E+05
1881.29,2.56E+05
1882.06,2.56E+05
1882.83,2.56E+05
1883.6,2.56E+05
1884.37,2.56E+05
1885.14,2.56E+05
1885.9,2.56E+05
1886.67,2.56E+05
1887.43,2.56E+05
1888.19,2.56E+05
1888.96,2.56E+05
1889.72,2.56E+05
1890.48,2.56E+05
1891.24,2.56E+05
1891.99,2.56E+05
1892.75,2.56E+05
1893.51,2.56E+05
1894.26,2.56E+05
1895.02,2.56E+05
1895.77,2.56E+05
1896.53,2.56E+05
1897.28,2.56E+05
1898.03,2.56E+05
1898.78,2.56E+05
1899.53,2.56E+05
1900.28,2.56E+05
1901.02,2.56E+05
1901.77,2.56E+05
1902.52,2.56E+05
1903.26,2.56E+05
1904.01,2.56E+05
1904.75,2.56E+05
1905.49,2.56E+05
1906.23,2.56E+05
1906.97,2.56E+05
1907.71,2.56E+05
1908.45,2.56E+05
1909.19,2.56E+05
1909.92,2.56E+05
1910.66,2.56E+05
1911.4,2.56E+05
1912.13,2.56E+05
1912.13,2.56E+05
1912.86,2.56E+05
1913.6,2.56E+05
1914.33,2.56E+05
1915.06,2.56E+05
1915.79,2.56E+05
1916.52,2.56E+05
1917.24,2.56E+05
1917.97,2.56E+05
1918.7,2.56E+05
1919.42,2.56E+05
1920.15,2.56E+05
1920.87,2.56E+05
1921.59,2.56E+05
1922.32,2.56E+05
1923.04,2.56E+05
