x(mm),P (Pa)
1180.33,15351.6
1181.95,15351.4
1183.56,15351.4
1185.17,15351.4
1186.78,15351.6
1188.38,15351.9
1189.99,15352.4
1191.59,15352.9
1193.19,15353.6
1194.79,15354.3
1196.39,15355
1197.99,15355.8
1199.58,15356.6
1201.17,15357.4
1202.76,15358.1
1204.35,15358.8
1205.93,15359.4
1207.52,15360
1209.1,15360.4
1210.68,15360.8
1212.26,15361
1213.83,15361.1
1215.41,15361.1
1216.98,15361
1218.55,15360.8
1220.12,15360.5
1221.69,15360
1223.25,15359.5
1224.81,15358.9
1226.38,15358.3
1227.93,15357.5
1229.49,15356.7
1231.05,15355.9
1232.6,15355.1
1234.15,15354.2
1235.7,15353.3
1237.25,15352.5
1238.8,15351.7
1240.34,15350.9
1241.88,15350.3
1243.42,15349.7
1244.96,15349.1
1246.5,15348.7
1248.03,15348.4
1249.57,15348.3
1251.1,15348.3
1252.63,15348.4
1254.16,15348.6
1255.68,15349
1257.21,15349.4
1258.73,15350
1260.25,15350.6
1261.77,15351.3
1263.28,15352
1264.8,15352.8
1266.31,15353.6
1267.82,15354.4
1269.33,15355.3
1270.84,15356.1
1272.34,15356.9
1273.85,15357.6
1275.35,15358.4
1276.85,15359
1278.35,15359.6
1279.85,15360.1
1281.34,15360.5
1282.83,15360.8
1284.32,15361
1285.81,15361.1
1287.3,15361.1
1288.79,15361
1290.27,15360.8
1291.75,15360.5
1293.23,15360.1
1294.71,15359.6
1296.19,15359
1297.66,15358.3
1299.14,15357.6
1300.61,15356.8
1302.08,15355.9
1303.55,15355
1305.01,15354.1
1306.48,15353.1
1307.94,15352.2
1309.4,15351.3
1310.86,15350.4
1312.32,15349.6
1313.77,15348.8
1315.23,15348.2
1316.68,15347.6
1318.13,15347
1319.58,15346.6
1321.03,15346.2
1322.47,15346
1323.92,15345.8
1325.36,15345.7
1326.8,15345.7
1328.24,15345.8
1329.67,15346.1
1331.11,15346.4
1332.54,15346.7
1333.97,15347.2
1335.4,15347.8
1336.83,15348.4
1338.25,15349
1339.68,15349.8
1341.1,15350.6
1342.52,15351.4
1343.94,15352.2
1345.36,15353.1
1346.78,15353.9
1348.19,15354.8
1349.6,15355.6
1351.01,15356.4
1352.42,15357.2
1353.83,15357.9
1355.24,15358.6
1356.64,15359.2
1358.04,15359.7
1359.44,15360.2
1360.84,15360.5
1362.24,15360.8
1363.63,15361
1365.03,15361.1
1366.42,15361.1
1367.81,15361
1369.2,15360.8
1370.59,15360.5
1371.97,15360.1
1373.36,15359.7
1374.74,15359.2
1376.12,15358.6
1377.5,15357.9
1378.88,15357.2
1380.25,15356.5
1381.62,15355.7
1383,15354.9
1384.37,15354
1385.74,15353.2
1387.1,15352.3
1388.47,15351.5
1389.83,15350.6
1391.2,15349.7
1392.56,15348.8
1393.92,15348
1395.27,15347.2
1396.63,15346.5
1397.98,15345.7
1399.34,15345.1
1400.69,15344.5
1402.04,15344
1403.38,15343.5
1404.73,15343.2
1406.07,15342.9
1407.42,15342.7
1408.76,15342.6
1410.1,15342.5
1411.43,15342.6
1412.77,15342.7
1414.11,15343
1415.44,15343.3
1416.77,15343.7
1418.1,15344.1
1419.43,15344.7
1420.76,15345.3
1422.08,15345.9
1423.4,15346.6
1424.73,15347.4
1426.05,15348.2
1427.37,15349
1428.68,15349.9
1430,15350.8
1431.31,15351.7
1432.62,15352.6
1433.93,15353.5
1435.24,15354.3
1436.55,15355.2
1437.86,15356
1439.16,15356.8
1440.47,15357.5
1441.77,15358.2
1443.07,15358.8
1444.36,15359.4
1445.66,15359.9
1446.96,15360.3
1448.25,15360.7
1449.54,15361
1450.83,15361.3
1452.12,15361.5
1453.41,15361.6
1454.69,15361.7
1455.98,15361.6
1457.26,15361.5
1457.26,15361.5
1458.54,15361.4
1459.82,15361.1
1461.1,15360.8
1462.38,15360.3
1463.65,15359.8
1464.92,15359.3
1466.2,15358.6
1467.47,15357.9
1468.74,15357.2
1470,15356.3
1471.27,15355.5
1472.53,15354.6
1473.8,15353.7
1475.06,15352.7
1476.32,15351.8
1477.58,15350.8
1478.83,15349.8
1480.09,15348.8
1481.34,15347.9
1482.59,15346.9
1483.84,15346
1485.09,15345.1
1486.34,15344.2
1487.59,15343.4
1488.83,15342.6
1490.07,15341.8
1491.32,15341.2
1492.56,15340.6
1493.79,15340
1495.03,15339.5
1496.27,15339.1
1497.5,15338.8
1498.73,15338.5
1499.96,15338.3
1501.19,15338.2
1502.42,15338.2
1503.65,15338.2
1504.87,15338.3
1506.1,15338.5
1507.32,15338.8
1508.54,15339.2
1509.76,15339.6
1510.98,15340.1
1512.2,15340.6
1513.41,15341.2
1514.62,15341.9
1515.84,15342.6
1517.05,15343.4
1518.26,15344.2
1519.46,15345
1520.67,15345.9
1521.87,15346.8
1523.08,15347.7
1524.28,15348.7
1525.48,15349.6
1526.68,15350.6
1527.88,15351.6
1529.07,15352.5
1530.27,15353.5
1531.46,15354.5
1532.65,15355.5
1533.84,15356.4
1535.03,15357.3
1536.22,15358.2
1537.4,15359.1
1538.59,15359.8
1539.77,15360.6
1540.95,15361.2
1542.13,15361.8
1543.31,15362.4
1544.49,15362.8
1545.67,15363.2
1546.84,15363.5
1548.01,15363.8
1549.19,15363.9
1550.36,15364
1551.53,15364
1552.69,15363.9
1553.86,15363.8
1555.02,15363.6
1556.19,15363.3
1557.35,15362.9
1558.51,15362.4
1559.67,15361.9
1560.83,15361.4
1561.98,15360.7
1563.14,15360
1564.29,15359.3
1565.44,15358.5
1566.6,15357.6
1567.74,15356.7
1568.89,15355.8
1570.04,15354.9
1571.18,15353.9
1572.33,15352.9
1573.47,15351.9
1574.61,15350.8
1575.75,15349.8
1576.89,15348.7
1578.03,15347.6
1579.16,15346.6
1580.3,15345.5
1581.43,15344.5
1582.56,15343.5
1583.69,15342.5
1584.82,15341.6
1585.95,15340.6
1587.07,15339.7
1588.2,15338.9
1589.32,15338.1
1590.45,15337.3
1591.57,15336.6
1592.69,15335.9
1593.8,15335.3
1594.92,15334.8
1596.04,15334.3
1597.15,15333.9
1598.26,15333.5
1599.37,15333.2
1600.48,15333
1601.59,15332.8
1602.7,15332.7
1603.8,15332.7
1604.91,15332.7
1606.01,15332.8
1607.11,15333
1608.22,15333.2
1609.31,15333.5
1610.41,15333.9
1611.51,15334.4
1612.6,15334.9
1613.7,15335.5
1614.79,15336.1
1615.88,15336.8
1616.97,15337.6
1618.06,15338.4
1619.15,15339.3
1620.24,15340.2
1621.32,15341.1
1622.4,15342.1
1623.49,15343.1
1624.57,15344.1
1625.65,15345.2
1626.72,15346.2
1627.8,15347.3
1628.88,15348.4
1629.95,15349.4
1631.02,15350.5
1632.1,15351.6
1633.17,15352.6
1634.24,15353.6
1635.3,15354.6
1636.37,15355.6
1637.44,15356.6
1638.5,15357.5
1639.56,15358.4
1640.62,15359.3
1641.69,15360.1
1642.74,15360.9
1643.8,15361.6
1644.86,15362.3
1645.91,15362.9
1646.97,15363.4
1648.02,15364
1649.07,15364.4
1650.12,15364.8
1651.17,15365.2
1652.22,15365.5
1653.26,15365.7
1654.31,15365.9
1655.35,15366
1656.4,15366
1657.44,15366
1658.48,15366
1659.52,15365.8
1660.55,15365.6
1661.59,15365.4
1662.62,15365.1
1663.66,15364.7
1664.69,15364.3
1665.72,15363.8
1666.75,15363.3
1667.78,15362.7
1668.81,15362.1
1669.83,15361.4
1670.86,15360.7
1671.88,15360
1672.91,15359.2
1673.93,15358.4
1674.95,15357.5
1675.97,15356.6
1676.98,15355.7
1678,15354.8
1679.02,15353.8
1680.03,15352.9
1681.04,15351.9
1682.05,15350.8
1683.07,15349.8
1684.07,15348.8
1685.08,15347.8
1686.09,15346.7
1687.09,15345.7
1688.1,15344.6
1689.1,15343.6
1690.1,15342.6
1691.1,15341.6
1692.1,15340.6
1693.1,15339.6
1694.1,15338.7
1694.1,15338.7
1695.1,15337.7
1696.09,15336.8
1697.08,15336
1698.08,15335.1
1699.07,15334.3
1700.06,15333.6
1701.05,15332.8
1702.03,15332.2
1703.02,15331.5
1704,15331
1704.99,15330.4
1705.97,15329.9
1706.95,15329.5
1707.93,15329.2
1708.91,15328.8
1709.89,15328.6
1710.87,15328.4
1711.84,15328.2
1712.82,15328.1
1713.79,15328
1714.76,15328
1715.73,15328.1
1716.7,15328.2
1717.67,15328.3
1718.64,15328.5
1719.61,15328.7
1720.57,15329
1721.53,15329.3
1722.5,15329.7
1723.46,15330.1
1724.42,15330.6
1725.38,15331.1
1726.34,15331.6
1727.29,15332.2
1728.25,15332.8
1729.2,15333.5
1730.16,15334.2
1731.11,15334.9
1732.06,15335.6
1733.01,15336.4
1733.96,15337.2
1734.91,15338
1735.86,15338.9
1736.8,15339.8
1737.75,15340.6
1738.69,15341.5
1739.63,15342.5
1740.57,15343.4
1741.51,15344.3
1742.45,15345.3
1743.39,15346.2
1744.33,15347.2
1745.26,15348.1
1746.19,15349.1
1747.13,15350
1748.06,15350.9
1748.99,15351.9
1749.92,15352.8
1750.85,15353.7
1751.78,15354.6
1752.7,15355.4
1753.63,15356.3
1754.55,15357.1
1755.48,15357.9
1756.4,15358.7
1757.32,15359.4
1758.24,15360.2
1759.16,15360.8
1760.07,15361.5
1760.99,15362.1
1761.91,15362.7
1762.82,15363.3
1763.73,15363.8
1764.65,15364.3
1765.56,15364.7
1766.47,15365.1
1767.37,15365.5
1768.28,15365.8
1769.19,15366.1
1770.09,15366.4
1771,15366.6
1771.9,15366.7
1772.8,15366.9
1773.7,15367
1774.6,15367
1775.5,15367
1776.4,15367
1777.3,15366.9
1778.19,15366.8
1779.09,15366.6
1779.98,15366.4
1780.87,15366.2
1781.77,15365.9
1782.66,15365.6
1783.55,15365.2
1784.43,15364.9
1785.32,15364.4
1786.21,15364
1787.09,15363.5
1787.98,15363
1788.86,15362.4
1789.74,15361.8
1790.62,15361.2
1791.5,15360.6
1792.38,15359.9
1793.26,15359.2
1794.13,15358.5
1795.01,15357.8
1795.88,15357.1
1796.76,15356.3
1797.63,15355.5
1798.5,15354.7
1799.37,15353.9
1800.24,15353.1
1801.11,15352.3
1801.97,15351.5
1802.84,15350.6
1803.7,15349.8
1804.57,15349
1805.43,15348.1
1806.29,15347.3
1807.15,15346.4
1808.01,15345.6
1808.87,15344.7
1809.73,15343.9
1810.59,15343
1811.44,15342.2
1812.3,15341.4
1813.15,15340.5
1814,15339.7
1814.85,15338.9
1815.7,15338.1
1816.55,15337.3
1817.4,15336.5
1818.25,15335.8
1819.1,15335
1819.94,15334.3
1820.78,15333.6
1821.63,15332.9
1822.47,15332.2
1823.31,15331.6
1824.15,15331
1824.99,15330.4
1825.83,15329.8
1826.67,15329.2
1827.5,15328.7
1828.34,15328.2
1829.17,15327.7
1830.01,15327.3
1830.84,15326.9
1831.67,15326.5
1832.5,15326.1
1833.33,15325.8
1834.16,15325.5
1834.98,15325.2
1835.81,15325
1836.63,15324.8
1837.46,15324.6
1838.28,15324.4
1839.1,15324.3
1839.93,15324.2
1840.75,15324.2
1841.56,15324.2
1842.38,15324.2
1843.2,15324.2
1844.02,15324.3
1844.83,15324.4
1845.65,15324.6
1846.46,15324.7
1847.27,15325
1848.08,15325.2
1848.89,15325.5
1849.7,15325.8
1850.51,15326.1
1851.32,15326.4
1852.13,15326.8
1852.93,15327.2
1853.74,15327.7
1854.54,15328.1
1855.34,15328.6
1856.14,15329.1
1856.94,15329.6
1857.74,15330.2
1858.54,15330.7
1859.34,15331.3
1860.14,15331.9
1860.93,15332.5
1861.73,15333.2
1862.52,15333.8
1863.31,15334.5
1864.11,15335.2
1864.9,15335.9
1865.69,15336.6
1866.48,15337.3
1867.27,15338
1868.05,15338.8
1868.84,15339.5
1869.62,15340.3
1870.41,15341
1871.19,15341.8
1871.98,15342.6
1872.76,15343.3
1873.54,15344.1
1874.32,15344.9
1875.1,15345.7
1875.87,15346.4
1876.65,15347.2
1877.43,15348
1878.2,15348.8
1878.98,15349.5
1879.75,15350.3
1880.52,15351
1881.29,15351.8
1882.06,15352.5
1882.83,15353.2
1883.6,15353.9
1884.37,15354.6
1885.14,15355.3
1885.9,15356
1886.67,15356.7
1887.43,15357.3
1888.19,15357.9
1888.96,15358.6
1889.72,15359.2
1890.48,15359.7
1891.24,15360.3
1891.99,15360.8
1892.75,15361.4
1893.51,15361.9
1894.26,15362.4
1895.02,15362.9
1895.77,15363.3
1896.53,15363.7
1897.28,15364.1
1898.03,15364.5
1898.78,15364.9
1899.53,15365.2
1900.28,15365.6
1901.02,15365.9
1901.77,15366.2
1902.52,15366.4
1903.26,15366.7
1904.01,15366.9
1904.75,15367.1
1905.49,15367.3
1906.23,15367.5
1906.97,15367.6
1907.71,15367.7
1908.45,15367.8
1909.19,15367.9
1909.92,15368
1910.66,15368
1911.4,15368
1912.13,15368
1912.13,15368
1912.86,15367.9
1913.6,15367.8
1914.33,15367.7
1915.06,15367.6
1915.79,15367.5
1916.52,15367.3
1917.24,15367.1
1917.97,15366.9
1918.7,15366.6
1919.42,15366.3
1920.15,15366.1
1920.87,15365.7
1921.59,15365.4
1922.32,15365.1
1923.04,15364.7
1923.76,15364.3
1924.48,15363.9
1925.19,15363.4
1925.91,15363
1926.63,15362.5
1927.34,15362
1928.06,15361.6
1928.77,15361
1929.49,15360.5
1930.2,15360
1930.91,15359.4
1931.62,15358.8
1932.33,15358.2
1933.04,15357.7
1933.75,15357
1934.46,15356.4
1935.16,15355.8
1935.87,15355.2
1936.57,15354.5
1937.28,15353.8
1937.98,15353.2
1938.68,15352.5
1939.38,15351.8
1940.08,15351.1
1940.78,15350.5
1941.48,15349.8
1942.18,15349.1
1942.88,15348.3
1943.57,15347.6
1944.27,15346.9
1944.96,15346.2
1945.66,15345.5
1946.35,15344.8
1947.04,15344.1
1947.73,15343.4
1948.42,15342.7
1949.11,15341.9
1949.8,15341.2
1950.49,15340.5
1951.18,15339.8
1951.86,15339.1
1952.55,15338.5
1953.23,15337.8
1953.91,15337.1
1954.6,15336.4
1955.28,15335.8
1955.96,15335.1
1956.64,15334.5
1957.32,15333.8
1958,15333.2
1958.68,15332.6
1959.36,15332
1960.03,15331.4
1960.71,15330.8
1961.38,15330.2
1962.06,15329.7
1962.73,15329.1
1963.4,15328.6
1964.07,15328.1
1964.74,15327.6
1965.41,15327.1
1966.08,15326.6
1966.75,15326.1
1967.42,15325.6
1968.08,15325.2
1968.75,15324.8
1969.42,15324.3
1970.08,15323.9
1970.74,15323.6
1971.41,15323.2
1972.07,15322.8
1972.73,15322.5
1973.39,15322.1
1974.05,15321.8
1974.71,15321.5
1975.37,15321.3
1976.02,15321
1976.68,15320.8
1977.33,15320.5
1977.99,15320.3
1978.64,15320.1
1979.3,15320
1979.95,15319.8
1980.6,15319.7
1981.25,15319.6
1981.9,15319.5
1982.55,15319.4
1983.2,15319.3
1983.85,15319.3
1984.49,15319.2
1985.14,15319.2
1985.78,15319.2
1986.43,15319.3
1987.07,15319.3
1987.72,15319.4
1988.36,15319.4
1989,15319.5
1989.64,15319.6
1990.28,15319.8
1990.92,15319.9
1991.56,15320.1
1992.2,15320.2
1992.83,15320.4
1993.47,15320.6
1994.1,15320.9
1994.74,15321.1
1995.37,15321.4
1996,15321.6
1996.64,15321.9
1997.27,15322.2
1997.9,15322.5
1998.53,15322.8
1999.16,15323.2
1999.79,15323.5
2000.41,15323.9
2001.04,15324.3
2001.67,15324.7
2002.29,15325.1
2002.92,15325.5
2003.54,15325.9
2004.16,15326.3
2004.79,15326.8
2005.41,15327.3
2006.03,15327.7
2006.65,15328.2
2007.27,15328.7
2007.89,15329.2
2008.51,15329.7
2009.12,15330.2
2009.74,15330.7
2010.35,15331.3
2010.97,15331.8
2011.58,15332.4
2012.2,15332.9
2012.81,15333.5
2013.42,15334.1
2014.03,15334.7
2014.64,15335.3
2015.25,15335.8
2015.86,15336.5
2016.47,15337.1
2017.08,15337.7
2017.69,15338.3
2018.29,15338.9
2018.9,15339.6
2019.5,15340.2
2020.11,15340.8
2020.71,15341.5
2021.31,15342.1
2021.91,15342.8
2022.51,15343.4
2023.11,15344.1
2023.71,15344.7
2024.31,15345.4
2024.91,15346
2025.51,15346.7
2026.11,15347.3
2026.7,15347.9
2027.3,15348.6
2027.89,15349.2
2028.48,15349.8
2029.08,15350.5
2029.67,15351.1
2030.26,15351.7
2030.85,15352.3
2031.44,15352.9
2032.03,15353.5
2032.62,15354.1
2033.21,15354.6
2033.8,15355.2
2034.38,15355.8
2034.97,15356.3
2035.55,15356.9
2036.14,15357.4
2036.72,15357.9
2037.31,15358.5
2037.89,15359
2038.47,15359.5
2039.05,15359.9
2039.63,15360.4
2040.21,15360.9
2040.79,15361.4
2041.37,15361.8
2041.95,15362.2
2042.52,15362.7
2043.1,15363.1
2043.68,15363.5
2044.25,15363.9
2044.82,15364.3
2045.4,15364.6
2045.97,15365
2046.54,15365.4
2047.11,15365.7
2047.68,15366
2048.25,15366.3
2048.82,15366.6
2049.39,15366.9
2049.96,15367.2
2050.53,15367.5
2051.09,15367.7
2051.66,15367.9
2052.23,15368.2
2052.79,15368.4
2053.35,15368.6
2053.92,15368.8
2054.48,15368.9
2055.04,15369.1
2055.6,15369.2
2056.16,15369.4
2056.72,15369.5
2057.28,15369.6
2057.84,15369.7
2058.4,15369.8
2058.96,15369.8
2059.51,15369.9
2060.07,15369.9
2060.62,15370
2061.18,15370
2061.73,15370
2062.28,15370
2062.84,15370
2063.39,15369.9
2063.94,15369.9
2064.49,15369.8
2065.04,15369.8
2065.59,15369.7
2066.14,15369.6
2066.68,15369.5
2067.23,15369.4
2067.78,15369.3
2068.32,15369.1
2068.87,15369
2069.41,15368.8
2069.96,15368.7
2070.5,15368.5
2071.04,15368.3
2071.58,15368.1
2072.13,15367.9
2072.67,15367.7
2073.21,15367.5
2073.75,15367.2
2074.28,15367
2074.82,15366.7
2075.36,15366.4
2075.9,15366.2
2076.43,15365.9
2076.97,15365.6
2077.5,15365.3
2078.04,15365
2078.57,15364.7
2079.1,15364.3
2079.63,15364
2080.17,15363.6
2080.7,15363.3
2081.23,15362.9
2081.76,15362.6
2082.29,15362.2
2082.81,15361.8
2083.34,15361.4
2083.87,15361
2084.39,15360.6
2084.92,15360.2
2085.45,15359.8
2085.97,15359.4
2086.49,15358.9
2087.02,15358.5
2087.54,15358
2088.06,15357.6
2088.58,15357.1
