x(mm),P (Pa)
122.384,15431.6
123.347,15431.3
124.309,15431
125.27,15430.8
126.232,15430.5
127.192,15430.2
128.153,15429.9
129.113,15429.7
130.073,15429.4
131.032,15429.2
131.991,15428.9
132.95,15428.6
133.908,15428.4
134.866,15428.1
135.823,15427.8
136.78,15427.5
137.737,15427.3
138.693,15427
139.649,15426.8
140.604,15426.5
141.559,15426.3
142.514,15426
143.469,15425.7
144.422,15425.4
145.376,15425
146.329,15424.7
147.282,15424.4
148.235,15424.1
149.187,15423.9
150.138,15423.7
151.09,15423.5
152.04,15423.4
152.991,15423.1
153.941,15422.9
154.891,15422.7
155.84,15422.4
156.789,15422.2
157.738,15421.9
158.686,15421.7
159.634,15421.5
160.581,15421.3
161.529,15421.1
162.475,15420.9
163.422,15420.7
164.368,15420.5
165.313,15420.3
166.258,15420.1
167.203,15419.8
168.148,15419.6
169.092,15419.5
170.035,15419.3
170.979,15419.1
171.922,15418.9
172.864,15418.7
173.806,15418.5
174.748,15418.3
175.689,15418.1
176.63,15417.9
177.571,15417.7
178.511,15417.5
179.451,15417.3
180.391,15417.2
181.33,15417
182.269,15416.8
183.207,15416.6
184.145,15416.4
185.083,15416.3
186.02,15416.1
186.957,15415.9
187.893,15415.8
188.83,15415.6
189.765,15415.4
190.701,15415.3
191.636,15415.1
192.57,15414.9
193.505,15414.7
194.439,15414.5
195.372,15414.4
196.305,15414.2
197.238,15414
198.17,15413.8
199.102,15413.7
200.034,15413.6
200.965,15413.4
201.896,15413.3
202.827,15413.1
203.757,15413
204.687,15412.8
205.616,15412.6
206.545,15412.5
207.474,15412.3
208.402,15412.2
209.33,15412
210.257,15411.9
211.185,15411.7
212.111,15411.6
213.038,15411.4
213.964,15411.3
214.89,15411.1
215.815,15410.9
216.74,15410.8
217.664,15410.7
218.589,15410.5
219.512,15410.4
220.436,15410.3
221.359,15410.2
222.282,15410.1
223.204,15409.9
224.126,15409.8
225.048,15409.6
225.969,15409.5
226.89,15409.3
227.81,15409.2
228.73,15409
229.65,15408.9
230.569,15408.8
231.488,15408.6
232.407,15408.5
233.325,15408.4
234.243,15408.2
235.161,15408.1
236.078,15408
236.995,15407.9
237.911,15407.8
238.827,15407.6
239.743,15407.5
240.658,15407.4
241.573,15407.3
242.488,15407.1
243.402,15407
244.316,15406.9
245.229,15406.8
246.143,15406.6
247.055,15406.5
247.968,15406.4
248.88,15406.2
249.791,15406.1
250.703,15406
251.614,15405.8
252.524,15405.7
253.434,15405.6
254.344,15405.5
255.254,15405.4
256.163,15405.3
257.072,15405.2
257.98,15405.1
258.888,15405
259.796,15404.9
260.703,15404.8
261.61,15404.7
262.516,15404.6
263.423,15404.4
264.329,15404.3
265.234,15404.1
266.139,15404
267.044,15403.9
267.948,15403.8
268.852,15403.7
269.756,15403.6
270.659,15403.5
271.562,15403.5
272.465,15403.4
273.367,15403.3
274.269,15403.2
275.17,15403
276.071,15402.9
276.972,15402.8
277.872,15402.7
278.773,15402.6
279.672,15402.4
280.572,15402.3
281.47,15402.2
282.369,15402.1
283.267,15402
284.165,15401.9
285.063,15401.8
285.96,15401.7
286.857,15401.6
287.753,15401.5
288.649,15401.4
289.545,15401.3
290.44,15401.2
291.335,15401.1
292.23,15401
293.124,15400.9
294.018,15400.8
294.912,15400.7
295.805,15400.6
296.698,15400.5
297.59,15400.4
298.482,15400.3
299.374,15400.2
300.265,15400.1
301.156,15400
302.047,15399.9
302.937,15399.8
303.827,15399.7
304.717,15399.6
305.606,15399.6
306.495,15399.5
307.384,15399.4
308.272,15399.3
309.16,15399.2
310.047,15399.2
310.934,15399.1
311.821,15399
312.708,15398.9
313.594,15398.8
314.479,15398.7
315.365,15398.5
316.25,15398.4
317.134,15398.3
318.019,15398.2
318.903,15398.1
319.786,15398
320.669,15398
321.552,15397.9
322.435,15397.8
323.317,15397.7
324.199,15397.6
325.08,15397.5
325.961,15397.4
326.842,15397.4
327.722,15397.3
328.602,15397.2
329.482,15397.1
330.361,15397
331.24,15397
332.119,15396.9
332.997,15396.8
333.875,15396.7
334.753,15396.6
335.63,15396.6
336.507,15396.5
337.383,15396.4
338.26,15396.3
339.135,15396.2
340.011,15396.2
340.886,15396.1
341.761,15396
342.635,15395.9
343.509,15395.8
344.383,15395.7
345.256,15395.6
346.129,15395.5
347.002,15395.4
347.874,15395.3
348.746,15395.2
349.618,15395.1
350.489,15395.1
351.36,15395
352.23,15394.9
353.101,15394.9
353.97,15394.8
354.84,15394.8
355.709,15394.7
356.578,15394.6
357.446,15394.5
358.314,15394.5
359.182,15394.4
360.05,15394.3
360.917,15394.2
361.783,15394.1
362.65,15394
363.516,15393.9
364.381,15393.9
365.247,15393.8
366.112,15393.7
366.976,15393.6
367.841,15393.6
368.705,15393.5
369.568,15393.4
370.431,15393.4
371.294,15393.3
372.157,15393.2
373.019,15393.1
373.881,15393.1
374.742,15393
375.604,15392.9
376.464,15392.8
377.325,15392.8
378.185,15392.7
379.045,15392.6
379.904,15392.5
380.763,15392.5
381.622,15392.4
382.481,15392.4
383.339,15392.3
384.196,15392.2
385.054,15392.2
385.911,15392.1
386.767,15392
387.624,15391.9
388.48,15391.9
389.335,15391.8
390.191,15391.7
391.046,15391.6
391.9,15391.6
392.755,15391.5
393.609,15391.4
394.462,15391.4
395.315,15391.3
396.168,15391.2
397.021,15391.2
397.873,15391.1
398.725,15391
399.577,15391
400.428,15390.9
401.279,15390.8
402.129,15390.8
402.979,15390.7
403.829,15390.6
404.679,15390.6
405.528,15390.5
406.377,15390.4
407.225,15390.4
408.073,15390.3
408.921,15390.2
409.769,15390.2
410.616,15390.1
411.462,15390.1
412.309,15390
413.155,15389.9
414.001,15389.9
414.846,15389.8
415.691,15389.7
416.536,15389.7
417.38,15389.6
418.224,15389.5
419.068,15389.5
419.911,15389.4
420.755,15389.3
421.597,15389.3
422.44,15389.2
423.282,15389.2
424.123,15389.1
424.965,15389
425.806,15389
426.646,15388.9
427.487,15388.9
428.327,15388.8
429.166,15388.8
430.006,15388.7
430.845,15388.6
431.683,15388.6
432.522,15388.5
433.36,15388.4
434.197,15388.4
435.035,15388.3
435.872,15388.3
436.708,15388.2
437.545,15388.1
438.381,15388.1
439.216,15388
440.052,15388
440.886,15387.9
441.721,15387.8
442.555,15387.8
443.389,15387.7
444.223,15387.7
445.056,15387.6
445.889,15387.6
446.722,15387.5
447.554,15387.5
448.386,15387.4
449.218,15387.3
450.049,15387.3
450.88,15387.2
451.711,15387.2
452.541,15387.1
453.371,15387
454.2,15387
455.03,15386.9
455.859,15386.9
456.687,15386.8
457.516,15386.8
458.344,15386.7
459.171,15386.7
459.998,15386.6
460.825,15386.6
461.652,15386.5
462.478,15386.5
463.304,15386.4
464.13,15386.4
464.955,15386.3
465.78,15386.3
466.605,15386.2
467.429,15386.1
468.253,15386.1
469.077,15386
469.9,15386
470.723,15385.9
471.546,15385.9
472.368,15385.8
473.19,15385.7
474.012,15385.7
474.833,15385.6
475.654,15385.6
476.475,15385.5
477.295,15385.5
478.115,15385.4
478.935,15385.4
479.754,15385.3
480.573,15385.3
481.392,15385.2
482.21,15385.2
483.028,15385.1
483.846,15385.1
484.664,15385
485.481,15385
486.297,15384.9
487.114,15384.9
487.93,15384.8
488.746,15384.8
489.561,15384.7
490.376,15384.7
491.191,15384.6
492.005,15384.5
492.819,15384.5
493.633,15384.4
494.447,15384.4
495.26,15384.3
496.073,15384.3
496.885,15384.2
497.697,15384.2
498.509,15384.1
499.321,15384.1
500.132,15384
500.943,15384
501.753,15384
502.563,15383.9
503.373,15383.9
504.183,15383.8
504.992,15383.8
505.801,15383.7
506.61,15383.7
507.418,15383.6
508.226,15383.6
509.033,15383.6
509.841,15383.5
510.648,15383.5
511.454,15383.4
512.261,15383.4
513.067,15383.3
513.872,15383.3
514.678,15383.2
515.483,15383.2
516.287,15383.1
517.092,15383.1
517.896,15383
518.7,15383
519.503,15382.9
520.306,15382.9
521.109,15382.8
521.911,15382.8
522.713,15382.8
523.515,15382.7
524.317,15382.7
525.118,15382.6
525.919,15382.6
526.719,15382.5
527.519,15382.5
528.319,15382.4
529.119,15382.4
529.918,15382.3
530.717,15382.3
531.515,15382.2
532.314,15382.2
533.112,15382.1
533.909,15382.1
534.707,15382.1
535.504,15382
536.3,15382
537.097,15381.9
537.893,15381.9
538.688,15381.8
539.484,15381.8
540.279,15381.8
541.073,15381.7
541.868,15381.7
542.662,15381.6
543.456,15381.6
544.249,15381.6
545.043,15381.5
545.835,15381.5
546.628,15381.4
547.42,15381.4
547.42,15381.4
548.212,15381.3
549.004,15381.3
549.795,15381.3
550.586,15381.2
551.376,15381.2
552.167,15381.1
552.957,15381.1
553.746,15381
554.536,15381
555.325,15381
556.113,15380.9
556.902,15380.9
557.69,15380.8
558.478,15380.8
559.265,15380.8
560.052,15380.7
560.839,15380.7
561.625,15380.6
562.412,15380.6
563.198,15380.5
563.983,15380.5
564.768,15380.5
565.553,15380.4
566.338,15380.4
567.122,15380.3
567.906,15380.3
568.69,15380.2
569.473,15380.2
570.256,15380.2
571.039,15380.1
571.821,15380.1
572.603,15380.1
573.385,15380
574.167,15380
574.948,15379.9
575.729,15379.9
576.509,15379.8
577.289,15379.8
578.069,15379.8
578.849,15379.7
579.628,15379.7
580.407,15379.7
581.186,15379.6
581.964,15379.6
582.742,15379.5
583.52,15379.5
584.297,15379.5
585.074,15379.4
585.851,15379.4
586.628,15379.4
587.404,15379.3
588.18,15379.3
588.955,15379.3
589.73,15379.2
590.505,15379.2
591.28,15379.1
592.054,15379.1
592.828,15379
593.602,15379
594.375,15379
595.148,15378.9
595.921,15378.9
596.693,15378.9
597.465,15378.8
598.237,15378.8
599.009,15378.7
599.78,15378.7
600.551,15378.7
601.321,15378.6
602.092,15378.6
602.862,15378.6
603.631,15378.5
604.401,15378.5
605.17,15378.5
605.938,15378.4
606.707,15378.4
607.475,15378.3
608.243,15378.3
609.01,15378.2
609.777,15378.2
610.544,15378.2
611.311,15378.2
612.077,15378.1
612.843,15378.1
613.608,15378
614.374,15378
615.139,15378
615.904,15377.9
616.668,15377.9
617.432,15377.8
618.196,15377.8
618.959,15377.8
619.723,15377.8
620.485,15377.7
621.248,15377.7
622.01,15377.7
622.772,15377.6
623.534,15377.6
624.295,15377.5
625.056,15377.5
625.817,15377.5
626.577,15377.4
627.338,15377.4
628.097,15377.4
628.857,15377.3
629.616,15377.3
630.375,15377.3
631.134,15377.2
631.892,15377.2
631.892,15377.2
632.65,15377.2
633.408,15377.1
634.165,15377.1
634.922,15377
635.679,15377
636.435,15377
637.191,15377
637.947,15376.9
638.703,15376.9
639.458,15376.9
640.213,15376.8
640.968,15376.8
641.722,15376.8
642.476,15376.7
643.23,15376.7
643.983,15376.7
644.736,15376.6
645.489,15376.6
646.242,15376.6
646.994,15376.5
647.746,15376.5
648.498,15376.5
649.249,15376.4
650,15376.4
650.751,15376.4
651.501,15376.3
652.251,15376.3
653.001,15376.3
653.751,15376.2
654.5,15376.2
655.249,15376.2
655.997,15376.1
656.746,15376.1
657.494,15376.1
658.241,15376
658.989,15376
659.736,15376
660.483,15375.9
661.229,15375.9
661.976,15375.9
662.721,15375.8
663.467,15375.8
664.212,15375.8
664.957,15375.7
665.702,15375.7
666.447,15375.7
667.191,15375.6
667.935,15375.6
668.678,15375.6
669.421,15375.5
670.164,15375.5
670.907,15375.5
671.649,15375.4
672.391,15375.4
673.133,15375.4
673.874,15375.4
674.616,15375.3
675.356,15375.3
676.097,15375.3
676.837,15375.2
677.577,15375.2
678.317,15375.2
679.056,15375.1
679.056,15375.1
679.795,15375.1
680.534,15375.1
681.273,15375
682.011,15375
682.749,15375
683.486,15375
684.223,15374.9
684.96,15374.9
685.697,15374.9
686.434,15374.8
687.17,15374.8
687.906,15374.8
688.641,15374.7
689.376,15374.7
690.111,15374.7
690.846,15374.6
691.58,15374.6
692.314,15374.6
693.048,15374.6
693.781,15374.5
694.515,15374.5
695.247,15374.5
695.98,15374.5
696.712,15374.4
697.444,15374.4
698.176,15374.4
698.907,15374.3
699.638,15374.3
700.369,15374.3
701.1,15374.3
701.83,15374.2
702.56,15374.2
703.29,15374.2
704.019,15374.1
704.748,15374.1
705.477,15374.1
706.205,15374
706.933,15374
707.661,15374
708.389,15373.9
709.116,15373.9
709.843,15373.9
710.57,15373.9
711.296,15373.8
712.022,15373.8
712.748,15373.8
713.474,15373.8
714.199,15373.7
714.924,15373.7
715.649,15373.7
716.373,15373.6
717.097,15373.6
717.821,15373.6
718.545,15373.5
719.268,15373.5
719.991,15373.5
720.713,15373.5
721.436,15373.5
722.158,15373.4
722.88,15373.4
723.601,15373.4
724.322,15373.4
725.043,15373.3
725.764,15373.3
726.484,15373.3
727.204,15373.2
727.924,15373.2
728.643,15373.2
729.362,15373.1
730.081,15373.1
730.8,15373.1
731.518,15373.1
732.236,15373
732.954,15373
733.671,15373
734.389,15373
735.106,15372.9
735.822,15372.9
736.538,15372.9
737.254,15372.8
737.97,15372.8
738.686,15372.8
739.401,15372.7
740.116,15372.7
740.83,15372.7
741.544,15372.7
742.258,15372.7
742.972,15372.6
743.685,15372.6
744.399,15372.6
745.112,15372.6
745.824,15372.5
746.536,15372.5
747.248,15372.5
747.96,15372.4
748.671,15372.4
749.383,15372.4
750.093,15372.3
750.804,15372.3
751.514,15372.3
752.224,15372.3
752.934,15372.3
753.643,15372.2
754.353,15372.2
755.061,15372.2
755.77,15372.2
756.478,15372.1
757.186,15372.1
757.894,15372.1
758.601,15372
759.309,15372
760.015,15372
760.722,15371.9
761.428,15371.9
762.134,15371.9
762.84,15371.9
763.546,15371.9
764.251,15371.8
764.956,15371.8
765.66,15371.8
766.365,15371.8
767.069,15371.7
767.772,15371.7
768.476,15371.7
769.179,15371.6
769.882,15371.6
770.585,15371.6
771.287,15371.6
771.989,15371.5
772.691,15371.5
773.392,15371.5
774.093,15371.5
774.794,15371.5
775.495,15371.4
776.195,15371.4
776.896,15371.4
777.595,15371.4
778.295,15371.4
778.994,15371.3
779.693,15371.3
780.392,15371.3
781.09,15371.2
781.788,15371.2
782.486,15371.2
783.184,15371.2
783.881,15371.1
784.578,15371.1
785.275,15371.1
785.971,15371.1
786.667,15371.1
787.363,15371
788.059,15371
788.754,15371
789.449,15371
790.144,15370.9
790.839,15370.9
791.533,15370.9
792.227,15370.8
792.92,15370.8
793.614,15370.8
794.307,15370.8
795,15370.7
795.692,15370.7
796.384,15370.7
797.076,15370.7
797.768,15370.7
798.46,15370.7
799.151,15370.6
799.842,15370.6
800.532,15370.6
801.223,15370.6
801.913,15370.5
802.602,15370.5
803.292,15370.5
803.981,15370.4
804.67,15370.4
805.359,15370.4
806.047,15370.4
806.735,15370.3
807.423,15370.3
808.111,15370.3
808.798,15370.3
809.485,15370.3
810.172,15370.3
810.858,15370.2
811.544,15370.2
812.23,15370.2
812.916,15370.2
813.601,15370.1
814.286,15370.1
814.971,15370.1
815.656,15370
816.34,15370
817.024,15370
817.708,15370
818.391,15370
819.074,15369.9
819.757,15369.9
820.44,15369.9
821.122,15369.9
821.804,15369.9
822.486,15369.9
823.167,15369.8
823.849,15369.8
824.53,15369.8
825.21,15369.7
825.891,15369.7
826.571,15369.7
827.251,15369.7
827.93,15369.6
828.61,15369.6
829.289,15369.6
829.968,15369.6
830.646,15369.5
831.324,15369.5
832.002,15369.5
832.68,15369.5
833.357,15369.5
834.035,15369.5
834.712,15369.5
835.388,15369.4
836.065,15369.4
836.741,15369.4
837.416,15369.3
838.092,15369.3
838.767,15369.3
839.442,15369.3
840.117,15369.2
840.791,15369.2
841.466,15369.2
842.139,15369.2
842.813,15369.2
843.486,15369.1
844.16,15369.1
844.832,15369.1
845.505,15369.1
846.177,15369.1
846.849,15369.1
847.521,15369.1
848.192,15369
848.864,15369
849.535,15369
850.205,15368.9
850.876,15368.9
851.546,15368.9
852.216,15368.9
852.885,15368.8
853.555,15368.8
854.224,15368.8
854.892,15368.8
855.561,15368.8
856.229,15368.7
856.897,15368.7
857.565,15368.7
858.232,15368.7
858.899,15368.7
859.566,15368.7
860.23,15368.6
860.9,15368.6
861.57,15368.6
862.23,15368.6
862.9,15368.5
863.56,15368.5
864.23,15368.5
864.89,15368.5
865.56,15368.4
866.22,15368.4
866.88,15368.4
867.55,15368.4
868.21,15368.4
868.88,15368.3
869.54,15368.3
870.2,15368.3
870.86,15368.3
871.53,15368.3
872.19,15368.3
872.85,15368.3
873.51,15368.2
874.17,15368.2
874.83,15368.2
875.49,15368.1
876.15,15368.1
876.81,15368.1
877.47,15368.1
878.13,15368
878.79,15368
879.45,15368
880.11,15368
880.77,15368
881.42,15368
882.08,15368
882.74,15367.9
883.4,15367.9
884.05,15367.9
884.71,15367.9
885.37,15367.9
886.02,15367.9
886.68,15367.8
887.34,15367.8
887.99,15367.8
888.65,15367.8
889.3,15367.7
889.96,15367.7
890.61,15367.7
891.27,15367.6
891.92,15367.6
892.57,15367.6
893.23,15367.6
893.88,15367.6
894.53,15367.6
895.18,15367.6
895.84,15367.5
896.49,15367.5
897.14,15367.5
897.79,15367.5
898.44,15367.5
899.1,15367.5
899.75,15367.4
900.4,15367.4
901.05,15367.4
901.7,15367.4
902.35,15367.3
903,15367.3
903.65,15367.3
904.29,15367.3
904.94,15367.2
905.59,15367.2
906.24,15367.2
906.89,15367.2
907.53,15367.2
908.18,15367.2
908.83,15367.2
909.48,15367.1
910.12,15367.1
910.77,15367.1
911.42,15367.1
912.06,15367.1
912.71,15367.1
913.35,15367
914,15367
914.64,15367
915.29,15367
915.93,15366.9
916.57,15366.9
917.22,15366.9
917.86,15366.9
918.51,15366.8
919.15,15366.8
919.79,15366.8
920.43,15366.8
921.08,15366.8
921.72,15366.8
922.36,15366.8
923,15366.8
923.64,15366.7
924.28,15366.7
924.92,15366.7
925.56,15366.7
926.2,15366.7
926.84,15366.6
927.48,15366.6
928.12,15366.6
928.76,15366.6
929.4,15366.5
930.04,15366.5
930.68,15366.5
931.32,15366.5
931.95,15366.5
932.59,15366.4
933.23,15366.4
933.87,15366.4
934.5,15366.4
935.14,15366.4
935.78,15366.4
936.41,15366.4
937.05,15366.4
937.68,15366.3
938.32,15366.3
938.95,15366.3
939.59,15366.3
940.22,15366.3
940.86,15366.3
941.49,15366.2
942.13,15366.2
942.76,15366.2
943.39,15366.2
944.03,15366.1
944.66,15366.1
945.29,15366.1
945.92,15366.1
946.55,15366.1
947.19,15366
947.82,15366
948.45,15366
949.08,15366
949.71,15366
950.34,15366
950.97,15366
951.6,15366
952.23,15365.9
952.86,15365.9
953.49,15365.9
954.12,15365.9
954.75,15365.9
955.38,15365.8
956,15365.8
956.63,15365.8
957.26,15365.8
957.89,15365.7
958.51,15365.7
959.14,15365.7
959.77,15365.7
960.39,15365.7
961.02,15365.6
961.65,15365.6
962.27,15365.6
962.9,15365.6
963.52,15365.6
964.15,15365.6
964.77,15365.6
965.4,15365.6
966.02,15365.6
966.64,15365.6
967.27,15365.5
967.89,15365.5
968.52,15365.5
969.14,15365.5
969.76,15365.5
970.38,15365.4
971.01,15365.4
971.63,15365.4
972.25,15365.4
972.87,15365.3
973.49,15365.3
974.11,15365.3
974.73,15365.3
975.35,15365.3
975.97,15365.2
976.59,15365.2
977.21,15365.2
977.83,15365.2
978.45,15365.2
979.07,15365.2
979.69,15365.2
980.31,15365.2
980.93,15365.2
981.54,15365.2
982.16,15365.1
982.78,15365.1
983.4,15365.1
984.01,15365.1
984.63,15365.1
985.25,15365
985.86,15365
986.48,15365
987.09,15365
987.71,15364.9
988.33,15364.9
988.94,15364.9
989.56,15364.9
990.17,15364.9
990.78,15364.8
991.4,15364.8
992.01,15364.8
992.63,15364.8
993.24,15364.8
993.85,15364.8
994.46,15364.8
995.08,15364.8
995.69,15364.8
996.3,15364.8
996.91,15364.7
997.52,15364.7
998.14,15364.7
998.75,15364.7
999.36,15364.7
999.97,15364.6
1000.58,15364.6
1001.19,15364.6
1001.8,15364.6
1002.41,15364.6
1003.02,15364.5
1003.63,15364.5
1004.24,15364.5
1004.84,15364.5
1005.45,15364.5
1006.06,15364.4
1006.67,15364.4
1007.28,15364.4
1007.88,15364.4
1008.49,15364.4
1009.1,15364.4
1009.7,15364.4
1010.31,15364.4
1010.92,15364.4
1011.52,15364.4
1012.13,15364.3
1012.73,15364.3
1013.34,15364.3
1013.94,15364.3
1014.55,15364.3
1015.15,15364.3
1015.76,15364.2
1016.36,15364.2
1016.96,15364.2
1017.57,15364.2
1018.17,15364.2
1018.77,15364.1
1019.38,15364.1
1019.98,15364.1
1020.58,15364.1
1021.18,15364.1
1021.79,15364.1
1022.39,15364
1022.99,15364
1023.59,15364
1024.19,15364
1024.79,15364
1025.39,15364
1025.99,15364
1026.59,15364
1027.19,15364
1027.79,15363.9
1028.39,15363.9
1028.99,15363.9
1029.59,15363.9
1030.19,15363.9
1030.78,15363.9
1031.38,15363.8
1031.98,15363.8
1032.58,15363.8
1033.17,15363.8
1033.77,15363.8
1034.37,15363.7
1034.96,15363.7
1035.56,15363.7
1036.16,15363.7
1036.75,15363.7
1037.35,15363.7
1037.94,15363.7
1038.54,15363.6
1039.13,15363.6
1039.73,15363.6
1040.32,15363.6
1040.92,15363.6
1041.51,15363.6
1042.1,15363.6
1042.7,15363.6
1043.29,15363.6
1043.88,15363.5
1044.48,15363.5
1045.07,15363.5
1045.66,15363.5
1046.25,15363.5
1046.84,15363.5
1047.44,15363.4
1048.03,15363.4
1048.62,15363.4
1049.21,15363.4
1049.8,15363.4
1050.39,15363.3
1050.98,15363.3
1051.57,15363.3
1052.16,15363.3
1052.75,15363.3
1053.34,15363.3
1053.93,15363.3
1054.52,15363.3
1055.1,15363.2
1055.69,15363.2
1056.28,15363.2
1056.87,15363.2
1057.45,15363.2
1058.04,15363.2
1058.63,15363.2
1059.22,15363.2
1059.8,15363.2
1060.39,15363.1
1060.97,15363.1
1061.56,15363.1
1062.15,15363.1
1062.73,15363.1
1063.32,15363
1063.9,15363
1064.49,15363
1065.07,15363
1065.65,15363
1066.24,15363
1066.82,15362.9
1067.41,15362.9
1067.99,15362.9
1068.57,15362.9
1069.16,15362.9
1069.74,15362.9
1070.32,15362.9
1070.9,15362.9
1071.48,15362.8
1072.07,15362.8
1072.65,15362.8
1073.23,15362.8
1073.81,15362.8
1074.39,15362.8
1074.97,15362.8
1075.55,15362.8
1076.13,15362.8
1076.71,15362.8
1077.29,15362.7
1077.87,15362.7
1078.45,15362.7
1079.03,15362.7
1079.61,15362.7
1080.18,15362.6
1080.76,15362.6
1081.34,15362.6
1081.92,15362.6
1082.49,15362.6
1083.07,15362.5
1083.65,15362.5
1084.23,15362.5
1084.8,15362.5
1085.38,15362.5
1085.95,15362.5
1086.53,15362.5
1087.11,15362.5
1087.68,15362.4
1088.26,15362.4
1088.83,15362.4
1089.41,15362.4
1089.98,15362.4
1090.55,15362.4
1091.13,15362.4
1091.7,15362.4
1092.28,15362.4
1092.85,15362.4
1093.42,15362.4
1093.99,15362.4
1094.57,15362.4
1095.14,15362.3
1095.71,15362.3
1096.28,15362.3
1096.86,15362.3
1097.43,15362.3
1098,15362.2
1098.57,15362.2
1099.14,15362.2
1099.71,15362.2
1100.28,15362.1
1100.85,15362.1
1101.42,15362.1
1101.99,15362.1
1102.56,15362.1
1103.13,15362
1103.7,15362
1104.27,15362
1104.83,15362
1105.4,15362
1105.97,15362
1106.54,15362
1107.11,15362
1107.67,15362
1108.24,15362
1108.81,15362
1109.37,15362
1109.94,15362
1110.51,15362
1111.07,15362
1111.64,15362
1112.2,15362
1112.77,15361.9
1113.33,15361.9
1113.9,15361.9
1114.46,15361.9
1115.03,15361.9
1115.59,15361.8
1116.16,15361.8
1116.72,15361.8
1117.28,15361.8
1117.85,15361.7
1118.41,15361.7
1118.97,15361.7
1119.53,15361.7
1120.1,15361.7
1120.66,15361.6
1121.22,15361.6
1121.78,15361.6
1122.34,15361.6
1122.91,15361.6
1123.47,15361.6
1124.03,15361.6
1124.59,15361.6
1125.15,15361.6
1125.71,15361.6
1126.27,15361.6
1126.83,15361.6
1127.39,15361.6
1127.95,15361.5
1128.51,15361.5
1129.06,15361.5
1129.62,15361.5
1130.18,15361.5
1130.74,15361.5
1131.3,15361.5
1131.85,15361.5
1132.41,15361.5
1132.97,15361.5
1133.53,15361.4
1134.08,15361.4
1134.64,15361.4
1135.2,15361.4
1135.75,15361.4
1136.31,15361.3
1136.86,15361.3
1137.42,15361.3
1137.97,15361.3
1138.53,15361.3
1139.08,15361.3
1139.64,15361.2
1140.19,15361.2
1140.75,15361.2
1141.3,15361.2
1141.85,15361.2
1142.41,15361.2
1142.96,15361.2
1143.51,15361.1
1144.07,15361.1
1144.62,15361.1
1145.17,15361.1
1145.72,15361.1
1146.27,15361.1
1146.83,15361.1
1147.38,15361.1
1147.93,15361.1
1148.48,15361.1
1149.03,15361.1
1149.58,15361.1
1150.13,15361
1150.68,15361
1151.23,15361
1151.78,15361
1152.33,15361
1152.88,15361
1153.43,15361
1153.98,15361
1154.52,15361
1155.07,15360.9
1155.62,15360.9
1156.17,15360.9
1156.72,15360.9
1157.26,15360.9
1157.81,15360.9
1158.36,15360.9
1158.91,15360.9
1159.45,15360.8
1160,15360.8
1160.54,15360.8
1161.09,15360.8
1161.64,15360.8
1162.18,15360.8
1162.73,15360.8
1163.27,15360.7
1163.82,15360.7
1164.36,15360.7
1164.91,15360.7
1165.45,15360.7
1165.99,15360.7
1166.54,15360.7
1167.08,15360.6
1167.62,15360.6
1168.17,15360.6
1168.71,15360.6
1169.25,15360.6
