x(mm),Q (W/m2)
1336.45,269922
1336.93,269907
1337.4,269892
1337.88,269878
1338.35,269863
1338.83,269849
1339.3,269835
1339.78,269820
1340.25,269807
1340.72,269793
1341.2,269779
1341.67,269765
1342.14,269752
1342.62,269738
1343.09,269725
1343.56,269712
1344.03,269699
1344.51,269685
1344.98,269672
1345.45,269659
1345.92,269646
1346.39,269633
1346.87,269619
1347.34,269606
1347.81,269593
1348.28,269579
1348.75,269566
1349.22,269552
1349.69,269539
1350.16,269525
1350.63,269511
1351.1,269497
1351.57,269483
1352.04,269469
1352.51,269454
1352.97,269440
1353.44,269425
1353.91,269410
1354.38,269396
1354.85,269381
1355.32,269366
1355.78,269351
1356.25,269336
1356.72,269321
1357.19,269305
1357.65,269290
1358.12,269275
1358.59,269259
1359.05,269244
1359.52,269229
1359.99,269214
1360.45,269199
1360.92,269184
1361.38,269169
1361.85,269154
1362.31,269139
1362.78,269124
1363.24,269109
1363.71,269095
1364.17,269081
1364.64,269066
1365.1,269052
1365.56,269038
1366.03,269025
1366.49,269011
1366.95,268998
1367.42,268984
1367.88,268971
1368.34,268958
1368.8,268945
1369.27,268932
1369.73,268919
1370.19,268907
1370.65,268894
1371.11,268882
1371.58,268869
1372.04,268857
1372.5,268845
1372.96,268832
1373.42,268820
1373.88,268808
1374.34,268795
1374.8,268783
1375.26,268771
1375.72,268758
1376.18,268746
1376.64,268733
1377.1,268720
1377.56,268708
1378.02,268695
1378.47,268682
1378.93,268669
1379.39,268655
1379.85,268642
1380.31,268629
1380.76,268615
1381.22,268601
1381.68,268587
1382.14,268573
1382.59,268559
1383.05,268545
1383.51,268531
1383.96,268516
1384.42,268502
1384.88,268487
1385.33,268473
1385.79,268458
1386.24,268443
1386.7,268429
1387.15,268414
1387.61,268399
1388.06,268384
1388.52,268370
1388.97,268355
1389.43,268340
1389.88,268326
1390.33,268311
1390.79,268297
1391.24,268282
1391.69,268268
1392.15,268254
1392.6,268240
1393.05,268226
1393.51,268213
1393.96,268199
1394.41,268186
1394.86,268172
1395.31,268159
1395.77,268146
1396.22,268133
1396.67,268121
1397.12,268108
1397.57,268096
1398.02,268084
1398.47,268072
1398.92,268060
1399.37,268048
1399.82,268036
1400.27,268025
1400.72,268013
1401.17,268001
1401.62,267990
1402.07,267979
1402.52,267967
1402.97,267956
1403.42,267945
1403.87,267933
1404.31,267922
1404.76,267911
1405.21,267899
1405.66,267888
1406.11,267876
1406.55,267864
1407,267853
1407.45,267841
1407.89,267829
1408.34,267817
1408.79,267804
1409.23,267792
1409.68,267779
1410.13,267767
1410.57,267754
1411.02,267741
1411.46,267728
1411.91,267714
1412.35,267701
1412.8,267687
1413.24,267674
1413.69,267660
1414.13,267646
1414.57,267632
1415.02,267618
1415.46,267603
1415.91,267589
1416.35,267575
1416.79,267560
1417.24,267546
1417.68,267531
1418.12,267517
1418.56,267502
1419.01,267488
1419.45,267473
1419.89,267459
1420.33,267445
1420.77,267431
1421.22,267416
1421.66,267403
1422.1,267389
1422.54,267375
1422.98,267361
1423.42,267348
1423.86,267335
1424.3,267322
1424.74,267309
1425.18,267296
1425.62,267284
1426.06,267271
1426.5,267259
1426.94,267247
1427.38,267236
1427.82,267224
1428.25,267213
1428.69,267202
1429.13,267190
1429.57,267180
1430.01,267169
1430.45,267158
1430.88,267148
1431.32,267137
1431.76,267127
1432.19,267117
1432.63,267107
1433.07,267097
1433.5,267086
1433.94,267076
1434.38,267066
1434.81,267056
1435.25,267046
1435.68,267036
1436.12,267025
1436.56,267015
1436.99,267005
1437.43,266994
1437.86,266983
1438.29,266972
1438.73,266961
1439.16,266950
1439.6,266939
1440.03,266927
1440.47,266915
1440.9,266903
1441.33,266891
1441.77,266879
1442.2,266866
1442.63,266853
1443.06,266840
1443.5,266827
1443.93,266814
1444.36,266801
1444.79,266787
1445.23,266773
1445.66,266759
1446.09,266745
1446.52,266731
1446.95,266717
1447.38,266703
1447.81,266688
1448.24,266674
1448.67,266660
1449.1,266645
1449.53,266631
1449.96,266616
1450.39,266602
1450.82,266588
1451.25,266574
1451.68,266560
1452.11,266546
1452.54,266532
1452.97,266518
1453.4,266505
1453.83,266491
1454.25,266478
1454.68,266465
1455.11,266452
1455.54,266440
1455.96,266428
1456.39,266416
1456.82,266404
1457.25,266392
1457.67,266381
1458.1,266370
1458.53,266359
1458.95,266348
1459.38,266337
1459.8,266327
1460.23,266317
1460.66,266307
1461.08,266297
1461.51,266288
1461.93,266278
1462.36,266269
1462.78,266260
1463.21,266251
1463.63,266242
1464.06,266233
1464.48,266224
1464.9,266215
1465.33,266206
1465.75,266198
1466.17,266189
1466.6,266180
1467.02,266171
1467.44,266162
1467.87,266152
1468.29,266143
1468.71,266134
1469.13,266124
1469.56,266114
1469.98,266104
1470.4,266094
1470.82,266084
1471.24,266073
1471.66,266063
1472.08,266052
1472.5,266041
1472.93,266029
1473.35,266018
1473.77,266006
1474.19,265994
1474.61,265981
1475.03,265969
1475.45,265956
1475.87,265943
1476.29,265930
1476.7,265917
1477.12,265904
1477.54,265890
1477.96,265876
1478.38,265862
1478.8,265848
1479.22,265834
1479.63,265820
1480.05,265806
1480.47,265792
1480.89,265777
1481.3,265763
1481.72,265749
1482.14,265735
1482.56,265721
1482.97,265706
1483.39,265692
1483.81,265679
1484.22,265665
1484.64,265651
1485.05,265638
1485.47,265624
1485.88,265611
1486.3,265598
1486.71,265586
1487.13,265573
1487.54,265561
1487.96,265549
1488.37,265537
1488.79,265525
1489.2,265514
1489.62,265503
1490.03,265492
1490.44,265482
1490.86,265471
1491.27,265461
1491.68,265451
1492.1,265442
1492.51,265432
1492.92,265423
1493.34,265414
1493.75,265405
1494.16,265397
1494.57,265388
1494.98,265380
1495.4,265372
1495.81,265364
1496.22,265356
1496.63,265348
1497.04,265340
1497.45,265333
1497.86,265325
1498.27,265317
1498.68,265310
1499.09,265302
1499.5,265294
1499.91,265287
1500.32,265279
1500.73,265271
1501.14,265263
1501.55,265254
1501.96,265246
1502.37,265238
1502.78,265229
1503.19,265220
1503.59,265211
1504,265202
1504.41,265192
1504.82,265183
1505.23,265173
1505.63,265162
1506.04,265152
1506.45,265141
1506.86,265130
1507.26,265119
1507.67,265108
1508.08,265096
1508.48,265084
1508.89,265072
1509.29,265060
1509.7,265047
1510.11,265034
1510.51,265021
1510.92,265008
1511.32,264995
1511.73,264981
1512.13,264968
1512.54,264954
1512.94,264940
1513.35,264926
1513.75,264912
1514.16,264898
1514.56,264883
1514.96,264869
1515.37,264855
1515.77,264841
1516.17,264827
1516.58,264812
1516.98,264798
1517.38,264784
1517.79,264770
1518.19,264757
1518.59,264743
1518.99,264729
1519.4,264716
1519.8,264703
1520.2,264690
1520.6,264677
1521,264665
1521.4,264653
1521.8,264641
1522.2,264629
1522.61,264617
1523.01,264606
1523.41,264595
1523.81,264585
1524.21,264574
1524.61,264564
1525.01,264554
1525.41,264545
1525.81,264536
1526.21,264527
1526.6,264518
1527,264510
1527.4,264502
1527.8,264494
1528.2,264486
1528.6,264479
1529,264472
1529.39,264465
1529.79,264458
1530.19,264451
1530.59,264445
1530.98,264438
1531.38,264432
1531.78,264426
1532.18,264420
1532.57,264414
1532.97,264408
1533.37,264402
1533.76,264396
1534.16,264390
1534.55,264384
1534.95,264377
1535.35,264371
1535.74,264365
1536.14,264358
1536.53,264352
1536.93,264345
1537.32,264338
1537.72,264331
1538.11,264323
1538.51,264316
1538.9,264308
1539.29,264300
1539.69,264291
1540.08,264282
1540.47,264273
1540.87,264264
1541.26,264255
1541.65,264245
1542.05,264235
1542.44,264224
1542.83,264213
1543.23,264202
1543.62,264191
1544.01,264179
1544.4,264167
1544.79,264155
1545.19,264142
1545.58,264129
1545.97,264116
1546.36,264103
1546.75,264089
1547.14,264075
1547.53,264061
1547.92,264047
1548.31,264033
1548.7,264018
1549.09,264003
1549.48,263989
1549.87,263974
1550.26,263959
1550.65,263944
1551.04,263929
1551.43,263914
1551.82,263899
1552.21,263884
1552.6,263870
1552.99,263855
1553.38,263840
1553.76,263826
1554.15,263812
1554.54,263798
1554.93,263784
1555.32,263770
1555.7,263757
1556.09,263744
1556.48,263731
1556.86,263718
1557.25,263706
1557.64,263694
1558.02,263683
1558.41,263671
1558.8,263661
1559.18,263650
1559.57,263640
1559.95,263630
1560.34,263620
1560.73,263611
1561.11,263603
1561.5,263594
1561.88,263586
1562.27,263579
1562.65,263571
1563.04,263564
1563.42,263558
1563.8,263552
1564.19,263546
1564.57,263540
1564.96,263534
1565.34,263529
1565.72,263525
1566.11,263520
1566.49,263515
1566.87,263511
1567.26,263507
1567.64,263503
1568.02,263499
1568.4,263496
1568.79,263492
1569.17,263488
1569.55,263485
1569.93,263481
1570.31,263477
1570.69,263474
1571.08,263470
1571.46,263466
1571.84,263462
1572.22,263458
1572.6,263454
1572.98,263449
1573.36,263444
1573.74,263439
1574.12,263434
1574.5,263429
1574.88,263423
1575.26,263417
1575.64,263410
1576.02,263403
1576.4,263396
1576.78,263388
1577.16,263380
1577.53,263372
1577.91,263363
1578.29,263354
1578.67,263345
1579.05,263335
1579.43,263324
1579.8,263313
1580.18,263302
1580.56,263291
1580.94,263279
1581.31,263266
1581.69,263254
1582.07,263240
1582.44,263227
1582.82,263213
1583.2,263199
1583.57,263185
1583.95,263170
1584.33,263155
1584.7,263140
1585.08,263125
1585.45,263109
1585.83,263093
1586.2,263077
1586.58,263061
1586.95,263045
1587.33,263029
1587.7,263012
1588.08,262996
1588.45,262980
1588.83,262964
1589.2,262947
1589.57,262931
1589.95,262915
1590.32,262899
1590.69,262884
1591.07,262868
1591.44,262853
1591.81,262838
1592.19,262823
1592.56,262808
1592.93,262794
1593.3,262780
1593.68,262767
1594.05,262754
1594.42,262741
1594.79,262729
1595.16,262717
1595.54,262705
1595.91,262694
1596.28,262683
1596.65,262673
1597.02,262664
1597.39,262654
1597.76,262646
1598.13,262638
1598.5,262630
1598.87,262623
1599.24,262616
1599.61,262609
1599.98,262604
1600.35,262598
1600.72,262593
1601.09,262589
1601.46,262585
1601.83,262581
1602.2,262578
1602.57,262575
1602.93,262572
1603.3,262570
1603.67,262568
1604.04,262566
1604.41,262565
1604.77,262563
1605.14,262562
1605.51,262562
1605.88,262561
1606.24,262560
1606.61,262560
1606.98,262560
1607.35,262559
1607.71,262559
1608.08,262558
1608.44,262558
1608.81,262557
1609.18,262557
1609.54,262556
1609.91,262555
1610.27,262554
1610.64,262552
1611,262550
1611.37,262548
1611.73,262546
1612.1,262543
1612.46,262540
1612.83,262537
1613.19,262533
1613.56,262528
1613.92,262524
1614.29,262518
1614.65,262512
1615.01,262506
1615.38,262499
1615.74,262492
1616.1,262484
1616.47,262476
1616.83,262467
1617.19,262458
1617.55,262448
1617.92,262437
1618.28,262426
1618.64,262414
1619,262402
1619.37,262390
1619.73,262376
1620.09,262363
1620.45,262349
1620.81,262334
1621.17,262319
1621.53,262303
1621.9,262287
1622.26,262271
1622.62,262254
1622.98,262237
1623.34,262220
1623.7,262203
1624.06,262185
1624.42,262167
1624.78,262148
1625.14,262130
1625.5,262111
1625.86,262092
1626.22,262074
1626.57,262055
1626.93,262036
1627.29,262017
1627.65,261998
1628.01,261980
1628.37,261961
1628.73,261943
1629.08,261924
1629.44,261906
1629.8,261889
1630.16,261871
1630.51,261854
1630.87,261838
1631.23,261821
1631.59,261805
1631.94,261790
1632.3,261775
1632.66,261760
1633.01,261746
1633.37,261733
1633.72,261720
1634.08,261708
1634.44,261696
1634.79,261685
1635.15,261674
1635.5,261664
1635.86,261655
1636.21,261646
1636.57,261638
1636.92,261631
1637.28,261624
1637.63,261618
1637.99,261613
1638.34,261608
1638.7,261604
1639.05,261601
1639.4,261598
1639.76,261596
1640.11,261594
1640.46,261593
1640.82,261592
1641.17,261592
1641.52,261593
1641.88,261593
1642.23,261595
1642.58,261596
1642.94,261599
1643.29,261601
1643.64,261604
1643.99,261607
1644.34,261610
1644.7,261614
1645.05,261617
1645.4,261621
1645.75,261625
1646.1,261629
1646.45,261633
1646.8,261637
1647.15,261641
1647.5,261645
1647.85,261649
1648.21,261652
1648.56,261655
1648.91,261658
1649.26,261661
1649.61,261664
1649.95,261666
1650.3,261667
1650.65,261669
1651,261670
1651.35,261670
1651.7,261670
1652.05,261669
1652.4,261668
1652.75,261666
1653.1,261663
1653.44,261660
1653.79,261657
1654.14,261652
1654.49,261647
1654.84,261641
1655.18,261634
1655.53,261627
1655.88,261619
1656.22,261610
1656.57,261601
1656.92,261591
1657.27,261580
1657.61,261568
1657.96,261556
1658.3,261543
1658.65,261529
1659,261515
1659.34,261500
1659.69,261484
1660.03,261468
1660.38,261451
1660.72,261434
1661.07,261416
1661.42,261397
1661.76,261378
1662.1,261359
1662.45,261339
1662.79,261319
1663.14,261298
1663.48,261277
1663.83,261256
1664.17,261235
1664.51,261213
1664.86,261191
1665.2,261170
1665.55,261148
1665.89,261126
1666.23,261104
1666.57,261082
1666.92,261060
1667.26,261038
1667.6,261016
1667.95,260995
1668.29,260974
1668.63,260953
1668.97,260932
1669.31,260912
1669.66,260892
1670,260872
1670.34,260853
1670.68,260835
1671.02,260816
1671.36,260799
1671.7,260782
1672.04,260766
1672.38,260750
1672.72,260735
1673.07,260720
1673.41,260707
1673.75,260694
1674.09,260681
1674.43,260670
1674.76,260659
1675.1,260649
1675.44,260640
1675.78,260631
1676.12,260623
1676.46,260616
1676.8,260610
1677.14,260605
1677.48,260600
1677.82,260597
1678.15,260593
1678.49,260591
1678.83,260589
1679.17,260589
1679.51,260588
1679.84,260589
1680.18,260590
1680.52,260592
1680.86,260594
1681.19,260597
1681.53,260600
1681.87,260604
1682.2,260609
1682.54,260614
1682.88,260619
1683.21,260625
1683.55,260631
1683.89,260637
1684.22,260644
1684.56,260650
1684.89,260657
1685.23,260664
1685.56,260671
1685.9,260679
1686.23,260686
1686.57,260693
1686.9,260700
1687.24,260707
1687.57,260714
1687.91,260720
1688.24,260727
1688.58,260733
1688.91,260739
1689.24,260744
1689.58,260749
1689.91,260754
1690.24,260758
1690.58,260761
1690.91,260765
1691.24,260767
1691.58,260769
1691.91,260770
1692.24,260771
1692.58,260771
1692.91,260771
1693.24,260769
1693.57,260767
1693.9,260764
1694.24,260761
1694.57,260757
1694.9,260752
1695.23,260746
1695.56,260739
1695.89,260732
1696.22,260724
1696.56,260715
1696.89,260705
1697.22,260695
1697.55,260683
1697.88,260671
1698.21,260659
1698.54,260645
1698.87,260631
1699.2,260617
1699.53,260601
1699.86,260585
1700.19,260569
1700.52,260552
1700.85,260534
1701.17,260516
1701.5,260497
1701.83,260478
1702.16,260458
1702.49,260438
1702.82,260417
1703.15,260397
1703.47,260376
1703.8,260354
1704.13,260333
1704.46,260311
1704.79,260289
1705.11,260267
1705.44,260245
1705.77,260223
1706.1,260201
1706.42,260179
1706.75,260157
1707.08,260135
1707.4,260114
1707.73,260092
1708.06,260071
1708.38,260050
1708.71,260029
1709.03,260009
1709.36,259988
1709.68,259969
1710.01,259950
1710.34,259931
1710.66,259912
1710.99,259895
1711.31,259877
1711.64,259861
1711.96,259845
1712.29,259829
1712.61,259814
1712.93,259800
1713.26,259786
1713.58,259773
1713.91,259761
1714.23,259750
1714.55,259739
1714.88,259729
1715.2,259720
1715.52,259711
1715.85,259703
1716.17,259696
1716.49,259690
1716.82,259684
1717.14,259679
1717.46,259675
1717.78,259671
1718.11,259669
1718.43,259667
1718.75,259665
1719.07,259664
1719.39,259664
1719.72,259665
1720.04,259666
1720.36,259668
1720.68,259670
1721,259673
1721.32,259676
1721.64,259680
1721.96,259684
1722.28,259689
1722.61,259694
1722.93,259699
1723.25,259705
1723.57,259711
1723.89,259717
1724.21,259723
1724.53,259730
1724.85,259737
1725.16,259743
1725.48,259750
1725.8,259757
1726.12,259764
1726.44,259771
1726.76,259778
1727.08,259784
1727.4,259791
1727.72,259797
1728.03,259803
1728.35,259809
1728.67,259815
1728.99,259820
1729.31,259825
1729.62,259829
1729.94,259833
1730.26,259837
1730.58,259840
1730.89,259843
1731.21,259845
1731.53,259847
1731.84,259848
1732.16,259849
1732.48,259849
1732.79,259848
1733.11,259847
1733.43,259845
1733.74,259842
1734.06,259839
1734.37,259835
1734.69,259830
1735,259825
1735.32,259819
1735.64,259812
1735.95,259805
1736.27,259797
1736.58,259788
1736.9,259778
1737.21,259768
1737.52,259757
1737.84,259746
1738.15,259734
1738.47,259721
1738.78,259708
1739.1,259694
1739.41,259679
1739.72,259664
1740.04,259648
1740.35,259632
1740.66,259615
1740.98,259598
1741.29,259581
1741.6,259562
1741.91,259544
1742.23,259525
1742.54,259506
1742.85,259487
1743.16,259467
1743.48,259447
1743.79,259426
1744.1,259406
1744.41,259385
1744.72,259365
1745.03,259344
1745.35,259323
1745.66,259302
1745.97,259281
1746.28,259260
1746.59,259239
1746.9,259219
1747.21,259198
1747.52,259177
1747.83,259157
1748.14,259137
1748.45,259117
1748.76,259098
1749.07,259078
1749.38,259059
1749.69,259041
1750,259023
1750.31,259005
1750.62,258987
1750.93,258971
1751.24,258954
1751.55,258938
1751.86,258923
1752.16,258908
1752.47,258894
1752.78,258880
1753.09,258867
1753.4,258855
1753.71,258843
1754.01,258832
1754.32,258821
1754.63,258811
1754.94,258802
1755.24,258793
1755.55,258785
1755.86,258778
1756.17,258772
1756.47,258766
1756.78,258761
1757.09,258756
1757.39,258752
1757.7,258749
1758.01,258747
1758.31,258745
1758.62,258743
1758.92,258743
1759.23,258743
1759.53,258743
1759.84,258745
1760.15,258746
1760.45,258748
1760.76,258751
1761.06,258755
1761.37,258758
1761.67,258762
1761.98,258767
1762.28,258772
1762.58,258778
1762.89,258783
1763.19,258789
1763.5,258796
1763.8,258802
1764.11,258809
1764.41,258816
1764.71,258824
1765.02,258831
1765.32,258839
1765.62,258846
1765.93,258854
1766.23,258861
1766.53,258869
1766.83,258877
1767.14,258884
1767.44,258892
1767.74,258899
1768.04,258906
1768.35,258913
1768.65,258920
1768.95,258926
1769.25,258932
1769.55,258938
1769.85,258944
1770.16,258949
1770.46,258954
1770.76,258958
1771.06,258962
1771.36,258965
1771.66,258968
1771.96,258971
1772.26,258973
1772.56,258975
1772.86,258975
1773.16,258976
1773.16,258976
1773.46,258976
1773.76,258975
1774.06,258974
1774.36,258972
1774.66,258969
1774.96,258966
1775.26,258962
1775.56,258957
1775.86,258952
1776.16,258946
1776.46,258939
1776.76,258932
1777.06,258924
1777.35,258916
1777.65,258907
1777.95,258897
1778.25,258887
1778.55,258876
1778.84,258864
1779.14,258852
1779.44,258839
1779.74,258826
1780.04,258812
1780.33,258797
1780.63,258782
1780.93,258767
1781.22,258751
1781.52,258734
1781.82,258717
1782.11,258700
1782.41,258682
1782.71,258664
1783,258646
1783.3,258627
1783.6,258608
1783.89,258588
1784.19,258569
1784.48,258549
1784.78,258529
1785.07,258508
1785.37,258488
1785.66,258467
1785.96,258447
1786.25,258426
1786.55,258405
1786.84,258384
1787.14,258363
1787.43,258343
1787.73,258322
1788.02,258301
1788.32,258281
1788.61,258261
1788.9,258240
1789.2,258220
1789.49,258201
1789.78,258181
1790.08,258162
1790.37,258143
1790.66,258125
1790.96,258106
1791.25,258089
1791.54,258071
1791.84,258054
1792.13,258037
1792.42,258021
1792.71,258006
1793,257991
1793.3,257976
1793.59,257962
1793.88,257948
1794.17,257935
1794.46,257923
1794.76,257911
1795.05,257899
1795.34,257889
1795.63,257879
1795.92,257869
1796.21,257860
1796.5,257852
1796.79,257845
1797.08,257838
1797.37,257831
1797.66,257826
1797.96,257821
1798.25,257816
1798.54,257813
1798.83,257809
1799.11,257807
1799.4,257805
1799.69,257804
1799.98,257803
1800.27,257803
1800.56,257803
1800.85,257804
1801.14,257806
1801.43,257808
1801.72,257811
1802.01,257814
1802.29,257818
1802.58,257822
1802.87,257826
1803.16,257831
1803.45,257837
1803.74,257843
1804.02,257849
1804.31,257855
1804.6,257862
1804.89,257869
1805.17,257877
1805.46,257884
1805.75,257892
1806.03,257900
1806.32,257909
1806.61,257917
1806.9,257926
1807.18,257934
1807.47,257943
1807.75,257952
1808.04,257960
1808.33,257969
1808.61,257978
1808.9,257986
1809.18,257995
1809.47,258003
1809.76,258011
1810.04,258019
1810.33,258027
1810.61,258035
1810.9,258042
1811.18,258049
1811.47,258056
1811.75,258063
1812.04,258069
1812.32,258075
1812.6,258080
1812.89,258085
1813.17,258090
1813.46,258094
1813.74,258098
1814.02,258101
1814.31,258104
1814.59,258106
1814.88,258108
1815.16,258109
1815.44,258109
1815.72,258109
1816.01,258109
1816.29,258108
1816.57,258106
1816.86,258104
1817.14,258101
1817.42,258097
1817.7,258093
1817.99,258088
1818.27,258083
1818.55,258077
1818.83,258070
1819.11,258063
1819.4,258055
1819.68,258047
1819.96,258038
1820.24,258028
1820.52,258018
1820.8,258007
1821.08,257996
1821.36,257984
1821.64,257972
1821.92,257959
1822.21,257945
1822.49,257931
1822.77,257917
1823.05,257902
1823.33,257886
1823.61,257870
1823.89,257854
1824.17,257837
1824.45,257820
1824.72,257803
1825,257785
1825.28,257767
1825.56,257748
1825.84,257729
1826.12,257710
1826.4,257691
1826.68,257671
1826.96,257651
1827.24,257632
1827.51,257611
1827.79,257591
1828.07,257571
1828.35,257550
1828.63,257530
1828.9,257509
1829.18,257489
1829.46,257468
1829.74,257447
1830.01,257427
1830.29,257406
1830.57,257386
1830.85,257366
1831.12,257345
1831.4,257325
1831.68,257306
1831.95,257286
1832.23,257267
1832.51,257248
1832.78,257229
1833.06,257210
1833.33,257192
1833.61,257174
1833.89,257156
1834.16,257139
1834.44,257122
1834.71,257106
1834.99,257090
1835.26,257074
1835.54,257059
1835.81,257044
1836.09,257030
1836.36,257016
1836.36,257016
1836.64,257003
1836.91,256990
1837.19,256978
1837.46,256967
1837.74,256955
1838.01,256945
1838.28,256935
1838.56,256925
1838.83,256917
1839.11,256908
1839.38,256901
1839.65,256893
1839.93,256887
1840.2,256881
1840.47,256876
1840.75,256871
1841.02,256867
1841.29,256863
1841.56,256860
1841.84,256858
1842.11,256856
1842.38,256855
1842.65,256854
1842.93,256854
1843.2,256855
1843.47,256856
1843.74,256857
1844.01,256859
1844.29,256862
1844.56,256865
1844.83,256868
1845.1,256872
1845.37,256877
1845.64,256882
1845.91,256887
1846.18,256893
1846.45,256899
1846.73,256905
1847,256912
1847.27,256919
1847.54,256927
1847.81,256934
1848.08,256942
1848.35,256950
1848.62,256959
1848.89,256968
1849.16,256977
1849.43,256986
1849.7,256995
1849.97,257004
1850.23,257013
1850.5,257023
1850.77,257032
1851.04,257042
1851.31,257051
1851.58,257061
1851.85,257070
1852.12,257080
1852.38,257089
1852.65,257098
1852.92,257107
1853.19,257116
1853.46,257125
1853.73,257134
1853.99,257142
1854.26,257150
1854.53,257158
1854.8,257166
1855.06,257173
1855.33,257180
1855.6,257187
1855.86,257193
1856.13,257199
1856.4,257205
1856.66,257210
1856.93,257215
1857.2,257219
1857.46,257223
1857.73,257226
1858,257229
1858.26,257232
1858.53,257234
1858.79,257235
1859.06,257237
1859.33,257237
1859.59,257237
1859.86,257236
1860.12,257235
1860.39,257234
1860.65,257231
1860.92,257229
1861.18,257225
1861.45,257221
1861.71,257217
1861.98,257212
1862.24,257206
1862.5,257200
1862.77,257193
1863.03,257186
1863.3,257178
1863.56,257170
1863.82,257161
1864.09,257152
1864.35,257142
1864.62,257131
1864.88,257120
1865.14,257109
1865.41,257097
1865.67,257084
1865.93,257071
1866.19,257058
1866.46,257044
1866.72,257030
1866.98,257015
1867.24,257000
1867.51,256984
1867.77,256968
1868.03,256952
1868.29,256935
1868.56,256918
1868.82,256901
1869.08,256884
1869.34,256866
1869.6,256847
1869.86,256829
1870.12,256810
1870.39,256792
1870.65,256772
1870.91,256753
1871.17,256734
1871.43,256714
1871.69,256694
1871.95,256675
1872.21,256655
1872.47,256635
1872.73,256614
1872.99,256594
1873.25,256574
1873.51,256554
1873.77,256534
1874.03,256514
1874.29,256494
1874.55,256474
1874.81,256454
1875.07,256434
1875.33,256415
1875.59,256395
1875.85,256376
1876.1,256357
1876.36,256338
1876.62,256319
1876.88,256301
1877.14,256282
1877.4,256264
1877.66,256247
1877.91,256229
1878.17,256212
1878.43,256196
1878.69,256179
1878.95,256163
1879.2,256147
1879.46,256132
1879.72,256117
1879.98,256103
1880.23,256089
1880.49,256075
1880.75,256062
1881,256049
1881.26,256037
1881.52,256025
1881.77,256014
1882.03,256003
1882.29,255993
1882.54,255983
1882.8,255974
1883.06,255965
1883.31,255956
1883.57,255949
1883.82,255941
1884.08,255935
1884.33,255929
1884.59,255923
1884.85,255918
1885.1,255913
1885.36,255909
1885.61,255906
1885.87,255903
1886.12,255900
1886.38,255899
1886.63,255897
1886.88,255896
1887.14,255896
1887.39,255896
1887.65,255897
1887.9,255898
1888.16,255900
1888.41,255902
1888.66,255904
1888.92,255907
1889.17,255911
1889.42,255915
1889.68,255919
1889.93,255924
1890.18,255929
1890.44,255934
1890.69,255940
1890.94,255947
1891.2,255953
1891.45,255960
1891.7,255967
1891.95,255975
1892.21,255983
1892.46,255991
1892.71,255999
1892.96,256008
1893.22,256017
1893.47,256026
1893.72,256035
1893.97,256044
1894.22,256054
1894.47,256063
1894.73,256073
1894.98,256083
1895.23,256093
1895.48,256103
1895.73,256113
1895.98,256123
1896.23,256133
1896.48,256143
1896.73,256153
1896.98,256163
1897.23,256172
1897.48,256182
1897.73,256192
1897.98,256201
1898.23,256211
1898.48,256220
1898.73,256229
1898.98,256238
1899.23,256246
1899.48,256255
1899.73,256263
1899.98,256271
1900.23,256278
1900.48,256286
1900.73,256293
1900.98,256300
1901.23,256306
1901.48,256312
1901.72,256318
1901.97,256323
1902.22,256328
1902.47,256333
1902.72,256337
1902.97,256341
1903.21,256345
1903.46,256348
1903.71,256350
1903.96,256352
1904.2,256354
1904.45,256355
1904.7,256356
1904.95,256356
1905.19,256355
1905.44,256355
1905.44,256355
1905.69,256353
1905.93,256352
1906.18,256349
1906.43,256347
1906.67,256343
1906.92,256340
1907.17,256336
1907.41,256331
1907.66,256326
1907.91,256320
1908.15,256314
1908.4,256307
1908.64,256300
1908.89,256292
1909.14,256284
1909.38,256275
1909.63,256266
1909.87,256256
1910.12,256246
1910.36,256236
1910.61,256225
1910.85,256214
1911.1,256202
1911.34,256190
1911.59,256177
1911.83,256164
1912.08,256150
1912.32,256137
1912.56,256122
1912.81,256108
1913.05,256093
1913.3,256078
1913.54,256062
1913.78,256046
1914.03,256030
1914.27,256014
1914.51,255997
1914.76,255980
1915,255963
1915.24,255945
1915.49,255928
1915.73,255910
1915.97,255891
1916.22,255873
1916.46,255855
1916.7,255836
1916.94,255817
1917.19,255798
1917.43,255779
1917.67,255760
1917.91,255741
1918.15,255721
1918.4,255702
1918.64,255683
1918.88,255663
1919.12,255644
1919.36,255624
1919.6,255605
1919.85,255586
1920.09,255566
1920.33,255547
1920.57,255528
1920.81,255509
1921.05,255490
1921.29,255471
1921.53,255452
1921.77,255433
1922.01,255415
1922.25,255397
1922.49,255379
1922.73,255361
1922.97,255343
1923.21,255326
1923.45,255309
1923.69,255292
1923.93,255275
1924.17,255259
1924.41,255243
1924.65,255227
1924.89,255212
1925.13,255196
1925.37,255182
1925.61,255167
1925.85,255153
1926.09,255140
1926.32,255126
1926.56,255113
1926.8,255101
1927.04,255089
1927.28,255077
1927.52,255066
1927.76,255055
1927.99,255044
1928.23,255034
1928.47,255025
1928.71,255015
1928.94,255007
1929.18,254998
1929.42,254991
1929.66,254983
1929.89,254977
1930.13,254970
1930.37,254964
1930.61,254959
1930.84,254954
1931.08,254949
1931.32,254945
1931.55,254942
1931.79,254939
1932.03,254936
1932.26,254934
1932.5,254932
1932.73,254931
1932.97,254930
1933.21,254930
1933.44,254930
1933.68,254930
1933.91,254931
