# pos.x pos.y pos.z n.x n.y n.z area cellWidthNormalToSurface outsign p rho T velx vely velz mu a Re y+ tau_wall_x tau_wall_y tau_wall_z q_total q_cond q_diff
1.6486856406376592e-04 1.7328384345272308e-05 0.0000000000000000e+00 -1.0452846326765348e-01 9.9452189536827329e-01 0.0000000000000000e+00 5.7452849612570242e-09 2.5032229477951551e-08 -1.0000000000000000e+00 2.6157077605749719e+03 3.0368956096531317e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4866078379977341e+02 1.4351189522608580e-02 7.2038432372939594e-03 -3.7063273869153672e+03 -3.2906398617916989e+02 0.0000000000000000e+00 3.4010775809891755e+06 3.4010775809891755e+06 0.0000000000000000e+00
4.9482457025446490e-04 5.2008158047262541e-05 0.0000000000000000e+00 -1.0452846326765347e-01 9.9452189536827340e-01 0.0000000000000000e+00 1.7266374570016825e-08 2.5096722959162547e-08 -1.0000000000000000e+00 2.5844678285260447e+03 3.0006253450940684e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4801707888466939e+02 1.4190076921863816e-02 5.3188639537835323e-03 -2.0360611243848318e+03 -1.6080868639621772e+02 0.0000000000000000e+00 1.8545531267859053e+06 1.8545531267859053e+06 0.0000000000000000e+00
8.2521862315204468e-04 8.6733972313390119e-05 0.0000000000000000e+00 -1.0452846326765347e-01 9.9452189536827340e-01 0.0000000000000000e+00 2.8833350112402205e-08 2.5161284538506964e-08 -1.0000000000000000e+00 2.5647142466648606e+03 2.9776909917487365e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4780260309601022e+02 1.4109144023851689e-02 4.5281035269971971e-03 -1.4794027655125856e+03 -1.1683835699443020e+02 0.0000000000000000e+00 1.3384187308367807e+06 1.3384187308367807e+06 0.0000000000000000e+00
1.1560513043034533e-03 1.2150588826670229e-04 0.0000000000000000e+00 -1.0452846326765348e-01 9.9452189536827340e-01 0.0000000000000000e+00 4.0446353783821896e-08 2.5225914277399753e-08 -1.0000000000000000e+00 2.5658586701764102e+03 2.9790196932153883e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4770524216017805e+02 1.4147735459638777e-02 4.1260826148290840e-03 -1.2215451991214770e+03 -9.6404366216909466e+01 0.0000000000000000e+00 1.1033107223333481e+06 1.1033107223333481e+06 0.0000000000000000e+00
1.4873231960277353e-03 1.5632396711139692e-04 0.0000000000000000e+00 -1.0452846326765350e-01 9.9452189536827329e-01 0.0000000000000000e+00 5.2105528184397371e-08 2.5290612237438420e-08 -1.0000000000000000e+00 2.5633903405752612e+03 2.9761539069674405e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4764221247296501e+02 1.4167807156939745e-02 3.8460166918627770e-03 -1.0569437382718204e+03 -8.3330037401231223e+01 0.0000000000000000e+00 9.5083757983447798e+05 9.5083757983447798e+05 0.0000000000000000e+00
1.8190348814169977e-03 1.9118827013292405e-04 0.0000000000000000e+00 -1.0452846326765354e-01 9.9452189536827329e-01 0.0000000000000000e+00 6.3811016320101341e-08 2.5355378480191520e-08 -1.0000000000000000e+00 2.5289879160426035e+03 2.9362119174228263e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4759845811125501e+02 1.4011697040983226e-02 3.6121237197005883e-03 -9.4015744612953938e+02 -7.4140895098109553e+01 0.0000000000000000e+00 8.4476751256079564e+05 8.4476751256079564e+05 0.0000000000000000e+00
2.1511869443374843e-03 2.2609885869809865e-04 0.0000000000000000e+00 -1.0452846326765343e-01 9.9452189536827329e-01 0.0000000000000000e+00 7.5562961603858990e-08 2.5420213067547189e-08 -1.0000000000000000e+00 2.5062801537535875e+03 2.9098476940795426e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4756580463438951e+02 1.3920085041729639e-02 3.4336067956449215e-03 -8.5286187599528375e+02 -6.7174921558271862e+01 0.0000000000000000e+00 7.6545115484565985e+05 7.6545115484565985e+05 0.0000000000000000e+00
2.4837799694305417e-03 2.6105579425520235e-04 0.0000000000000000e+00 -1.0452846326765342e-01 9.9452189536827329e-01 0.0000000000000000e+00 8.7361507856642347e-08 2.5485116061615274e-08 -1.0000000000000000e+00 2.4850470279023934e+03 2.8851955568459361e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4754066729099350e+02 1.3836393466474164e-02 3.2914767294096384e-03 -7.8639905006411743e+02 -6.1854943809609125e+01 0.0000000000000000e+00 7.0424404379683372e+05 7.0424404379683372e+05 0.0000000000000000e+00
2.8168145421136942e-03 2.9605913833409645e-04 0.0000000000000000e+00 -1.0452846326765364e-01 9.9452189536827329e-01 0.0000000000000000e+00 9.9206799308656750e-08 2.5550087524371808e-08 -1.0000000000000000e+00 2.4401522143226885e+03 2.8330716673536205e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4751877164429214e+02 1.3620204365798328e-02 3.1462934337981563e-03 -7.2805542710969985e+02 -5.7299048110493402e+01 0.0000000000000000e+00 6.5096481914502510e+05 6.5096481914502510e+05 0.0000000000000000e+00
3.1502912485816634e-03 3.3110895254632891e-04 0.0000000000000000e+00 -1.0452846326765339e-01 9.9452189536827340e-01 0.0000000000000000e+00 1.1109898060036867e-07 2.5615127518076567e-08 -1.0000000000000000e+00 2.4255642513052148e+03 2.8161347138035000e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4750264732922358e+02 1.3572613066760025e-02 3.0452392209672145e-03 -6.8266437621271132e+02 -5.3675620004765136e+01 0.0000000000000000e+00 6.1148716857038008e+05 6.1148716857038008e+05 0.0000000000000000e+00
3.4842106758073638e-03 3.6620529858523882e-04 0.0000000000000000e+00 -1.0452846326765351e-01 9.9452189536827329e-01 0.0000000000000000e+00 1.2303819678371333e-07 2.5680236105261199e-08 -1.0000000000000000e+00 2.4240317310047690e+03 2.8143554232259071e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4749002875637348e+02 1.3598020925733761e-02 2.9728682281264375e-03 -6.4772216816816933e+02 -5.0860851378684231e+01 0.0000000000000000e+00 5.8040714546301821e+05 5.8040714546301821e+05 0.0000000000000000e+00
3.8185734115430293e-03 4.0134823822607542e-04 0.0000000000000000e+00 -1.0452846326765347e-01 9.9452189536827329e-01 0.0000000000000000e+00 1.3502459332322988e-07 2.5745413348467352e-08 -1.0000000000000000e+00 2.4099466382578198e+03 2.7980023133833284e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4747853706740818e+02 1.3552871637146222e-02 2.9001767787123207e-03 -6.1690224290825688e+02 -4.8426139925994320e+01 0.0000000000000000e+00 5.5211182049599604e+05 5.5211182049599604e+05 0.0000000000000000e+00
4.1533800443211543e-03 4.3653783332609636e-04 0.0000000000000000e+00 -1.0452846326765339e-01 9.9452189536827340e-01 0.0000000000000000e+00 1.4705831609705351e-07 2.5810659310424687e-08 -1.0000000000000000e+00 2.3916658818936544e+03 2.7767779436046233e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4746806910976449e+02 1.3483745683604964e-02 2.8285125760982286e-03 -5.8829380955415229e+02 -4.6142481707135815e+01 0.0000000000000000e+00 5.2634104499418556e+05 5.2634104499418556e+05 0.0000000000000000e+00
4.4886311634555649e-03 4.7177414582468078e-04 0.0000000000000000e+00 -1.0452846326765357e-01 9.9452189536827329e-01 0.0000000000000000e+00 1.5913951139829462e-07 2.5875974053929232e-08 -1.0000000000000000e+00 2.3808458943908163e+03 2.7642156944729969e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4745899821436723e+02 1.3456360115968170e-02 2.7674747598233221e-03 -5.6288651666943883e+02 -4.4125515561706827e+01 0.0000000000000000e+00 5.0394263424865709e+05 5.0394263424865709e+05 0.0000000000000000e+00
