3 1 4116 |Static Pressure|
2.6713908e-01 9.3287025e-03 2.1769180e+00 1.5565705e+04
2.6729128e-01 9.3340175e-03 2.1781583e+00 1.5565739e+04
2.6744351e-01 9.3393326e-03 2.1793988e+00 1.5565668e+04
2.6759571e-01 9.3446476e-03 2.1806390e+00 1.5565533e+04
2.6774791e-01 9.3499636e-03 2.1818795e+00 1.5565493e+04
2.6790014e-01 9.3552787e-03 2.1831200e+00 1.5565628e+04
2.6805234e-01 9.3605937e-03 2.1843603e+00 1.5565854e+04
2.6820454e-01 9.3659088e-03 2.1856008e+00 1.5566062e+04
2.6835677e-01 9.3712248e-03 2.1868412e+00 1.5566221e+04
2.6850897e-01 9.3765398e-03 2.1880815e+00 1.5566282e+04
2.6866117e-01 9.3818549e-03 2.1893220e+00 1.5566239e+04
2.6881340e-01 9.3871709e-03 2.1905625e+00 1.5566161e+04
2.6896560e-01 9.3924860e-03 2.1918027e+00 1.5566090e+04
2.6911780e-01 9.3978010e-03 2.1930432e+00 1.5566091e+04
2.6927003e-01 9.4031161e-03 2.1942837e+00 1.5566219e+04
2.6942223e-01 9.4084321e-03 2.1955240e+00 1.5566364e+04
2.6957443e-01 9.4137471e-03 2.1967645e+00 1.5566450e+04
2.6972666e-01 9.4190622e-03 2.1980050e+00 1.5566479e+04
2.6987886e-01 9.4243772e-03 2.1992452e+00 1.5566456e+04
2.7003106e-01 9.4296932e-03 2.2004857e+00 1.5566356e+04
2.7018330e-01 9.4350083e-03 2.2017262e+00 1.5566197e+04
2.7033550e-01 9.4403233e-03 2.2029665e+00 1.5566079e+04
2.7048770e-01 9.4456384e-03 2.2042069e+00 1.5566058e+04
2.7063993e-01 9.4509544e-03 2.2054474e+00 1.5566136e+04
2.7079213e-01 9.4562694e-03 2.2066877e+00 1.5566237e+04
2.7094433e-01 9.4615845e-03 2.2079282e+00 1.5566258e+04
2.7109656e-01 9.4668996e-03 2.2091684e+00 1.5566147e+04
2.7124876e-01 9.4722155e-03 2.2104089e+00 1.5565952e+04
2.7140096e-01 9.4775306e-03 2.2116494e+00 1.5565741e+04
2.7155319e-01 9.4828457e-03 2.2128897e+00 1.5565561e+04
2.7170539e-01 9.4881607e-03 2.2141302e+00 1.5565482e+04
2.7185759e-01 9.4934767e-03 2.2153707e+00 1.5565501e+04
2.7200982e-01 9.4987918e-03 2.2166109e+00 1.5565560e+04
2.7216202e-01 9.5041068e-03 2.2178514e+00 1.5565629e+04
2.7231422e-01 9.5094228e-03 2.2190919e+00 1.5565666e+04
2.7246645e-01 9.5147379e-03 2.2203321e+00 1.5565651e+04
2.7261865e-01 9.5200529e-03 2.2215726e+00 1.5565573e+04
2.7277085e-01 9.5253680e-03 2.2228131e+00 1.5565453e+04
2.7292308e-01 9.5306840e-03 2.2240534e+00 1.5565413e+04
2.7307528e-01 9.5359990e-03 2.2252939e+00 1.5565551e+04
2.7322748e-01 9.5413141e-03 2.2265344e+00 1.5565797e+04
2.7337971e-01 9.5466292e-03 2.2277746e+00 1.5566004e+04
2.7353191e-01 9.5519451e-03 2.2290151e+00 1.5566072e+04
2.7368411e-01 9.5572602e-03 2.2302556e+00 1.5566012e+04
2.7383634e-01 9.5625753e-03 2.2314959e+00 1.5565852e+04
2.7398854e-01 9.5678903e-03 2.2327363e+00 1.5565607e+04
2.7414075e-01 9.5732063e-03 2.2339768e+00 1.5565394e+04
2.7429298e-01 9.5785214e-03 2.2352171e+00 1.5565301e+04
2.7444518e-01 9.5838364e-03 2.2364576e+00 1.5565278e+04
2.7459738e-01 9.5891515e-03 2.2376978e+00 1.5565206e+04
2.7474961e-01 9.5944675e-03 2.2389383e+00 1.5564986e+04
2.7490181e-01 9.5997825e-03 2.2401788e+00 1.5564594e+04
2.7505401e-01 9.6050976e-03 2.2414191e+00 1.5564089e+04
2.7520624e-01 9.6104126e-03 2.2426596e+00 1.5563600e+04
2.7535844e-01 9.6157286e-03 2.2439001e+00 1.5563276e+04
2.7551064e-01 9.6210437e-03 2.2451403e+00 1.5563232e+04
2.7566284e-01 9.6263587e-03 2.2463808e+00 1.5563502e+04
2.7581507e-01 9.6316747e-03 2.2476213e+00 1.5563960e+04
2.7596727e-01 9.6369898e-03 2.2488616e+00 1.5564514e+04
2.7611947e-01 9.6423049e-03 2.2501020e+00 1.5565152e+04
2.7627170e-01 9.6476199e-03 2.2513425e+00 1.5565770e+04
2.7642390e-01 9.6529359e-03 2.2525828e+00 1.5566257e+04
2.7657610e-01 9.6582510e-03 2.2538233e+00 1.5566583e+04
2.7672833e-01 9.6635660e-03 2.2550638e+00 1.5566775e+04
2.7688053e-01 9.6688811e-03 2.2563040e+00 1.5566900e+04
2.7703273e-01 9.6741971e-03 2.2575445e+00 1.5567016e+04
2.7718496e-01 9.6795121e-03 2.2587850e+00 1.5567135e+04
2.7733716e-01 9.6848272e-03 2.2600253e+00 1.5567168e+04
2.7748936e-01 9.6901422e-03 2.2612658e+00 1.5567065e+04
2.7764159e-01 9.6954582e-03 2.2625062e+00 1.5566870e+04
2.7779379e-01 9.7007733e-03 2.2637465e+00 1.5566588e+04
