3 1 8224 |Static Pressure|
1.6017745e-01 5.5935197e-03 1.3052543e+00 1.5406201e+04
1.6025357e-01 5.5961781e-03 1.3058747e+00 1.5405999e+04
1.6032970e-01 5.5988366e-03 1.3064951e+00 1.5405814e+04
1.6040583e-01 5.6014950e-03 1.3071154e+00 1.5405559e+04
1.6048194e-01 5.6041530e-03 1.3077358e+00 1.5405339e+04
1.6055807e-01 5.6068115e-03 1.3083562e+00 1.5405231e+04
1.6063420e-01 5.6094700e-03 1.3089765e+00 1.5405095e+04
1.6071032e-01 5.6121284e-03 1.3095969e+00 1.5405085e+04
1.6078645e-01 5.6147864e-03 1.3102173e+00 1.5405186e+04
1.6086258e-01 5.6174449e-03 1.3108376e+00 1.5405294e+04
1.6093870e-01 5.6201033e-03 1.3114580e+00 1.5405277e+04
1.6101483e-01 5.6227618e-03 1.3120785e+00 1.5405402e+04
1.6109096e-01 5.6254198e-03 1.3126988e+00 1.5405646e+04
1.6116707e-01 5.6280782e-03 1.3133192e+00 1.5405913e+04
1.6124320e-01 5.6307367e-03 1.3139396e+00 1.5406266e+04
1.6131933e-01 5.6333952e-03 1.3145599e+00 1.5406623e+04
1.6139546e-01 5.6360536e-03 1.3151803e+00 1.5406835e+04
1.6147158e-01 5.6387116e-03 1.3158007e+00 1.5406733e+04
1.6154771e-01 5.6413701e-03 1.3164210e+00 1.5406641e+04
1.6162384e-01 5.6440285e-03 1.3170414e+00 1.5406562e+04
1.6169995e-01 5.6466870e-03 1.3176618e+00 1.5406396e+04
1.6177608e-01 5.6493450e-03 1.3182821e+00 1.5406245e+04
1.6185221e-01 5.6520035e-03 1.3189025e+00 1.5406018e+04
1.6192833e-01 5.6546619e-03 1.3195229e+00 1.5405859e+04
1.6200446e-01 5.6573204e-03 1.3201432e+00 1.5405635e+04
1.6208059e-01 5.6599784e-03 1.3207636e+00 1.5405543e+04
1.6215670e-01 5.6626368e-03 1.3213840e+00 1.5405348e+04
1.6223283e-01 5.6652953e-03 1.3220043e+00 1.5404904e+04
1.6230896e-01 5.6679538e-03 1.3226247e+00 1.5404598e+04
1.6238508e-01 5.6706117e-03 1.3232450e+00 1.5404058e+04
1.6246121e-01 5.6732702e-03 1.3238654e+00 1.5403473e+04
1.6253734e-01 5.6759287e-03 1.3244858e+00 1.5403005e+04
1.6261345e-01 5.6785871e-03 1.3251061e+00 1.5402538e+04
1.6268958e-01 5.6812456e-03 1.3257265e+00 1.5402416e+04
1.6276571e-01 5.6839036e-03 1.3263469e+00 1.5402369e+04
1.6284183e-01 5.6865620e-03 1.3269672e+00 1.5402203e+04
1.6291796e-01 5.6892205e-03 1.3275876e+00 1.5402252e+04
1.6299409e-01 5.6918790e-03 1.3282080e+00 1.5402398e+04
1.6307020e-01 5.6945370e-03 1.3288283e+00 1.5402629e+04
1.6314633e-01 5.6971954e-03 1.3294487e+00 1.5402863e+04
1.6322246e-01 5.6998539e-03 1.3300691e+00 1.5402982e+04
1.6329858e-01 5.7025123e-03 1.3306894e+00 1.5403176e+04
1.6337471e-01 5.7051703e-03 1.3313098e+00 1.5403263e+04
1.6345084e-01 5.7078288e-03 1.3319302e+00 1.5403261e+04
1.6352695e-01 5.7104873e-03 1.3325505e+00 1.5403479e+04
1.6360308e-01 5.7131457e-03 1.3331709e+00 1.5403924e+04
