Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Boundary Heat Flux (W/m^2)
1.117124096,178991.6443
1.117421875,178979.5768
1.109977399,179309.0027
1.110275178,179300.8307
1.115039642,179090.3767
1.115339809,179075.1378
1.116826317,179004.35
1.117719654,178968.3175
1.10967784,179316.4725
1.110572957,179291.9058
1.113252968,179180.6411
1.112955189,179195.1148
1.114741863,179105.5618
1.115635534,179060.4714
1.116528538,179017.6852
1.118017433,178957.9637
1.120101886,178913.2107
1.120399665,178911.143
1.129035257,179122.6966
1.129333036,179127.8593
1.10938137,179323.1146
1.110870736,179282.2291
1.113550747,179166.0172
1.11265741,179209.2477
1.114444084,179120.8915
1.115930926,179045.904
1.116230759,179031.5234
1.118315212,178948.5723
1.119804107,178916.2013
1.120697444,178910.2635
1.128735489,179116.8926
1.129630815,179132.5293
1.106106271,179344.9286
1.10640405,179346.7139
1.109085371,179328.9582
1.111168515,179271.7774
1.113848526,179151.1072
1.112359631,179222.9408
1.114146305,179136.0667
1.118612991,178940.2682
1.119506328,178920.4658
1.120995223,178910.4782
1.128438346,179110.4568
1.129928594,179136.6571
1.106701829,179347.8307
1.108786283,179334.0949
1.111466294,179260.6035
1.112061852,179236.1524
1.11891077,178932.5611
1.119208549,178925.9547
1.121293002,178911.8287
1.128142556,179103.5665
1.130226373,179140.3356
1.133501943,179149.2178
1.133799722,179146.9265
1.107892946,179344.5908
1.107595166,179346.6029
1.106999608,179348.1837
1.108488504,179338.4657
1.111764073,179248.7819
1.121592721,178914.2795
1.123079677,178941.8396
1.123377456,178949.8207
1.130524153,179143.4661
1.127844141,179095.9543
1.133204164,179150.9416
1.134097501,179143.9948
1.108190725,179341.9439
1.107297387,179347.8437
1.121889791,178917.7469
1.122781897,178934.5073
1.123675235,178958.3054
1.123973014,178967.4135
1.124270793,178976.884
1.126355246,179049.8478
1.126653025,179059.9568
1.130821932,179146.196
1.127546362,179087.7659
1.132906385,179152.1218
1.134395527,179140.4878
1.122185631,178922.3879
1.122484118,178927.9388
1.124568572,178986.8348
1.126057467,179039.3378
1.126950804,179069.73
1.127248583,179078.9448
1.131119711,179148.4573
1.132608606,179152.7494
1.134690515,179136.3794
1.124866351,178996.9453
1.125461909,179018.0584
1.125759688,179028.6926
1.13141749,179150.269
1.132310827,179152.8685
1.134988048,179131.5645
1.12516413,179007.3734
1.131715269,179151.6345
1.132013048,179152.4856
1.135288617,179126.0707
1.135586396,179119.7654
1.135884175,179112.9408
1.136181954,179105.2876
1.136479733,179096.7166
1.136777512,179087.35
1.137075291,179077.173
1.13737307,179066.1184
1.137670849,179054.002
1.137968629,179040.9453
1.138266408,179026.7736
1.138564187,179011.7017
1.138861966,178995.6796
1.139159745,178978.6539
1.139457524,178960.8034
1.139755303,178942.0493
1.140053082,178922.5465
1.140350861,178902.4053
1.140649964,178881.6685
1.140945977,178860.9122
1.141242432,178839.735
1.141541977,178818.3558
1.141839756,178797.1348
1.142137535,178776.0783
1.142435314,178755.3515
1.142733093,178735.077
1.143030872,178715.4795
1.143328651,178696.6127
1.14362643,178678.5455
1.143924209,178661.3546
1.144221988,178645.1062
1.144519767,178629.9381
1.144817546,178615.8083
1.145115325,178602.6184
1.145413105,178590.4498
1.145710884,178579.288
1.146008663,178569.1144
1.146306442,178559.7492
1.146604221,178551.1376
1.146904402,178543.1105
1.147200145,178535.6028
1.147495522,178528.4702
1.147795337,178521.4201
1.148093116,178514.4289
1.148390895,178507.4569
1.148688674,178500.336
1.148986453,178492.8469
1.149284232,178485.0147
1.149582011,178476.8021
1.14987979,178468.1102
1.150177569,178458.8772
1.150475348,178449.1219
1.150773127,178438.767
1.151070906,178427.6981
1.151368685,178415.8726
1.151666464,178403.2655
1.151964243,178389.9279
1.152262022,178375.8237
1.152559801,178360.9118
1.15285758,178345.1512
1.153157312,178328.5035
1.1534544,178311.2275
1.153750227,178293.1351
1.154048697,178274.1066
1.154346476,178254.3652
1.154644255,178233.9552
1.154942034,178212.8892
1.155239813,178191.2754
1.155537592,178169.1044
1.155835371,178146.5011
1.15613315,178123.5489
1.156430929,178100.3367
1.156728708,178077.016
1.157026487,178053.6455
1.157324266,178030.3793
1.157622045,178007.3263
1.157919824,177984.6341
1.158217603,177962.4637
1.158515382,177940.8656
1.158813161,177920.1147
1.15911094,177900.188
1.159408719,177881.3017
1.159707153,177863.4923
1.160002954,177847.0119
1.16030008,177831.4409
1.160599836,177817.0962
1.160897615,177803.9936
1.161195394,177792.1055
1.161493173,177781.4882
1.161790952,177772.0358
1.162088731,177763.7455
1.16238651,177756.4064
1.162684289,177750.1608
1.162982068,177744.6186
1.163279847,177740.0499
1.163577626,177736.1484
1.163875405,177733.0973
1.164173184,177730.5187
1.164470963,177728.6934
1.164768742,177727.2136
1.165066521,177726.2169
1.1653643,177725.5126
1.165662079,177725.1809
1.165960119,177725.0798
1.166255122,177725.1985
1.16655264,177725.4688
1.166853195,177725.5224
1.167150974,177725.4776
1.167448753,177724.9271
1.167746532,177723.8527
1.168044312,177722.1385
1.168342091,177719.4268
1.16863987,177715.7463
1.168937649,177711.0712
1.169235428,177705.5939
1.169533207,177699.0771
1.169830986,177691.4882
1.170128765,177683.1619
1.170426544,177674.168
1.170724323,177664.6979
1.171022102,177654.974
1.171319881,177645.1881
1.17161766,177635.5179
1.171915439,177626.5419
1.172214557,177618.1087
1.172510584,177610.5286
1.172807024,177603.9308
1.173106555,177598.5681
1.173404334,177594.8464
1.173702113,177592.7234
1.173999892,177592.3558
1.174297671,177593.6586
1.17459545,177596.6236
1.174893229,177601.1102
1.175191008,177607.2129
1.175488788,177614.7574
1.175786567,177623.7993
1.176084346,177633.9585
1.176382125,177645.392
1.176679904,177657.7026
1.176977683,177670.9964
1.177275462,177684.9849
1.177573241,177699.7782
1.17787102,177714.9231
1.178168799,177730.6938
1.178468995,177746.772
1.178764756,177762.8218
1.179060119,177778.976
1.179359915,177795.2867
1.179657694,177811.19
1.179955473,177826.7166
1.180253252,177841.5966
1.180551031,177855.512
1.18084881,177868.3068
1.181146589,177879.6102
1.181444368,177889.1217
1.181742147,177896.7025
1.090028131,179421.6266
1.089728424,179442.8392
1.090325183,179400.7628
1.089430645,179463.9865
1.090621034,179380.1286
1.089132866,179485.0782
1.085857297,179699.095
1.085559518,179716.984
1.081390611,179974.1232
1.081092832,179992.3887
1.09091954,179359.7167
1.088835087,179506.0705
1.085261739,179734.8317
1.086155076,179681.1342
1.092706215,179252.6342
1.093003994,179238.2555
1.08168839,179955.4975
1.080795053,180010.2745
1.091217319,179339.7873
1.088537308,179526.8346
1.088239529,179547.3396
1.08794175,179567.5163
1.084963959,179752.594
1.086452855,179663.0058
1.092408435,179268.0073
1.093301773,179225.0523
1.081986169,179936.6911
1.080497274,180027.6608
1.091515098,179320.5521
1.087643971,179587.3498
1.086750634,179644.6086
1.08466618,179770.4626
1.092110656,179284.5252
1.093599552,179213.3972
1.082283948,179917.8302
1.080199495,180044.3961
1.083177285,179861.5261
1.083475064,179843.0126
1.091812877,179302.0334
1.087346192,179606.8037
1.087048413,179625.923
1.08436633,179788.5022
1.094790668,179180.3024
1.093897331,179203.0432
1.075137251,180176.3502
1.07543503,180175.9417
1.078412821,180125.1333
1.078113248,180134.8121
1.082581727,179898.9727
1.079901716,180060.4272
1.082879506,179880.1614
1.083775217,179824.4133
1.084070923,179806.4968
1.094492889,179186.6037
1.09419511,179194.0396
1.069777228,180114.9867
1.069479449,180109.4025
1.070075008,180120.3922
1.074839472,180176.1491
1.075732809,180174.8593
1.0787106,180114.4121
1.077816764,180143.2796
1.079603937,180075.5514
1.06918167,180103.7543
1.070372787,180125.6552
1.074541693,180175.3634
1.076030588,180173.0686
1.079008379,180102.5883
1.077520779,180150.6489
1.079306158,180089.6299
1.072159461,180153.3926
1.07245724,180157.273
1.068883891,180097.9717
1.070670566,180130.7404
1.074243914,180174.0051
1.076328367,180170.466
1.077221704,180157.1083
1.071858864,180149.272
1.072755019,180160.901
1.068586112,180092.1071
1.070968345,180135.6965
1.073946135,180172.1448
1.076626146,180166.9926
1.076923925,180162.5041
1.071561302,180144.8944
1.073052798,180164.1988
1.068288333,180086.2248
1.071266341,180140.3864
1.073648356,180169.869
1.073350577,180167.2071
1.067990554,180080.2931
1.067692775,180074.3954
1.067394996,180068.5091
1.067097217,180062.6707
1.066799438,180056.9002
1.066501659,180051.2384
1.06620388,180045.7188
1.065906101,180040.4142
1.065606308,180035.2713
1.065309128,180030.453
1.065013364,180025.9975
1.064714985,180021.8318
1.064417206,180018.093
1.064119427,180014.7885
1.063821648,180011.9097
1.063523869,180009.4974
1.06322609,180007.5029
1.062928311,180005.8145
1.062630532,180004.7083
1.062332752,180003.8488
1.062034973,180003.5563
1.061737194,180003.5155
1.061439415,180004.0369
1.061141636,180004.8083
1.060843857,180006.2056
1.060546078,180007.8535
1.060248299,180010.1936
1.05995052,180012.9012
1.059652741,180016.2864
1.059354962,180020.1694
1.059056438,180024.8541
1.058762095,180029.9174
1.058465062,180035.9294
1.058163846,180042.5974
1.057866067,180050.1779
1.057568288,180058.3953
1.057270509,180067.6901
1.05697273,180077.7545
1.056674951,180088.901
1.056377172,180100.9786
1.056079393,180114.2315
1.055781614,180128.4318
1.055483835,180143.8262
1.055186056,180160.2494
1.054888277,180177.8635
1.054590497,180196.4987
1.054292718,180216.2967
1.053994939,180237.1241
1.05369716,180259.029
1.053399381,180281.9301
1.053101602,180305.8048
1.052801733,180330.7437
1.052506312,180356.2408
1.052210624,180382.2961
1.051910486,180409.6079
1.051612707,180437.1786
1.051314928,180465.2251
1.051017149,180493.6159
1.05071937,180522.2567
1.050421591,180551.0318
1.050123812,180579.8435
1.049826033,180608.5512
1.049528254,180637.059
1.049230475,180665.3014
1.048932696,180693.0853
1.048634917,180720.3325
1.048337138,180746.9401
1.048039359,180772.7744
1.04774158,180797.6953
1.047443801,180821.6615
1.047146021,180844.549
1.046848242,180866.203
1.046548656,180886.732
1.046252157,180905.7818
1.045956186,180923.21
1.045657126,180939.2501
1.045359347,180953.5079
1.045061568,180966.1232
1.044763789,180977.068
1.04446601,180986.406
1.044168231,180994.2129
1.043870452,181000.5356
1.043572673,181005.4865
1.043274894,181008.9997
1.042977115,181011.1103
1.042679336,181012.0037
1.042381557,181011.7016
1.042083778,181010.673
1.041785999,181008.719
1.04148822,181006.4152
1.041190441,181003.5612
1.040892662,181000.728
1.040594883,180997.8592
1.040294272,180995.3788
1.039996696,180993.338
1.039701748,180992.13
1.039403766,180991.9483
1.039105987,180992.7349
1.038808208,180995.1567
1.038510429,180998.8262
1.03821265,181004.3853
1.037914871,181011.3301
1.037617092,181020.1357
1.037319313,181030.6337
1.037021534,181042.8659
1.036723755,181056.9812
1.036425976,181072.7944
1.036128197,181090.4471
1.035830418,181109.6302
1.035532639,181130.5394
1.03523486,181152.8141
1.034937081,181176.5558
1.034639302,181201.5325
1.034341523,181227.693
1.034041717,181255.0691
1.033744519,181283.2331
1.033448767,181311.9301
1.033150407,181341.7305
1.032852628,181372.032
1.032554849,181402.911
1.03225707,181434.1851
1.03195929,181465.9127
1.031661511,181497.8056
1.031363732,181529.9583
1.031065953,181562.1166
1.030768174,181594.3277
1.030470395,181626.387
1.030172616,181658.1658
1.029874837,181689.5924
1.029577058,181720.4997
1.029279279,181750.7213
1.0289815,181780.2031
1.028683721,181808.7534
1.028385942,181836.2777
1.028088163,181862.6824
1.027790384,181887.8618
1.027491842,181911.7857
1.027197485,181934.0834
1.02690047,181955.0477
1.026599268,181974.9944
1.026301489,181993.0265
1.02600371,182009.3058
1.025705931,182023.933
1.025408152,182036.8706
1.025110373,182048.1734
1.024812594,182057.9538
1.024514815,182066.1803
1.024217035,182072.9801
1.023919256,182078.4505
1.023621477,182082.5987
1.023323698,182085.268
1.023025919,182086.7192
1.02272814,182087.0524
1.022430361,182086.3332
1.022132582,182084.753
1.021834803,182082.2983
1.021537024,182079.2623
1.021237137,182075.7143
1.020941701,182071.7337
1.020646031,182067.4553
1.020345908,182062.9933
1.020048129,182058.3476
1.01975035,182053.8797
1.019452571,182049.5072
1.019154792,182045.5338
1.018857013,182041.9496
1.018559234,182038.9906
1.018261455,182036.5853
1.017963676,182034.9357
1.017665897,182033.9888
1.017368118,182034.0404
1.017070339,182034.958
1.016772559,182036.9936
1.01647478,182040.0258
1.016177001,182044.3012
1.015879222,182049.5993
1.015581443,182056.0616
1.015283664,182063.5033
1.014984064,182071.986
1.014687551,182080.9434
0.86162968,186953.0032
0.861927459,186944.7926
0.862225238,186935.9371
0.864309692,186853.8831
0.864607471,186839.9586
0.862523017,186926.2656
0.864011913,186867.3812
0.86490525,186825.6305
0.862823068,186915.672
0.863714134,186880.3592
0.865203029,186810.8865
0.863118647,186904.67
0.863414156,186892.8771
0.865500808,186795.7033
0.868180819,186639.2274
0.868478598,186620.4958
0.865798587,186780.0355
0.866691924,186730.0778
0.866989703,186712.534
0.86788304,186657.857
0.868776377,186601.7525
0.866096366,186763.8633
0.866394145,186747.2201
0.867287482,186694.5825
0.867585261,186676.371
0.869077506,186582.7882
0.87115861,186457.9137
0.871456389,186441.0451
0.86937443,186564.3791
0.873243063,186344.9946
0.873540842,186329.8639
0.87086083,186475.032
0.871754168,186424.4386
0.877709748,186165.1924
0.878007527,186156.6932
0.86966886,186546.1623
0.872945284,186360.3833
0.873838621,186315.0529
0.872051947,186408.0499
0.870563051,186492.398
0.88336755,185939.587
0.883069771,185958.3443
0.877411969,186173.9789
0.878305306,186148.3776
0.869967493,186527.9498
0.875327516,186247.424
0.875625786,186235.3719
0.872647505,186376.0227
0.8741364,186300.6218
0.872349726,186391.951
0.870265272,186510.0629
0.887834236,185609.378
0.888133222,185587.155
0.883665329,185920.0105
0.882771992,185976.2139
0.87711419,186183.0411
0.878603085,186140.1516
0.875029737,186259.9636
0.875921476,186223.9737
0.874434179,186286.5846
0.887536457,185631.6906
0.888429124,185565.593
0.883963108,185899.7251
0.880687539,186075.3685
0.880985318,186063.8063
0.882471312,185993.3752
0.876816411,186192.5338
0.878900865,186131.8531
0.876218765,186212.981
0.874731958,186273.0507
0.889918689,185462.5855
0.887238678,185654.2238
0.888725696,185544.1675
0.88962091,185482.2126
0.885749782,185768.0358
0.886047561,185745.2683
0.884260887,185878.792
0.88038976,186086.1489
0.881283097,186051.412
0.882173663,186009.4106
0.876518632,186202.4894
0.879198644,186123.44
0.890216468,185443.5885
0.889025352,185522.9705
0.886940899,185676.8762
0.889323131,185502.3976
0.885452003,185790.6924
0.88634534,185722.4844
0.884558666,185857.3444
0.880091981,186096.2528
0.881580876,186038.2513
0.881878785,186024.2077
0.879496423,186114.789
0.890514247,185425.2317
0.88664312,185699.6409
0.885154224,185813.1912
0.884856445,185835.4121
0.879794202,186105.7817
0.890812026,185407.6709
0.891109805,185390.8329
0.891407584,185374.9225
0.891705363,185359.7197
0.892003142,185345.5789
0.892300921,185332.3338
0.8925987,185320.1739
0.892896479,185308.8376
0.893194258,185298.5207
0.893492037,185289.0685
0.893789816,185280.3269
0.894087595,185272.4335
0.89438766,185265.1838
0.894683258,185258.8579
0.894978752,185252.9652
0.895278712,185247.6132
0.895576491,185242.7554
0.89587427,185238.2927
0.896172049,185234.2424
0.896469828,185230.4287
