"Region: Body 1.Ramp1: Position[X] (m)","Region: Body 1.Ramp1: Boundary Heat Flux (W/m^2)","Region: Body 1.Ramp2: Position[X] (m)","Region: Body 1.Ramp2: Boundary Heat Flux (W/m^2)"
1.2143478528438658,174892.47854992375,2.504147698764818,1882624.0258454662
1.2138515756011077,174935.15575718973,2.504065349305024,1326077.0152728017
1.2133552983498792,174983.46945939958,2.50397064748197,1328642.645603966
1.2128590210986563,175035.8675322244,2.5038617404580843,1364716.6667352458
1.2123627438495577,175092.3249399336,2.5037364974777425,1373056.7587700468
1.2118629534018244,175151.873479913,2.503592468177229,1377399.3457958
1.2113666751890324,175213.45960580837,2.503426834651504,1375696.4485463472
1.2108739121022951,175275.58270442858,2.5032363563198046,1375698.5459415251
1.210377634851103,175338.61352256685,2.5030173065380072,1375704.0747049032
1.209881357599912,175401.2045331467,2.5027653996788013,1375768.265582393
1.209385080357205,175462.46889463346,2.502475707307319,1375822.2269381378
1.2088888031060274,175521.50842657406,2.50214256177392,1376039.45762577
1.2083925258548558,175577.72954079974,2.501759445314695,1376231.6440462712
1.2078908604323653,175631.05442864355,2.5013188625977163,1376554.924902046
1.207394581713309,175680.33169746958,2.500812194075689,1377269.0685677864
1.2069036941098517,175724.92916691024,2.5001701507654412,1378084.6088880664
1.2064074168587005,175766.1848998638,2.499607440122198,1379112.9465783257
1.2059111396160336,175803.08418241888,2.4992242991888554,1379887.5292873392
1.2054148623648964,175836.12943988387,2.498841158251144,1380685.8649925338
1.2049185851137652,175865.3507956816,2.4984580173156608,1381694.0206642607
1.2044223078626395,175890.80563970283,2.498074876382409,1382633.280013728
1.2039260306197581,175912.6548788678,2.4976917354469887,1383682.5749020735
1.2034297533686467,175931.37308886554,2.4973085945104994,1384764.9224857772
1.2029334761177715,175947.19633927848,2.4969254535751397,1385956.9412287595
1.2024371988666713,175960.7173399981,2.496542312640911,1387082.9524760759
1.2019409216155723,175972.03489628155,2.496159171705614,1388180.675439328
1.2014446443729576,175981.48400741722,2.495776030770348,1389492.5959603526
1.2009483671218728,175989.71845667716,2.495392889835113,1390781.6699795667
1.200452089871853,175996.58761913236,2.495009748899909,1391931.7634219332
1.1999558126161676,176002.88026654255,2.4946296661178917,1392906.683827513
1.1994595353725128,176008.6302917879,2.4942465267914353,1393983.5626336485
1.1989632581260674,176013.9058230603,2.493860326094484,1395330.5805039825
1.1984669808750097,176018.96029138658,2.4934771851594055,1396457.3813156597
1.1979707036324356,176023.90945817344,2.4930940442243585,1397387.421307844
1.197474426381392,176028.85291626584,2.492710903289343,1398404.907356848
1.196978149130354,176033.99149911944,2.4923277623543596,1399256.2007081248
1.1964858107256182,176039.3071745038,2.4919446214194076,1400118.2311956817
1.19598953457261,176045.01153444685,2.4915614804844872,1400919.7322557922
1.195489317385751,176051.05663745943,2.4911783395495988,1401649.3522159727
1.1949930401347344,176057.43341515865,2.4907973536977286,1402468.8937540418
1.1944967628837284,176064.08898053598,2.490414213905564,1403101.59594775
1.1940004856327235,176070.96494853497,2.4900289167451257,1403711.799007411
1.1935042083902028,176077.8910580268,2.489645775811465,1404226.7189805405
1.193007931139212,176084.8314803196,2.4892626348767384,1404789.0083936285
1.1925171054050814,176091.5459498996,2.488879493940943,1405415.5244083963
1.1920208296670953,176098.2144849766,2.488496353008479,1406058.2862997605
1.1915190993947495,176104.8121928973,2.4881132120738503,1406588.3993541133
1.1910228221437853,176111.248781221,2.4877300711370527,1407154.0751325563
1.1905265448928224,176117.7272439748,2.487346930202487,1407787.847736531
1.1900302676503436,176124.19511617254,2.4869630073252136,1408410.3673077421
1.1895339903993947,176130.73508524522,2.4865798659727893,1408993.447029097
1.1890377131484517,176137.16794142034,2.486197507403386,1409777.8288355786
1.1885414358975148,176143.42152803205,2.4858143664711543,1410393.5629589055
1.1880451586550576,176149.43189129792,2.485431225532355,1411069.7839003447
1.187548881404135,176154.9709016746,2.485048084595788,1411810.727979878
1.187052604153214,176159.971898132,2.484664943663653,1412601.9478273867
1.1865563269023038,176164.3405132452,2.4842818027293534,1413370.6656578258
1.1860600496513947,176168.04361897986,2.483898661792886,1414142.4266858557
1.1855637724047332,176171.02945288084,2.4835155208630497,1415044.6908311686
1.1850674951517193,176173.375208796,2.4831286609850802,1415910.4471821887
1.184565766409967,176175.14153569564,2.482745518042777,1416693.3694644598
1.1840694876380597,176176.59528492577,2.4823660980605498,1417592.18792078
1.1835786634139023,176177.8974484168,2.48198295713085,1418488.4995828075
1.1830823861630346,176179.71585439518,2.4815998161923876,1419355.0701344805
1.1825861089036946,176182.2651250176,2.481216675253957,1420242.8912961548
1.1820898316613102,176186.30628794525,2.480833534324357,1421222.1447157785
1.1815935544146976,176192.1283641085,2.4804503933903965,1422100.3886506949
1.1810972771617325,176200.02313994803,2.4800672524520677,1422902.4011790538
1.1805970610895875,176210.51603531092,2.4796841115225705,1423710.1005311627
1.1801007827451409,176223.11216920242,2.4792969706085812,1424489.6601091577
1.1796084454240647,176238.04902528226,2.4789138275064335,1425077.4959419053
1.179112168173241,176255.22487422917,2.478534688729893,1425515.039539433
1.1786158909224285,176274.4236233309,2.4781515477917364,1426046.088763874
1.1781196136716174,176295.16289825644,2.477768406862412,1426404.1728572734
1.1776233364250541,176316.98059187923,2.477385265933125,1426808.4498589654
1.1771270591721383,176339.28864120785,2.4770021249950753,1427093.4050309137
1.17663078192113,176361.62119565345,2.4766226146238783,1427403.5982108144
1.1761345046724636,176383.42603136692,2.4762394756780375,1427672.2938080952
1.1756382274346162,176404.23406757228,2.4758527021943295,1427883.7868906846
1.1751419501838472,176423.74292785488,2.4754695612575177,1428294.4505167287
1.1746456729246058,176442.0696240617,2.4750864203284397,1428601.699616572
1.1741493956823204,176459.3562700646,2.4747032793939012,1428961.4347345382
1.1736531184358068,176475.70894560218,2.4743201384582947,1429552.5865707174
1.1731568411829405,176491.5296314247,2.4739369975293233,1430177.1207031207
1.1726605639296077,176507.18323113304,2.4735538565981887,1430723.9221823178
1.1721642866894642,176522.69383927993,2.4731707156604927,1431478.884336437
1.171668009445571,176538.4334517317,2.4727906806357614,1432324.7353585782
1.1711717321948472,176554.39442686923,2.4724075414176823,1433204.980890682
1.1706754549441343,176570.65388441645,2.4720212928652106,1434253.2450695802
1.1701791776934234,176587.2859718213,2.4716381519298576,1435236.5568900974
1.1696829004469598,176604.17670276668,2.4712550109967384,1436347.8842771398
1.1691920113586063,176621.24846846797,2.470871870065856,1437518.0012284052
1.066953510120068,178726.31802346278,2.470488729130612,1438700.038507847
1.0674541687399703,178705.32721681707,2.4701055881976015,1439756.457040405
1.0679504446274877,178688.29175980669,2.469722447266829,1441041.4667464597
1.0684423418634563,178675.43163747992,2.469339306333893,1442233.1110740863
1.070427450864646,178669.32961631566,2.4689563343078373,1443352.7949822964
1.0709237280971076,178679.2446366055,2.4685731934687856,1444316.3218687177
1.0689386191084453,178666.98399656545,2.4681898835353064,1445376.8441539453
1.069931173615398,178664.01164536737,2.467806742601419,1446445.8813352184
1.0714200053442582,178692.23661967833,2.467423601668667,1447162.6833421532
1.0694348963576794,178662.86382724065,2.4670404607370533,1447958.289182569
1.0719162825976174,178708.69784512743,2.4666573198043764,1448796.4653298669
1.0724125598405445,178727.451474295,2.4662741788717373,1449559.2832817174
1.0758865005751648,178855.55665786844,2.4658910379391354,1450418.6486843796
1.076382777826633,178861.17180088907,2.4655078970065714,1451186.6074543698
1.0729088370855995,178748.61268600915,2.465121988005275,1451930.0007556146
1.0768790550717506,178861.96337201633,2.464738845522488,1452931.703410633
1.0753902233362533,178845.21816834528,2.4643584742091056,1453775.433108152
1.0873040269884002,178419.08649842627,2.463975333277792,1454416.4104171824
1.0877971545172578,178419.28198976163,2.463592192345418,1455002.6157282451
1.077375332312642,178857.7461604355,2.4632090514119813,1455743.2121754158
1.0734051143433754,178770.60633843765,2.462825910479683,1456361.2102804203
1.074893946097515,178830.66367314197,2.462442769547423,1456760.3762412174
1.07836788681987,178835.29863912798,2.4620596286152012,1457252.7773771444
1.0778716095704912,178848.65923652798,2.4616764876830186,1457931.899334835
1.0798567185532317,178768.91714535747,2.4612899196881415,1458464.2058046497
1.0803529958047646,178739.38124365546,2.460906776820395,1459125.788117989
1.0818418275488133,178639.60255870968,2.460527064886702,1459948.8933198666
1.0823381047982612,178605.87948199827,2.4145531766267534,1689734.83085173
1.086807750697657,178422.22599662468,2.4149363156519534,1687919.232025601
1.0882934317667983,178421.56988993194,2.4153164352416123,1686419.3358044857
1.073901391592681,178792.36287251674,2.4156995761682953,1683763.4750109175
1.0743976688419998,178812.72540757805,2.4160827170928316,1681153.4304649495
1.0788595047008873,178817.7829083884,2.4164658580152234,1677280.470228563
1.0793557833764926,178795.4010353284,2.416848998944267,1673374.2606906537
1.0808492730499468,178707.34022119828,2.41723213987336,1668572.646229783
