x [m],Heat flux [MW/m^2]
7.268895954000000048e-02,1.351450195999999992e-01
7.335890085000000560e-02,1.348026693000000109e-01
7.402884960000000181e-02,1.344656842999999991e-01
7.469879091000000693e-02,1.341337427000000027e-01
7.536873966000000313e-02,1.338065737999999949e-01
7.603868096999999437e-02,1.334849402000000129e-01
7.670862227999999949e-02,1.331699624000000082e-01
7.737857102999999570e-02,1.328619977000000119e-01
7.804851234000000082e-02,1.325608963999999890e-01
7.871846109999999785e-02,1.322664678999999899e-01
7.938840240000000215e-02,1.319773733000000060e-01
8.005834370999999339e-02,1.316923335999999889e-01
8.072829247000000430e-02,1.314098582000000071e-01
8.139823376999999471e-02,1.311292169999999924e-01
8.206818253000000563e-02,1.308513497999999886e-01
8.273812382999999604e-02,1.305765245999999935e-01
8.340806514000000116e-02,1.303051162999999957e-01
8.407801389999999819e-02,1.300379184999999882e-01
8.474795520000000248e-02,1.297756140999999919e-01
8.541790395999999952e-02,1.295181868999999986e-01
8.608784527000000464e-02,1.292649485000000043e-01
8.675778656999999505e-02,1.290153293000000090e-01
8.742773533000000596e-02,1.287693008999999944e-01
8.809767662999999638e-02,1.285269870999999897e-01
8.876762538999999341e-02,1.282882492000000096e-01
8.943756669999999853e-02,1.280525485000000019e-01
9.010750800000000282e-02,1.278195628000000084e-01
9.077745675999999986e-02,1.275892717999999870e-01
9.144739807000000498e-02,1.273622100000000035e-01
9.211734682000000118e-02,1.271377438000000082e-01
9.278728813000000630e-02,1.269155308999999898e-01
9.345722943999999754e-02,1.266956525000000056e-01
9.412717818999999375e-02,1.264777116999999951e-01
9.479711949999999887e-02,1.262622915000000123e-01
9.546706824999999508e-02,1.260496926000000129e-01
9.613700956000000020e-02,1.258396427000000040e-01
9.680695087000000532e-02,1.256317274000000039e-01
9.747689962000000152e-02,1.254259648000000116e-01
9.814684093000000664e-02,1.252228636999999922e-01
9.881678969000000368e-02,1.250227606000000047e-01
9.948673098999999409e-02,1.248253653000000046e-01
1.001566722999999992e-01,1.246299476999999933e-01
1.008266210999999996e-01,1.244359186999999950e-01
1.014965624000000038e-01,1.242435479000000009e-01
1.021665110999999959e-01,1.240538535000000053e-01
1.028364524000000002e-01,1.238679795999999972e-01
1.035063937000000045e-01,1.236866328000000015e-01
1.041763425000000048e-01,1.235096910999999992e-01
1.048462837999999953e-01,1.233363106999999931e-01
1.055162325999999956e-01,1.231653835000000030e-01
1.061861738999999999e-01,1.229957505000000006e-01
1.068561226000000058e-01,1.228265052999999996e-01
1.075260638999999963e-01,1.226570245000000031e-01
1.081960052000000005e-01,1.224870894999999932e-01
1.088659540000000009e-01,1.223169302000000069e-01
1.095358953000000052e-01,1.221469802000000049e-01
1.102058439999999973e-01,1.219784945000000065e-01
1.108757853999999959e-01,1.218112179999999989e-01
1.115457267000000002e-01,1.216480920999999937e-01
1.122156754000000062e-01,1.214880747999999983e-01
1.128856166999999966e-01,1.213316673999999956e-01
1.135555654999999969e-01,1.211717508999999998e-01
1.142255068000000012e-01,1.210306701000000013e-01
1.148954481000000055e-01,1.208573656000000024e-01
1.155653967999999976e-01,1.207218411000000047e-01
1.162353381999999963e-01,1.205710980999999959e-01
1.169052869000000022e-01,1.204238987000000038e-01
1.175752282000000065e-01,1.202785512999999945e-01
1.182451694999999969e-01,1.201339020999999951e-01
1.189151182999999973e-01,1.199892099000000045e-01
1.195850596000000016e-01,1.198444434000000003e-01
1.202550082999999936e-01,1.197001664999999965e-01
1.209249495999999979e-01,1.195573585000000022e-01
1.215948909999999966e-01,1.194170764999999967e-01
1.222648397000000026e-01,1.192800386999999934e-01
1.229347810000000069e-01,1.191464666999999950e-01
1.236047297999999933e-01,1.190161284999999985e-01
1.242746710999999976e-01,1.188883991999999945e-01
1.249446124000000019e-01,1.187625030999999998e-01
1.256145536999999923e-01,1.186378354999999968e-01
1.262845099000000082e-01,1.185140694999999994e-01
1.269544512000000125e-01,1.183910776000000054e-01
1.276243924999999890e-01,1.182687909000000037e-01
1.282943337999999933e-01,1.181470763000000007e-01
1.289642750999999976e-01,1.180259153000000061e-01
1.296342313000000135e-01,1.179050482999999955e-01
1.303041725999999900e-01,1.177849427000000060e-01
1.309741138999999943e-01,1.176656881999999932e-01
1.316440551999999986e-01,1.175470618999999994e-01
1.323139966000000112e-01,1.174296360999999983e-01
1.329839527999999993e-01,1.173132662999999964e-01
1.336538941000000036e-01,1.171975938999999939e-01
1.343238354000000079e-01,1.170822670999999982e-01
1.349937767000000122e-01,1.169671288999999947e-01
1.356637179999999887e-01,1.168521941999999952e-01
1.363336742000000046e-01,1.167377520000000002e-01
1.370036155000000089e-01,1.166242002000000000e-01
1.376735568000000132e-01,1.165120337999999978e-01
1.383434980999999897e-01,1.164016610999999979e-01
1.390134393999999940e-01,1.162932884000000000e-01
1.396833956000000099e-01,1.161868791999999956e-01
1.403533368999999864e-01,1.160818125000000062e-01
1.410232781999999907e-01,1.159778551999999935e-01
1.416932194999999950e-01,1.158751789000000004e-01
1.423631607999999993e-01,1.157732825999999993e-01
1.430331170999999957e-01,1.156722396000000042e-01
1.437030584000000000e-01,1.155722225999999964e-01
1.443729997000000043e-01,1.154733438000000029e-01
1.450429410000000086e-01,1.153755021999999936e-01
1.457128971999999967e-01,1.152782621999999951e-01
1.463828385000000010e-01,1.151809812000000044e-01
1.470527798000000053e-01,1.150830607000000033e-01
1.477227211000000096e-01,1.149842484000000026e-01
1.483926624000000138e-01,1.148847674999999985e-01
1.490626036999999904e-01,1.147852421000000039e-01
1.497325599000000063e-01,1.146865750999999933e-01
1.504025012000000106e-01,1.145896852999999938e-01
1.510724424999999871e-01,1.144952048999999944e-01
1.517423837999999914e-01,1.144032430999999961e-01
1.524123400000000073e-01,1.143133085000000021e-01
1.530822813999999921e-01,1.142244919999999969e-01
1.537522226999999964e-01,1.141358375999999980e-01
1.544221640000000006e-01,1.140465620000000041e-01
1.550921053000000049e-01,1.139562843999999964e-01
1.557620466000000092e-01,1.138650330999999988e-01
1.564320027999999974e-01,1.137731986000000001e-01
1.571019441000000016e-01,1.136814408999999998e-01
1.577718854000000059e-01,1.135905388999999960e-01
1.584418267000000102e-01,1.135011821999999948e-01
1.591117828999999984e-01,1.134137909999999999e-01
1.597817242000000026e-01,1.133284538000000063e-01
1.604516655000000069e-01,1.132449439000000058e-01
1.611216068000000112e-01,1.131629125000000041e-01
1.617915480999999878e-01,1.130818809999999952e-01
1.624615043000000036e-01,1.130013990999999968e-01
1.631314456000000079e-01,1.129212158999999965e-01
1.638013869999999927e-01,1.128412983000000036e-01
1.644713282999999970e-01,1.127619583000000064e-01
1.651412696000000013e-01,1.126836784999999952e-01
1.658112257999999894e-01,1.126069261000000044e-01
1.664811670999999937e-01,1.125318129999999944e-01
1.671511083999999980e-01,1.124579153999999970e-01
1.678210497000000023e-01,1.123842555999999965e-01
1.684909910000000066e-01,1.123095778999999989e-01
1.691609471999999947e-01,1.122326822000000029e-01
1.698308884999999990e-01,1.121527992000000001e-01
1.705008298000000033e-01,1.120698225999999936e-01
1.711707711000000076e-01,1.119844371000000005e-01
1.718407124000000119e-01,1.118979835000000062e-01
1.725106686000000000e-01,1.118121314999999949e-01
1.731806099000000043e-01,1.117284711000000041e-01
1.738505512000000086e-01,1.116482149999999951e-01
1.745204925999999934e-01,1.115717752999999951e-01
1.751904338999999977e-01,1.114988672000000042e-01
1.758603901000000136e-01,1.114287369000000055e-01
1.765303313999999901e-01,1.113603484000000032e-01
1.772002726999999944e-01,1.112926402999999953e-01
1.778702139999999987e-01,1.112246759999999945e-01
1.785401553000000030e-01,1.111558163999999960e-01
1.792101114999999911e-01,1.110858630000000069e-01
1.798800527999999954e-01,1.110151229999999933e-01
1.805499940999999997e-01,1.109444336000000031e-01
1.812199354000000040e-01,1.108749391999999945e-01
1.818898767000000083e-01,1.108078135000000047e-01
1.825598328999999964e-01,1.107438763999999964e-01
1.832297742000000007e-01,1.106833495999999945e-01
1.838997155000000050e-01,1.106257038999999970e-01
1.845696568000000093e-01,1.105696921999999999e-01
1.852395981999999941e-01,1.105136169000000002e-01
1.859095544000000100e-01,1.104557785000000042e-01
1.865794956999999865e-01,1.103948404999999938e-01
1.872494369999999908e-01,1.103301235000000019e-01
1.879193782999999951e-01,1.102616441999999947e-01
1.885893195999999994e-01,1.101901591000000041e-01
1.892592757999999875e-01,1.101168601000000052e-01
1.899292170999999918e-01,1.100431127999999953e-01
1.905991583999999961e-01,1.099700992000000044e-01
1.912690997000000004e-01,1.098986690999999988e-01
1.919390410000000047e-01,1.098291957000000069e-01
1.926089971999999928e-01,1.097617211999999953e-01
1.932789384999999971e-01,1.096958004000000014e-01
1.939488798000000014e-01,1.096314171999999976e-01
1.946188211000000057e-01,1.095680846000000042e-01
1.952887624999999905e-01,1.095051125000000014e-01
1.959587187000000064e-01,1.094426448000000024e-01
1.966286600000000107e-01,1.093805292000000068e-01
1.972986012999999872e-01,1.093186886000000052e-01
1.979685425999999915e-01,1.092571447999999973e-01
1.986384838999999958e-01,1.091959796000000066e-01
1.993084401000000117e-01,1.091352760999999977e-01
1.999783813999999882e-01,1.090750617999999977e-01
2.006483226999999925e-01,1.090152855999999976e-01
2.013182639999999968e-01,1.089558592999999992e-01
2.019882202000000126e-01,1.088966480999999931e-01
2.026581614999999892e-01,1.088375783000000013e-01
2.033281027999999935e-01,1.087785893000000059e-01
2.039980440999999978e-01,1.087196921000000011e-01
2.046679854000000021e-01,1.086608622999999940e-01
2.053379267000000064e-01,1.086021107999999985e-01
2.060078830000000027e-01,1.085434370000000065e-01
2.066778243000000070e-01,1.084848867000000050e-01
2.073477656000000113e-01,1.084265751999999999e-01
2.080177068999999879e-01,1.083685813000000026e-01
2.086876631000000037e-01,1.083110869000000059e-01
2.093576044000000080e-01,1.082540527000000058e-01
2.100275457000000123e-01,1.081975315999999937e-01
2.106974869999999889e-01,1.081414386999999949e-01
2.113674282999999932e-01,1.080856785000000042e-01
2.120373695999999974e-01,1.080301248000000020e-01
2.127073258000000133e-01,1.079747261999999958e-01
2.133772670999999899e-01,1.079194606999999972e-01
2.140472083999999942e-01,1.078643043999999995e-01
2.147171496999999984e-01,1.078092788000000052e-01
2.153871058999999866e-01,1.077543603999999988e-01
2.160570471999999909e-01,1.076995480000000061e-01
2.167269886000000034e-01,1.076448740999999959e-01
2.173969299000000077e-01,1.075903928999999981e-01
2.180668712000000120e-01,1.075362022000000001e-01
2.187368274000000001e-01,1.074823986000000009e-01
2.194067687000000044e-01,1.074290445999999954e-01
2.200767100000000087e-01,1.073761468999999968e-01
2.207466513000000130e-01,1.073236250000000058e-01
2.214165925999999895e-01,1.072713772000000038e-01
2.220865488000000054e-01,1.072193144000000015e-01
2.227564901000000097e-01,1.071673806000000007e-01
2.234264313999999862e-01,1.071155423000000051e-01
2.240963726999999905e-01,1.070638094000000012e-01
2.247663139999999948e-01,1.070121829000000024e-01
2.254362702000000107e-01,1.069606901000000054e-01
2.261062114999999872e-01,1.069093423000000015e-01
2.267761527999999915e-01,1.068581064999999941e-01
2.274460942000000041e-01,1.068070240000000004e-01
2.281160355000000084e-01,1.067561357999999988e-01
2.287859916999999965e-01,1.067054929000000041e-01
2.294559330000000008e-01,1.066551666999999981e-01
2.301258743000000051e-01,1.066051964999999990e-01
2.307958156000000094e-01,1.065555685999999974e-01
2.314657569000000137e-01,1.065062279999999945e-01
2.321357131000000018e-01,1.064570890999999991e-01
2.328056544000000061e-01,1.064080567999999977e-01
2.334755957000000104e-01,1.063590784999999955e-01
2.341455369999999869e-01,1.063101538999999957e-01
2.348154782999999912e-01,1.062612619000000008e-01
2.354854345000000071e-01,1.062124430999999980e-01
2.361553758000000114e-01,1.061636868000000039e-01
2.368253170999999879e-01,1.061149925000000049e-01
2.374952585000000005e-01,1.060663614000000032e-01
2.381651998000000048e-01,1.060178095999999986e-01
2.388351559999999929e-01,1.059693887000000001e-01
2.395050972999999972e-01,1.059211582000000040e-01
2.401750386000000015e-01,1.058732267999999976e-01
2.408449799000000058e-01,1.058256521999999950e-01
2.415149212000000101e-01,1.057784814999999934e-01
2.421848773999999982e-01,1.057317111000000004e-01
2.428548187000000025e-01,1.056852981999999996e-01
2.435247600000000068e-01,1.056391901000000022e-01
2.441947013000000111e-01,1.055932955000000034e-01
2.448646425999999876e-01,1.055475634000000024e-01
2.455345988000000035e-01,1.055019432999999979e-01
2.462045401000000078e-01,1.054563559000000067e-01
2.468744814000000121e-01,1.054107325000000067e-01
2.475444226999999886e-01,1.053649953999999944e-01
2.482143641000000012e-01,1.053190678999999935e-01
2.488843202999999893e-01,1.052729805000000018e-01
2.495542615999999936e-01,1.052268601999999942e-01
2.502242029000000256e-01,1.051809984000000031e-01
2.508941591000000138e-01,1.051358220000000038e-01
2.515640854999999787e-01,1.050919123000000066e-01
2.522340417000000223e-01,1.050497948999999931e-01
2.529039680999999873e-01,1.050096940000000006e-01
2.535739242999999754e-01,1.049716411999999932e-01
2.542438805000000190e-01,1.049353261999999981e-01
2.549138068999999840e-01,1.049001011999999983e-01
2.555837631000000276e-01,1.048651173999999991e-01
2.562536894999999926e-01,1.048293940000000063e-01
2.569236456999999807e-01,1.047922228999999955e-01
2.575936019000000243e-01,1.047529787999999934e-01
2.582635282999999893e-01,1.047115282000000008e-01
2.589334845999999857e-01,1.046680559999999954e-01
2.596034110000000061e-01,1.046229773999999973e-01
2.602733671999999943e-01,1.045768425000000029e-01
2.609433233999999824e-01,1.045302510000000046e-01
2.616132498000000028e-01,1.044837321999999985e-01
2.622832059999999910e-01,1.044376902000000024e-01
2.629531324000000114e-01,1.043923709000000033e-01
2.636230885999999995e-01,1.043478931999999998e-01
2.642930447999999877e-01,1.043042891999999972e-01
2.649629712000000081e-01,1.042614882999999965e-01
2.656329273999999963e-01,1.042194119999999974e-01
2.663028538000000167e-01,1.041779458999999991e-01
2.669728100000000048e-01,1.041369590999999956e-01
2.676427661999999930e-01,1.040963307000000032e-01
2.683126926000000134e-01,1.040559592000000061e-01
2.689826488000000015e-01,1.040157438999999989e-01
2.696525752999999748e-01,1.039756299999999994e-01
2.703225315000000184e-01,1.039356077999999961e-01
2.709924877000000065e-01,1.038956589000000069e-01
2.716624141000000270e-01,1.038557915999999970e-01
2.723323703000000151e-01,1.038160229999999934e-01
2.730022966999999801e-01,1.037763522999999993e-01
2.736722529000000237e-01,1.037367789000000068e-01
2.743422091000000118e-01,1.036973020999999995e-01
2.750121354999999768e-01,1.036579123000000019e-01
2.756820917000000204e-01,1.036185758000000012e-01
2.763520180999999853e-01,1.035793059999999960e-01
2.770219742999999735e-01,1.035400954000000040e-01
2.776919305000000171e-01,1.035009437999999948e-01
2.783618568999999821e-01,1.034619546000000029e-01
2.790318131000000257e-01,1.034230748000000005e-01
2.797017394999999906e-01,1.033844071000000059e-01
2.803716957999999870e-01,1.033459070999999951e-01
2.810416519999999752e-01,1.033075819999999950e-01
2.817115783999999956e-01,1.032693791999999972e-01
2.823815345999999837e-01,1.032312466000000067e-01
2.830514610000000042e-01,1.031931667000000052e-01
2.837214171999999923e-01,1.031551051000000052e-01
2.843913733999999804e-01,1.031170785000000006e-01
2.850612998000000009e-01,1.030791122999999976e-01
2.857312559999999890e-01,1.030412564999999975e-01
2.864011824000000095e-01,1.030035356999999957e-01
2.870711385999999976e-01,1.029659826000000056e-01
2.877410947999999857e-01,1.029286043000000039e-01
2.884110212000000062e-01,1.028913847000000048e-01
2.890809773999999943e-01,1.028543090999999993e-01
2.897509335999999824e-01,1.028173252000000037e-01
2.904208601000000112e-01,1.027804271000000019e-01
2.910908162999999993e-01,1.027436075999999948e-01
2.917607427000000198e-01,1.027068993999999957e-01
2.924306989000000079e-01,1.026703263000000033e-01
2.931006252999999728e-01,1.026339287000000017e-01
2.937705815000000165e-01,1.025977135000000068e-01
2.944405377000000046e-01,1.025616958999999995e-01
2.951104641000000250e-01,1.025258418000000032e-01
2.957804203000000132e-01,1.024901175000000053e-01
2.964503765000000013e-01,1.024544814999999998e-01
2.971203029000000218e-01,1.024188924000000028e-01
2.977902591000000099e-01,1.023833257999999941e-01
2.984601854999999748e-01,1.023477653000000043e-01
2.991301417000000185e-01,1.023122187999999932e-01
2.998000680999999834e-01,1.022766863999999970e-01
3.004700243000000270e-01,1.022411839999999988e-01
3.011399806000000234e-01,1.022057291000000034e-01
3.018099069999999884e-01,1.021703322000000053e-01
3.024798631999999765e-01,1.021350000000000036e-01
3.031498194000000201e-01,1.020997424999999931e-01
3.038197457999999851e-01,1.020645532000000050e-01
3.044897019999999732e-01,1.020294077999999993e-01
3.051596283999999937e-01,1.019942902000000040e-01
3.058295845999999818e-01,1.019592081999999983e-01
3.064995408000000254e-01,1.019241771999999935e-01
3.071694671999999904e-01,1.018892361000000024e-01
3.078394233999999785e-01,1.018544314999999950e-01
3.085093497999999990e-01,1.018198015000000012e-01
3.091793059999999871e-01,1.017853779000000014e-01
3.098492621999999752e-01,1.017511794000000025e-01
3.105191885999999957e-01,1.017171904999999987e-01
3.111891447999999838e-01,1.016833711999999973e-01
3.118590713000000125e-01,1.016496972999999943e-01
3.125290275000000007e-01,1.016161213999999952e-01
3.131989836999999888e-01,1.015826197999999958e-01
3.138689101000000092e-01,1.015491689999999947e-01
3.145388662999999974e-01,1.015157609999999960e-01
3.152087927000000178e-01,1.014824030999999932e-01
3.158787489000000059e-01,1.014490874999999931e-01
3.165487050999999941e-01,1.014158289999999990e-01
3.172186315000000145e-01,1.013826273999999944e-01
3.178885877000000026e-01,1.013494746000000030e-01
3.185585141000000231e-01,1.013163703999999943e-01
3.192284703000000112e-01,1.012832993000000043e-01
3.198984264999999994e-01,1.012502460999999965e-01
3.205683529000000198e-01,1.012172107000000043e-01
3.212383091000000079e-01,1.011842002999999990e-01
3.219082354999999729e-01,1.011511999999999967e-01
3.225781918000000248e-01,1.011182469999999944e-01
3.232481480000000129e-01,1.010853708999999989e-01
3.239180743999999779e-01,1.010526382000000029e-01
3.245880306000000215e-01,1.010200777999999966e-01
3.252579569999999864e-01,1.009877183000000012e-01
3.259279131999999746e-01,1.009555805999999972e-01
3.265978694000000182e-01,1.009236486999999932e-01
3.272677957999999832e-01,1.008918991000000015e-01
3.279377520000000268e-01,1.008603012999999965e-01
3.286076783999999917e-01,1.008288103000000019e-01
3.292776345999999799e-01,1.007973741999999978e-01
3.299475908000000235e-01,1.007659560000000037e-01
3.306175171999999884e-01,1.007345265999999989e-01
3.312874733999999766e-01,1.007030713000000022e-01
3.319573997999999970e-01,1.006715903999999967e-01
3.326273560999999934e-01,1.006400838999999964e-01
3.332973122999999815e-01,1.006085810999999969e-01
3.339672387000000020e-01,1.005770925000000066e-01
3.346371948999999901e-01,1.005456616999999969e-01
3.353071213000000106e-01,1.005143061000000060e-01
3.359770774999999987e-01,1.004830468999999976e-01
3.366470336999999868e-01,1.004518977000000007e-01
3.373169601000000073e-01,1.004208651000000063e-01
3.379869162999999954e-01,1.003899270000000038e-01
3.386568427000000159e-01,1.003590686000000037e-01
3.393267989000000040e-01,1.003282964000000027e-01
3.399967550999999921e-01,1.002975958999999945e-01
3.406666815000000126e-01,1.002669877999999987e-01
3.413366377000000007e-01,1.002364785999999980e-01
3.420065641000000212e-01,1.002060889000000038e-01
3.426765203000000093e-01,1.001758251000000044e-01
3.433464766000000057e-01,1.001456723999999965e-01
3.440164030000000261e-01,1.001156371000000017e-01
3.446863592000000143e-01,1.000856975999999954e-01
3.453562855999999792e-01,1.000558393999999990e-01
3.460262418000000229e-01,1.000260199999999933e-01
3.466961980000000110e-01,9.999623236999999332e-02
3.473661243999999759e-01,9.996644157999999558e-02
3.480360806000000196e-01,9.993668229999999597e-02
3.487060069999999845e-01,9.990687824999999744e-02
3.493759631999999726e-01,9.987710563000000430e-02
3.500459194000000163e-01,9.984733669999999728e-02
3.507158457999999812e-01,9.981759896000000354e-02
3.513858020000000248e-01,9.978789908000000597e-02
3.520557283999999898e-01,9.975825741999999607e-02
3.527256845999999779e-01,9.972868732999999597e-02
3.533956408999999743e-01,9.969918837999999783e-02
3.540655672999999948e-01,9.966976018999999798e-02
3.547355234999999829e-01,9.964038874000000212e-02
3.554054499000000034e-01,9.961106013999999897e-02
3.560754060999999915e-01,9.958176738000000527e-02
3.567453622999999796e-01,9.955249671999999439e-02
3.574152887000000001e-01,9.952325480000000224e-02
3.580852448999999882e-01,9.949405492000000517e-02
3.587551713000000086e-01,9.946491702000000157e-02
3.594251274999999968e-01,9.943587084999999659e-02
3.600950836999999849e-01,9.940696972000000187e-02
3.607650101000000054e-01,9.937824281000000315e-02
3.614349662999999935e-01,9.934969580999999939e-02
3.621048927000000139e-01,9.932134105999999851e-02
3.627748489000000021e-01,9.929316418000000422e-02
3.634448050999999902e-01,9.926513100999999339e-02
3.641147316000000189e-01,9.923721424999999707e-02
3.647846878000000070e-01,9.920938019000000163e-02
3.654546142000000275e-01,9.918159537000000026e-02
3.661245704000000156e-01,9.915383975000000016e-02
3.667945266000000037e-01,9.912609343999999323e-02
3.674644530000000242e-01,9.909834980999999987e-02
