Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Wall Shear Stress: Magnitude (Pa)
1.51345414,77.03096122
1.513651724,77.02628046
1.513850235,77.02176285
1.514049673,77.01732884
1.514248184,77.01317626
1.514446695,77.00918177
1.514645642,77.0055171
1.514844153,77.00201628
1.515042228,76.99894187
1.515240738,76.9960395
1.515439249,76.99358437
1.51563956,76.9912865
1.51583807,76.98918895
1.516034782,76.98771856
1.516233293,76.98625454
1.516431804,76.98516574
1.517225847,76.98316177
1.516632215,76.98430924
1.517027337,76.98335295
1.517424358,76.98320744
1.516830726,76.98344161
1.517622869,76.98355133
1.51782138,76.98403851
1.520005,77.00039102
1.519806489,76.99823422
1.518019891,76.98475807
1.519607978,76.9962256
1.520203511,77.0026554
1.518218402,76.98562175
1.519409467,76.9942819
1.520402022,77.00499466
1.521990109,77.02652582
1.522186563,77.02936449
1.518416913,76.98671462
1.519210957,76.99247268
1.520600533,77.007431
1.521791598,77.02361816
1.522385074,77.03268628
1.518615424,76.98791842
1.519012446,76.99080995
1.520799044,77.00995527
1.535886769,77.04362741
1.536084383,77.03517059
1.521593087,77.02070484
1.522585642,77.03566159
1.518813935,76.98932883
1.520997555,77.01253142
1.534099274,77.11008558
1.534297785,77.10348503
1.535688258,77.05159696
1.536282894,77.0267711
1.53767247,76.96571356
1.537870981,76.95693311
1.521394576,77.01791377
1.522784153,77.03897003
1.521196066,77.01518666
1.523975218,77.0599841
1.524173032,77.06367832
1.525761816,77.09589785
1.525960327,77.09998595
1.5309231,77.16616247
1.531121611,77.16547523
1.533898934,77.11587134
1.534496296,77.09675872
1.53548885,77.05975012
1.536481405,77.01823959
1.53747396,76.97448372
1.538069492,76.9482281
1.522982664,77.04226121
1.523776707,77.05625505
1.524371543,77.06760746
1.525563305,77.09173172
1.526160868,77.10422072
1.530724589,77.16638555
1.531320122,77.16435852
1.533700423,77.12191388
1.53469434,77.08985034
1.53529034,77.06756073
1.536682176,77.00932429
1.537275449,76.98333357
1.538268003,76.93950266
1.539657579,76.88104211
1.53985609,76.87309079
1.528540969,77.14656833
1.52873948,77.14922602
1.523179115,77.04550133
1.523578196,77.05257026
1.524570751,77.07146412
1.524967773,77.07945757
1.52516695,77.08353617
1.525365461,77.08758901
1.526359378,77.10812987
1.530526078,77.16617254
1.531518632,77.16285146
1.533503741,77.12719181
1.534892851,77.08254325
1.535091829,77.07517926
1.536880686,77.00106264
1.537076938,76.99204557
1.538466514,76.93090235
1.539459069,76.88908144
