Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Boundary Heat Flux (W/m^2)
1.434694952,37369.30789
1.435191229,37371.63134
1.435687506,37374.36422
1.436183784,37377.54833
1.436680061,37381.07334
1.437176338,37384.949
1.437672615,37389.07232
1.438168893,37393.36214
1.43866517,37397.7012
1.439161447,37401.97199
1.439657724,37406.06459
1.440154002,37409.83655
1.440650279,37413.13371
1.441141824,37415.77324
1.441638102,37417.69505
1.442139111,37418.73184
1.442635388,37418.90206
1.443131665,37418.13695
1.443627942,37416.602
1.44412422,37414.13807
1.444620497,37410.99269
1.445114351,37407.20017
1.445610629,37402.74356
1.446109329,37397.67241
1.446605606,37392.08938
1.447101883,37386.03311
1.44759816,37379.5791
1.448094438,37372.78373
1.448590715,37365.68619
1.449090022,37358.27225
1.453062308,37293.25759
1.453558584,37284.69945
1.449586298,37350.69635
1.452560933,37301.88212
1.454049765,37276.13156
1.457032474,37223.48421
1.45752875,37214.73977
1.450079547,37342.94983
1.452064656,37310.31874
1.454546042,37267.45643
1.456531151,37232.39857
1.458019983,37206.12623
1.455042319,37258.74174
1.450575824,37334.99974
1.451568378,37318.66431
1.456034874,37241.20671
1.45851626,37197.58715
1.455538597,37249.98932
1.451072101,37326.8976
1.459012537,37189.30927
1.460005092,37173.9032
1.459508815,37181.3589
1.460501369,37166.92768
1.460997646,37160.63446
1.461493924,37154.95503
1.461990201,37150.02641
1.462486478,37145.8219
1.462982755,37142.35145
1.463479033,37139.60101
1.46397531,37137.40162
1.464467471,37135.941
1.464963749,37135.03354
1.465464142,37134.95818
1.465960419,37135.53365
1.466456696,37136.86583
1.466952973,37138.73388
1.467449251,37141.22768
1.467945528,37144.15578
1.468435867,37147.51059
1.468932146,37151.20459
1.46943436,37155.15513
1.469930637,37159.18719
1.470426914,37163.21318
1.470923191,37167.16354
1.471419469,37170.96655
1.471915746,37174.54694
1.472411538,37177.86837
1.472907816,37180.89668
1.473404578,37183.60328
1.473900855,37185.9859
1.474397132,37187.99756
1.474893409,37189.60844
1.475389687,37190.79893
1.475885964,37191.58248
1.476387209,37191.89725
1.476883485,37191.67395
1.477374796,37190.85596
1.477871073,37189.48069
1.47836735,37187.37139
1.478863627,37184.51889
1.479359905,37180.71816
1.479856182,37176.0306
1.480358726,37170.38087
1.480855002,37164.1207
1.481345014,37157.36993
1.481841291,37150.17665
1.482337568,37142.74459
1.482833845,37135.22116
1.483330123,37127.73057
1.4838264,37120.35644
1.484322677,37113.20492
1.484818954,37106.36045
1.485315232,37099.91704
1.485811509,37093.92137
1.486307786,37088.45083
1.486804063,37083.47568
1.487300341,37079.04173
1.487796618,37075.03024
1.488292895,37071.45918
1.488789172,37068.21718
1.48928545,37065.31801
1.489781727,37062.65936
1.490278004,37060.24232
1.490774281,37058.02738
1.491270559,37056.0326
1.491761154,37054.19282
1.492257432,37052.59843
1.49275939,37051.26971
1.493255668,37050.38425
1.493751945,37049.93586
1.494248222,37049.88419
1.494744499,37050.26855
1.495240777,37050.99271
1.495733055,37052.11754
1.496229333,37053.53415
1.496729608,37055.28591
1.497225886,37057.22979
1.497722163,37059.37763
1.49821844,37061.62082
1.498714717,37063.93038
1.499210995,37066.19445
1.499708726,37068.32625
1.500205003,37070.23248
1.500699826,37071.77133
1.501196104,37072.88681
1.501692381,37073.39905
1.502188658,37073.19032
1.502684935,37072.34592
1.503181213,37070.6979
1.503681638,37068.21055
1.504177915,37064.79007
1.504670044,37060.50706
1.505166322,37055.28293
1.505662599,37049.18914
1.506158876,37042.28165
1.506655153,37034.605
1.507151431,37026.21544
1.507652177,37017.09274
1.508148454,37007.53882
1.508640262,36997.59234
1.50913654,36987.21442
1.509632817,36976.59121
1.510129094,36965.84735
1.510625371,36955.12053
1.511121649,36944.50961
1.511617926,36934.1112
1.512114203,36924.04282
1.51261048,36914.37425
1.513106758,36905.23535
1.513603035,36896.63353
1.514099312,36888.7454
1.514593,36881.55272
1.515083765,36875.22104
1.515582632,36869.5719
1.516084421,36864.86046
1.516580698,36861.08782
1.517076976,36858.08678
1.517573253,36855.97896
1.51806953,36854.51148
1.518565807,36853.81996
1.519057571,36853.6775
1.51955385,36854.2731
1.520054639,36855.56205
1.520550916,36857.4502
1.521047194,36859.9178
1.521543471,36862.85375
1.522039748,36866.31143
1.522536025,36870.17332
1.523030243,36874.46227
1.52352652,36879.12355
1.524024857,36884.08015
1.524521134,36889.21341
1.525017412,36894.44415
1.525513689,36899.67859
1.526009966,36904.84253
1.526506243,36909.90933
1.527005914,36914.88894
1.52750219,36919.72074
1.527995075,36924.443
1.528491352,36929.13781
1.52898763,36933.76891
1.529483907,36938.36025
1.529980184,36942.87725
1.530476461,36947.31319
1.530978055,36951.66796
1.531474331,36955.76003
1.531965293,36959.5703
1.53246157,36963.04127
1.532957848,36966.04469
1.533454125,36968.47063
1.533950402,36970.27417
1.534446679,36971.41339
1.534942957,36971.90359
1.535439234,36971.72381
1.535935511,36970.91829
1.634198407,36617.94833
1.63370213,36621.52977
1.633205853,36624.82813
1.632715269,36627.85131
1.632218993,36630.72333
1.631717021,36633.49235
1.631220744,36636.15463
1.630724466,36638.76924
1.630228189,36641.39425
1.629731912,36644.05695
1.621295199,36700.12182
1.621791476,36697.33565
1.615836149,36695.10067
1.615339872,36690.13915
1.625761694,36669.29256
1.626257971,36665.71555
1.629235635,36646.79748
1.62079507,36702.61764
1.622287753,36694.28722
1.616332426,36699.25247
1.614843594,36684.4218
1.625265417,36672.94662
1.626754248,36662.2441
1.6287396,36649.63863
1.620298792,36704.72387
1.62278403,36691.02292
1.616828703,36702.60361
1.614347317,36677.94425
1.627250526,36658.89254
1.62476393,36676.67472
1.628243322,36652.59253
1.619806367,36706.34086
1.623280308,36687.58155
1.617324981,36705.12689
1.61385104,36670.74774
1.627746803,36655.67832
1.624267652,36680.38911
1.623776585,36684.00525
1.61931009,36707.47085
1.617821258,36706.86029
1.613354763,36662.8998
1.618813812,36707.98481
1.618317535,36707.798
1.612858485,36654.45023
1.612362208,36645.51484
1.611865931,36636.17723
1.611369654,36626.546
1.610873376,36616.72807
1.610377099,36606.81438
1.609880822,36596.91773
1.609390079,36587.24809
1.608893803,36577.82771
1.60839199,36568.71774
1.607895713,36560.36052
1.607399436,36552.85081
1.606903158,36546.27033
1.606406881,36540.91103
1.605910604,36536.7037
1.605418082,36534.04613
1.604921806,36532.54497
1.604421772,36532.37942
1.603925495,36533.18086
1.603429218,36534.87722
1.60293294,36537.86393
1.602436663,36541.93424
1.601940386,36547.21766
1.601442412,36553.5706
1.600946135,36560.83296
1.600451554,36568.86226
1.599955277,36577.53215
1.599458999,36586.82451
1.598962722,36596.53646
1.598466445,36606.62799
1.597970168,36617.00791
1.597469597,36627.70774
1.596973319,36638.58569
1.596481336,36649.52606
1.595985059,36660.80205
1.595488781,36672.27184
1.594992504,36683.92751
1.594496227,36695.71298
1.59399995,36707.58741
1.593498316,36719.58888
1.592999521,36731.511
1.592508601,36743.0539
1.592014841,36754.40023
1.591518563,36765.42273
1.591022286,36775.90608
1.590526009,36785.70237
1.590029732,36794.66472
1.589533454,36802.66977
1.589037177,36809.54153
1.5885409,36815.20408
1.588044623,36819.16658
1.587548345,36821.86455
1.587052068,36822.87931
1.586555791,36822.48219
1.586064115,36820.41982
1.585567839,36816.72591
1.585066959,36811.31276
1.584570682,36804.43864
1.584074405,36796.1565
1.583578127,36786.58034
1.58308185,36775.87877
1.582585573,36764.07075
1.582093662,36751.48753
1.581597386,36738.09563
1.581096741,36723.96948
1.580600464,36709.66362
1.580104187,36695.2224
1.579607909,36680.89338
1.579111632,36666.91516
1.578615355,36653.46723
1.578120895,36640.72805
1.577624618,36628.81915
1.577126523,36617.86142
1.576630246,36607.92405
1.576133969,36599.11404
1.575637691,36591.34346
1.575141414,36584.75928
1.574645137,36579.26376
1.574145225,36574.83985
1.573648947,36571.59102
1.573156305,36569.30052
1.572660028,36567.97496
1.572163751,36567.43468
1.571667473,36567.64261
1.571171196,36568.38522
1.570674919,36569.49027
1.57017318,36571.20571
1.569676902,36573.36003
1.569186087,36576.07985
1.56868981,36579.36472
1.568193533,36583.2783
1.567697255,36587.78661
1.567200978,36592.9651
1.566704701,36598.69994
1.566208424,36605.05437
1.565712146,36611.8443
1.565215869,36619.1266
1.564719592,36626.76246
1.564223315,36634.75564
1.563727037,36643.00411
1.56323076,36651.47576
1.562734483,36660.11061
1.562238206,36668.884
1.561741928,36677.76926
1.561245651,36686.7466
1.560749374,36695.805
1.560253097,36704.92464
1.559756819,36714.09457
