Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Wall Distance (m)
1.401893007,6.32E-07
1.402091517,6.32E-07
1.402288035,6.32E-07
1.402486546,6.32E-07
1.402685057,6.32E-07
1.402885585,6.32E-07
1.403084095,6.32E-07
1.40328059,6.32E-07
1.403479101,6.32E-07
1.403677611,6.32E-07
1.403876122,6.32E-07
1.404074633,6.32E-07
1.404273144,6.32E-07
1.404471655,6.32E-07
1.404670166,6.32E-07
1.404868677,6.32E-07
1.405067188,6.32E-07
1.405265699,6.32E-07
1.40546421,6.32E-07
1.40566272,6.32E-07
1.405861231,6.32E-07
1.406059742,6.32E-07
1.406258253,6.32E-07
1.406456764,6.32E-07
1.406655275,6.32E-07
1.406853786,6.32E-07
1.407052297,6.32E-07
1.407250808,6.32E-07
1.407449319,6.32E-07
1.40764783,6.32E-07
1.40784634,6.32E-07
1.408044851,6.32E-07
1.408243362,6.32E-07
1.408439933,6.32E-07
1.408638444,6.32E-07
1.408838895,6.32E-07
1.409037406,6.32E-07
1.409235917,6.32E-07
1.409432562,6.32E-07
1.409631073,6.32E-07
1.409831449,6.32E-07
1.41002996,6.32E-07
1.410228471,6.32E-07
1.410426479,6.32E-07
1.41062499,6.32E-07
1.410824004,6.32E-07
1.411022515,6.32E-07
1.411221026,6.32E-07
1.411420397,6.32E-07
1.411618908,6.32E-07
1.411816558,6.32E-07
1.412015069,6.32E-07
1.41221358,6.32E-07
1.412414315,6.32E-07
1.412612825,6.32E-07
1.412809113,6.32E-07
1.413007624,6.32E-07
1.413206135,6.32E-07
1.413404646,6.32E-07
1.413603157,6.32E-07
1.413801667,6.32E-07
1.414000178,6.32E-07
1.414198689,6.32E-07
1.4143972,6.32E-07
1.414595711,6.32E-07
1.414794222,6.32E-07
1.414992733,6.32E-07
1.415191244,6.32E-07
1.415389755,6.32E-07
1.415588266,6.32E-07
1.415786777,6.32E-07
1.415985287,6.32E-07
1.416183798,6.32E-07
1.416382309,6.32E-07
1.41658082,6.32E-07
1.416779331,6.32E-07
1.416977842,6.32E-07
1.417176353,6.32E-07
1.417374864,6.32E-07
1.417573375,6.32E-07
1.417771886,6.32E-07
1.417970396,6.32E-07
1.418168907,6.32E-07
1.418367418,6.32E-07
1.418565929,6.32E-07
1.41876444,6.32E-07
1.418961149,6.32E-07
1.41915966,6.32E-07
1.419359973,6.32E-07
1.419558484,6.32E-07
1.419756995,6.32E-07
1.41995387,6.32E-07
1.420152381,6.32E-07
1.420352527,6.32E-07
1.420551038,6.32E-07
1.420749549,6.32E-07
1.420947787,6.32E-07
1.421146298,6.32E-07
1.421345082,6.32E-07
1.421543593,6.32E-07
1.421742104,6.32E-07
1.421941705,6.32E-07
1.422140216,6.32E-07
1.422337636,6.32E-07
1.422536147,6.32E-07
1.422734658,6.32E-07
1.422935623,6.32E-07
1.423134133,6.32E-07
1.423330191,6.32E-07
1.423528702,6.32E-07
1.423727213,6.32E-07
1.423925723,6.32E-07
1.424124234,6.32E-07
1.424322745,6.32E-07
1.424521256,6.32E-07
1.424719767,6.32E-07
1.424918278,6.32E-07
1.425116789,6.32E-07
1.4253153,6.32E-07
1.425513811,6.32E-07
1.425712322,6.32E-07
1.425910833,6.32E-07
1.426109343,6.32E-07
1.426307854,6.32E-07
1.426506365,6.32E-07
1.426704876,6.32E-07
1.426903387,6.32E-07
1.427101898,6.32E-07
1.427300409,6.32E-07
1.42749892,6.32E-07
1.427697431,6.32E-07
1.427895942,6.32E-07
1.428094452,6.32E-07
1.428292963,6.32E-07
1.428491474,6.32E-07
1.428689985,6.32E-07
1.364967986,6.32E-07
1.364769475,6.32E-07
1.356630528,6.32E-07
1.356827226,6.32E-07
1.362585855,6.32E-07
1.362387344,6.32E-07
1.364570964,6.32E-07
1.356432017,6.32E-07
1.357025737,6.32E-07
1.360203724,6.32E-07
1.360006285,6.32E-07
1.362784366,6.32E-07
1.362188833,6.32E-07
1.364372453,6.32E-07
1.356233506,6.32E-07
1.35722606,6.32E-07
1.358417126,6.32E-07
1.358615637,6.32E-07
1.360402235,6.32E-07
1.359807774,6.32E-07
1.362982877,6.32E-07
1.361990322,6.32E-07
1.364173942,6.32E-07
1.356034995,6.32E-07
1.357424571,6.32E-07
1.358218615,6.32E-07
1.358813857,6.32E-07
1.360600746,6.32E-07
1.359608191,6.32E-07
1.363181387,6.32E-07
1.361791811,6.32E-07
1.363975431,6.32E-07
1.353652864,6.32E-07
1.353851375,6.32E-07
1.355836484,6.32E-07
1.357623082,6.32E-07
1.359012368,6.32E-07
1.35801845,6.32E-07
1.360801692,6.32E-07
1.35940968,6.32E-07
1.363379898,6.32E-07
1.3615933,6.32E-07
1.36377692,6.32E-07
1.353454353,6.32E-07
1.354049886,6.32E-07
1.353255842,6.32E-07
1.353057331,6.32E-07
1.355637973,6.32E-07
1.357819939,6.32E-07
1.361000203,6.32E-07
1.359211169,6.32E-07
1.363578409,6.32E-07
1.361394789,6.32E-07
1.354248397,6.32E-07
1.352858821,6.32E-07
1.355439462,6.32E-07
1.361196278,6.32E-07
1.349087113,6.32E-07
1.349286466,6.32E-07
1.354446908,6.32E-07
1.351667755,6.32E-07
1.351866266,6.32E-07
1.35266031,6.32E-07
1.338169014,6.32E-07
1.338367525,6.32E-07
1.355240951,6.32E-07
1.347497142,6.32E-07
1.347697537,6.32E-07
1.350079668,6.32E-07
1.350280384,6.32E-07
1.348888602,6.32E-07
1.349484977,6.32E-07
1.354645419,6.32E-07
1.351469244,6.32E-07
1.352064777,6.32E-07
1.352461799,6.32E-07
1.341940721,6.32E-07
1.342139232,6.32E-07
1.340751661,6.32E-07
1.340950172,6.32E-07
1.337969752,6.32E-07
1.338566036,6.32E-07
1.35504244,6.32E-07
1.345910939,6.32E-07
1.34610945,6.32E-07
1.35484393,6.32E-07
1.347298631,6.32E-07
1.347896048,6.32E-07
1.349881157,6.32E-07
1.350478895,6.32E-07
1.349682646,6.32E-07
1.348690092,6.32E-07
1.351270733,6.32E-07
1.352263288,6.32E-07
1.34174221,6.32E-07
1.342337743,6.32E-07
1.340551145,6.32E-07
1.341146677,6.32E-07
1.337771241,6.32E-07
1.338765158,6.32E-07
1.34392583,6.32E-07
1.344124341,6.32E-07
1.345712428,6.32E-07
1.34630601,6.32E-07
1.347102004,6.32E-07
1.348094559,6.32E-07
1.34849106,6.32E-07
1.350675201,6.32E-07
1.351072222,6.32E-07
1.32824385,6.32E-07
1.328442361,6.32E-07
1.335784793,6.32E-07
1.335588372,6.32E-07
1.341543699,6.32E-07
1.342536254,6.32E-07
1.341345188,6.32E-07
1.340352634,6.32E-07
1.337573481,6.32E-07
1.338963669,6.32E-07
1.343727319,6.32E-07
1.344322852,6.32E-07
1.346504521,6.32E-07
1.345513917,6.32E-07
1.350873712,6.32E-07
1.348292549,6.32E-07
1.346903493,6.32E-07
1.328044958,6.32E-07
1.32864049,6.32E-07
1.333801774,6.32E-07
1.334000285,6.32E-07
1.335983304,6.32E-07
1.335389861,6.32E-07
1.342734765,6.32E-07
1.340154123,6.32E-07
1.33737497,6.32E-07
1.339161568,6.32E-07
1.343528808,6.32E-07
1.344521363,6.32E-07
1.346704983,6.32E-07
1.345315406,6.32E-07
1.327846447,6.32E-07
1.328839001,6.32E-07
1.329831556,6.32E-07
1.330030067,6.32E-07
1.333603263,6.32E-07
1.334198796,6.32E-07
1.336183905,6.32E-07
1.33519135,6.32E-07
1.342933275,6.32E-07
1.339957587,6.32E-07
1.339360079,6.32E-07
1.337176459,6.32E-07
1.343330297,6.32E-07
1.344719874,6.32E-07
1.345116895,6.32E-07
1.327647936,6.32E-07
1.329037512,6.32E-07
1.329633045,6.32E-07
1.330230445,6.32E-07
1.333404752,6.32E-07
1.334397307,6.32E-07
1.334992839,6.32E-07
1.336382416,6.32E-07
1.343131786,6.32E-07
1.339759076,6.32E-07
1.33955859,6.32E-07
1.336975834,6.32E-07
1.344918384,6.32E-07
1.327448444,6.32E-07
1.329237768,6.32E-07
1.329436279,6.32E-07
1.330428956,6.32E-07
1.332015176,6.32E-07
1.332213687,6.32E-07
1.336580927,6.32E-07
1.333206241,6.32E-07
1.334595818,6.32E-07
1.334794328,6.32E-07
1.336777323,6.32E-07
1.327249933,6.32E-07
1.3306256,6.32E-07
1.331816665,6.32E-07
1.332412198,6.32E-07
1.33300773,6.32E-07
1.327052403,6.32E-07
1.33082411,6.32E-07
1.331618154,6.32E-07
1.332610709,6.32E-07
1.332809219,6.32E-07
1.326853892,6.32E-07
1.331022621,6.32E-07
1.331419643,6.32E-07
1.331221132,6.32E-07
1.326655381,6.32E-07
1.326454526,6.32E-07
1.326256015,6.32E-07
1.325265805,6.32E-07
1.325464316,6.32E-07
1.326059849,6.32E-07
1.325067294,6.32E-07
1.325662827,6.32E-07
1.325861338,6.32E-07
1.324868783,6.32E-07
1.324670272,6.32E-07
1.324471762,6.32E-07
1.324273251,6.32E-07
1.32407474,6.32E-07
1.323876229,6.32E-07
1.323677718,6.32E-07
1.323479207,6.32E-07
1.323280696,6.32E-07
1.323082185,6.32E-07
1.322883674,6.32E-07
1.322685163,6.32E-07
1.322486653,6.32E-07
1.322288142,6.32E-07
1.322089631,6.32E-07
1.32189112,6.32E-07
1.321692609,6.32E-07
1.321494098,6.32E-07
1.321295587,6.32E-07
1.321097076,6.32E-07
1.320898565,6.32E-07
1.320700054,6.32E-07
1.320501544,6.32E-07
1.320303033,6.32E-07
1.320104522,6.32E-07
1.319907739,6.32E-07
1.319709228,6.32E-07
1.319508989,6.32E-07
1.319310478,6.32E-07
1.319111967,6.32E-07
1.318914971,6.32E-07
1.31871646,6.32E-07
1.318516434,6.32E-07
1.318317924,6.32E-07
1.318119413,6.32E-07
1.317921053,6.32E-07
1.317722542,6.32E-07
1.31752388,6.32E-07
1.317325369,6.32E-07
1.317126858,6.32E-07
1.316927136,6.32E-07
1.316728625,6.32E-07
1.316531325,6.32E-07
1.316332815,6.32E-07
1.316134304,6.32E-07
1.315934247,6.32E-07
1.315735736,6.32E-07
1.315538771,6.32E-07
1.31534026,6.32E-07
1.315141749,6.32E-07
1.314943238,6.32E-07
1.314744727,6.32E-07
1.314546216,6.32E-07
1.314347706,6.32E-07
1.314149195,6.32E-07
1.313950684,6.32E-07
1.313752173,6.32E-07
1.313553662,6.32E-07
1.313355151,6.32E-07
1.31315664,6.32E-07
1.312958129,6.32E-07
1.312759618,6.32E-07
1.312561107,6.32E-07
1.312362597,6.32E-07
1.312164086,6.32E-07
1.311965575,6.32E-07
1.311767064,6.32E-07
1.311568553,6.32E-07
1.311370042,6.32E-07
1.311171531,6.32E-07
1.31097302,6.32E-07
1.310774509,6.32E-07
1.310575998,6.32E-07
1.310377487,6.32E-07
1.310178977,6.32E-07
1.309980466,6.32E-07
1.309781955,6.32E-07
1.309583444,6.32E-07
1.309386523,6.32E-07
1.309188012,6.32E-07
1.308987911,6.32E-07
1.3087894,6.32E-07
1.308590889,6.32E-07
1.308393663,6.32E-07
1.308195152,6.32E-07
1.307995357,6.32E-07
1.307796846,6.32E-07
1.307598335,6.32E-07
1.307399745,6.32E-07
1.307201234,6.32E-07
1.307002802,6.32E-07
1.306804291,6.32E-07
1.30660578,6.32E-07
1.306405828,6.32E-07
1.306207317,6.32E-07
1.306010248,6.32E-07
1.305811737,6.32E-07
1.305613226,6.32E-07
1.30541303,6.32E-07
1.305214519,6.32E-07
1.305017693,6.32E-07
1.304819182,6.32E-07
1.304620671,6.32E-07
1.30442216,6.32E-07
1.30422365,6.32E-07
1.304025139,6.32E-07
1.303826628,6.32E-07
1.303628117,6.32E-07
1.303429606,6.32E-07
1.303231095,6.32E-07
1.303032584,6.32E-07
1.302834073,6.32E-07
1.302635562,6.32E-07
1.302437051,6.32E-07
1.302238541,6.32E-07
1.30204003,6.32E-07
1.301841519,6.32E-07
1.301643008,6.32E-07
1.301444497,6.32E-07
1.301245986,6.32E-07
1.301047475,6.32E-07
1.300848964,6.32E-07
1.300650453,6.32E-07
1.300451942,6.32E-07
1.300253431,6.32E-07
1.300054921,6.32E-07
1.29985641,6.32E-07
1.299657899,6.32E-07
1.299459388,6.32E-07
1.299260877,6.32E-07
1.299062366,6.32E-07
1.298866272,6.32E-07
1.298667762,6.32E-07
1.298466833,6.32E-07
1.298268322,6.32E-07
1.298069812,6.32E-07
1.297872355,6.32E-07
1.297673844,6.32E-07
1.297474279,6.32E-07
1.297275768,6.32E-07
1.297077257,6.32E-07
1.296878437,6.32E-07
1.296679926,6.32E-07
1.296481724,6.32E-07
1.296283213,6.32E-07
1.296084703,6.32E-07
1.29588452,6.32E-07
1.295686009,6.32E-07
1.29548917,6.32E-07
1.295290659,6.32E-07
1.295092148,6.32E-07
1.294891814,6.32E-07
1.090625919,6.32E-07
1.093802093,6.32E-07
1.094000604,6.32E-07
1.09082443,6.32E-07
1.093603583,6.32E-07
1.094199115,6.32E-07
1.091022941,6.32E-07
1.096184224,6.32E-07
1.096382735,6.32E-07
1.093405072,6.32E-07
1.094397626,6.32E-07
1.103330617,6.32E-07
1.103529128,6.32E-07
1.092015495,6.32E-07
1.091816984,6.32E-07
1.091223354,6.32E-07
1.095985713,6.32E-07
1.096581246,6.32E-07
1.096779757,6.32E-07
1.096978268,6.32E-07
1.093206561,6.32E-07
1.094596137,6.32E-07
1.103132106,6.32E-07
1.103727639,6.32E-07
1.092215968,6.32E-07
1.091618474,6.32E-07
1.091421865,6.32E-07
1.09955891,6.32E-07
1.099756827,6.32E-07
1.095787202,6.32E-07
1.097176779,6.32E-07
1.097770317,6.32E-07
1.097968828,6.32E-07
1.09300805,6.32E-07
1.094794648,6.32E-07
1.102935696,6.32E-07
1.103926149,6.32E-07
1.092414479,6.32E-07
1.101345508,6.32E-07
1.101146997,6.32E-07
1.099360399,6.32E-07
1.099955338,6.32E-07
1.095588692,6.32E-07
1.09737529,6.32E-07
1.097573801,6.32E-07
1.098169333,6.32E-07
1.092809539,6.32E-07
1.094993159,6.32E-07
1.102737185,6.32E-07
1.10412466,6.32E-07
1.105911258,6.32E-07
1.106109769,6.32E-07
1.092611028,6.32E-07
1.101544019,6.32E-07
1.100949255,6.32E-07
1.098566355,6.32E-07
1.098762909,6.32E-07
1.099161888,6.32E-07
1.100154442,6.32E-07
1.095390181,6.32E-07
1.098367844,6.32E-07
1.09519167,6.32E-07
1.102536573,6.32E-07
1.104323171,6.32E-07
1.105712748,6.32E-07
1.10630828,6.32E-07
1.108094878,6.32E-07
1.108291533,6.32E-07
1.101744662,6.32E-07
1.100750744,6.32E-07
1.09896142,6.32E-07
1.100352953,6.32E-07
1.102338062,6.32E-07
1.104521682,6.32E-07
1.106506791,6.32E-07
1.105514237,6.32E-07
1.107896367,6.32E-07
1.108490044,6.32E-07
1.101943173,6.32E-07
1.100551464,6.32E-07
1.102139551,6.32E-07
1.104720193,6.32E-07
1.106705302,6.32E-07
1.105315726,6.32E-07
1.113057651,6.32E-07
1.113256162,6.32E-07
1.114844249,6.32E-07
1.11504276,6.32E-07
1.109682966,6.32E-07
1.109881476,6.32E-07
1.108690411,6.32E-07
1.107697857,6.32E-07
1.104918704,6.32E-07
1.106903813,6.32E-07
1.105117215,6.32E-07
1.111272052,6.32E-07
1.111470563,6.32E-07
1.111668075,6.32E-07
1.111866586,6.32E-07
1.11285914,6.32E-07
1.113454673,6.32E-07
1.115241271,6.32E-07
1.114645738,6.32E-07
1.109482728,6.32E-07
1.110079987,6.32E-07
1.108888922,6.32E-07
1.107499346,6.32E-07
1.107102324,6.32E-07
1.111072542,6.32E-07
1.112065096,6.32E-07
1.112660629,6.32E-07
1.113653184,6.32E-07
1.115439782,6.32E-07
1.114447227,6.32E-07
1.107300835,6.32E-07
1.109284217,6.32E-07
1.110278135,6.32E-07
1.109087433,6.32E-07
1.120799443,6.32E-07
1.120997954,6.32E-07
1.110874031,6.32E-07
1.11226597,6.32E-07
1.112464481,6.32E-07
1.113851695,6.32E-07
1.115638293,6.32E-07
1.114248716,6.32E-07
1.110476646,6.32E-07
1.120601065,6.32E-07
1.121196598,6.32E-07
1.11067552,6.32E-07
1.114050205,6.32E-07
1.115836804,6.32E-07
1.116233825,6.32E-07
1.116432336,6.32E-07
1.117821913,6.32E-07
1.118020423,6.32E-07
1.121395109,6.32E-07
1.120402554,6.32E-07
1.116035314,6.32E-07
1.116630847,6.32E-07
1.11722638,6.32E-07
1.117424891,6.32E-07
1.117623402,6.32E-07
1.118218934,6.32E-07
1.12159362,6.32E-07
1.120204043,6.32E-07
1.116829358,6.32E-07
1.117027869,6.32E-07
1.118417445,6.32E-07
1.12179336,6.32E-07
1.120004036,6.32E-07
1.118615956,6.32E-07
1.121991871,6.32E-07
1.119805525,6.32E-07
1.119211489,6.32E-07
1.11941,6.32E-07
1.118812749,6.32E-07
1.122984753,6.32E-07
1.122786242,6.32E-07
1.119608511,6.32E-07
1.122189152,6.32E-07
1.119011261,6.32E-07
1.123181707,6.32E-07
1.122586174,6.32E-07
1.122387663,6.32E-07
1.123380218,6.32E-07
1.123578729,6.32E-07
1.12377724,6.32E-07
1.123975751,6.32E-07
1.124174261,6.32E-07
1.124372772,6.32E-07
1.124571283,6.32E-07
1.124769794,6.32E-07
1.124968305,6.32E-07
1.125166816,6.32E-07
1.125365327,6.32E-07
1.125563838,6.32E-07
1.125762349,6.32E-07
1.12596086,6.32E-07
1.12615937,6.32E-07
1.126357881,6.32E-07
1.126556392,6.32E-07
1.126754903,6.32E-07
1.126953414,6.32E-07
1.127151925,6.32E-07
1.127350436,6.32E-07
1.127548947,6.32E-07
1.127747458,6.32E-07
1.127945969,6.32E-07
1.128144479,6.32E-07
1.12834299,6.32E-07
1.128541501,6.32E-07
1.128740012,6.32E-07
1.128938523,6.32E-07
1.129137034,6.32E-07
1.129333966,6.32E-07
1.129532477,6.32E-07
1.129732567,6.32E-07
1.129931078,6.32E-07
1.130129588,6.32E-07
1.130326833,6.32E-07
1.130525344,6.32E-07
1.130725121,6.32E-07
1.130923632,6.32E-07
1.131122143,6.32E-07
1.131320751,6.32E-07
1.131519262,6.32E-07
1.131717676,6.32E-07
1.131916187,6.32E-07
1.132114698,6.32E-07
1.132314668,6.32E-07
1.132513179,6.32E-07
1.13271023,6.32E-07
1.132908741,6.32E-07
1.133107252,6.32E-07
1.133307459,6.32E-07
1.133505969,6.32E-07
1.133702785,6.32E-07
1.133901296,6.32E-07
1.134099807,6.32E-07
1.134298317,6.32E-07
1.134496828,6.32E-07
1.134695339,6.32E-07
1.13489385,6.32E-07
1.135092361,6.32E-07
1.135290872,6.32E-07
1.135489383,6.32E-07
1.135687894,6.32E-07
1.135886405,6.32E-07
1.136084916,6.32E-07
1.136283426,6.32E-07
1.136481937,6.32E-07
1.136680448,6.32E-07
1.136878959,6.32E-07
1.13707747,6.32E-07
1.137275981,6.32E-07
1.137474492,6.32E-07
1.137673003,6.32E-07
1.137871514,6.32E-07
1.138070025,6.32E-07
1.138268535,6.32E-07
1.138467046,6.32E-07
1.138665557,6.32E-07
1.138864068,6.32E-07
1.139062579,6.32E-07
1.13926109,6.32E-07
1.139459601,6.32E-07
1.139658112,6.32E-07
1.139854224,6.32E-07
1.140052735,6.32E-07
1.140253644,6.32E-07
1.140452155,6.32E-07
1.140650666,6.32E-07
1.140848141,6.32E-07
1.141046652,6.32E-07
1.141246199,6.32E-07
1.14144471,6.32E-07
1.141643221,6.32E-07
1.141842059,6.32E-07
1.14204057,6.32E-07
1.142238754,6.32E-07
1.142437264,6.32E-07
1.142635775,6.32E-07
1.142835977,6.32E-07
1.143034487,6.32E-07
1.143231308,6.32E-07
1.143429819,6.32E-07
1.14362833,6.32E-07
1.143828675,6.32E-07
1.144027186,6.32E-07
1.144223863,6.32E-07
1.144422373,6.32E-07
1.144620884,6.32E-07
1.144819395,6.32E-07
1.145017906,6.32E-07
1.145216417,6.32E-07
1.145414928,6.32E-07
1.145613439,6.32E-07
1.14581195,6.32E-07
1.146010461,6.32E-07
1.146208972,6.32E-07
1.146407482,6.32E-07
1.146605993,6.32E-07
1.146804504,6.32E-07
1.147003015,6.32E-07
1.147201526,6.32E-07
1.147400037,6.32E-07
1.147598548,6.32E-07
1.147797059,6.32E-07
1.14799557,6.32E-07
1.148194081,6.32E-07
1.148392591,6.32E-07
1.148591102,6.32E-07
1.148789613,6.32E-07
1.148988124,6.32E-07
1.149186635,6.32E-07
1.149383023,6.32E-07
1.149581534,6.32E-07
1.149782168,6.32E-07
1.149980679,6.32E-07
1.15017919,6.32E-07
1.150375532,6.32E-07
1.150574043,6.32E-07
1.150774722,6.32E-07
1.150973233,6.32E-07
1.151171744,6.32E-07
1.151369449,6.32E-07
1.15156796,6.32E-07
1.151767277,6.32E-07
1.151965788,6.32E-07
1.152164299,6.32E-07
1.152363367,6.32E-07
1.152561878,6.32E-07
1.152759831,6.32E-07
1.152958342,6.32E-07
1.153156853,6.32E-07
1.153357285,6.32E-07
1.153555795,6.32E-07
1.153752386,6.32E-07
1.153950897,6.32E-07
1.154149408,6.32E-07
1.222236674,6.32E-07
1.222437158,6.32E-07
1.220452049,6.32E-07
1.22065056,6.32E-07
1.222038163,6.32E-07
1.224223199,6.32E-07
1.222635669,6.32E-07
1.220253538,6.32E-07
1.220849071,6.32E-07
1.221841625,6.32E-07
1.224024688,6.32E-07
1.22283418,6.32E-07
1.220055027,6.32E-07
1.221047582,6.32E-07
1.221643114,6.32E-07
1.223826734,6.32E-07
1.22303077,6.32E-07
1.211122036,6.32E-07
1.211320547,6.32E-07
1.217275874,6.32E-07
1.217077364,6.32E-07
1.218665451,6.32E-07
1.218863962,6.32E-07
1.221246092,6.32E-07
1.219856516,6.32E-07
1.221444603,6.32E-07
1.223628223,6.32E-07
1.223229281,6.32E-07
1.207945862,6.32E-07
1.207747351,6.32E-07
1.210923526,6.32E-07
1.211516946,6.32E-07
1.217474385,6.32E-07
1.216878853,6.32E-07
1.215689726,6.32E-07
1.215886298,6.32E-07
1.21846694,6.32E-07
1.219062473,6.32E-07
1.219658005,6.32E-07
1.223429712,6.32E-07
1.208144373,6.32E-07
1.20754884,6.32E-07
1.210725015,6.32E-07
1.211715458,6.32E-07
1.212908635,6.32E-07
1.213107146,6.32E-07
1.213901189,6.32E-07
1.2140997,6.32E-07
1.217672896,6.32E-07
1.216682326,6.32E-07
1.215491215,6.32E-07
1.216084809,6.32E-07
1.218268429,6.32E-07
1.219260983,6.32E-07
1.219459494,6.32E-07
1.20536522,6.32E-07
1.205563731,6.32E-07
1.208342884,6.32E-07
1.207350329,6.32E-07
1.21191608,6.32E-07
1.210526504,6.32E-07
1.212707973,6.32E-07
1.213305656,6.32E-07
1.213701891,6.32E-07
1.214298211,6.32E-07
1.217871407,6.32E-07
1.216483815,6.32E-07
1.215290765,6.32E-07
1.21628332,6.32E-07
1.218069918,6.32E-07
1.205168418,6.32E-07
1.205762242,6.32E-07
1.208541395,6.32E-07
1.207151818,6.32E-07
1.210327993,6.32E-07
1.212114591,6.32E-07
1.21350338,6.32E-07
1.212509462,6.32E-07
1.214497297,6.32E-07
1.215092255,6.32E-07
1.204969907,6.32E-07
1.205962598,6.32E-07
1.208739906,6.32E-07
1.206953308,6.32E-07
1.210129482,6.32E-07
1.212313102,6.32E-07
1.214695808,6.32E-07
1.214893744,6.32E-07
1.204769688,6.32E-07
1.206161109,6.32E-07
1.208938417,6.32E-07
1.206754797,6.32E-07
1.209930971,6.32E-07
1.209136927,6.32E-07
1.204571177,6.32E-07
1.206357775,6.32E-07
1.206556286,6.32E-07
1.20973246,6.32E-07
1.196035208,6.32E-07
1.195836697,6.32E-07
1.201988154,6.32E-07
1.202186665,6.32E-07
1.209335438,6.32E-07
1.204372666,6.32E-07
1.209533949,6.32E-07
1.196233719,6.32E-07
1.195639893,6.32E-07
1.201792024,6.32E-07
1.202387557,6.32E-07
1.2041745,6.32E-07
1.19643223,6.32E-07
1.195441382,6.32E-07
1.201593513,6.32E-07
1.202586068,6.32E-07
1.203975989,6.32E-07
1.199806915,6.32E-07
1.200005426,6.32E-07
1.196630741,6.32E-07
1.195241164,6.32E-07
1.202784579,6.32E-07
1.201395002,6.32E-07
1.203777133,6.32E-07
1.200600959,6.32E-07
1.199608404,6.32E-07
1.200203937,6.32E-07
1.200402448,6.32E-07
1.197424784,6.32E-07
1.197623295,6.32E-07
1.199012871,6.32E-07
1.198814361,6.32E-07
1.196829252,6.32E-07
1.195042653,6.32E-07
1.202982072,6.32E-07
1.201196491,6.32E-07
1.203578622,6.32E-07
1.20079947,6.32E-07
1.199409893,6.32E-07
1.199211382,6.32E-07
1.197821806,6.32E-07
1.197226273,6.32E-07
1.19861585,6.32E-07
1.197027762,6.32E-07
1.194844143,6.32E-07
1.203180583,6.32E-07
1.20099798,6.32E-07
1.203380111,6.32E-07
1.198020317,6.32E-07
1.198417339,6.32E-07
1.194448599,6.32E-07
1.19424861,6.32E-07
1.19464711,6.32E-07
1.18988137,6.32E-07
1.198218828,6.32E-07
1.194050099,6.32E-07
1.189682859,6.32E-07
1.193057544,6.32E-07
1.193256055,6.32E-07
1.190079881,6.32E-07
1.193851588,6.32E-07
1.189484348,6.32E-07
1.1916664,6.32E-07
1.191866479,6.32E-07
1.192859034,6.32E-07
1.193454681,6.32E-07
1.193653192,6.32E-07
1.190278392,6.32E-07
1.189285837,6.32E-07
1.191467889,6.32E-07
1.19206499,6.32E-07
1.192659275,6.32E-07
1.190476903,6.32E-07
1.189087326,6.32E-07
1.191270946,6.32E-07
1.192263501,6.32E-07
1.192460764,6.32E-07
1.190675414,6.32E-07
1.188888815,6.32E-07
1.191072435,6.32E-07
1.190873924,6.32E-07
1.188690305,6.32E-07
1.188491794,6.32E-07
1.188293283,6.32E-07
1.188094772,6.32E-07
1.187896261,6.32E-07
1.18769775,6.32E-07
1.187499239,6.32E-07
1.187300728,6.32E-07
1.187102217,6.32E-07
1.186903706,6.32E-07
1.186705196,6.32E-07
1.186506685,6.32E-07
1.186308174,6.32E-07
1.186109663,6.32E-07
1.185911152,6.32E-07
1.185712641,6.32E-07
1.18551413,6.32E-07
1.185315619,6.32E-07
1.185118676,6.32E-07
1.184920166,6.32E-07
1.184720087,6.32E-07
1.184521576,6.32E-07
1.184323065,6.32E-07
1.184125802,6.32E-07
1.183927291,6.32E-07
1.183727532,6.32E-07
1.183529021,6.32E-07
1.18333051,6.32E-07
1.183131884,6.32E-07
1.182933373,6.32E-07
1.182734978,6.32E-07
1.182536467,6.32E-07
1.182337956,6.32E-07
1.182137967,6.32E-07
1.181939456,6.32E-07
1.181742423,6.32E-07
1.181543912,6.32E-07
1.181345401,6.32E-07
1.181145184,6.32E-07
1.180946673,6.32E-07
1.180749868,6.32E-07
1.180551358,6.32E-07
1.180352847,6.32E-07
1.180154336,6.32E-07
1.179955825,6.32E-07
1.179757314,6.32E-07
1.179558803,6.32E-07
1.179360292,6.32E-07
1.179161781,6.32E-07
1.17896327,6.32E-07
1.178764759,6.32E-07
1.178566249,6.32E-07
1.178367738,6.32E-07
1.178169227,6.32E-07
1.177970716,6.32E-07
1.177772205,6.32E-07
1.177573694,6.32E-07
1.177375183,6.32E-07
1.177176672,6.32E-07
1.176978161,6.32E-07
1.17677965,6.32E-07
1.17658114,6.32E-07
1.176382629,6.32E-07
1.176184118,6.32E-07
1.175985607,6.32E-07
1.175787096,6.32E-07
1.175588585,6.32E-07
1.175390074,6.32E-07
1.175191563,6.32E-07
1.174993052,6.32E-07
1.174794541,6.32E-07
1.174598411,6.32E-07
1.174399901,6.32E-07
1.174199009,6.32E-07
1.174000498,6.32E-07
1.173801987,6.32E-07
1.173604494,6.32E-07
1.173405983,6.32E-07
1.173206454,6.32E-07
1.173007943,6.32E-07
1.172809432,6.32E-07
1.172610576,6.32E-07
1.172412065,6.32E-07
