Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Wall Distance (m)
1.453505629,6.32E-07
1.453106826,6.32E-07
1.454696802,6.32E-07
1.456878533,6.32E-07
1.457871088,6.32E-07
1.46005264,6.32E-07
1.461045184,6.32E-07
1.461642795,6.32E-07
1.463033019,6.32E-07
1.464026937,6.32E-07
1.465811524,6.32E-07
1.465613013,6.32E-07
1.44953363,6.32E-07
1.453305337,6.32E-07
1.457077044,6.32E-07
1.457672577,6.32E-07
1.460251151,6.32E-07
1.461841306,6.32E-07
1.460848751,6.32E-07
1.46283386,6.32E-07
1.464225448,6.32E-07
1.465414502,6.32E-07
1.466010035,6.32E-07
1.471171318,6.32E-07
1.471369829,6.32E-07
1.469583231,6.32E-07
1.469781742,6.32E-07
1.457275555,6.32E-07
1.457474066,6.32E-07
1.460451729,6.32E-07
1.46065024,6.32E-07
1.462039102,6.32E-07
1.462635349,6.32E-07
1.464421948,6.32E-07
1.466208546,6.32E-07
1.465218019,6.32E-07
1.468193655,6.32E-07
1.468392166,6.32E-07
1.470972807,6.32E-07
1.471566492,6.32E-07
1.46938472,6.32E-07
1.469980253,6.32E-07
1.473156427,6.32E-07
1.473354938,6.32E-07
1.462237613,6.32E-07
1.462436839,6.32E-07
1.464620458,6.32E-07
1.465019508,6.32E-07
1.466407057,6.32E-07
1.467995144,6.32E-07
1.468590676,6.32E-07
1.470772367,6.32E-07
1.471765003,6.32E-07
1.469186209,6.32E-07
1.470178764,6.32E-07
1.474746756,6.32E-07
1.474548245,6.32E-07
1.472957916,6.32E-07
1.473554327,6.32E-07
1.464818969,6.32E-07
1.466605567,6.32E-07
1.468789187,6.32E-07
1.467796633,6.32E-07
1.471965362,6.32E-07
1.468987698,6.32E-07
1.470573856,6.32E-07
1.470377275,6.32E-07
1.474943025,6.32E-07
1.474347493,6.32E-07
1.473752838,6.32E-07
1.472758921,6.32E-07
1.466804078,6.32E-07
1.467598122,6.32E-07
1.472163873,6.32E-07
1.474148982,6.32E-07
1.475141536,6.32E-07
1.473950471,6.32E-07
1.47256041,6.32E-07
1.467002589,6.32E-07
1.467399611,6.32E-07
1.472362384,6.32E-07
1.475737069,6.32E-07
1.477920689,6.32E-07
1.4781192,6.32E-07
1.476531113,6.32E-07
1.476729623,6.32E-07
1.47593558,6.32E-07
1.475340047,6.32E-07
1.4672011,6.32E-07
1.475538558,6.32E-07
1.480699841,6.32E-07
1.480501331,6.32E-07
1.479508776,6.32E-07
1.479707287,6.32E-07
1.477722178,6.32E-07
1.478317711,6.32E-07
1.476332602,6.32E-07
1.476928134,6.32E-07
1.476134091,6.32E-07
1.480898352,6.32E-07
1.48030282,6.32E-07
1.479310265,6.32E-07
1.479905798,6.32E-07
1.477523667,6.32E-07
1.478516222,6.32E-07
1.477126645,6.32E-07
1.481493885,6.32E-07
1.481692396,6.32E-07
1.481095073,6.32E-07
1.480104309,6.32E-07
1.479111754,6.32E-07
1.478714732,6.32E-07
1.477325156,6.32E-07
1.482286311,6.32E-07
1.4820878,6.32E-07
1.481293584,6.32E-07
1.481890907,6.32E-07
1.478913243,6.32E-07
1.48248644,6.32E-07
1.482684951,6.32E-07
1.482883461,6.32E-07
1.483081718,6.32E-07
1.483280229,6.32E-07
1.483478994,6.32E-07
1.483677505,6.32E-07
1.483876016,6.32E-07
1.484075636,6.32E-07
1.484274146,6.32E-07
1.484471549,6.32E-07
1.48467006,6.32E-07
1.48486857,6.32E-07
1.485069553,6.32E-07
1.485268064,6.32E-07
1.485464103,6.32E-07
1.485662614,6.32E-07
1.485861125,6.32E-07
1.486059636,6.32E-07
1.486258147,6.32E-07
1.486456658,6.32E-07
1.486655169,6.32E-07
1.486853679,6.32E-07
1.48705219,6.32E-07
1.487250701,6.32E-07
1.487449212,6.32E-07
1.487647723,6.32E-07
1.487846234,6.32E-07
1.488044745,6.32E-07
1.488243256,6.32E-07
1.488441767,6.32E-07
1.488640278,6.32E-07
1.488838788,6.32E-07
1.489037299,6.32E-07
1.48923581,6.32E-07
1.489434321,6.32E-07
1.489632832,6.32E-07
1.489831343,6.32E-07
1.490029854,6.32E-07
1.490228365,6.32E-07
1.490426876,6.32E-07
1.490625387,6.32E-07
1.490823898,6.32E-07
1.491022408,6.32E-07
1.491220919,6.32E-07
1.49141943,6.32E-07
1.491616289,6.32E-07
1.4918148,6.32E-07
1.492014963,6.32E-07
1.492213474,6.32E-07
1.492411985,6.32E-07
1.492609108,6.32E-07
1.492807619,6.32E-07
1.493007517,6.32E-07
1.493206028,6.32E-07
1.493404539,6.32E-07
1.493603026,6.32E-07
1.493801537,6.32E-07
1.494000072,6.32E-07
1.494198583,6.32E-07
1.494397094,6.32E-07
1.494596944,6.32E-07
1.494795454,6.32E-07
1.494992626,6.32E-07
1.495191137,6.32E-07
1.495389648,6.32E-07
1.495589782,6.32E-07
1.495788293,6.32E-07
1.495985181,6.32E-07
1.496183692,6.32E-07
1.496382203,6.32E-07
1.496580714,6.32E-07
1.496779225,6.32E-07
1.496977735,6.32E-07
1.497176246,6.32E-07
1.497374757,6.32E-07
1.497573268,6.32E-07
1.497771779,6.32E-07
1.49797029,6.32E-07
1.498168801,6.32E-07
1.498367312,6.32E-07
1.498565823,6.32E-07
1.498764334,6.32E-07
1.498962844,6.32E-07
1.499161355,6.32E-07
1.499359866,6.32E-07
1.499558377,6.32E-07
1.499756888,6.32E-07
1.499955399,6.32E-07
1.50015391,6.32E-07
1.500352421,6.32E-07
1.500550932,6.32E-07
1.500749443,6.32E-07
1.500947954,6.32E-07
1.501146464,6.32E-07
1.501344975,6.32E-07
1.501543486,6.32E-07
1.501741997,6.32E-07
1.501940508,6.32E-07
1.502136499,6.32E-07
1.50233501,6.32E-07
1.502536041,6.32E-07
1.502734552,6.32E-07
1.502933063,6.32E-07
1.503130416,6.32E-07
1.503328927,6.32E-07
1.503528595,6.32E-07
1.503727106,6.32E-07
1.503925617,6.32E-07
1.504124334,6.32E-07
1.504322845,6.32E-07
1.50452115,6.32E-07
1.504719661,6.32E-07
1.504918172,6.32E-07
1.505118252,6.32E-07
1.505316762,6.32E-07
1.505513704,6.32E-07
1.505712215,6.32E-07
1.505910726,6.32E-07
1.506110998,6.32E-07
1.506309509,6.32E-07
1.506506259,6.32E-07
1.50670477,6.32E-07
1.506903281,6.32E-07
1.507101791,6.32E-07
1.507300302,6.32E-07
1.507498813,6.32E-07
1.507697324,6.32E-07
1.507895835,6.32E-07
1.508094346,6.32E-07
1.508292857,6.32E-07
1.508491368,6.32E-07
1.508689879,6.32E-07
1.50888839,6.32E-07
1.509086901,6.32E-07
1.509285411,6.32E-07
1.509483922,6.32E-07
1.509682433,6.32E-07
1.509880944,6.32E-07
1.510079455,6.32E-07
1.510277966,6.32E-07
1.510476477,6.32E-07
1.510674988,6.32E-07
1.510873499,6.32E-07
1.51107201,6.32E-07
1.51127052,6.32E-07
1.511469031,6.32E-07
1.511667542,6.32E-07
1.511866053,6.32E-07
1.512064564,6.32E-07
1.512263075,6.32E-07
1.512461586,6.32E-07
1.512657807,6.32E-07
1.512856318,6.32E-07
1.513057119,6.32E-07
1.513255629,6.32E-07
1.428888496,6.32E-07
1.429087007,6.32E-07
1.443977075,6.32E-07
1.429285518,6.32E-07
1.443776814,6.32E-07
1.429482366,6.32E-07
1.443578303,6.32E-07
1.429680877,6.32E-07
1.443379792,6.32E-07
1.429881051,6.32E-07
1.443182832,6.32E-07
1.430079561,6.32E-07
1.442984321,6.32E-07
1.430278072,6.32E-07
1.442784259,6.32E-07
1.430475178,6.32E-07
1.442585748,6.32E-07
1.438814041,6.32E-07
1.439012552,6.32E-07
1.430673689,6.32E-07
1.442387237,6.32E-07
1.437225954,6.32E-07
1.437424465,6.32E-07
1.43861553,6.32E-07
1.439211063,6.32E-07
1.430873605,6.32E-07
1.431072116,6.32E-07
1.442188914,6.32E-07
1.437027443,6.32E-07
1.437622976,6.32E-07
1.438417019,6.32E-07
1.439409574,6.32E-07
1.434049779,6.32E-07
1.433851269,6.32E-07
1.433455859,6.32E-07
1.433654369,6.32E-07
1.431270627,6.32E-07
1.440402128,6.32E-07
1.440600639,6.32E-07
1.441990403,6.32E-07
1.436828932,6.32E-07
1.437821487,6.32E-07
1.438218508,6.32E-07
1.439608085,6.32E-07
1.435439356,6.32E-07
1.435637867,6.32E-07
1.435240845,6.32E-07
1.435042334,6.32E-07
1.43424829,6.32E-07
1.433255736,6.32E-07
1.432263181,6.32E-07
1.432463013,6.32E-07
1.431469095,6.32E-07
1.440201079,6.32E-07
1.44079915,6.32E-07
1.441791705,6.32E-07
1.436630421,6.32E-07
1.438019998,6.32E-07
1.439806596,6.32E-07
1.43643191,6.32E-07
1.436233399,6.32E-07
1.435836378,6.32E-07
1.434843823,6.32E-07
1.434446801,6.32E-07
1.433057225,6.32E-07
1.43206467,6.32E-07
1.432661524,6.32E-07
1.431667606,6.32E-07
1.440002568,6.32E-07
1.440996486,6.32E-07
1.441593194,6.32E-07
1.436034889,6.32E-07
1.432858714,6.32E-07
1.434645312,6.32E-07
1.43186616,6.32E-07
1.441194997,6.32E-07
1.441394683,6.32E-07
1.645066868,6.32E-07
1.645265379,6.32E-07
1.640900061,6.32E-07
1.641098572,6.32E-07
1.647051978,6.32E-07
1.644868358,6.32E-07
1.64546389,6.32E-07
1.640699629,6.32E-07
1.641295161,6.32E-07
1.646853467,6.32E-07
1.644669847,6.32E-07
1.645662401,6.32E-07
1.639707074,6.32E-07
1.639907421,6.32E-07
1.640501118,6.32E-07
1.641493672,6.32E-07
1.646652921,6.32E-07
1.644471336,6.32E-07
1.645860912,6.32E-07
1.641692183,6.32E-07
1.639508563,6.32E-07
1.640105931,6.32E-07
1.640302607,6.32E-07
1.643478781,6.32E-07
1.643677292,6.32E-07
1.638317498,6.32E-07
1.638118096,6.32E-07
1.64645441,6.32E-07
1.644272825,6.32E-07
1.646059423,6.32E-07
1.642089205,6.32E-07
1.642287716,6.32E-07
1.641890694,6.32E-07
1.639310052,6.32E-07
1.64328027,6.32E-07
1.643875803,6.32E-07
1.638516009,6.32E-07
1.637919585,6.32E-07
1.646257934,6.32E-07
1.644074314,6.32E-07
1.642486227,6.32E-07
1.639112014,6.32E-07
1.643081759,6.32E-07
1.63871452,6.32E-07
1.637721965,6.32E-07
1.638913503,6.32E-07
1.642684738,6.32E-07
1.642883249,6.32E-07
1.636729411,6.32E-07
1.636925668,6.32E-07
1.637523454,6.32E-07
1.635538345,6.32E-07
1.635339834,6.32E-07
1.633553236,6.32E-07
1.633354725,6.32E-07
1.6365309,6.32E-07
1.637124179,6.32E-07
1.637324943,6.32E-07
1.635736856,6.32E-07
1.635141323,6.32E-07
1.633751747,6.32E-07
1.633156214,6.32E-07
1.630577356,6.32E-07
1.630774084,6.32E-07
1.636332389,6.32E-07
1.635935367,6.32E-07
1.634942812,6.32E-07
1.633950258,6.32E-07
1.632957703,6.32E-07
1.630378845,6.32E-07
1.630972594,6.32E-07
1.636133878,6.32E-07
1.634744302,6.32E-07
1.634148769,6.32E-07
1.632759193,6.32E-07
1.627596788,6.32E-07
1.627398277,6.32E-07
1.628788975,6.32E-07
1.628590706,6.32E-07
1.630178551,6.32E-07
1.631171105,6.32E-07
1.634545791,6.32E-07
1.63434728,6.32E-07
1.632560682,6.32E-07
1.62779642,6.32E-07
1.627200887,6.32E-07
1.628987485,6.32E-07
1.628392195,6.32E-07
1.625811311,6.32E-07
1.626009822,6.32E-07
1.62998004,6.32E-07
1.631369616,6.32E-07
1.632362171,6.32E-07
1.627994931,6.32E-07
1.627002376,6.32E-07
1.629185996,6.32E-07
1.628193442,6.32E-07
1.6256128,6.32E-07
1.626208333,6.32E-07
1.622039604,6.32E-07
1.622238115,6.32E-07
1.629781529,6.32E-07
1.631568127,6.32E-07
1.63216366,6.32E-07
1.626803865,6.32E-07
1.629386113,6.32E-07
1.625414289,6.32E-07
1.62640436,6.32E-07
1.621841093,6.32E-07
1.622436626,6.32E-07
1.624223224,6.32E-07
1.624421735,6.32E-07
1.619857629,6.32E-07
1.620056139,6.32E-07
1.629584623,6.32E-07
1.631766638,6.32E-07
1.631965149,6.32E-07
1.626602871,6.32E-07
1.625215778,6.32E-07
1.621642582,6.32E-07
1.622635137,6.32E-07
1.624024713,6.32E-07
1.624620246,6.32E-07
1.618664918,6.32E-07
1.618864805,6.32E-07
1.619657473,6.32E-07
1.620253006,6.32E-07
1.620650028,6.32E-07
1.620848538,6.32E-07
1.625017267,6.32E-07
1.624818756,6.32E-07
1.621444071,6.32E-07
1.622833647,6.32E-07
1.623826202,6.32E-07
1.618466408,6.32E-07
1.619063315,6.32E-07
1.620451517,6.32E-07
1.619458962,6.32E-07
1.621047049,6.32E-07
1.62124556,6.32E-07
1.623032158,6.32E-07
1.623627691,6.32E-07
1.618267897,6.32E-07
1.619260451,6.32E-07
1.61707548,6.32E-07
1.623230669,6.32E-07
1.62342918,6.32E-07
1.616876969,6.32E-07
1.618069398,6.32E-07
1.617275342,6.32E-07
1.616679809,6.32E-07
1.617870887,6.32E-07
1.617473853,6.32E-07
1.616481299,6.32E-07
1.617672364,6.32E-07
1.616282788,6.32E-07
1.616082647,6.32E-07
1.615884136,6.32E-07
1.615687255,6.32E-07
1.615488744,6.32E-07
1.615290233,6.32E-07
1.615091722,6.32E-07
1.614893211,6.32E-07
1.6146947,6.32E-07
1.61449619,6.32E-07
1.614297679,6.32E-07
1.614099168,6.32E-07
1.613900657,6.32E-07
1.613702146,6.32E-07
1.613503635,6.32E-07
1.613305124,6.32E-07
1.613106613,6.32E-07
1.612908102,6.32E-07
1.612709591,6.32E-07
1.612511081,6.32E-07
1.61231257,6.32E-07
1.612114059,6.32E-07
1.611915548,6.32E-07
1.611717037,6.32E-07
1.611518526,6.32E-07
1.611320015,6.32E-07
1.611121504,6.32E-07
1.610922993,6.32E-07
1.610724482,6.32E-07
1.610525972,6.32E-07
1.610327461,6.32E-07
1.61012895,6.32E-07
1.609930439,6.32E-07
1.609731928,6.32E-07
1.609535925,6.32E-07
1.609337414,6.32E-07
1.609136395,6.32E-07
1.608937884,6.32E-07
1.608739373,6.32E-07
1.608542007,6.32E-07
1.608343497,6.32E-07
1.608143841,6.32E-07
1.60794533,6.32E-07
1.607746819,6.32E-07
1.60754809,6.32E-07
1.607349579,6.32E-07
1.607151286,6.32E-07
1.606952775,6.32E-07
1.606754264,6.32E-07
1.606554172,6.32E-07
1.606355661,6.32E-07
1.606158732,6.32E-07
1.605960221,6.32E-07
1.60576171,6.32E-07
1.60556143,6.32E-07
1.605362919,6.32E-07
1.605166177,6.32E-07
1.604967666,6.32E-07
1.604769155,6.32E-07
1.604570644,6.32E-07
1.604372134,6.32E-07
1.604173623,6.32E-07
1.603975112,6.32E-07
1.603776601,6.32E-07
1.60357809,6.32E-07
1.603379579,6.32E-07
1.603181068,6.32E-07
1.602982557,6.32E-07
1.602784046,6.32E-07
1.602585535,6.32E-07
1.602387025,6.32E-07
1.602188514,6.32E-07
1.601990003,6.32E-07
1.601791492,6.32E-07
1.601592981,6.32E-07
1.60139447,6.32E-07
1.601195959,6.32E-07
1.600997448,6.32E-07
1.600798937,6.32E-07
1.600600426,6.32E-07
1.600401915,6.32E-07
1.600203405,6.32E-07
1.600004894,6.32E-07
1.599806383,6.32E-07
1.599607872,6.32E-07
1.599409361,6.32E-07
1.59921085,6.32E-07
1.599014617,6.32E-07
1.598816106,6.32E-07
1.598615317,6.32E-07
1.598416806,6.32E-07
1.598218296,6.32E-07
1.598020699,6.32E-07
1.597822189,6.32E-07
1.597622763,6.32E-07
1.597424252,6.32E-07
1.597225741,6.32E-07
1.597026782,6.32E-07
1.596828271,6.32E-07
1.596630208,6.32E-07
1.596431697,6.32E-07
1.596233187,6.32E-07
1.596032864,6.32E-07
1.595834353,6.32E-07
1.595637654,6.32E-07
1.595439143,6.32E-07
1.595240632,6.32E-07
1.595040214,6.32E-07
1.594841703,6.32E-07
1.594645099,6.32E-07
1.594446588,6.32E-07
1.594248078,6.32E-07
1.594049567,6.32E-07
1.593851056,6.32E-07
