Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: 1_cellAspectRatio
2.340028724,49.93215577
2.340276863,49.93215831
2.340525001,49.93215493
2.34077314,49.93215493
2.341021279,49.93215831
2.346976606,83.11864024
2.346728467,80.52008907
2.341271174,50.63208769
2.346480329,78.08002539
2.347224744,85.89163123
2.341519313,49.23222521
2.344247081,61.37400535
2.34449522,62.86619752
2.34623219,75.78436553
2.347472883,88.85723195
2.341765695,50.0159522
2.342510111,52.64124178
2.342758249,53.73215686
2.343998942,59.95154534
2.344743358,64.43339635
2.345984051,73.62066604
2.347721022,92.03624056
2.342013833,50.58826887
2.342261972,51.59413998
2.343006388,54.86970346
2.343750804,58.59405549
2.344991497,66.0813826
2.345735913,71.57787287
2.34796916,95.45254034
2.343257221,57.27690165
2.345239635,67.81659195
2.343505359,56.07720814
2.348217299,99.13374958
2.345487774,69.64611657
2.348465438,103.1118958
2.348713576,107.4244475
2.348959745,110.3051878
2.349207884,119.0469188
2.349457992,122.8508698
2.349706131,129.0321759
2.349954269,135.871286
2.350202408,143.4791294
2.350450547,151.9930241
2.350698685,161.58506
2.350944098,168.5703709
2.351192236,188.8442201
2.351443101,199.3583
2.35169124,216.2198727
2.351939378,236.2053436
2.352187517,247.6434622
2.352435656,247.4896066
2.352683794,246.2714251
2.352931933,246.362785
1.948217831,49.93215662
1.949458524,49.93215493
1.94846597,49.93215578
1.947967701,50.72566954
1.949210386,49.93215493
1.948714108,49.93215662
1.947719562,49.1386435
1.948962247,49.93215831
1.945736445,49.93215755
1.945984583,49.93215654
1.947473415,49.93215831
1.927126048,49.93215662
1.926877909,49.93215662
1.944247613,49.93215662
1.943999474,49.93215663
1.945488306,49.93215493
1.946232722,49.93215662
1.947225276,49.93215493
1.92315583,49.93215662
1.922907691,49.93215662
1.926630497,49.64252959
1.927374186,49.93215493
1.9248928,49.93215662
1.925140939,49.93215662
1.944495752,49.93215578
1.943751336,49.93215577
1.945240167,49.93215493
1.946480861,49.93215577
1.946728999,49.93215662
1.946977138,49.93215662
1.923403968,49.93215662
1.922656712,51.06388276
1.930103711,49.93215493
1.929855573,49.93215831
1.926382359,50.22178373
1.927622325,49.93215831
1.924642662,50.72863012
1.925389077,49.93215662
1.942017023,50.99108262
1.942265162,48.87323093
1.94474389,49.93215662
1.943503197,49.93215831
1.944992029,49.93215831
1.923652107,49.93215662
1.922408573,48.8004318
1.922163275,49.93215493
1.921915136,49.93215831
1.932585097,49.9321562
1.932833236,49.93215662
1.930354084,50.8224036
