Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: 1_cellAspectRatio
1.51345414,40.04629393
1.513651724,39.67702533
1.513850235,40.41556281
1.514049673,40.04629436
1.514248184,40.04629351
1.514446695,40.04629478
1.514645642,40.22006754
1.514844153,39.87252123
1.515042228,40.04629351
1.515240738,40.04629436
1.515439249,40.04629393
1.51563956,40.76311033
1.51583807,39.32947858
1.516034782,40.04629436
1.516233293,40.04629351
1.516431804,40.04629478
1.517225847,40.04629393
1.516632215,40.80323164
1.517027337,40.04629393
1.517424358,40.04629393
1.516830726,39.28935823
1.517622869,40.04629414
1.51782138,40.04629372
1.520005,40.04629478
1.519806489,40.04629372
1.518019891,40.04629478
1.519607978,40.04629414
1.520203511,40.04629309
1.518218402,40.04629309
1.519409467,40.04629393
1.520402022,40.04629562
1.521990109,40.04629478
1.522186563,39.2268152
1.518416913,40.04629478
1.519210957,40.04629393
1.520600533,40.0462933
1.521791598,40.04629393
1.522385074,40.86577487
1.518615424,40.04629415
1.519012446,40.04629393
1.520799044,40.04629457
1.535886769,39.68909231
1.536084383,40.04629478
1.521593087,40.04629393
1.522585642,40.04629351
1.518813935,40.04629457
1.520997555,40.04629393
1.534099274,40.04629478
1.534297785,40.04629478
1.535688258,40.40349497
1.536282894,40.04629478
1.53767247,40.04629372
1.537870981,40.04629499
1.521394576,40.04629393
1.522784153,40.04629436
1.521196066,40.04629393
1.523975218,40.04629478
1.524173032,39.76873894
1.525761816,40.04629351
1.525960327,40.04629478
1.5309231,40.04629393
1.531121611,40.04629393
1.533898934,40.77517734
1.534496296,40.04629393
1.53548885,40.04629478
1.536481405,40.04629393
1.53747396,40.04629478
1.538069492,40.04629309
1.522982664,40.04629393
1.523776707,40.04629351
1.524371543,40.32384993
1.525563305,40.04629436
1.526160868,40.85482413
1.530724589,40.04629478
1.531320122,40.04629393
1.533700423,39.31741076
1.53469434,39.86045256
1.53529034,40.04629393
1.536682176,40.94653795
1.537275449,40.04629393
1.538268003,40.04629478
1.539657579,40.04629372
1.53985609,40.04629499
1.528540969,40.04629309
1.52873948,40.04629478
1.523179115,39.22569724
1.523578196,40.04629436
1.524570751,40.04629351
1.524967773,40.04629393
1.52516695,40.31178124
1.525365461,39.78080676
1.526359378,39.2377659
1.530526078,40.04629309
1.531518632,40.04629393
1.533503741,40.04629478
1.534892851,40.23213537
1.535091829,40.04629393
1.536880686,39.14605155
1.537076938,40.04629393
1.538466514,40.04629393
1.539459069,40.04629478
1.540054601,40.04629309
1.528342458,40.04629478
1.528937991,40.04629393
1.529335013,40.04629393
1.529136502,40.04629393
1.527153431,40.85849941
1.527351942,39.23408979
1.523377626,40.86689199
1.524769262,40.04629436
1.52655586,40.04629351
1.530327567,40.04629478
1.531717143,40.04629393
1.533305231,40.04629393
1.538665025,40.04629372
1.539260558,40.04629393
1.540253112,40.04629478
1.528143947,40.04629393
1.529533523,40.04629393
1.526952882,40.04629393
1.527548414,40.04629393
1.526754371,40.04629436
1.530129056,40.04629478
1.531915654,40.04629393
1.53310672,40.04629393
1.538863536,40.04629414
1.539062047,40.04629393
1.540451623,40.04629393
1.542238221,40.04629478
1.542436732,40.04629393
1.529732034,40.04629393
1.527945436,40.04629478
1.527746925,40.04629393
1.529930545,40.04629393
1.532114165,40.04629478
1.532906291,40.81050198
1.540650134,40.04629372
1.548193548,40.04629446
1.548392059,40.04629425
1.545017374,40.04629393
1.545215648,39.95216705
1.543032265,40.04629393
1.54203971,40.04629309
1.542635243,40.04629393
1.532312676,40.04629478
1.53270778,39.28208791
1.540848645,40.04629414
1.546408077,39.59737957
1.546605461,40.04629393
1.547995037,40.04629309
1.54859057,40.04629393
1.544818863,40.04629393
1.545414159,40.14042084
1.543228996,39.33732723
1.543427507,40.75526166
1.543627797,40.04629478
1.542833754,40.04629393
1.541841199,40.04629478
1.532511187,40.04629309
1.541047156,40.04629393
1.546209566,40.49520955
1.546803972,40.04629393
1.548789081,40.04629393
1.547796526,40.04629478
1.545811417,40.04629478
1.545612906,40.04629478
1.544620352,40.04629393
1.543826308,40.04629478
1.541642688,40.04629478
1.541444178,40.04629393
1.541245667,40.04629393
1.551568234,40.04629478
1.551766744,40.04629478
1.549980146,40.04629309
1.550178657,40.04629457
1.546009928,40.04629309
1.547002483,40.04629393
1.548987592,40.04629393
1.547598016,40.04629478
1.544420242,40.68346439
1.544024819,40.04629309
1.551369723,40.0462933
1.551965255,40.04629393
1.549781635,40.04629478
1.550377168,40.04629414
1.547203484,41.03825263
