Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Wall Shear Stress: Magnitude (Pa)
2.340028724,45.52864876
2.340276863,45.69464901
2.340525001,45.87213183
2.34077314,46.06125393
2.341021279,46.2654053
2.346976606,57.68859931
2.346728467,56.90197803
2.341271174,46.48237339
2.346480329,56.15049522
2.347224744,58.5085906
2.341519313,46.74352731
2.344247081,50.71609198
2.34449522,51.2236683
2.34623219,55.43181306
2.347472883,59.3571841
2.341765695,46.98205753
2.342510111,47.90103336
2.342758249,48.23502303
2.343998942,50.24836148
2.344743358,51.73264669
2.345984051,54.74329237
2.347721022,60.23216852
2.342013833,47.28411505
2.342261972,47.5863587
2.343006388,48.595208
2.343750804,49.7987351
2.344991497,52.27806047
2.345735913,54.08445738
2.34796916,61.12921915
2.343257221,48.96964141
2.345239635,52.85180034
2.343505359,49.3886219
2.348217299,62.03645605
2.345487774,53.45365864
2.348465438,62.94190391
2.348713576,63.80913556
2.348959745,64.65177328
2.349207884,65.31845285
2.349457992,65.90769109
2.349706131,66.22719607
2.349954269,66.23646654
2.350202408,65.84352232
2.350450547,64.98186098
2.350698685,63.54275277
2.350944098,61.61264735
2.351192236,58.82260685
2.351443101,55.15481612
2.35169124,50.85091367
2.351939378,44.48903569
2.352187517,38.0494104
2.352435656,27.44060385
2.352683794,21.27097167
2.352931933,3.176565311
1.948217831,74.27812771
1.949458524,74.27587956
1.94846597,74.2782127
1.947967701,74.27766035
1.949210386,74.27690901
1.948714108,74.27803768
1.947719562,74.27723301
1.948962247,74.27764844
1.945736445,74.27096772
1.945984583,74.27150292
1.947473415,74.27642417
1.927126048,74.39950943
1.926877909,74.39765573
1.944247613,74.26918604
1.943999474,74.26939853
1.945488306,74.27051098
1.946232722,74.27219032
1.947225276,74.27566181
1.92315583,74.36693931
1.922907691,74.36563966
1.926630497,74.39563793
1.927374186,74.40120407
1.9248928,74.38010388
1.925140939,74.38239029
1.944495752,74.26915518
1.943751336,74.26975857
1.945240167,74.26996842
1.946480861,74.27301214
1.946728999,74.27393795
1.946977138,74.27483225
1.923403968,74.36837266
1.922656712,74.36475112
1.930103711,74.40873194
1.929855573,74.40903409
1.926382359,74.39359732
1.927622325,74.40283074
1.924642662,74.3779536
1.925389077,74.38464189
1.942017023,74.2771328
1.942265162,74.2754331
1.94474389,74.26928558
1.943503197,74.27029346
1.944992029,74.26953345
1.923652107,74.37000144
1.922408573,74.36384985
1.922163275,74.36350501
1.921915136,74.36331688
1.932585097,74.39187734
1.932833236,74.38916467
1.930354084,74.40819974
1.929607434,74.40911535
1.926133493,74.3914491
1.927870464,74.40424454
1.924394523,74.37569455
1.925637216,74.38696427
1.938043117,74.32041803
1.938291256,74.31697812
1.941766227,74.27881201
1.942510643,74.27414331
1.943255058,74.27102587
1.923900245,74.37187119
1.921666998,74.3634043
1.932336959,74.39450044
1.933081375,74.38635749
1.930602223,74.407482
1.929359295,74.40899618
1.925885355,74.38918904
1.928118602,74.4055371
1.924148384,74.37374846
1.939532979,74.30100114
1.939781118,74.29809009
1.937796009,74.32381934
1.938540425,74.31363791
1.940773672,74.28738602
1.941021811,74.2850618
1.941269949,74.2828201
1.942758781,74.27290984
1.941518088,74.28075258
1.94300692,74.27187241
1.921418859,74.36390932
1.93208882,74.39696814
1.933329513,74.3834939
1.930848127,74.40632664
1.929111157,74.4087145
1.928368815,74.40669635
1.935066484,74.36185869
1.935314622,74.35855417
1.93928484,74.30402314
1.940030953,74.29524141
1.938788563,74.31034369
1.93754787,74.32735148
1.940525534,74.28993435
1.940279091,74.29250438
1.921170721,74.36466511
1.931840682,74.39929586
1.933577652,74.38053069
1.931096266,74.40494548
1.928863018,74.40820965
1.928616953,74.40753841
1.934818345,74.36507645
1.935562761,74.35520379
1.939036702,74.30717677
1.937299731,74.33084679
1.920922582,74.3657942
1.931592543,74.40136296
1.933824496,74.37758094
1.931344404,74.40328673
1.934570206,74.36831094
1.9358109,74.35183669
1.936803454,74.33789614
1.936555315,74.34145542
1.937051593,74.33436614
1.920674443,74.36730452
1.934069878,74.37454037
1.934319312,74.37140083
1.936056782,74.34842539
1.936304921,74.34491059
1.920426305,74.3690638
1.920178166,74.37140319
1.919930027,74.37403141
1.919681889,74.37709988
1.91943375,74.38044925
1.919185612,74.38429059
1.918937473,74.38823589
1.918689334,74.39266992
1.918441196,74.39727171
1.918193057,74.40204983
1.917944918,74.40707812
1.91769678,74.4121661
1.917448641,74.41748314
1.917200503,74.42288747
1.916955497,74.42853011
1.916707359,74.43406749
1.916456087,74.43987893
1.916207948,74.44564332
1.915959809,74.4512938
1.915711671,74.45689273
1.915463532,74.46242532
1.915215394,74.46782501
1.914969739,74.47310856
1.9147216,74.47806958
1.914470978,74.48302313
1.914222839,74.48768566
1.9139747,74.49213558
1.913726562,74.49642789
1.913478423,74.50048886
1.913230284,74.50431865
1.912981904,74.5079735
1.912733765,74.51148921
1.912485869,74.51482765
1.91223773,74.51800065
1.911989591,74.52100409
1.911741453,74.52394556
1.911493314,74.52665894
1.911245175,74.52939772
1.910994069,74.53169645
1.91074593,74.5340747
1.91050076,74.53603894
1.910252621,74.53793638
1.910004482,74.53959061
1.909756344,74.54099999
1.909508205,74.54214086
1.909260066,74.54305233
1.90900987,74.5436868
1.908761731,74.54419814
1.908515651,74.54444472
1.908267512,74.54466011
1.908019373,74.54468022
1.907771235,74.54463493
1.907523096,74.54456364
1.907274957,74.54449752
1.907026819,74.54452441
1.90677868,74.54454354
1.906530542,74.54483776
1.906282403,74.54498372
1.906034264,74.54537163
1.905786126,74.54580108
1.905537987,74.5463783
1.905292371,74.54714107
1.905044232,74.54808017
1.904793571,74.54920199
1.904545433,74.55061512
1.904297294,74.55210865
1.904049155,74.55395648
1.903801017,74.55597989
1.903552878,74.55815307
1.903307288,74.56058852
1.903059149,74.56308461
1.902808462,74.56578186
1.902560323,74.56863143
1.902312185,74.57149644
1.902064046,74.57451417
1.901815908,74.57756775
1.901567769,74.58063113
1.901321145,74.58368621
1.901073006,74.58663644
1.900823353,74.58960484
1.900575214,74.59239987
1.900327076,74.59504325
