Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Wall Shear Stress: Magnitude (Pa)
1.434694952,77.26396375
1.435191229,77.26194858
1.435687506,77.26106793
1.436183784,77.26101172
1.436680061,77.26215838
1.437176338,77.26428533
1.437672615,77.26770745
1.438168893,77.27232493
1.43866517,77.27809662
1.439161447,77.28494772
1.439657724,77.29280921
1.440154002,77.30152106
1.440650279,77.31083093
1.441141824,77.32016959
1.441638102,77.32966778
1.442139111,77.33827919
1.442635388,77.34574487
1.443131665,77.35182353
1.443627942,77.35633612
1.44412422,77.35969806
1.444620497,77.36087088
1.445114351,77.36108711
1.445610629,77.35980835
1.446109329,77.35731543
1.446605606,77.35342339
1.447101883,77.34828895
1.44759816,77.34204064
1.448094438,77.33482802
1.448590715,77.32673599
1.449090022,77.31768866
1.453062308,77.22562271
1.453558584,77.21263194
1.449586298,77.30824572
1.452560933,77.23896484
1.454049765,77.19894399
1.457032474,77.11236638
1.45752875,77.09707343
1.450079547,77.29789089
1.452064656,77.25159671
1.454546042,77.18520248
1.456531151,77.12788591
1.458019983,77.08083775
1.455042319,77.17121854
1.450575824,77.28708427
1.451568378,77.26387924
1.456034874,77.14259996
1.45851626,77.0641208
1.455538597,77.15703037
1.451072101,77.27571979
1.459012537,77.04686625
1.460005092,77.01142158
1.459508815,77.02921465
1.460501369,76.9936611
1.460997646,76.97624203
1.461493924,76.95944455
1.461990201,76.94334034
1.462486478,76.92839607
1.462982755,76.91455728
1.463479033,76.90212298
1.46397531,76.89037854
1.464467471,76.87936039
1.464963749,76.86948997
1.465464142,76.86005039
1.465960419,76.85264526
1.466456696,76.84633794
1.466952973,76.84180535
1.467449251,76.83834534
1.467945528,76.83664949
1.468435867,76.83595621
1.468932146,76.83747188
1.46943436,76.83953956
1.469930637,76.84314185
1.470426914,76.84756614
1.470923191,76.85265435
1.471419469,76.858216
1.471915746,76.8640482
1.472411538,76.86994085
1.472907816,76.87586392
1.473404578,76.88162749
1.473900855,76.88728798
1.474397132,76.89280902
1.474893409,76.89805986
1.475389687,76.90299857
1.475885964,76.90770705
1.476387209,76.9124017
1.476883485,76.91668591
1.477374796,76.92050412
1.477871073,76.92399084
1.47836735,76.92752034
1.478863627,76.93030078
1.479359905,76.93219186
1.479856182,76.93201465
1.480358726,76.92963966
1.480855002,76.92542501
1.481345014,76.91866704
1.481841291,76.91033463
1.482337568,76.9003701
1.482833845,76.88916026
1.483330123,76.87690847
1.4838264,76.86383092
1.484322677,76.85013706
1.484818954,76.8360392
1.485315232,76.82182642
1.485811509,76.80774158
1.486307786,76.7941259
1.486804063,76.78121064
1.487300341,76.76918749
1.487796618,76.75816847
1.488292895,76.74798179
1.488789172,76.73869755
1.48928545,76.73012975
1.489781727,76.72225867
1.490278004,76.71487047
1.490774281,76.70790116
1.491270559,76.7012094
1.491761154,76.69455538
1.492257432,76.6876251
1.49275939,76.68062295
1.493255668,76.67397204
1.493751945,76.66806956
1.494248222,76.66288067
1.494744499,76.65837044
1.495240777,76.6547445
1.495733055,76.6516876
1.496229333,76.64994128
1.496729608,76.64857862
1.497225886,76.64842867
1.497722163,76.64896287
1.49821844,76.65046055
1.498714717,76.65273043
1.499210995,76.65589901
1.499708726,76.6598896
1.500205003,76.66444998
1.500699826,76.66965584
1.501196104,76.67521253
1.501692381,76.68086124
1.502188658,76.68597158
1.502684935,76.69042735
1.503181213,76.69486755
1.503681638,76.6983797
1.504177915,76.70116268
1.504670044,76.7020089
1.505166322,76.70170538
1.505662599,76.69972517
1.506158876,76.69619556
1.506655153,76.69104672
1.507151431,76.68426768
1.507652177,76.67545513
1.508148454,76.66561422
1.508640262,76.65359402
1.50913654,76.64024058
1.509632817,76.62527751
1.510129094,76.60893768
1.510625371,76.5914443
1.511121649,76.57302553
1.511617926,76.55387319
1.512114203,76.53419491
1.51261048,76.51419164
1.513106758,76.49408896
1.513603035,76.47397317
1.514099312,76.4540531
1.514593,76.43467509
1.515083765,76.41582923
1.515582632,76.39747072
1.516084421,76.38033105
1.516580698,76.36492338
1.517076976,76.35087886
1.517573253,76.33817724
1.51806953,76.32719257
1.518565807,76.31716416
1.519057571,76.3085693
1.51955385,76.30067521
1.520054639,76.29427742
1.520550916,76.28943173
1.521047194,76.28578243
1.521543471,76.28331731
1.522039748,76.28179141
1.522536025,76.28160411
1.523030243,76.28231139
1.52352652,76.28468399
1.524024857,76.28803537
1.524521134,76.29267453
1.525017412,76.29828382
1.525513689,76.30463703
1.526009966,76.31139522
1.526506243,76.31827812
1.527005914,76.32534376
1.52750219,76.33188118
1.527995075,76.33863735
1.528491352,76.34522042
1.52898763,76.35190625
1.529483907,76.35872313
1.529980184,76.36580882
1.530476461,76.37314073
1.530978055,76.38123273
1.531474331,76.38919595
1.531965293,76.39798118
1.53246157,76.40697048
1.532957848,76.41611072
1.533454125,76.42500957
1.533950402,76.43337715
1.534446679,76.44096542
1.534942957,76.44758149
1.535439234,76.45300594
1.535935511,76.45702441
1.634198407,75.78937157
1.63370213,75.7926468
1.633205853,75.79578758
1.632715269,75.79902309
1.632218993,75.80228234
1.631717021,75.80596748
1.631220744,75.80984338
1.630724466,75.81400198
1.630228189,75.81852472
1.629731912,75.8233622
1.621295199,75.90187241
1.621791476,75.90120152
1.615836149,75.82200989
1.615339872,75.80732351
1.625761694,75.86985283
1.626257971,75.86386976
1.629235635,75.82854922
1.62079507,75.90147631
1.622287753,75.89965685
1.616332426,75.83580986
1.614843594,75.79191365
1.625265417,75.87562408
1.626754248,75.85777462
1.6287396,75.83402015
1.620298792,75.89990449
1.62278403,75.89730963
1.616828703,75.84858939
1.614347317,75.77580938
1.627250526,75.85164985
1.62476393,75.88102259
1.628243322,75.83970991
1.619806367,75.89706496
1.623280308,75.89421569
1.617324981,75.86024795
1.61385104,75.75924977
1.627746803,75.84561574
1.624267652,75.88609465
1.623776585,75.89041802
1.61931009,75.89288375
1.617821258,75.87063101
1.613354763,75.74239747
1.618813812,75.88708478
1.618317535,75.87966677
1.612858485,75.72558414
1.612362208,75.70905924
1.611865931,75.69306608
1.611369654,75.67779434
1.610873376,75.66343175
1.610377099,75.65014847
1.609880822,75.63829898
1.609390079,75.62762704
1.608893803,75.61985794
1.60839199,75.61327155
1.607895713,75.60992312
1.607399436,75.60895572
1.606903158,75.61129832
1.606406881,75.61588546
1.605910604,75.6243691
1.605418082,75.63450234
1.604921806,75.64710998
1.604421772,75.66035546
1.603925495,75.67338347
1.603429218,75.68908448
1.60293294,75.70597786
1.602436663,75.72466684
1.601940386,75.74472698
1.601442412,75.76549849
1.600946135,75.78668077
1.600451554,75.80750285
1.599955277,75.82829162
1.599458999,75.84883354
1.598962722,75.86899246
1.598466445,75.88877385
1.597970168,75.90826332
1.597469597,75.9273593
1.596973319,75.94678305
1.596481336,75.96535929
1.595985059,75.98438803
1.595488781,76.00328285
1.594992504,76.02197099
1.594496227,76.04020337
1.59399995,76.05787431
1.593498316,76.07447021
1.592999521,76.09054019
1.592508601,76.10459961
1.592014841,76.11709913
1.591518563,76.12784546
1.591022286,76.13633847
1.590526009,76.14237816
1.590029732,76.1458953
1.589533454,76.14653902
1.589037177,76.14479469
1.5885409,76.13852494
1.588044623,76.13007508
1.587548345,76.11825546
1.587052068,76.10425113
1.586555791,76.08822276
1.586064115,76.06931281
1.585567839,76.04816057
1.585066959,76.02471263
1.584570682,76.0002075
1.584074405,75.97472817
1.583578127,75.94878674
1.58308185,75.92241024
1.582585573,75.89605209
1.582093662,75.86975806
1.581597386,75.84492879
1.581096741,75.81996149
1.580600464,75.79729787
1.580104187,75.77658022
1.579607909,75.75823824
1.579111632,75.7424938
1.578615355,75.72935984
1.578120895,75.71864149
1.577624618,75.71132339
1.577126523,75.70579665
1.576630246,75.70297637
1.576133969,75.70196774
1.575637691,75.70307953
1.575141414,75.70596944
1.574645137,75.71018787
1.574145225,75.71668055
1.573648947,75.72371016
1.573156305,75.73212279
1.572660028,75.7409336
1.572163751,75.75022195
1.571667473,75.75960548
1.571171196,75.76839432
1.570674919,75.77791977
1.57017318,75.78806564
1.569676902,75.79900754
1.569186087,75.81080326
1.56868981,75.82375862
1.568193533,75.83769078
1.567697255,75.85276267
1.567200978,75.86858873
1.566704701,75.88516714
1.566208424,75.90211348
1.565712146,75.91929434
1.565215869,75.93660166
1.564719592,75.95393252
1.564223315,75.97117755
1.563727037,75.98824796
1.56323076,76.00512226
1.562734483,76.02177582
1.562238206,76.03826259
1.561741928,76.05460975
1.561245651,76.07083369
1.560749374,76.08696946
1.560253097,76.10298181
1.559756819,76.11888387
1.559260542,76.13460436
1.55876816,76.15028489
1.558271883,76.16537757
1.55777171,76.18080877
1.557275433,76.19556446
1.556779156,76.21001757
1.556282879,76.2240642
1.555786601,76.2377344
1.555290324,76.25092327
1.554799377,76.26388785
1.554303101,76.27587604
1.553801492,76.28800386
1.553305215,76.29913549
1.552808938,76.30960738
1.552312661,76.31927079
1.551816383,76.32808662
1.551320106,76.33604633
1.550823708,76.34320957
1.55032743,76.34973703
1.549831274,76.35570161
1.549334997,76.36127409
1.54883872,76.36654871
1.548342443,76.37168692
1.547846165,76.37677271
1.547349888,76.38187491
1.546848038,76.38684375
1.54635176,76.39187587
1.545861056,76.39647449
1.545364779,76.4009891
1.544868502,76.40525515
1.544372225,76.40930084
1.543875947,76.4131722
1.54337967,76.41697678
1.54287941,76.42074643
