Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Position[Y] (m)
1.785438891,0.21922433
1.79114608,0.219925085
1.791394218,0.219955552
1.795859926,0.220503872
1.795116298,0.220412566
1.797101407,0.220656307
1.797847761,0.220747948
1.798590239,0.220839113
1.781220535,0.218706381
1.78196495,0.218797784
1.788170739,0.219559759
1.786927723,0.219407136
1.785935168,0.219285265
1.785190753,0.219193863
1.790897941,0.219894617
1.791641111,0.219985867
1.796108065,0.22053434
1.794868159,0.220382099
1.796853268,0.22062584
1.7980959,0.220778416
1.7983421,0.220808645
1.789160971,0.219681344
1.789409109,0.219711812
1.783701921,0.219011057
1.783950059,0.219041525
1.782709366,0.218889187
1.782957505,0.218919654
1.780972396,0.218675914
1.782211332,0.218828036
1.779483564,0.218493108
1.779235426,0.21846264
1.788418878,0.219590227
1.786679584,0.219376668
1.786185527,0.219316006
1.784942614,0.219163395
1.791886597,0.220016009
1.790649802,0.21986415
1.796356991,0.220564904
1.79462002,0.220351631
1.796605129,0.220595372
1.788912832,0.219650877
1.789657248,0.219742279
1.783453782,0.21898059
1.784199167,0.219072111
1.783205644,0.218950122
1.782459471,0.218858503
1.780724257,0.218645446
1.779731703,0.218523576
1.778987287,0.218432173
1.788664693,0.219620409
1.786433666,0.219346473
1.784694475,0.219132928
1.793379327,0.220199293
1.793627466,0.220229761
1.792135982,0.22004663
1.790401664,0.219833682
1.794371882,0.220321164
1.789905387,0.219772747
1.784447306,0.219102579
1.780473424,0.218614648
1.779979841,0.218554043
1.778739148,0.218401705
1.793131189,0.220168826
1.793873494,0.220259969
1.792386773,0.220077423
1.790153525,0.219803215
1.794121633,0.220290437
1.776754039,0.218157965
1.777002178,0.218188432
1.780225285,0.21858418
1.77849101,0.218371238
1.79288305,0.220138358
1.792634911,0.22010789
1.776505901,0.218127497
1.777250317,0.2182189
1.778242871,0.21834077
1.776257762,0.218097029
1.777498455,0.218249367
1.777994732,0.218310303
1.776009623,0.218066562
1.777746594,0.218279835
1.775265208,0.217975159
1.775761485,0.218036094
1.775513346,0.218005627
1.775017069,0.217944691
1.7747709,0.217914466
1.774522761,0.217883998
1.774272653,0.217853289
1.774024514,0.217822821
1.773776376,0.217792353
1.773528237,0.217761886
1.773280098,0.217731418
1.77303196,0.217700951
1.772786547,0.217670818
1.772538409,0.21764035
1.772287544,0.217609548
1.772039405,0.21757908
1.771791267,0.217548613
1.771543128,0.217518145
1.771294989,0.217487678
1.771046851,0.21745721
1.770798712,0.217426742
1.770550574,0.217396275
1.770302435,0.217365807
1.770054296,0.21733534
1.769806158,0.217304872
1.769558019,0.217274404
1.76930988,0.217243937
1.769061742,0.217213469
1.768810877,0.217182667
1.768562738,0.217152199
1.768317326,0.217122066
1.768069187,0.217091599
1.767821049,0.217061131
1.76757291,0.217030664
1.767324771,0.217000196
1.767076633,0.216969728
1.766826525,0.216939019
1.766578386,0.216908551
1.766332217,0.216878326
1.766084078,0.216847858
1.76583594,0.21681739
1.765587801,0.216786923
1.765339662,0.216756455
1.765091524,0.216725988
1.764843385,0.21669552
1.764595247,0.216665053
1.764347108,0.216634585
1.764098969,0.216604117
1.763850831,0.21657365
1.763602692,0.216543182
1.763354553,0.216512715
1.763106415,0.216482247
1.762858276,0.216451779
1.762610138,0.216421312
1.762361999,0.216390844
1.76211386,0.216360377
1.761865722,0.216329909
1.761617583,0.216299441
1.761369444,0.216268974
1.761124,0.216238837
1.760875862,0.216208369
1.760625028,0.216177571
1.76037689,0.216147103
1.760128751,0.216116636
1.759880613,0.216086168
1.759632474,0.216055701
1.759384335,0.216025233
1.759137953,0.215994981
1.758889815,0.215964514
1.758639919,0.21593383
1.758391781,0.215903363
1.758143642,0.215872895
1.757895504,0.215842428
1.757647365,0.21581196
1.757399226,0.215781492
1.757150118,0.215750906
1.75690198,0.215720438
1.75665481,0.21569009
1.756406672,0.215659622
1.756158533,0.215629154
1.755910395,0.215598687
1.755662256,0.215568219
1.755414117,0.215537752
1.755163759,0.215507011
1.75491562,0.215476544
1.754669701,0.215446349
1.754421563,0.215415881
1.754173424,0.215385414
1.753925286,0.215354946
1.753677147,0.215324478
1.753429008,0.215294011
1.75317814,0.215263208
1.752928718,0.215232583
1.75268331,0.215202451
1.752436454,0.21517214
1.752188315,0.215141673
1.751940177,0.215111205
1.751692038,0.215080738
1.751443899,0.21505027
1.751195761,0.215019803
1.750947622,0.214989335
1.750699483,0.214958867
1.750451345,0.2149284
1.750203206,0.214897932
1.749955067,0.214867465
1.749706929,0.214836997
1.749461047,0.214806806
1.749212908,0.214776339
1.748962513,0.214745594
1.748714374,0.214715127
1.748466236,0.214684659
1.748218097,0.214654191
1.747969958,0.214623724
1.74772182,0.214593256
1.747475792,0.214563048
1.747227653,0.21453258
1.746977404,0.214501853
1.746729265,0.214471386
1.746481127,0.214440918
1.746232988,0.214410451
1.745984849,0.214379983
1.745736711,0.214349515
1.74548936,0.214319145
1.745241221,0.214288677
1.744992295,0.214258113
1.744744156,0.214227645
1.744496018,0.214197178
1.744247879,0.21416671
1.74399974,0.214136242
1.743751602,0.214105775
1.743501525,0.214075069
1.743253386,0.214044602
1.743007186,0.214014372
1.742759047,0.213983904
1.742510909,0.213953437
1.74226277,0.213922969
1.742014631,0.213892502
1.741766493,0.213862034
1.74151555,0.213831222
1.741267411,0.213800755
1.741022077,0.213770631
1.740773938,0.213740164
1.7405258,0.213709696
1.740277661,0.213679228
1.740029522,0.213648761
1.739781384,0.213618293
1.739533245,0.213587826
1.739285106,0.213557358
1.739036968,0.21352689
1.738788829,0.213496423
1.738540691,0.213465955
1.738292552,0.213435488
1.738044413,0.21340502
1.737796275,0.213374553
1.737548136,0.213344085
1.737299997,0.213313617
1.737051859,0.21328315
1.73680372,0.213252682
1.736555582,0.213222215
1.736307443,0.213191747
1.736059304,0.213161279
1.735814335,0.213131201
1.735566197,0.213100733
1.735314888,0.213069877
1.73506675,0.213039409
1.734818611,0.213008941
1.734570473,0.212978474
1.734322334,0.212948006
1.734074195,0.212917539
1.733828601,0.212887383
1.733580463,0.212856916
1.733329779,0.212826136
1.733081641,0.212795668
1.732833502,0.212765201
1.732585364,0.212734733
1.732337225,0.212704265
2.270053631,0.278727538
2.27030177,0.278758006
2.270549908,0.278788474
2.270798047,0.278818941
2.271044084,0.278849151
2.274768265,0.279306423
2.27501604,0.279336846
2.272535017,0.279032214
2.272783156,0.279062682
2.271292222,0.278879618
2.274520126,0.279275955
2.275264179,0.279367313
2.272286879,0.279001747
2.273028205,0.27909277
2.271542463,0.278910344
2.274271988,0.279245487
2.275512681,0.279397825
2.27203874,0.278971279
2.273276344,0.279123238
2.271790602,0.278940811
2.277003875,0.279580921
2.276753374,0.279550163
2.274023849,0.27921502
2.27576082,0.279428293
2.273527572,0.279154085
2.277252014,0.279611389
2.276505236,0.279519696
2.273775711,0.279184552
2.276008958,0.279458761
2.27749779,0.279641566
2.276257097,0.279489228
2.281219869,0.28009858
2.281468008,0.280129048
2.277745929,0.279672034
2.280971731,0.280068112
2.281716147,0.280159515
2.278738483,0.279793904
2.278989682,0.279824747
2.277994067,0.279702501
2.280723592,0.280037645
2.281964285,0.280189983
2.278490345,0.279763436
2.27923782,0.279855215
2.278242206,0.279732969
2.280475454,0.280007177
2.282212424,0.28022045
2.283949394,0.280433724
2.284197533,0.280464191
2.279482899,0.279885307
2.280227315,0.27997671
2.282460563,0.280250918
2.283701256,0.280403256
2.284445672,0.280494659
2.279731038,0.279915774
2.279979176,0.279946242
2.282708701,0.280281386
2.283453117,0.280372788
2.284690896,0.280524769
2.28295684,0.280311853
2.283204978,0.280342321
2.284939035,0.280555236
2.285190087,0.280586061
2.285438226,0.280616529
2.286430781,0.280738399
2.286676799,0.280768607
2.285686365,0.280646997
2.288167751,0.280951673
2.286182642,0.280707932
2.287919612,0.280921205
2.286924938,0.280799074
2.289160306,0.281073543
2.289408444,0.281104011
2.285934503,0.280677464
2.28841589,0.28098214
2.287671474,0.280890737
2.287175197,0.280829802
2.291145415,0.281317284
2.288912773,0.28104315
2.289656583,0.281134478
2.288664634,0.281012682
2.287423335,0.28086027
2.290899277,0.281287062
2.291393553,0.281347751
2.289904721,0.281164946
2.290651138,0.281256594
2.291641692,0.281378219
2.29015286,0.281195413
2.290400999,0.281225881
2.29188983,0.281408686
2.292137969,0.281439154
2.292386108,0.281469622
2.292636437,0.281500358
2.292884575,0.281530826
2.293130524,0.281561024
2.293378662,0.281591492
2.293626801,0.28162196
2.293874939,0.281652427
2.294123078,0.281682895
2.294371217,0.281713362
2.294619355,0.28174383
2.294867494,0.281774298
2.295115633,0.281804765
2.295363771,0.281835233
2.29561191,0.2818657
2.295860048,0.281896168
2.296108187,0.281926636
2.296356326,0.281957103
2.296604464,0.281987571
2.296852603,0.282018038
2.297100742,0.282048506
2.29734888,0.282078974
2.297597019,0.282109441
2.297845157,0.282139909
2.298093296,0.282170376
2.298339105,0.282200558
2.298587244,0.282231025
2.298837712,0.282261779
2.299085851,0.282292247
2.299333989,0.282322714
2.299582128,0.282353182
2.299830267,0.282383649
2.300078405,0.282414117
2.300325393,0.282444443
2.300573531,0.282474911
2.300822821,0.28250552
2.30107096,0.282535987
2.301319098,0.282566455
2.301567237,0.282596923
2.301815376,0.28262739
2.302063514,0.282657858
2.302313228,0.282688519
2.302561366,0.282718986
2.30280793,0.282749261
2.303056069,0.282779728
2.303304207,0.282810196
2.303552346,0.282840663
2.303800485,0.282871131
2.304048623,0.282901598
2.304299347,0.282932383
2.304547485,0.282962851
2.304793039,0.282993001
2.305041178,0.283023469
2.305289316,0.283053936
2.305537455,0.283084404
2.305785594,0.283114872
2.306033732,0.283145339
2.306284416,0.283176119
2.306532554,0.283206587
2.306778148,0.283236742
2.307026287,0.28326721
2.307274425,0.283297677
2.307522564,0.283328145
2.307770703,0.283358612
2.308018841,0.28338908
2.30826698,0.283419548
2.308515118,0.283450015
2.308763257,0.283480483
2.309011396,0.28351095
2.309259534,0.283541418
2.309507673,0.283571886
2.309755812,0.283602353
2.310001914,0.283632571
2.310250053,0.283663038
2.310500228,0.283693756
2.310748366,0.283724223
2.310996505,0.283754691
2.311244643,0.283785159
2.311492782,0.283815626
2.311740921,0.283846094
2.311986151,0.283876204
2.31223429,0.283906672
2.312485337,0.283937497
2.312733475,0.283967964
2.312981614,0.283998432
2.313229752,0.284028899
2.313477891,0.284059367
2.31372603,0.284089835
2.313973987,0.28412028
2.314222125,0.284150747
2.314470446,0.284181237
2.314718584,0.284211705
2.314966723,0.284242173
2.315214861,0.28427264
2.315463,0.284303108
2.315711139,0.284333575
2.315961822,0.284364355
2.31620996,0.284394823
2.316455555,0.284424978
2.316703693,0.284455446
2.316951832,0.284485913
2.31719997,0.284516381
2.317448109,0.284546848
2.317696248,0.284577316
2.317947556,0.284608173
2.318195695,0.28463864
2.318440664,0.284668719
2.318688802,0.284699186
2.318936941,0.284729654
2.319185079,0.284760122
2.319433218,0.284790589
2.319681357,0.284821057
2.319929495,0.284851524
2.320177634,0.284881992
2.320425773,0.28491246
2.320673911,0.284942927
2.32092205,0.284973395
2.321170189,0.285003862
2.321418327,0.28503433
2.321666466,0.285064798
2.321914604,0.285095265
2.322162743,0.285125733
2.322410882,0.2851562
2.32265902,0.285186668
2.322907159,0.285217136
2.323155298,0.285247603
2.323403436,0.285278071
2.323648771,0.285308194
2.323896909,0.285338662
