Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Wall Y+
2.248088891,0.071947304
2.24838667,0.071946774
2.248684449,0.071946319
2.248982228,0.071945919
2.249280007,0.071945588
2.249577786,0.071945222
2.249875565,0.071944967
2.250173345,0.071944645
2.250471124,0.071944337
2.250768903,0.071943979
2.251066682,0.0719436
2.251364461,0.071943133
2.251665152,0.071942666
2.251961531,0.071942138
2.252256398,0.071941474
2.252555577,0.071940805
2.252853356,0.071939947
2.253151135,0.071939031
2.253448914,0.071937928
2.253746693,0.07193669
2.254044472,0.071935318
2.256426704,0.071918684
2.256128925,0.071921295
2.254342251,0.071933785
2.256724483,0.071915983
2.255831146,0.071923749
2.25464003,0.071932074
2.257022262,0.071913141
2.255533367,0.071926034
2.254937809,0.071930235
2.257320041,0.071910191
2.255235588,0.071928228
2.259404495,0.071886292
2.259106716,0.071890125
2.257617821,0.071907129
2.261488948,0.071855329
2.261786727,0.07185015
2.259702274,0.071882411
2.258806476,0.071893711
2.257917986,0.071903894
2.261191169,0.071860325
2.262084506,0.071844718
2.258508643,0.071897277
2.260000053,0.071878341
2.25821571,0.071900668
2.26089339,0.071865116
2.262382285,0.071839122
2.260297832,0.071874138
2.260595611,0.071869704
2.262680064,0.071833337
2.262977843,0.071827346
2.263275622,0.071821216
2.263573401,0.071814911
2.26387118,0.071808444
2.264168959,0.071801859
2.264466432,0.071795151
2.264760895,0.07178852
2.26505898,0.071781537
2.265360076,0.071774647
2.265657855,0.071767648
2.265955634,0.071760689
2.266253413,0.071753734
2.266551192,0.071746773
2.266848971,0.071739896
2.26714675,0.071733033
2.267444529,0.07172625
2.267742308,0.071719536
2.268040087,0.071712936
2.268337866,0.071706373
2.268635645,0.071699952
2.268933424,0.071693625
2.269231203,0.071687378
2.269528982,0.071681232
2.269826761,0.071675198
2.27012454,0.071669178
2.270422319,0.071663241
2.270720869,0.071657267
2.271016356,0.071651436
2.271313365,0.071645327
2.271613435,0.071639286
2.271911214,0.071633148
2.272208994,0.071626866
2.272506773,0.071620533
2.272804552,0.071614111
2.273102331,0.071607601
2.27340011,0.071601023
2.273697889,0.071594402
2.273995668,0.071587784
2.274293447,0.071581145
2.274591226,0.071574481
2.274889005,0.071567886
2.275186784,0.071561255
2.275484563,0.071554732
2.275782342,0.071548241
2.276080121,0.071541882
2.2763779,0.071535663
2.276675679,0.07152958
2.276975307,0.071523595
2.277270359,0.071518051
2.27756629,0.071512435
2.277866795,0.071507157
2.278164574,0.071502047
2.278462353,0.071497091
2.278760132,0.071492398
2.279057911,0.071487822
2.279355691,0.071483445
2.27965347,0.071479136
2.279951249,0.071474991
2.280249028,0.071470918
2.280546807,0.071466886
2.280844586,0.071462946
2.281142365,0.071459086
2.281440144,0.071455603
2.281737923,0.071452692
2.282035702,0.071450415
2.282333481,0.071444623
2.28263126,0.071421471
2.282929039,0.071315088
2.283229745,0.070936286
2.283526142,0.069399932
2.283820995,0.066156594
2.284120155,0.059497583
2.284417934,0.04650481
2.284715713,0.027289078
2.285013492,0.023392556
2.285311271,0.039008809
2.28560905,0.047009429
2.285906829,0.052132956
2.286204608,0.055892682
2.286502388,0.058812105
2.286800167,0.061126014
2.287097946,0.062964459
2.287395725,0.064305415
2.287693504,0.065415775
2.287991283,0.066427223
2.288289062,0.067353363
2.288586841,0.068211929
2.28888462,0.068992778
2.289182399,0.069769426
2.289482576,0.070458758
2.289780319,0.071212589
2.290073251,0.071816306
2.290371067,0.072375387
2.290671294,0.073002382
2.290969073,0.073543125
2.291266852,0.074101803
2.291564631,0.074627209
2.29186241,0.075138844
2.292160189,0.075623962
2.292457968,0.076107254
2.292755747,0.076577973
2.293053526,0.077041229
2.293351305,0.077505628
2.293649084,0.077959759
2.293946864,0.078399683
2.294244643,0.078836871
2.294542422,0.079271894
2.294840201,0.079694821
2.29513798,0.080119486
2.295435759,0.080534246
2.295733538,0.080956013
2.296031025,0.081344118
2.296325501,0.081776025
2.296623573,0.082119992
2.296924654,0.082581796
2.297222433,0.082957016
2.297520212,0.083354353
2.297817991,0.083731184
2.29811577,0.084104215
2.298413549,0.084464703
2.298711328,0.084801971
2.299009107,0.08510447
2.299306886,0.08537864
2.299604665,0.085624575
2.299902444,0.085838937
2.300200223,0.086020966
2.300498002,0.086168313
2.300795781,0.086285951
2.301093561,0.086374719
2.30139134,0.086449154
2.301689119,0.086508107
2.301986898,0.08657384
2.302285462,0.086615035
2.302580963,0.08671026
2.302877957,0.086745685
2.303178014,0.086889991
2.303475793,0.087031838
2.303773572,0.087236765
2.304071351,0.087487453
2.30436913,0.087794077
2.304666909,0.0881533
2.304964688,0.08856258
2.305262467,0.089015995
2.305560246,0.089505916
2.305858025,0.090023988
2.306155804,0.09055966
2.306453583,0.091101828
2.306751362,0.091641892
2.307049141,0.092175441
2.30734692,0.09269881
2.307644699,0.093215382
2.307942478,0.093714761
2.308240257,0.094216615
2.3085399,0.094678334
2.30883497,0.095195184
2.309130887,0.095596389
2.309431374,0.096088642
2.309729153,0.096519004
2.310026932,0.096955501
2.310324711,0.097377801
2.31062249,0.09779287
2.310920269,0.098197611
2.311218048,0.098593198
2.311515827,0.09897954
2.311813606,0.099358382
2.312111385,0.099730236
2.312409164,0.100095684
2.312706943,0.100454962
2.313004722,0.100807126
2.313302501,0.101151957
2.31360028,0.101486291
2.313898059,0.101811546
2.314195838,0.102113458
2.314493617,0.102408596
2.314794338,0.102635225
2.315090754,0.102918773
2.315385591,0.103059785
2.315684734,0.103251247
2.315982513,0.103379641
2.316280292,0.103482714
2.316578071,0.103550419
2.31687585,0.103589378
2.317173629,0.103600446
2.317471408,0.103585222
2.317769187,0.103547556
2.318066966,0.103492012
2.318364745,0.103421453
2.318662524,0.103342213
2.318960303,0.10325787
2.319258082,0.103169728
2.319555861,0.103082787
2.31985364,0.102997723
2.320151419,0.102920149
2.320449198,0.102847521
2.320746977,0.102789834
2.321047167,0.102725887
2.321344928,0.102716711
2.32163786,0.10269751
2.173048573,0.072083466
2.173346352,0.072086898
2.173644131,0.072090424
2.17394191,0.072093986
2.174239689,0.072097631
2.174537468,0.072101354
2.174835247,0.072105163
2.175133026,0.072109044
2.175430805,0.072113016
2.175728584,0.072117044
2.17602709,0.07212113
2.178408596,0.072153614
2.178706375,0.072157485
2.176322536,0.072125122
2.178110817,0.072149685
2.179004154,0.072161266
2.188832309,0.072247323
2.189127205,0.07224924
2.176619588,0.072129347
2.177813038,0.072145671
2.179301933,0.07216497
2.185257514,0.072222167
2.184959735,0.072219879
2.188535966,0.072245514
2.18942642,0.07225104
2.1769197,0.072133426
2.177515259,0.072141654
2.179599712,0.072168591
2.181088607,0.072185329
2.181386386,0.07218841
2.185555293,0.072224416
2.184661956,0.072217525
2.188235304,0.072243501
2.189724199,0.072252819
2.17721748,0.072137552
2.179897491,0.072172117
2.180790828,0.072182168
2.181684165,0.072191389
2.185853072,0.072226665
2.184364176,0.072215183
2.183470839,0.07220778
2.18317306,0.072205202
2.187937525,0.072241506
2.190021978,0.072254573
2.18019527,0.072175569
2.180493049,0.072178908
2.181981944,0.072194314
2.184066397,0.072212753
2.186150851,0.072228861
2.183768618,0.072210296
2.182872501,0.072202611
2.187639746,0.072239496
2.190319757,0.072256284
2.192106432,0.072266687
2.192404211,0.072268535
2.182281528,0.072197182
2.182576526,0.072199838
2.18644863,0.072231051
2.187341967,0.072237422
2.190617536,0.072257992
2.191808653,0.072264873
2.19270199,0.072270459
2.195379425,0.072289688
2.195677295,0.0722919
2.186746409,0.072233197
2.187044188,0.072235324
2.190915315,0.072259671
2.191510873,0.07226311
2.192999769,0.072272422
2.191213094,0.072261396
2.198359791,0.072308872
2.19865757,0.072310346
2.195086492,0.072287519
2.195977559,0.072294029
2.193297548,0.072274481
2.198062012,0.072307323
2.198955349,0.072311693
2.203719814,0.072320503
2.194788804,0.072285325
2.196275338,0.072296138
2.193595327,0.072276568
2.193893106,0.072278708
2.197764233,0.072305668
2.199253129,0.072312988
2.203422035,0.072320688
2.204017593,0.072320276
2.201039803,0.072318637
2.201337246,0.072319265
2.194488664,0.072283081
2.196573117,0.072298181
2.194190885,0.072280884
2.197466454,0.07230392
2.199550908,0.072314156
2.203124256,0.072320791
2.204315372,0.072319949
2.200742024,0.072317936
2.201631681,0.072319752
2.196870896,0.072300173
2.197168675,0.07230208
2.199848687,0.072315257
2.202826477,0.072320782
2.204613151,0.07231959
2.200444245,0.072317126
2.201929796,0.072320192
2.200146466,0.072316235
2.202528698,0.072320687
2.20491093,0.072319204
2.202230919,0.072320497
2.205208709,0.072318768
2.205506488,0.072318327
2.205804267,0.072317885
2.206102046,0.072317427
2.206399826,0.072316947
2.206697605,0.072316497
2.206995384,0.07231605
2.207293163,0.072315582
2.207591683,0.072315154
2.207887143,0.07231473
2.20818418,0.072314266
2.208484279,0.07231378
2.208782058,0.072313192
2.209079837,0.072312541
2.209377616,0.072311757
2.209675395,0.072310853
2.209973174,0.072309803
2.210270953,0.072308609
2.210568732,0.072307257
2.210866511,0.072305768
2.21116429,0.072304123
2.211462069,0.072302352
2.211759848,0.07230047
2.212057627,0.072298476
2.212355406,0.0722964
2.212653185,0.072294221
2.212950964,0.072292021
2.213248743,0.072289731
2.213546522,0.072287419
2.213846121,0.072284981
2.214141137,0.072282622
2.214437097,0.072280051
2.214737639,0.072277495
2.215035418,0.072274802
2.215333197,0.072272048
2.215630976,0.072269193
2.215928755,0.072266211
2.216226534,0.072263109
2.216524313,0.072259852
2.216822092,0.072256484
2.217119871,0.072252945
2.21741765,0.072249261
2.217715429,0.072245436
2.218013208,0.072241411
2.218310987,0.072237249
2.218608766,0.072232905
2.218906545,0.072228393
2.219204324,0.072223734
2.219502103,0.072218834
2.219799882,0.072213887
2.220100559,0.072208647
2.22039692,0.07220357
2.220691802,0.072198105
2.220990999,0.072192665
2.221288778,0.072187105
2.221586557,0.072181523
2.221884336,0.072175869
2.222182115,0.072170227
2.222479894,0.072164538
2.222777673,0.072158827
2.223075452,0.072153153
2.223373231,0.072147426
2.22367101,0.072141747
2.223968789,0.07213604
2.224266568,0.072130338
2.224564347,0.072124628
2.224862126,0.072118911
2.225159905,0.072113204
2.225457684,0.072107498
2.225755463,0.072101781
2.226053242,0.072096132
2.226353395,0.072090351
2.226651101,0.072084828
2.226944034,0.072079331
2.227241886,0.072073788
2.227542137,0.072068424
2.227839916,0.072063143
2.228137695,0.072058009
2.228435475,0.072053052
2.228733254,0.07204829
2.229031033,0.072043711
2.229328812,0.07203933
2.229626591,0.07203517
2.22992437,0.072031227
2.230222149,0.072027528
2.230519928,0.072024036
2.230817707,0.072020795
2.231115486,0.072017758
2.231413265,0.07201492
2.231711044,0.072012307
2.232008823,0.072009848
2.232306602,0.072007568
2.232604381,0.072005454
2.232901839,0.072003482
