Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: 1_cellAspectRatio
2.131659623,38.75334464
2.131957274,37.53921197
2.132250207,37.55968267
2.132548113,38.79723288
2.132848402,38.16236787
2.133146181,38.16236787
2.133443961,38.16236787
2.13374174,38.16236572
2.134039519,38.16236787
2.134337298,38.16236787
2.134635077,38.16236787
2.134932856,38.16236787
2.135230635,38.16236787
2.135528414,38.16236787
2.135826193,38.1623668
2.136123972,38.16236787
2.136421751,38.16236787
2.13671953,38.16236733
2.137017309,38.16236787
2.137315088,38.16236733
2.137612867,38.16236787
2.137910646,38.16236747
2.13820806,38.07009605
2.138502468,37.40184077
2.138800612,39.01516657
2.139101762,38.16236787
2.139399541,38.16236787
2.13969732,38.16236787
2.139995099,38.16236787
2.140292878,38.16236787
2.140590657,38.16236787
2.140888437,38.16236787
2.141186216,38.16236787
2.141483995,38.1623668
2.141781774,38.16236787
2.142079553,38.1623668
2.142377332,38.16236787
2.142675111,38.16236787
2.14297289,38.16236787
2.143270669,38.16236733
2.143568448,38.16236733
2.143866227,38.16236787
2.144164006,38.1623676
2.144462498,38.34258618
2.144757929,37.38848167
2.145054996,38.75603611
2.145355122,38.16236787
2.145652901,38.16236787
2.14595068,38.16236787
2.146248459,38.16236787
2.146546238,38.16236572
2.146844017,38.16236787
2.147141796,38.16236787
2.147439575,38.16236787
2.147737354,38.16236787
2.148035134,38.16236787
2.148332913,38.1623668
2.148630692,38.16236787
2.148928471,38.16236787
2.14922625,38.16236787
2.149524029,38.16236733
2.149821808,38.16236733
2.150119587,38.16236787
2.150417366,38.1623676
2.150716935,38.61518688
2.151011915,37.00160415
2.151307904,38.87031314
2.151608482,38.16236787
2.151906261,38.16236787
2.15220404,38.16236787
2.152501819,38.16236787
2.152799598,38.16236787
2.153097377,38.16236787
2.153395156,38.16236787
2.153692935,38.16236787
2.153990714,38.16236572
2.154288493,38.16236894
2.154586272,38.1623668
2.154884051,38.16236787
2.15518183,38.16236787
2.15547961,38.16236787
2.155777389,38.16236733
2.156075168,38.16236733
2.156372947,38.16236787
2.156670726,38.1623676
2.156971373,38.88791165
2.157267698,37.06906141
2.157562609,38.53013195
2.157861842,38.16236787
2.158159621,38.16236787
2.1584574,38.16236787
2.158755179,38.16236787
2.159052958,38.16236572
2.159350737,38.16236787
2.159648516,38.16236787
2.159946295,38.16236787
2.160244074,38.16236787
2.160541853,38.16236787
2.160839632,38.1623668
2.161137411,38.16236787
2.16143519,38.16236787
2.161732969,38.16236787
2.162030748,38.16236733
2.162328527,38.16236733
2.162626307,38.16236787
2.162924086,38.1623676
2.163224214,38.7564794
2.163521883,37.54067432
2.163814816,37.55822035
2.164112704,38.79409728
2.164412981,38.16236787
2.16471076,38.16236787
2.165008539,38.16236787
2.165306318,38.16236787
2.165604097,38.16236787
2.165901876,38.16236787
2.166199655,38.16236787
2.166497434,38.16236572
2.166795213,38.16236894
2.167092992,38.1623668
2.167390771,38.16236787
2.16768855,38.16236787
2.167986329,38.16236787
2.168284108,38.16236733
2.168581887,38.16236733
2.168879666,38.16236787
2.169177445,38.1623676
2.169475224,38.1623676
2.169772653,38.07377761
2.170067074,37.40166216
2.170365204,39.01166482
2.170666341,38.16236787
2.17096412,38.16236787
2.171261899,38.16236787
2.171559678,38.16236572
2.171857457,38.16236787
2.172155236,38.16236787
2.172453015,38.16236787
2.172750794,38.16236787
2.352909537,147.8936579
2.352611758,152.7157677
2.352311556,151.039865
2.352013776,151.1358204
2.351715997,144.4311889
2.351418218,132.6551856
2.351120439,122.6601611
2.35082266,114.070699
2.350524881,106.6097959
2.350227102,100.0687477
2.349929323,94.28732101
2.349631544,89.14045474
2.349333765,84.529111
2.349035986,80.37385288
2.348738207,76.61019081
2.348440428,73.18526597
2.348142649,70.0553175
2.34784487,67.18381125
2.347547091,64.54000705
2.347249312,62.09785398
2.346950188,60.36116501
2.346655365,56.09021635
2.346358931,56.89078274
2.346058196,53.94541843
2.345760417,52.23370378
2.345462638,50.62823823
2.345164859,49.11942522
2.34486708,47.69879122
2.3445693,46.35882957
2.344271521,45.09285496
2.343973742,43.89490545
2.343675963,42.75964062
2.343378184,41.68226937
2.343080405,40.65847022
2.342782626,39.68434547
2.342484847,38.7563656
2.342187068,38.23536722
2.341889289,38.16236572
2.34159151,38.16236787
2.341293731,38.16236787
2.340995952,38.16236787
2.340695483,38.84273208
2.340399581,37.00707846
2.340104493,38.63729493
2.339804836,38.1623676
2.339507057,38.1623676
2.339209278,38.16236787
2.338911499,38.16236787
2.33861372,38.1623668
2.338315941,38.16236787
2.338018162,38.16236787
2.337720383,38.16236787
2.337422603,38.1623668
2.337124824,38.16236894
2.336827045,38.16236572
2.336529266,38.16236787
2.336231487,38.16236787
2.335933708,38.16236787
2.335635929,38.16236787
2.33533815,38.16236787
2.335040371,38.16236787
2.334742592,38.16236787
2.334442549,38.73503096
2.33414557,37.38738751
2.333850055,38.36468467
2.333551476,38.1623676
2.333253697,38.1623676
2.332955918,38.16236787
2.332658139,38.16236787
2.33236036,38.1623668
2.332062581,38.16236787
2.331764802,38.16236787
2.331467023,38.16236787
2.331169244,38.1623668
2.330871465,38.16236787
2.330573686,38.16236787
2.330275907,38.16236787
2.329978127,38.16236787
2.329680348,38.16236787
2.329382569,38.16236572
2.32908479,38.16236787
2.328787011,38.16236787
2.328489232,38.16236787
2.328188165,38.99415137
2.327890108,37.40076719
2.327595618,38.092186
2.327298116,38.1623676
2.327000337,38.1623676
2.326702558,38.16236787
2.326404779,38.16236733
2.326107,38.16236733
2.325809221,38.16236787
2.325511442,38.16236787
2.325213663,38.16236787
2.324915884,38.1623668
2.324618105,38.16236894
2.324320326,38.16236572
2.324022547,38.16236787
2.323724768,38.16236787
2.323426989,38.16236787
2.32312921,38.16236787
2.32283143,38.16236787
2.322533651,38.16236787
2.322235872,38.16236787
2.321935658,38.77842257
0.524543811,38.16236787
0.52484159,38.16236787
0.525139369,38.16236787
0.525437148,38.1623668
0.525734927,38.16236787
0.526032706,38.16236787
0.526330485,38.1623668
0.526628264,38.16236787
0.526926043,38.16236787
0.527223822,38.16236733
0.527521601,38.16236787
0.52781938,38.1623676
0.528119782,38.82544897
0.52841785,37.57283998
0.528710783,37.52604989
0.529903834,38.16236787
0.530201613,38.16236787
0.532286066,38.16236787
0.532583845,38.1623668
0.529008272,38.72513305
0.529606055,38.16236787
0.530499392,38.16236787
0.531988287,38.16236787
