Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Absolute Pressure (Pa)
1.117124096,2659.765372
1.117421875,2659.736744
1.109977399,2660.423164
1.110275178,2660.464006
1.115039642,2660.118781
1.115339809,2660.060915
1.116826317,2659.802031
1.117719654,2659.717604
1.10967784,2660.370762
1.110572957,2660.494542
1.113252968,2660.410248
1.112955189,2660.444692
1.114741863,2660.174758
1.115635534,2660.004207
1.116528538,2659.845661
1.118017433,2659.709147
1.120101886,2660.101005
1.120399665,2660.2337
1.129035257,2668.584481
1.129333036,2668.820156
1.10938137,2660.306869
1.110870736,2660.515407
1.113550747,2660.370993
1.11265741,2660.473899
1.114444084,2660.22876
1.115930926,2659.948632
1.116230759,2659.894896
1.118315212,2659.712793
1.119804107,2659.986715
1.120697444,2660.387718
1.128735489,2668.335314
1.129630815,2669.045171
1.106106271,2658.596236
1.10640405,2658.836043
1.109085371,2660.230789
1.111168515,2660.527093
1.113848526,2660.327427
1.112359631,2660.497412
1.114146305,2660.279856
1.118612991,2659.730867
1.119506328,2659.893656
1.120995223,2660.559637
1.128438346,2668.075352
1.129928594,2669.259357
1.106701829,2659.059456
1.108786283,2660.14026
1.111466294,2660.530701
1.112061852,2660.514973
1.11891077,2659.765677
1.119208549,2659.819705
1.121293002,2660.75296
1.128142556,2667.804982
1.130226373,2669.465977
1.133501943,2671.411089
1.133799722,2671.558962
1.107892946,2659.778899
1.107595166,2659.625016
1.106999608,2659.265616
1.108488504,2660.035492
1.111764073,2660.526336
1.121592721,2660.964397
1.123079677,2662.269361
1.123377456,2662.572733
1.130524153,2669.664292
1.127844141,2667.51975
1.133204164,2671.2562
1.134097501,2671.698698
1.108190725,2659.915094
1.107297387,2659.454338
1.121889791,2661.193772
1.122781897,2661.97651
1.123675235,2662.890129
1.123973014,2663.215005
1.124270793,2663.550186
1.126355246,2665.949191
1.126653025,2666.279897
1.130821932,2669.857395
1.127546362,2667.223928
1.132906385,2671.095412
1.134395527,2671.828761
1.122185631,2661.436694
1.122484118,2661.70067
1.124568572,2663.889232
1.126057467,2665.612775
1.126950804,2666.602973
1.127248583,2666.918229
1.131119711,2670.045346
1.132608606,2670.929698
1.134690515,2671.946615
1.124866351,2664.234045
1.125461909,2664.926508
1.125759688,2665.270954
1.13141749,2670.229274
1.132310827,2670.759873
1.134988048,2672.053636
1.12516413,2664.57958
1.131715269,2670.409526
1.132013048,2670.586398
1.135288617,2672.147332
1.135586396,2672.2258
1.135884175,2672.28884
1.136181954,2672.334954
1.136479733,2672.362146
1.136777512,2672.368565
1.137075291,2672.355344
1.13737307,2672.318149
1.137670849,2672.251906
1.137968629,2672.160299
1.138266408,2672.037206
1.138564187,2671.887108
1.138861966,2671.70605
1.139159745,2671.496194
1.139457524,2671.257201
1.139755303,2670.990813
1.140053082,2670.698506
1.140350861,2670.383593
1.140649964,2670.047255
1.140945977,2669.699873
1.141242432,2669.339923
1.141541977,2668.969561
1.141839756,2668.599551
1.142137535,2668.23197
1.142435314,2667.871614
1.142733093,2667.522301
1.143030872,2667.187572
1.143328651,2666.870769
