Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Absolute Pressure (Pa)
1.214347853,2636.712244
1.213851576,2637.475899
1.213355298,2638.312507
1.212859021,2639.210142
1.212362744,2640.155179
1.211862953,2641.141293
1.211366675,2642.141369
1.210873912,2643.135686
1.210377635,2644.123428
1.209881358,2645.078456
1.20938508,2645.984496
1.208888803,2646.829099
1.208392526,2647.604107
1.20789086,2648.314501
1.207394582,2648.936961
1.206903694,2649.474857
1.206407417,2649.945561
1.20591114,2650.337025
1.205414862,2650.655487
1.204918585,2650.900417
1.204422308,2651.078685
1.203926031,2651.178054
1.203429753,2651.21357
1.202933476,2651.195997
1.202437199,2651.138936
1.201940922,2651.046121
1.201444644,2650.931356
1.200948367,2650.796045
1.20045209,2650.655572
1.199955813,2650.511788
1.199459535,2650.370042
1.198963258,2650.231955
1.198466981,2650.097718
1.197970704,2649.967055
1.197474426,2649.839402
1.196978149,2649.714017
1.196485811,2649.591222
1.195989535,2649.468924
1.195489317,2649.346653
1.19499304,2649.225618
1.194496763,2649.104135
1.194000486,2648.981115
1.193504208,2648.855776
1.193007931,2648.727344
1.192517105,2648.596736
1.19202083,2648.461098
1.191519099,2648.322063
1.191022822,2648.182462
1.190526545,2648.044497
1.190030268,2647.909078
1.18953399,2647.77858
1.189037713,2647.653998
1.188541436,2647.535598
1.188045159,2647.422803
1.187548881,2647.314547
1.187052604,2647.209457
1.186556327,2647.106144
1.18606005,2647.003077
1.185563772,2646.900627
1.185067495,2646.796173
1.184565766,2646.691932
1.184069488,2646.588062
1.183578663,2646.489146
1.183082386,2646.397437
1.182586109,2646.315423
1.182089832,2646.258657
1.181593554,2646.218557
1.181097277,2646.209606
1.180597061,2646.227695
1.180100783,2646.277456
1.179608445,2646.360771
1.179112168,2646.47862
1.178615891,2646.630164
1.178119614,2646.809352
1.177623336,2647.008775
1.177127059,2647.220311
1.176630782,2647.435461
1.176134505,2647.645763
1.175638227,2647.843781
1.17514195,2648.024638
1.174645673,2648.186641
1.174149396,2648.329599
1.173653118,2648.4567
1.173156841,2648.572423
1.172660564,2648.681951
1.172164287,2648.788839
1.171668009,2648.894853
1.171171732,2649.000794
1.170675455,2649.106452
1.170179178,2649.210282
1.1696829,2649.309156
1.169192011,2649.397393
1.06695351,2645.711309
1.067454169,2645.553474
1.067950445,2645.458772
1.068442342,2645.425518
1.070427451,2645.973793
1.070923728,2646.268842
1.068938619,2645.460584
1.069931174,2645.732519
1.071420005,2646.625734
1.069434896,2645.55795
1.071916283,2647.024561
1.07241256,2647.479986
1.075886501,2651.169495
1.076382778,2651.662239
1.072908837,2647.960752
1.076879055,2652.117676
1.075390223,2650.64895
1.087304027,2651.241648
1.087797155,2651.289683
1.077375332,2652.523395
1.073405114,2648.480488
1.074893946,2650.10997
1.078367887,2653.135378
1.07787161,2652.866669
1.079856719,2653.453851
1.080352996,2653.408836
1.081841828,2652.890627
1.082338105,2652.652994
1.086807751,2651.234285
1.088293432,2651.366905
1.073901392,2649.013233
1.074397669,2649.562072
1.078859505,2653.324089
1.079355783,2653.431448
1.080849273,2653.282149
1.08134555,2653.107796
1.08283208,2652.409213
1.086308323,2651.263146
1.088789709,2651.484556
1.083328358,2652.16908
1.089285986,2651.625136
1.085812046,2651.328042
1.083826937,2651.943254
1.089782264,2651.788929
1.085315768,2651.429774
1.084323214,2651.741023
1.090278541,2651.970255
1.084819491,2651.567881
1.090779989,2652.160526
1.091276264,2652.357992
1.091767372,2652.544192
1.09226365,2652.72507
1.092759927,2652.882508
1.093256204,2653.012033
1.093752481,2653.104696
1.094248759,2653.154614
1.094750126,2653.160986
1.095246402,2653.11369
1.09573759,2653.018899
1.096233868,2652.867066
1.096730145,2652.676717
1.097226422,2652.454764
1.097722699,2652.216345
1.098218977,2651.973041
1.098715254,2651.735841
1.099211531,2651.51385
1.099707808,2651.31466
1.100204086,2651.144599
1.100700363,2651.008688
1.10119664,2650.907192
1.101692917,2650.839997
1.102185122,2650.80375
1.102681401,2650.79716
1.103181749,2650.819892
1.103678026,2650.858079
1.104174304,2650.915817
1.104670581,2650.977884
1.105166858,2651.044376
1.105663135,2651.102221
1.106153596,2651.147401
1.106649875,2651.178025
1.107151967,2651.193325
1.107648244,2651.193834
1.108144522,2651.18575
1.108640799,2651.178662
1.109137076,2651.180289
1.109633353,2651.197259
1.110129267,2651.233915
1.110625544,2651.293242
1.111122185,2651.374288
1.111618462,2651.473653
1.11211474,2651.589893
1.112611017,2651.717328
1.113107294,2651.852007
1.113603571,2651.991927
1.114104938,2652.132574
1.114601214,2652.272315
1.115092403,2652.408706
1.11558868,2652.54667
1.116084958,2652.686189
1.116581235,2652.829723
1.117077512,2652.979297
1.117573789,2653.136841
1.118076407,2653.305509
1.118572683,2653.481788
1.119062621,2653.664449
1.119558898,2653.857424
1.120055176,2654.056129
1.120551453,2654.258179
1.12104773,2654.461805
1.121544007,2654.663304
1.122040285,2654.861755
1.122536562,2655.055126
1.123032839,2655.243758
1.123529116,2655.428786
1.124025394,2655.61283
1.124521671,2655.798289
1.125017948,2655.987436
1.125514225,2656.180956
1.126010503,2656.377474
1.12650678,2656.572783
1.127003057,2656.763919
1.127499334,2656.93354
1.127995612,2657.079013
1.128491889,2657.185819
1.128988166,2657.243491
1.129478834,2657.249252
1.129975113,2657.181475
1.130476998,2657.029042
1.130973275,2656.779998
1.131469552,2656.446801
1.13196583,2656.01869
