Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Boundary Heat Flux (W/m^2)
2.116952098,32110.25671
2.116703959,32109.14811
2.116455821,32108.03074
2.116207682,32106.91796
2.115959543,32105.81847
2.115711405,32104.71553
2.115463266,32103.63639
2.115215127,32102.57363
2.114966989,32101.54246
2.11471885,32100.56491
2.114470712,32099.61203
2.114222573,32098.74501
2.113974434,32097.94125
2.113726296,32097.21893
2.113478157,32096.59706
2.113230018,32096.0563
2.11298188,32095.66217
2.112733741,32095.34754
2.112485603,32095.17585
2.112237464,32095.14726
2.111989325,32095.23087
2.111743399,32095.49865
2.111495261,32095.87415
2.111244909,32096.43631
2.110996771,32097.11498
2.110748632,32097.9929
2.110500494,32099.01653
2.110252355,32100.23359
2.110004216,32101.63261
2.109758115,32103.2012
2.109509977,32104.95559
2.1092598,32106.91345
2.109011662,32109.02568
2.108763523,32111.32515
2.108515385,32113.80319
2.108267246,32116.42717
2.108019107,32119.24095
2.107771635,32122.20753
2.107523496,32125.33075
2.107274691,32128.60761
2.107026553,32132.00249
2.106778414,32135.51897
2.106530275,32139.12742
2.106282137,32142.84644
2.106033998,32146.62696
2.1057838,32150.49113
2.105535661,32154.37775
2.105289582,32158.24467
2.105041444,32162.15038
2.104793305,32166.06425
2.104545166,32169.93503
2.104297028,32173.76944
2.104048889,32177.57133
2.103797873,32181.33039
2.103549735,32185.00748
2.103304473,32188.53922
2.103056335,32192.07144
2.102808196,32195.50527
2.102560057,32198.90234
2.102311919,32202.21411
2.10206378,32205.47222
2.101815642,32208.67091
2.101567503,32211.81169
2.101319364,32214.91495
2.101071226,32217.98256
2.100823087,32220.99938
2.100574948,32224.00077
2.10032681,32226.94947
2.100078671,32229.89851
2.099830533,32232.80934
2.099582394,32235.70124
2.099334255,32238.56615
2.099086117,32241.41978
2.098837978,32244.23134
2.098589839,32247.04572
2.098341701,32249.80001
2.098096659,32252.52865
2.09784852,32255.21943
2.097597285,32257.9103
2.097349146,32260.51112
2.097101008,32263.08777
2.096852869,32265.59059
2.09660473,32268.05159
2.096356592,32270.44099
2.096110876,32272.7279
2.095862738,32274.95713
2.095612176,32277.08871
2.095364037,32279.10825
2.095115899,32281.00904
2.09486776,32282.74155
2.094619621,32284.35255
2.094371483,32285.76522
2.094123041,32287.0314
2.093874903,32288.1175
2.093627067,32289.03678
2.093378928,32289.81792
2.09313079,32290.42812
2.092882651,32290.86754
2.092634512,32291.11436
