3 1 9412 |Heat flux|
-2.1499716e-01 7.5078662e-03 2.0468040e+00 7.7957148e+04
-2.1493188e-01 7.5055864e-03 2.0461824e+00 7.7965695e+04
-2.1486658e-01 7.5033065e-03 2.0455608e+00 7.7982859e+04
-2.1480130e-01 7.5010266e-03 2.0449393e+00 7.7981336e+04
-2.1473601e-01 7.4987467e-03 2.0443177e+00 7.7977961e+04
-2.1467073e-01 7.4964669e-03 2.0436962e+00 7.7984289e+04
-2.1460544e-01 7.4941870e-03 2.0430746e+00 7.7998508e+04
-2.1454015e-01 7.4919071e-03 2.0424531e+00 7.8009805e+04
-2.1447487e-01 7.4896272e-03 2.0418315e+00 7.8009453e+04
-2.1440957e-01 7.4873473e-03 2.0412099e+00 7.8004844e+04
-2.1434429e-01 7.4850679e-03 2.0405884e+00 7.8014141e+04
-2.1427901e-01 7.4827881e-03 2.0399668e+00 7.8028570e+04
-2.1421373e-01 7.4805082e-03 2.0393453e+00 7.8031047e+04
-2.1414843e-01 7.4782283e-03 2.0387237e+00 7.8037938e+04
-2.1408315e-01 7.4759484e-03 2.0381021e+00 7.8049102e+04
-2.1401787e-01 7.4736685e-03 2.0374806e+00 7.8049984e+04
-2.1395259e-01 7.4713887e-03 2.0368590e+00 7.8047211e+04
-2.1388729e-01 7.4691088e-03 2.0362375e+00 7.8044977e+04
-2.1382201e-01 7.4668289e-03 2.0356159e+00 7.8059023e+04
-2.1375673e-01 7.4645490e-03 2.0349944e+00 7.8076133e+04
-2.1369143e-01 7.4622692e-03 2.0343726e+00 7.8082039e+04
-2.1362615e-01 7.4599893e-03 2.0337510e+00 7.8083000e+04
-2.1356086e-01 7.4577094e-03 2.0331295e+00 7.8087344e+04
-2.1349558e-01 7.4554300e-03 2.0325079e+00 7.8091781e+04
-2.1343029e-01 7.4531501e-03 2.0318863e+00 7.8084383e+04
-2.1336500e-01 7.4508702e-03 2.0312648e+00 7.8084648e+04
-2.1329972e-01 7.4485904e-03 2.0306432e+00 7.8097828e+04
