x [m],Heat flux [MW/m^2]
3.359121084000000201e-01,5.151555220000000324e-01
3.365806042999999748e-01,5.150148387999999855e-01
3.372490704000000172e-01,5.148728503999999706e-01
3.379175663000000274e-01,5.147324517000000377e-01
3.385860324000000143e-01,5.145932416999999814e-01
3.392545283000000245e-01,5.144518041000000208e-01
3.399229944000000114e-01,5.143103870999999883e-01
3.405914903000000216e-01,5.141688953999999923e-01
3.412599564000000085e-01,5.140258275000000321e-01
3.419284523000000187e-01,5.138850587000000081e-01
3.425969182999999973e-01,5.137429090999999781e-01
3.432654142000000075e-01,5.135986663999999591e-01
3.439338802999999944e-01,5.134570984999999865e-01
3.446023762000000046e-01,5.133151687000000463e-01
3.452708721000000147e-01,5.131727823999999716e-01
3.459393382000000017e-01,5.130309951999999507e-01
3.466078341000000118e-01,5.128898978999999470e-01
3.472763001999999988e-01,5.127496294000000177e-01
3.479447961000000089e-01,5.126109435000000270e-01
3.486132621999999959e-01,5.124718426000000049e-01
3.492817581000000060e-01,5.123354031000000308e-01
3.499502241999999930e-01,5.122006180999999492e-01
3.506187201000000031e-01,5.120646022000000519e-01
3.512871860999999818e-01,5.119296694999999620e-01
3.519556819999999919e-01,5.117955310999999785e-01
3.526241480999999789e-01,5.116614794999999605e-01
3.532926439999999890e-01,5.115277470000000326e-01
3.539611100999999760e-01,5.113919530999999630e-01
3.546296059999999861e-01,5.112569972999999601e-01
3.552980720999999731e-01,5.111223168999999844e-01
3.559665679999999832e-01,5.109857272000000172e-01
3.566350638999999934e-01,5.108496971000000553e-01
3.573035299999999803e-01,5.107129735000000004e-01
3.579720258999999905e-01,5.105763451999999480e-01
3.586404919999999774e-01,5.104400866999999620e-01
3.593089878999999875e-01,5.103038305999999524e-01
3.599774539000000217e-01,5.101680804999999541e-01
3.606459497999999764e-01,5.100328794999999804e-01
3.613144159000000188e-01,5.098978574000000430e-01
3.619829117999999735e-01,5.097637004999999721e-01
3.626513779000000159e-01,5.096305849000000165e-01
3.633198738000000261e-01,5.094985504000000276e-01
3.639883399000000130e-01,5.093673173999999637e-01
3.646568358000000232e-01,5.092367027999999962e-01
3.653253019000000101e-01,5.091068828000000490e-01
3.659937978000000203e-01,5.089779434000000213e-01
3.666622639000000072e-01,5.088484362999999844e-01
3.673307598000000174e-01,5.087199866999999598e-01
3.679992557000000275e-01,5.085922730999999919e-01
