x [m],Pressure [kPa]
1.191825139999999963e-03,3.580136087999999859e+02
1.192210590999999995e-03,3.556895087999999987e+02
1.192980329999999934e-03,3.518311782000000107e+02
1.194132840999999985e-03,3.461250059000000192e+02
1.195665216000000057e-03,3.387847421999999824e+02
1.197574077999999983e-03,3.298186792000000196e+02
1.199854653999999970e-03,3.193503827999999771e+02
1.202502055000000038e-03,3.075272469000000228e+02
1.205509761000000003e-03,2.945056293999999752e+02
1.208871020999999950e-03,2.804530618000000004e+02
1.212577801000000108e-03,2.655957212999999797e+02
1.216621603999999950e-03,2.500633170000000121e+02
1.220992882999999895e-03,2.341608123000000035e+02
1.225681510000000080e-03,2.179425467000000083e+02
1.230676541999999995e-03,2.018324983999999915e+02
1.235966337999999968e-03,1.856296762999999999e+02
1.241538674000000056e-03,1.701672929000000067e+02
1.247380393999999917e-03,1.546570739000000003e+02
1.253477995999999943e-03,1.404534988000000055e+02
1.259817042999999926e-03,1.266806669000000056e+02
1.266383100000000083e-03,1.135666913999999963e+02
1.273160568000000076e-03,1.011951124999999934e+02
1.280133845000000015e-03,8.982530735999999649e+01
1.287286518999999994e-03,7.941386937000000046e+01
1.294602057999999934e-03,6.993603636000000279e+01
1.302063231999999945e-03,6.133309224999999998e+01
1.309652812999999912e-03,5.362088914000000273e+01
1.317353104000000075e-03,4.663447915999999793e+01
1.325146062000000105e-03,4.069294541000000009e+01
1.333013525999999930e-03,3.540248308000000321e+01
1.340926624999999985e-03,3.231188583000000136e+01
1.349445199999999966e-03,3.101324273999999903e+01
1.359237473999999959e-03,2.989580812000000165e+01
1.370493206000000016e-03,2.888865729000000115e+01
1.383430092000000012e-03,2.798358964999999898e+01
1.398298190999999963e-03,2.712475528999999952e+01
1.415384350999999898e-03,2.627796366000000106e+01
1.435017445999999973e-03,2.543008422000000124e+01
1.457574544000000104e-03,2.456773984000000155e+01
1.483487664000000079e-03,2.368146614999999855e+01
1.513251686000000040e-03,2.277527264000000073e+01
1.547432620999999965e-03,2.185666589999999943e+01
1.586678321000000022e-03,2.092346928999999989e+01
1.631728838999999941e-03,1.997956432000000149e+01
1.683428883999999988e-03,1.904345209999999966e+01
1.742742023999999936e-03,1.814190406000000166e+01
1.810765592000000007e-03,1.729858717000000112e+01
1.888747560000000013e-03,1.652717548000000036e+01
1.978104933999999798e-03,1.583269718999999931e+01
2.080443082000000068e-03,1.521937742999999976e+01
2.197577618000000170e-03,1.469242277999999935e+01
2.331555122999999854e-03,1.425592027000000073e+01
2.484677127000000166e-03,1.391336450999999919e+01
2.659521764000000177e-03,1.365419881999999951e+01
2.858966123000000054e-03,1.349166343999999995e+01
3.086204640999999985e-03,1.339672614000000017e+01
3.344765631000000058e-03,1.340912842000000005e+01
3.638520138000000004e-03,1.346700228999999993e+01
3.971683793000000025e-03,1.357616420999999995e+01
4.348805174000000030e-03,1.373450653999999993e+01
4.774741828000000042e-03,1.392236982000000012e+01
5.254611838999999861e-03,1.413018390999999951e+01
5.793726536999999933e-03,1.433086411999999932e+01
6.397490389999999777e-03,1.452834325999999976e+01
7.071269209999999847e-03,1.470539456999999928e+01
7.820223458000000183e-03,1.486358878999999966e+01
8.649101480999999564e-03,1.500014958999999948e+01
9.561997838000000152e-03,1.511742985999999966e+01
1.056208089000000051e-02,1.521585430999999922e+01
1.165129802999999992e-02,1.529217520999999991e+01
1.283007952999999993e-02,1.535483449000000000e+01
1.409705076000000029e-02,1.539589297999999928e+01
1.544879191000000061e-02,1.543249134000000033e+01
1.687966659999999910e-02,1.545419009000000088e+01
1.838174462000000120e-02,1.547435847000000031e+01
1.994485408000000112e-02,1.548415602000000035e+01
2.155675367000000134e-02,1.549586234000000040e+01
2.320346422000000089e-02,1.549468133999999964e+01
2.486971951999999986e-02,1.549605960000000060e+01
2.653950453000000070e-02,1.549183765999999984e+01
2.819666825000000099e-02,1.548922132000000040e+01
2.982554956999999840e-02,1.548378817000000041e+01
3.141154348999999901e-02,1.547910770000000014e+01
3.294160217000000057e-02,1.547355622999999980e+01
3.440462797999999794e-02,1.546815345000000086e+01
3.579169138999999805e-02,1.546362841000000010e+01
3.709616140000000090e-02,1.545959380000000039e+01
3.831367195000000281e-02,1.545644470999999953e+01
3.944197669999999906e-02,1.545385210999999970e+01
4.048075898999999728e-02,1.545172406999999914e+01
4.143133387000000334e-02,1.545016354000000014e+01
4.229638353000000212e-02,1.544855165000000063e+01
4.307962582000000179e-02,1.544800782999999988e+01
4.378556087999999763e-02,1.544661447000000010e+01
4.445404187000000229e-02,1.544673152999999921e+01
4.512252286000000001e-02,1.544637093000000050e+01
4.579100384999999773e-02,1.544605074000000045e+01
4.645948485000000322e-02,1.544576351999999986e+01
4.712796956000000342e-02,1.544547754000000062e+01
4.779645056000000197e-02,1.544513425999999967e+01
4.846493154999999969e-02,1.544467702999999936e+01
4.913341253999999741e-02,1.544409454000000004e+01
4.980189725999999845e-02,1.544341934000000016e+01
5.047037825000000311e-02,1.544271950999999987e+01
5.113885924000000083e-02,1.544207609999999953e+01
5.180734022999999855e-02,1.544156730000000088e+01
5.247582122999999710e-02,1.544124743999999971e+01
5.314430593999999730e-02,1.544111672999999918e+01
5.381278694000000279e-02,1.544110408000000056e+01
5.448126793000000051e-02,1.544109770999999931e+01
5.514974891999999823e-02,1.544099598000000029e+01
5.581823363999999926e-02,1.544075106000000019e+01
5.648671462999999698e-02,1.544036224000000068e+01
5.715519562000000164e-02,1.543985282999999953e+01
5.782367662000000019e-02,1.543925847999999945e+01
5.849215760999999791e-02,1.543861766000000024e+01
5.916064232999999895e-02,1.543797703999999982e+01
5.982912331999999667e-02,1.543738768999999955e+01
6.049760431000000133e-02,1.543688876999999948e+01
6.116608529999999905e-02,1.543649113000000028e+01
6.183456629999999760e-02,1.543619883000000037e+01
6.250304729000000226e-02,1.543597832999999930e+01
6.317152827999999998e-02,1.543579133000000070e+01
6.384001672000000349e-02,1.543560824999999959e+01
6.450849771000000121e-02,1.543538056000000047e+01
6.517697870999999976e-02,1.543507973000000000e+01
6.584545969999999748e-02,1.543470995000000023e+01
6.651394068999999520e-02,1.543429962000000089e+01
6.718242168000000680e-02,1.543388299000000075e+01
6.785090268000000535e-02,1.543348705999999915e+01
6.851938367000000307e-02,1.543312161000000060e+01
6.918786466000000079e-02,1.543278203000000026e+01
6.985635310000000431e-02,1.543245918000000039e+01
7.052483410000000286e-02,1.543215074000000087e+01
7.119331509000000058e-02,1.543185725999999924e+01
7.186179607999999830e-02,1.543158187000000048e+01
7.253027706999999602e-02,1.543131157999999914e+01
7.319875806999999457e-02,1.543104444999999991e+01
