x [m],Pressure [kPa]
2.162538618000000024e-01,1.542759449999999966e+01
2.169223428000000009e-01,1.542737793000000046e+01
2.175908387000000110e-01,1.542716622999999920e+01
2.182593197000000096e-01,1.542696302999999958e+01
2.189278007000000081e-01,1.542676932000000001e+01
2.195962815999999984e-01,1.542657806000000065e+01
2.202647625999999970e-01,1.542638786999999923e+01
2.209332435999999955e-01,1.542619537999999935e+01
2.216017245999999941e-01,1.542600045999999914e+01
2.222702055999999926e-01,1.542580092999999941e+01
2.229386865999999912e-01,1.542559901000000089e+01
2.236071675999999897e-01,1.542538678000000019e+01
2.242756485999999883e-01,1.542516758999999915e+01
2.249441295999999868e-01,1.542494169000000070e+01
2.256126106000000131e-01,1.542472279999999962e+01
2.262810916000000117e-01,1.542452366999999924e+01
2.269495726000000102e-01,1.542435891000000048e+01
2.276180536000000088e-01,1.542423402999999915e+01
2.282865344999999990e-01,1.542414287000000073e+01
2.289550304000000092e-01,1.542406592000000032e+01
2.296235114000000077e-01,1.542397917000000085e+01
2.302919924000000063e-01,1.542386248999999943e+01
2.309604734000000048e-01,1.542371037000000022e+01
2.316289544000000034e-01,1.542353111999999982e+01
2.322974354000000019e-01,1.542334727000000072e+01
2.329659164000000005e-01,1.542318458999999997e+01
2.336343973999999990e-01,1.542307847999999915e+01
2.343028783999999975e-01,1.542302519999999966e+01
2.349713593999999961e-01,1.542308288000000083e+01
2.356398403999999946e-01,1.542320873000000070e+01
2.363083213999999932e-01,1.542340534999999946e+01
2.369768023000000112e-01,1.542363057999999931e+01
2.376452833000000098e-01,1.542385774000000076e+01
2.383137643000000083e-01,1.542402258999999987e+01
2.389822453000000069e-01,1.542413200999999923e+01
2.396507263000000054e-01,1.542405963999999940e+01
2.403192073000000040e-01,1.542402328999999916e+01
2.409876883000000025e-01,1.542357598000000074e+01
2.416561842000000127e-01,1.542336573000000044e+01
2.423246652000000112e-01,1.542294414000000025e+01
2.429931462000000097e-01,1.542253552999999933e+01
2.436616272000000083e-01,1.542217514000000023e+01
2.443301082000000068e-01,1.542187945999999954e+01
2.449985892000000054e-01,1.542165022000000008e+01
2.456670702000000039e-01,1.542148569999999985e+01
2.463355510999999942e-01,1.542136333999999920e+01
2.470040320999999928e-01,1.542126471000000087e+01
2.476725130999999913e-01,1.542116670999999961e+01
2.483409940999999899e-01,1.542106601000000055e+01
2.490094750999999884e-01,1.542095650999999989e+01
2.496779560999999870e-01,1.542083713999999972e+01
2.503464519999999971e-01,1.542071636999999917e+01
2.510149180999999841e-01,1.542059826000000022e+01
2.516834139999999942e-01,1.542048289999999966e+01
2.523518800999999812e-01,1.542037531000000072e+01
2.530203759999999913e-01,1.542027863000000032e+01
2.536888420999999783e-01,1.542019164000000053e+01
2.543573379999999884e-01,1.542010304999999981e+01
2.550258040000000226e-01,1.542000580999999926e+01
2.556942998999999772e-01,1.541988356999999965e+01
2.563627660000000197e-01,1.541971028999999938e+01
2.570312618999999743e-01,1.541946910000000059e+01
2.576997280000000168e-01,1.541914833999999956e+01
2.583682239000000269e-01,1.541874364999999969e+01
2.590367197999999815e-01,1.541827282999999937e+01
2.597051859000000240e-01,1.541777231999999920e+01
2.603736817999999786e-01,1.541728443999999953e+01
2.610421479000000211e-01,1.541686576000000031e+01
2.617106437999999757e-01,1.541655663999999959e+01
2.623791099000000182e-01,1.541637987999999915e+01
2.630476057999999728e-01,1.541633956000000083e+01
2.637160718000000070e-01,1.541641676999999966e+01
2.643845677000000172e-01,1.541657136999999977e+01
2.650530338000000041e-01,1.541676348999999924e+01
2.657215297000000143e-01,1.541695153999999945e+01
2.663899958000000012e-01,1.541709486999999967e+01
2.670584917000000114e-01,1.541718192999999992e+01
2.677269577999999983e-01,1.541721028999999987e+01
2.683954537000000085e-01,1.541719280999999953e+01
2.690639197999999954e-01,1.541714172000000005e+01
2.697324157000000056e-01,1.541707062000000050e+01
2.704008817999999925e-01,1.541699312999999982e+01
2.710693777000000027e-01,1.541691207000000041e+01
2.717378736000000128e-01,1.541682005000000011e+01
2.724063395999999915e-01,1.541672273000000004e+01
2.730748355000000016e-01,1.541660972999999935e+01
2.737433015999999886e-01,1.541648286999999939e+01
2.744117974999999987e-01,1.541633307000000030e+01
2.750802635999999857e-01,1.541616224000000024e+01
2.757487594999999958e-01,1.541598280999999915e+01
2.764172255999999828e-01,1.541580412999999972e+01
2.770857214999999929e-01,1.541563299999999970e+01
2.777541875999999799e-01,1.541548049000000020e+01
2.784226834999999900e-01,1.541534644999999948e+01
2.790911495999999770e-01,1.541522877999999963e+01
2.797596454999999871e-01,1.541511460999999983e+01
2.804281115999999741e-01,1.541499817999999955e+01
2.810966073999999759e-01,1.541487582000000067e+01
2.817650735000000184e-01,1.541474378000000023e+01
2.824335693999999730e-01,1.541460232999999924e+01
2.831020355000000155e-01,1.541445421999999965e+01
2.837705314000000256e-01,1.541430680000000031e+01
2.844390272999999802e-01,1.541418007000000046e+01
2.851074934000000227e-01,1.541408507999999955e+01
2.857759892999999773e-01,1.541403788000000041e+01
2.864444554000000198e-01,1.541405263000000048e+01
2.871129512999999744e-01,1.541413606999999963e+01
2.877814174000000169e-01,1.541428613000000070e+01
2.884499133000000270e-01,1.541449137999999941e+01
2.891183794000000140e-01,1.541472809000000055e+01
2.897868752000000159e-01,1.541496358999999927e+01
2.904553413000000028e-01,1.541516765999999983e+01
2.911238372000000130e-01,1.541530647000000087e+01
2.917923032999999999e-01,1.541535552999999936e+01
2.924607992000000101e-01,1.541531523999999997e+01
2.931292652999999970e-01,1.541517941999999941e+01
2.937977612000000072e-01,1.541495927000000066e+01
2.944662272999999941e-01,1.541467648000000068e+01
2.951347232000000043e-01,1.541435959999999916e+01
2.958032191000000144e-01,1.541402493000000007e+01
2.964716852000000014e-01,1.541369176000000074e+01
2.971401811000000115e-01,1.541338286999999951e+01
2.978086471999999985e-01,1.541310666999999945e+01
2.984771430000000003e-01,1.541286320000000032e+01
2.991456090999999873e-01,1.541265388000000058e+01
2.998141049999999974e-01,1.541246628999999935e+01
3.004825710999999844e-01,1.541230196999999968e+01
3.011510669999999945e-01,1.541214882999999958e+01
3.018195330999999815e-01,1.541200326000000054e+01
3.024880289999999916e-01,1.541186350000000083e+01
3.031564950999999786e-01,1.541173794999999913e+01
3.038249909999999887e-01,1.541162680000000051e+01
3.044934570999999757e-01,1.541153493000000019e+01
3.051619529999999858e-01,1.541146052000000033e+01
3.058304190999999728e-01,1.541140498000000036e+01
3.064989149999999829e-01,1.541135665000000010e+01
3.071673810000000171e-01,1.541131526999999934e+01
3.078358769000000272e-01,1.541127404999999939e+01
3.085043727999999819e-01,1.541122282999999982e+01
3.091728389000000243e-01,1.541115508000000034e+01
3.098413347999999790e-01,1.541106747000000077e+01
3.105098009000000214e-01,1.541095679999999923e+01
3.111782967999999761e-01,1.541081808999999936e+01
3.118467629000000185e-01,1.541065500000000021e+01
3.125152587999999731e-01,1.541046601999999943e+01
3.131837249000000156e-01,1.541025613000000050e+01
3.138522208000000258e-01,1.541003401000000039e+01
3.145206869000000127e-01,1.540981608000000058e+01
3.151891828000000229e-01,1.540961066999999929e+01
3.158576488000000015e-01,1.540943897000000007e+01
3.165261447000000117e-01,1.540930752999999953e+01
3.171946107999999986e-01,1.540923077000000063e+01
3.178631067000000088e-01,1.540920672000000025e+01
3.185315727999999957e-01,1.540922347999999964e+01
3.192000687000000059e-01,1.540926965000000060e+01
3.198685646000000160e-01,1.540932697000000040e+01
3.205370307000000030e-01,1.540936946000000063e+01
3.212055266000000131e-01,1.540937927999999957e+01
3.218739927000000001e-01,1.540934228999999966e+01
3.225424886000000102e-01,1.540925381999999999e+01
3.232109546999999972e-01,1.540911745999999916e+01
3.238794506000000073e-01,1.540894939999999913e+01
3.245479166999999943e-01,1.540876291999999914e+01
3.252164124999999961e-01,1.540857880000000080e+01
3.258848785999999831e-01,1.540841138999999949e+01
3.265533744999999932e-01,1.540827166999999953e+01
3.272218405999999802e-01,1.540816279999999949e+01
3.278903364999999903e-01,1.540808293999999989e+01
3.285588025999999773e-01,1.540802243000000082e+01
3.292272984999999874e-01,1.540798417000000065e+01
3.298957645999999744e-01,1.540795564000000084e+01
3.305642604999999845e-01,1.540793193999999922e+01
3.312327266000000270e-01,1.540790834000000054e+01
3.319012224999999816e-01,1.540788313999999914e+01
3.325697183999999917e-01,1.540785033999999953e+01
3.332381844999999787e-01,1.540780988999999934e+01
3.339066802999999806e-01,1.540776645999999950e+01
3.345751464000000230e-01,1.540771999000000037e+01
3.352436422999999777e-01,1.540766142000000016e+01
3.359121084000000201e-01,1.540760148000000029e+01
3.365806042999999748e-01,1.540753409999999946e+01
3.372490704000000172e-01,1.540746376999999967e+01
3.379175663000000274e-01,1.540738922000000066e+01
3.385860324000000143e-01,1.540730727999999949e+01
3.392545283000000245e-01,1.540722565000000088e+01
3.399229944000000114e-01,1.540714731999999998e+01
3.405914903000000216e-01,1.540706939000000020e+01
3.412599564000000085e-01,1.540699784999999977e+01
3.419284523000000187e-01,1.540692965999999942e+01
3.425969182999999973e-01,1.540686919999999915e+01
3.432654142000000075e-01,1.540681211000000062e+01
3.439338802999999944e-01,1.540675676000000038e+01
3.446023762000000046e-01,1.540669409000000023e+01
3.452708721000000147e-01,1.540662853000000077e+01
3.459393382000000017e-01,1.540654980999999957e+01
3.466078341000000118e-01,1.540645935000000044e+01
3.472763001999999988e-01,1.540635428000000040e+01
3.479447961000000089e-01,1.540623904999999993e+01
3.486132621999999959e-01,1.540611393000000007e+01
3.492817581000000060e-01,1.540598482000000047e+01
3.499502241999999930e-01,1.540585764000000069e+01
3.506187201000000031e-01,1.540573681000000050e+01
3.512871860999999818e-01,1.540562249000000072e+01
3.519556819999999919e-01,1.540551892999999950e+01
3.526241480999999789e-01,1.540542461000000074e+01
3.532926439999999890e-01,1.540533937000000009e+01
3.539611100999999760e-01,1.540525605000000020e+01
3.546296059999999861e-01,1.540517303000000027e+01
3.552980720999999731e-01,1.540508739999999932e+01
3.559665679999999832e-01,1.540500343999999977e+01
3.566350638999999934e-01,1.540491845000000026e+01
3.573035299999999803e-01,1.540484249000000005e+01
3.579720258999999905e-01,1.540477701999999915e+01
3.586404919999999774e-01,1.540472618000000082e+01
3.593089878999999875e-01,1.540468575999999956e+01
3.599774539000000217e-01,1.540465129999999938e+01
3.606459497999999764e-01,1.540462128000000064e+01
3.613144159000000188e-01,1.540459270999999930e+01
3.619829117999999735e-01,1.540455427999999927e+01
3.626513779000000159e-01,1.540450884000000009e+01
3.633198738000000261e-01,1.540445494000000082e+01
3.639883399000000130e-01,1.540439117000000024e+01
3.646568358000000232e-01,1.540431771000000083e+01
3.653253019000000101e-01,1.540423599999999915e+01
3.659937978000000203e-01,1.540415173999999965e+01
3.666622639000000072e-01,1.540407051000000038e+01
3.673307598000000174e-01,1.540399110000000071e+01
3.679992557000000275e-01,1.540391623000000010e+01
3.686677217000000062e-01,1.540384584999999973e+01
3.693362176000000163e-01,1.540378268999999989e+01
