4.497197499999999737e-01 1.545671025046530995e+05
4.856691599999999887e-01 1.504556531249902037e+05
5.209416399999999836e-01 1.469305571512960887e+05
5.555499799999999988e-01 1.439245491971496085e+05
5.895067299999999788e-01 1.411027566663536127e+05
6.228241899999999998e-01 1.388876229120277858e+05
6.555144499999999708e-01 1.368106697447542974e+05
6.875893400000000488e-01 1.353065224449376110e+05
7.190605100000000416e-01 1.333538932508954895e+05
7.499393500000000046e-01 1.318630037650121085e+05
7.802370600000000378e-01 1.305806239630779019e+05
8.099646299999999632e-01 1.299028582326410979e+05
8.391328300000000517e-01 1.293500778658966010e+05
8.677522300000000133e-01 1.285659308539034973e+05
8.958331999999999962e-01 1.273323709153544041e+05
9.233859399999999606e-01 1.274429209652408026e+05
9.504204200000000435e-01 1.252573514806306048e+05
9.769464500000000218e-01 1.242060095107835950e+05
1.002973600000000021e+00 1.255298035659224988e+05
1.028511399999999965e+00 1.244691192553067958e+05
1.053569100000000036e+00 1.227088004635472025e+05
1.078155600000000103e+00 1.217815287780963990e+05
1.102279999999999927e+00 1.236288038487685990e+05
1.125951099999999983e+00 1.221136372888723999e+05
1.149177300000000068e+00 1.201427397593720962e+05
1.171966999999999981e+00 1.214674908940391033e+05
1.194328700000000021e+00 1.196840956276713987e+05
1.216270299999999915e+00 1.190704148308925069e+05
1.237799799999999895e+00 1.198418480234287999e+05
1.258925000000000072e+00 1.203014058643130993e+05
1.279653699999999894e+00 1.182975281519690034e+05
1.299993200000000071e+00 1.174277672913537972e+05
1.319950900000000038e+00 1.190645773713196977e+05
1.339534199999999897e+00 1.179734407920843951e+05
1.358750099999999961e+00 1.168962551268503012e+05
1.377605500000000038e+00 1.188558467078308022e+05
1.396107399999999998e+00 1.167714835533706064e+05
1.414262300000000083e+00 1.176298797814370046e+05
1.432076899999999986e+00 1.170507376641586015e+05
1.449557699999999949e+00 1.182458903968629020e+05
1.466711000000000098e+00 1.158862629187067068e+05
1.483542899999999998e+00 1.167416385006107012e+05
1.500059699999999996e+00 1.152702477525857976e+05
1.516267199999999926e+00 1.165096455633865990e+05
1.532171500000000020e+00 1.150843007789463009e+05
1.547778099999999935e+00 1.161645400696801953e+05
1.563092799999999949e+00 1.165873667869806959e+05
1.578121200000000002e+00 1.149646555232343962e+05
1.592868699999999915e+00 1.142795277410736016e+05
1.607340599999999897e+00 1.139559511849201954e+05
1.621542100000000097e+00 1.153615395394161023e+05
1.635478500000000057e+00 1.143793513898497040e+05
1.649154800000000032e+00 1.152397564945974009e+05
1.662575899999999995e+00 1.134966717513090989e+05
1.675746699999999922e+00 1.134252441362831014e+05
1.688671999999999951e+00 1.130845794660173997e+05
1.701356400000000102e+00 1.130758276167190052e+05
1.713804600000000011e+00 1.129467060386091034e+05
1.726021100000000086e+00 1.140791201111255068e+05
1.738010300000000008e+00 1.127820725332626025e+05
