7.355547300000000455e-01 7.385914697890434763e+04
7.917781799999999981e-01 7.109027951767937338e+04
8.460625499999999688e-01 6.953604112616207567e+04
8.984752799999999873e-01 6.646753134634302114e+04
9.490814600000000434e-01 6.460992442618613131e+04
9.979439300000000346e-01 6.329259186089901777e+04
1.045123400000000036e+00 6.142550071912651038e+04
1.090678400000000048e+00 6.049444961970728764e+04
1.134665599999999941e+00 5.967664237722590042e+04
1.177139600000000064e+00 5.849995779003306234e+04
1.218153100000000100e+00 5.921106591818059678e+04
1.257757100000000072e+00 5.645249576098059333e+04
1.296000800000000064e+00 5.608613241320251109e+04
1.332931599999999994e+00 5.506713197758309252e+04
1.368595500000000076e+00 5.424621126402865048e+04
1.403036600000000078e+00 5.573401164405156305e+04
1.436297900000000016e+00 5.324249903460194764e+04
1.468420599999999965e+00 5.256883089584985282e+04
1.499444599999999905e+00 5.230791454480886750e+04
1.529408399999999890e+00 5.193157319344922871e+04
1.558349299999999937e+00 5.137186736049767933e+04
1.586303199999999913e+00 5.116812586284291319e+04
1.613304700000000036e+00 5.181457367859881197e+04
1.639387600000000056e+00 5.061130543413451960e+04
1.664584000000000064e+00 5.080408954586224718e+04
1.688925400000000021e+00 5.049329932598224696e+04
1.712442000000000020e+00 4.973496608331106108e+04
1.735163000000000011e+00 4.938268331001826300e+04
1.757116499999999970e+00 5.028456514061230700e+04
1.778329899999999908e+00 4.886173611103367875e+04
1.798829500000000081e+00 4.879949205669210642e+04
1.818640699999999999e+00 4.918722094839566853e+04
1.837788299999999930e+00 4.827970823592285160e+04
1.856295800000000051e+00 4.970039143227077875e+04
1.874186499999999977e+00 4.807608619970107247e+04
1.891482300000000061e+00 4.912607879854644852e+04
1.908204900000000093e+00 4.753409484432067256e+04
1.924374999999999947e+00 4.732091286515071988e+04
1.940012700000000034e+00 4.721127612621676963e+04
1.955137399999999914e+00 4.763436122234944924e+04
1.969767999999999963e+00 4.702472397282421298e+04
1.983922399999999975e+00 4.714448786798944639e+04
1.997618399999999905e+00 4.692495243507003033e+04
2.010873000000000133e+00 4.707645689214950107e+04
2.023702600000000018e+00 4.665980299880747771e+04
2.036123100000000186e+00 4.770494363600394718e+04
2.048150099999999973e+00 4.650298085587043897e+04
2.059798300000000193e+00 4.732452222806557256e+04
2.071082300000000043e+00 4.622142349541185831e+04
2.082016100000000147e+00 4.621750135682062682e+04
2.092613300000000010e+00 5.253567766363562259e+04
2.102886999999999951e+00 6.111627847547097190e+04
2.112849999999999895e+00 6.745420446885988349e+04
2.122514699999999976e+00 7.655883019692556991e+04
2.131892999999999816e+00 8.453533613408483507e+04
2.140996700000000086e+00 8.794872385976655642e+04
2.149837000000000220e+00 8.751276931487204274e+04
2.158424899999999980e+00 8.477943777084616886e+04
2.166771100000000061e+00 8.094236874706168601e+04
2.174885900000000039e+00 7.819148740575298143e+04
2.182779500000000095e+00 7.556271200764531386e+04
2.190461599999999898e+00 7.177438928422547178e+04
2.197941699999999887e+00 6.605934705727617256e+04
2.205229099999999942e+00 6.134277812267904665e+04
2.212333000000000105e+00 5.771860146203073236e+04
2.219262099999999904e+00 5.411267294092618249e+04
2.226025100000000201e+00 6.052739083559073333e+04
2.232630200000000009e+00 9.120677298705642170e+04
2.239085799999999793e+00 1.231247920355284004e+05
2.245399899999999782e+00 1.234417548113116936e+05
2.251580199999999810e+00 1.037708538931662042e+05
2.257634499999999989e+00 7.970332864206210070e+04
2.263570300000000035e+00 6.230023787083099887e+04
2.269394999999999829e+00 5.368684259670617757e+04
2.275115800000000021e+00 4.988637541859095654e+04
2.280739699999999814e+00 4.916799051006855007e+04
2.286273899999999859e+00 4.966979238313557289e+04
2.291725099999999848e+00 5.094952866477500356e+04
2.297100100000000200e+00 5.255174260615834646e+04
2.302405600000000163e+00 5.219883545489030803e+04
2.307648200000000038e+00 5.061394534266157279e+04
2.312834500000000126e+00 5.039526140183042298e+04
2.317970799999999887e+00 5.029460837646832806e+04
2.323063499999999948e+00 5.658932641758653335e+04
2.328118900000000213e+00 9.989992699173280562e+04
2.333143399999999978e+00 1.518413169321187888e+05
2.338143099999999919e+00 1.852161701488278050e+05
2.343124400000000218e+00 2.018307641058044101e+05
2.348093299999999939e+00 1.833327644321938860e+05
2.353056000000000036e+00 1.625323486042934928e+04
2.356886199999999931e+00 4.239294966447142360e+04
2.360661900000000202e+00 7.511581802114610036e+04
2.364385299999999912e+00 7.977261454429842706e+04
2.368058399999999786e+00 8.371724383726390079e+04
2.371683099999999822e+00 8.520913605484031723e+04
2.375261399999999856e+00 8.904076773912046338e+04
2.378795100000000051e+00 9.478693269712568144e+04
2.382285899999999845e+00 1.017409187231523974e+05
2.385735599999999845e+00 1.096272917913896963e+05
2.389145800000000097e+00 1.187070205986584042e+05
