# x(m), q(W/m2)
0.000000000000000000e+00,7.156619999999999709e+04
2.481370000000000103e-03,5.990830000000000291e+04
5.069009999999999662e-03,4.299019999999999709e+04
7.767490000000000158e-03,3.334000000000000000e+04
1.058160000000000003e-02,2.730420000000000073e+04
1.351620000000000078e-02,2.553570000000000073e+04
1.657640000000000155e-02,2.444229999999999927e+04
1.976779999999999857e-02,2.345100000000000000e+04
2.309589999999999907e-02,2.253400000000000000e+04
2.656649999999999984e-02,2.171020000000000073e+04
3.018569999999999934e-02,2.097979999999999927e+04
3.395999999999999713e-02,2.033179999999999927e+04
3.789599999999999913e-02,1.975320000000000073e+04
4.200050000000000311e-02,1.923120000000000073e+04
4.628079999999999694e-02,1.875540000000000146e+04
5.074449999999999794e-02,1.831920000000000073e+04
5.539929999999999854e-02,1.791759999999999854e+04
6.025359999999999744e-02,1.754590000000000146e+04
6.531570000000000431e-02,1.719950000000000000e+04
7.059469999999999634e-02,1.687470000000000073e+04
7.609979999999999523e-02,1.656900000000000000e+04
8.184059999999999946e-02,1.628050000000000000e+04
8.782739999999999991e-02,1.600739999999999964e+04
9.407060000000000421e-02,1.574839999999999964e+04
1.005810000000000037e-01,1.550239999999999964e+04
1.073709999999999942e-01,1.526789999999999964e+04
1.144509999999999972e-01,1.504370000000000073e+04
1.218339999999999979e-01,1.482900000000000000e+04
1.218339999999999979e-01,1.482900000000000000e+04
1.295340000000000102e-01,1.462279999999999927e+04
1.375639999999999918e-01,1.442470000000000073e+04
1.459370000000000112e-01,1.423379999999999927e+04
1.546690000000000009e-01,1.404989999999999964e+04
1.637760000000000049e-01,1.387279999999999927e+04
1.732720000000000093e-01,1.370170000000000073e+04
1.831750000000000045e-01,1.353570000000000073e+04
1.935020000000000073e-01,1.337439999999999964e+04
2.042710000000000081e-01,1.321779999999999927e+04
2.155019999999999991e-01,1.306579999999999927e+04
2.269650000000000001e-01,1.292170000000000073e+04
2.384280000000000010e-01,1.278689999999999964e+04
2.498910000000000020e-01,1.266050000000000000e+04
2.613530000000000020e-01,1.254170000000000073e+04
2.728160000000000029e-01,1.242960000000000036e+04
2.842790000000000039e-01,1.232329999999999927e+04
2.957420000000000049e-01,1.222229999999999927e+04
3.072050000000000058e-01,1.212639999999999964e+04
3.186669999999999781e-01,1.203570000000000073e+04
3.301299999999999790e-01,1.194970000000000073e+04
3.415929999999999800e-01,1.186770000000000073e+04
3.415929999999999800e-01,1.186770000000000073e+04
3.530559999999999810e-01,1.178920000000000073e+04
3.645189999999999819e-01,1.171350000000000000e+04
3.759819999999999829e-01,1.164050000000000000e+04
3.874440000000000106e-01,1.157020000000000073e+04
3.989070000000000116e-01,1.150270000000000073e+04
4.103700000000000125e-01,1.143779999999999927e+04
4.218330000000000135e-01,1.137510000000000036e+04
4.332960000000000145e-01,1.131439999999999964e+04
4.447579999999999867e-01,1.125560000000000036e+04
4.562209999999999877e-01,1.119879999999999927e+04
4.676839999999999886e-01,1.114370000000000073e+04
4.791469999999999896e-01,1.109029999999999927e+04
4.906099999999999905e-01,1.103900000000000000e+04
5.020729999999999915e-01,1.098939999999999964e+04
5.135349999999999637e-01,1.094120000000000073e+04
5.249979999999999647e-01,1.089439999999999964e+04
5.364609999999999657e-01,1.084879999999999927e+04
5.479239999999999666e-01,1.080420000000000073e+04
5.593869999999999676e-01,1.076060000000000036e+04
5.708490000000000508e-01,1.071810000000000036e+04
5.708490000000000508e-01,1.071810000000000036e+04
5.823120000000000518e-01,1.067679999999999927e+04
5.937750000000000528e-01,1.063679999999999927e+04
