"Region: Body 1.Ramp1: Position[X] (m)","Region: Body 1.Ramp1: Wall Shear Stress[i] (Pa)","Region: Body 1.Ramp2: Position[X] (m)","Region: Body 1.Ramp2: Wall Shear Stress[i] (Pa)"
1.8212949313878901,152.94817877506227,2.41761528079591,750.4133233907522
1.8207986541328174,152.95608614701212,2.41723213987336,749.6049582510869
1.8203023768819833,152.96600921305532,2.416848998944267,748.8679294884535
1.8163321588584247,153.08415974548237,2.4164658580152234,748.2943564948176
1.8168284361092453,153.06640814727456,2.4160827170928316,747.658024266022
1.8118685711940126,153.26851201941633,2.4156995761682953,747.3833328403917
1.8123619408349738,153.24582619470155,2.4153164352416123,747.6099434546422
1.8198110996059658,152.9766077636267,2.4149363156519534,747.8854330816112
1.8158409048200965,153.10236493679662,2.4145531766267534,749.2643083546396
1.817324713355829,153.04916988598424,2.414167012461884,751.0526039324731
1.8113722944742667,153.29159820650906,2.4137838715343154,753.184116142047
1.8128582180857808,153.22362529468765,2.4134007306079,755.4011499883763
1.815344628476258,153.12092441599972,2.4130175896826396,757.9998043414604
1.8193148232643646,152.98914055636854,2.4126344487563336,760.620943380346
1.8178209906108918,153.03280306042916,2.4122513078300822,762.7634727653948
1.8108731090740906,153.3153655432773,2.411868166903885,763.7769232155807
1.813354495340827,153.20193161161208,2.411485025977743,763.4750542317361
1.8148433270974988,153.14059098870692,2.4111019695017015,760.2206435441384
1.8188135451210186,153.00266247239298,2.410718828629322,756.4708939509302
1.8183172678659527,153.01714702211126,2.410335603199648,749.5442280407331
1.8103768318190516,153.33892767901153,2.4099524622737265,743.1619428666899
1.8138507725873987,153.18089004031248,2.409569321347861,737.352642453827
1.8143470498424497,153.16036803118334,2.409186180422051,731.6764990849425
1.8098805545640178,153.3625162188492,2.408803039496297,727.9103405611176
1.8093842773089825,153.38587545227793,2.408419898570599,727.9855975067845
1.8069028910507883,153.48919144045792,2.408036757644958,730.689010857988
1.808888000062426,153.4088099442557,2.4076536167193727,732.2668127919702
1.806406613795766,153.50497480909834,2.4072676233890347,740.0575141023667
1.8073966236787442,153.47168713659482,2.406884480633934,744.6559924059143
1.8083917228095137,153.43096270120387,2.4065041939429577,747.1408818237255
1.8059103365407425,153.51844178966326,2.4061210530176,750.1146557935326
1.8078929014015865,153.4520622110105,2.4057379120922993,752.4054188922478
1.805414059294198,153.52974487002658,2.4053547711670555,753.2429629206425
1.8049177820391795,153.53921067272842,2.4049716302440687,752.8051755110583
