"Region: Body 1.Ramp1: Position[X] (m)","Region: Body 1.Ramp1: Wall Y+","Region: Body 1.Ramp2: Position[X] (m)","Region: Body 1.Ramp2: Wall Y+","Region: Body 1.PreSlipWall: Position[X] (m)","Region: Body 1.PreSlipWall: Wall Y+"
1.8212949313878901,0.1893526974916209,2.41761528079591,1.6648292265465363,null,null
1.8207986541328174,0.18935478729830235,2.41723213987336,1.6631760366877586,null,null
1.8203023768819833,0.18935856098049503,2.416848998944267,1.661531047180604,null,null
1.8163321588584247,0.18944128934720045,2.4164658580152234,1.6599248623518361,null,null
1.8168284361092453,0.18942648101769494,2.4160827170928316,1.658294262712876,null,null
1.8118685711940126,0.1896117637756033,2.4156995761682953,1.6569298869235805,null,null
1.8123619408349738,0.18958972222122197,2.4153164352416123,1.6560078598083459,null,null
1.8198110996059658,0.1893637128552098,2.4149363156519534,1.6553448892249067,null,null
1.8158409048200965,0.18945686047285204,2.4145531766267534,1.6557566422273395,null,null
1.817324713355829,0.1894127167396431,2.414167012461884,1.6570304445346236,null,null
1.8113722944742667,0.18963453861893886,2.4137838715343154,1.6591057450716218,null,null
1.8128582180857808,0.18956836125315613,2.4134007306079,1.6617931132926378,null,null
1.815344628476258,0.18947325989105993,2.4130175896826396,1.6653604802403237,null,null
1.8193148232643646,0.18937055518341214,2.4126344487563336,1.6695371152205876,null,null
1.8178209906108918,0.18940015988999695,2.4122513078300822,1.6738147992349441,null,null
1.8108731090740906,0.18965825053533944,2.411868166903885,1.6774511118014377,null,null
1.813354495340827,0.189547782573487,2.411485025977743,1.6799601692009785,null,null
1.8148433270974988,0.1894908623074724,2.4111019695017015,1.6795322758341764,null,null
1.8188135451210186,0.18937901900621584,2.410718828629322,1.6780333952571946,null,null
1.8183172678659527,0.18938884895179353,2.410335603199648,1.6724005519213934,null,null
1.8103768318190516,0.18968220493886068,2.4099524622737265,1.6655759736799252,null,null
1.8138507725873987,0.18952799929131145,2.409569321347861,1.6580033809648103,null,null
1.8143470498424497,0.18950901457470962,2.409186180422051,1.6494446236196263,null,null
1.8098805545640178,0.18970658872488966,2.408803039496297,1.6415546042062403,null,null
1.8093842773089825,0.18973117337740417,2.408419898570599,1.6367796430134463,null,null
1.8069028910507883,0.1898482544518469,2.408036757644958,1.6348776236955442,null,null
1.808888000062426,0.18975578968443413,2.4076536167193727,1.6324692214664065,null,null
1.806406613795766,0.18986817671208475,2.4072676233890347,1.6368496400969144,null,null
1.8073966236787442,0.1898269298592504,2.406884480633934,1.6405052199825874,null,null
1.8083917228095137,0.18978014492410097,2.4065041939429577,1.6432561286430083,null,null
1.8059103365407425,0.1898860711015306,2.4061210530176,1.6470894939406717,null,null
1.8078929014015865,0.18980402346684772,2.4057379120922993,1.650949633781459,null,null
1.805414059294198,0.18990184158329865,2.4053547711670555,1.6537462298789245,null,null
1.8049177820391795,0.18991552315252308,2.4049716302440687,1.6554117516377163,null,null
1.8044215047862813,0.189927084702529,2.404588489318942,1.6559515589308333,null,null
1.803920423350089,0.18993645135349344,2.4042053483916725,1.6571337933669557,null,null
1.803424145220109,0.18994378740421372,2.4038222074666606,1.6537223604849571,null,null
1.8029326730275985,0.1899490384769359,2.4034355887704413,1.6505034056442758,null,null
1.8024363957725873,0.1899524871460226,2.403052445593111,1.6482161607782213,null,null
1.8019401185260546,0.18995451456833207,2.402672784691975,1.6458071807729246,null,null
1.801443841271048,0.18995535345969336,2.4022896437693952,1.6433759058677133,null,null
1.8009475640160435,0.18995504939557126,2.4019065028446778,1.644526821404031,null,null
1.8004512867631592,0.1899541311656484,2.4015233619178176,1.64643284874567,null,null
1.7999550095138634,0.1899529622722196,2.4011402209976143,1.648139762525379,null,null
1.7994587322567461,0.1899517249699333,2.400761232640276,1.6502711047174423,null,null
1.798962455004516,0.18995085489973412,2.400378094419243,1.6521359537176559,null,null
1.7984661777495219,0.18995054605176592,2.3999907982241697,1.6520496125085502,null,null
1.797969900494526,0.18995140714449732,2.3996076573031084,1.651133278637494,null,null
1.797473623248009,0.18995348755139874,2.3992245163744093,1.6469535800695927,null,null
1.7969773459930183,0.18995709338575456,2.3988413754512647,1.6422185174190183,null,null
1.7964810687401478,0.18996193828092153,2.3984582345314833,1.6378474304688662,null,null
1.7959847914871896,0.189968080315975,2.3980750936029662,1.6332114737962533,null,null
1.7954885142385595,0.18997555739958666,2.397691952674507,1.6291515673062298,null,null
1.7949922369815483,0.1899842781942319,2.3973088117549057,1.6274834347748957,null,null
1.7944959597265646,0.1899941646549889,2.3969296429315197,1.6257251853718726,null,null
1.7939996824800597,0.19000519499513813,2.3965465046189984,1.627131974603074,null,null
1.7935034052250813,0.19001720810215,2.396159388983279,1.6282983785133078,null,null
1.7930071279701045,0.19003019892188824,2.3957762480639264,1.6282845437092306,null,null
1.7925151426591084,0.19004400314644423,2.3953931071358388,1.6280007402727865,null,null
1.7920188662049732,0.19005854763403032,2.3950099662122075,1.6272974331102033,null,null
1.7915182962136602,0.19007399575622674,2.394626825293042,1.6243617378713266,null,null
1.791022018958689,0.19008976224051055,2.3942436843739356,1.621112396653447,null,null
1.7905257417037224,0.19010585026426235,2.3938605434548945,1.618322332035001,null,null
1.7900294644487544,0.1901221557153189,2.3934774025271195,1.615294199056453,null,null
1.7895331872022655,0.19013856392112152,2.393095296843212,1.6124199560824781,null,null
1.7890369099473027,0.1901550627346355,2.392712156612904,1.6104490732667482,null,null
1.7885444887111928,0.1901716051038805,2.3923279797573644,1.6085666452544773,null,null
1.7880482121696992,0.19018828919152084,2.3919448388309394,1.6071238602979392,null,null
1.7875480781908992,0.19020542227067924,2.3915616979122767,1.6055864349835984,null,null
1.787051800935945,0.19022259523008347,2.3911785569925796,1.603798248831115,null,null
1.7865555236809896,0.190240105009374,2.390795416067449,1.601755836179189,null,null
1.7860592464345133,0.19025796112699542,2.3904122751445795,1.5990654446826684,null,null
1.785562969179563,0.19027612727918758,2.390029134223976,1.596081594117539,null,null
1.7850666919246143,0.19029456212644036,2.38964599329684,1.5926634062762393,null,null
1.784571383872664,0.1903131285098518,2.389260950795516,1.588774978070025,null,null
1.7840751068059206,0.19033180157460658,2.388877808599803,1.584641491634643,null,null
1.7835778601682548,0.1903503834910118,2.388496570529015,1.5803432398506267,null,null
1.7830815829133118,0.1903686977967,2.388113429604336,1.57577501637878,null,null
1.7825853056668477,0.19038663224281138,2.3877302886863223,1.5711421780952053,null,null
1.78208902841191,0.19040404803444846,2.3873471477661763,1.5666252479033826,null,null
1.7815927511569738,0.19042085133519934,2.3869640068416986,1.562113853380108,null,null
1.7810964739020396,0.19043708560265984,2.3865808659194836,1.557574956235991,null,null
1.7805957140951059,0.1904528838754419,2.386197724999537,1.5530173093650255,null,null
1.7800994360070814,0.1904681515667315,2.385814584077457,1.5480526578737481,null,null
1.7796076421457212,0.19048265343467627,2.385426604794071,1.542584549584339,null,null
1.7791113648907957,0.19049700641730236,2.385043460588543,1.5365467824624524,null,null
1.7786150876358688,0.1905110715094731,2.38466516131162,1.530237870494068,null,null
1.7781188103894208,0.19052495687221563,2.384282020389809,1.5234073873399745,null,null
1.777622533134499,0.19053876058591482,2.383898879468066,1.516436664900157,null,null
1.7771262558795788,0.19055264679473055,2.383515738546391,1.5097302519135136,null,null
1.7766240053254114,0.19056668512986938,2.3831325976247846,1.5034447463463738,null,null
1.776127726966334,0.19058089429968647,2.3827494567032463,1.4974296063431278,null,null
1.7756374241233055,0.19059501400501855,2.382366315781777,1.4916195273285362,null,null
1.7751411468683913,0.1906096891257757,2.381983174860376,1.4857433868488368,null,null
1.774644869621956,0.19062487550566554,2.381600033939044,1.479631256878555,null,null
1.7741485923670466,0.19064052845781826,2.3812168930177817,1.473122155953047,null,null
1.7736523151121393,0.19065666424885636,2.380833752096589,1.466176962678429,null,null
1.773156037857234,0.19067339827638288,2.380450611175466,1.4587882170784843,null,null
1.7726597606007486,0.19069075029050944,2.3800674702544127,1.4510310324321956,null,null
1.7721634833458464,0.19070858169561858,2.3796843293334295,1.443028410988628,null,null
1.7716672061010021,0.1907268668697619,2.379301188412517,1.4348204096195414,null,null
1.7711709288461055,0.1907454332072605,2.378921003780778,1.426785435688298,null,null
1.7706746515912077,0.1907641128423386,2.3785378649016056,1.4193861800179794,null,null
1.7701783743447888,0.19078280702593647,2.378151765650203,1.412408856797701,null,null
1.769682097089896,0.19080121238871697,2.3777686247306735,1.4056711431352937,null,null
1.7691858198339458,0.1908192931702638,2.3773854838101163,1.3991000359874441,null,null
1.76868954257344,0.19083670588458793,2.37700234288853,1.3921947656074887,null,null
1.768193265328085,0.19085346189963745,2.3766192019703145,1.3843336351905815,null,null
1.7676969880788187,0.1908694948656907,2.3762360610499744,1.3758211380102507,null,null
1.7672007108239336,0.1908847619010533,2.375852920127505,1.366777297291562,null,null
1.7667044335775273,0.19089923974023382,2.375469779207308,1.3575837349378554,null,null
1.7662081563226473,0.19091297891466266,2.3750886242952842,1.3487636831130507,null,null
1.765711879067769,0.19092596275938353,2.37470548476112,1.3407030602121106,null,null
1.7652215751253402,0.19093825488708302,2.3743203564471544,1.3332782274597021,null,null
