"Region: Body 1.Ramp1: Position[X] (m)","Region: Body 1.Ramp1: Boundary Heat Flux (W/m^2)","Region: Body 1.Ramp2: Position[X] (m)","Region: Body 1.Ramp2: Boundary Heat Flux (W/m^2)"
1.8343222008872966,166575.64183367975,2.395673182670277,1960998.6437474191
1.8345703395159898,166566.9178737197,2.3958647677115756,1959081.5055214576
1.8348178723073993,166558.23511301726,2.3960563527544374,1968250.9903434888
1.835066010991768,166549.75944999047,2.3962479377979125,1943466.4074930176
1.8353147553988938,166541.38648852147,2.3964395228419417,1944040.4221166372
1.835562894026529,166533.29400498234,2.396631107887721,1924283.7820560262
1.8358110326509856,166525.42550669983,2.396822692931977,1928164.1084836423
1.83605917127968,166517.87677013502,2.3970142779767722,1903645.3886304796
1.8363073099083742,166510.58515112847,2.39720586302099,1910224.5350484662
1.8365554485370694,166503.59597759694,2.397397448062319,1885471.4242816046
1.8368057075887312,166496.77052981593,2.3975890331036527,1885890.1743381321
1.8370538460222414,166490.36190170422,2.39778061814499,1887577.3258737735
1.8372998644189162,166484.1889534276,2.39797220318789,1873222.5797115378
1.837548003047611,166478.20655522868,2.398163788231403,1869132.5333508886
1.8377961416763062,166472.43301797658,2.39835537326976,1880267.7806400731
1.838044280300764,166466.90708676912,2.398546958313344,1867668.357994087
1.8382924189294596,166461.48494482785,2.3996964685559465,1878276.1685972027
1.8385405575581544,166456.19198880158,2.3998916853725194,1883618.6883211993
1.8387916100982067,166450.93123026378,2.3987385433594897,1877710.629374534
1.8390397484669019,166445.79851798527,2.3995048835145716,1877575.7666041926
1.8392849734421226,166440.6451741699,2.400083269228952,1879077.9583153725
1.8395331120687,166435.46673269942,2.3989301283950786,1875546.0725167878
1.8397812506931583,166430.23230970465,2.399313298478909,1871218.7225387953
1.8400293893218547,166424.7949661482,2.4002712236848165,1886327.755074121
1.84027752795055,166419.28791221976,2.3991217134374834,1877996.162589293
1.840525666574048,166413.57076548785,2.40046280873016,1884850.3768915758
1.8407738052043332,166407.6326607,2.4019994399565108,1879473.5112208948
1.8410219438361097,166401.47194457613,2.401807856193198,1881120.2980924994
1.8412700824632173,166395.04872773774,2.400654393770634,1890888.1496769227
1.8415182210897953,166388.391297305,2.402187074107102,1867366.2107269093
1.841766359718492,166381.41256421804,2.4016123189786978,1886828.1102254093
1.8420144983429512,166374.1905463338,2.400845978811972,1887674.613234263
1.8422626369716484,166366.651072992,2.402761829229236,1858990.4122033194
1.8425107756002328,166358.80688837543,2.4029534142717153,1841714.0697923563
1.8427589142268115,166350.71088490635,2.4023786591473515,1866883.1326685362
1.8430070528577394,166342.31089416705,2.4014207339372855,1889504.0621838793
1.8432551914843178,166333.67321639694,2.4010375638544126,1884752.821784541
1.843503330110897,166324.68205042742,2.4039113394816214,1829740.6723110452
1.843999607364055,166306.10584649816,2.4037197544319926,1832057.6442699432
1.8442477459927522,166296.44283951446,2.4025702441935723,1858255.690770045
1.8437514687353571,166315.5225121919,2.403144999318926,1831237.1656190343
