"Region: Body 1.Ramp1: Position[X] (m)","Region: Body 1.Ramp1: Wall Shear Stress[i] (Pa)","Region: Body 1.Ramp2: Position[X] (m)","Region: Body 1.Ramp2: Wall Shear Stress[i] (Pa)"
0.7472004539547615,179.38560648498196,2.353130913345087,-29.057231892251636
0.7470019427678712,179.40274430381777,2.353284086402811,-51.017800253754054
0.7468050373958162,179.419121373831,2.3534389370782276,-65.66290449330454
0.7466065264943629,179.43539107999229,2.3535921096384236,-80.73155447659781
0.7464080155939701,179.45125091376752,2.353745282198071,-87.07683515393354
0.7462077216564931,179.46673821069447,2.3538984547571715,-89.89878179221492
0.7460092104398084,179.4818866065912,2.3540516273173733,-91.4514076026334
0.7458124828917355,179.4961823825799,2.3542047998786777,-91.23497710634616
0.7456139719892266,179.51034740389102,2.354357972438884,-89.94852120958745
0.7454154610888364,179.524015474356,2.354511144996893,-87.56680160691597
0.745216950186329,179.53720424022447,2.3546643175571047,-84.40506273201699
0.7450184392838213,179.5500091801233,2.3548174901173176,-80.62237266111386
0.7448199283834335,179.56229121098477,2.359565839476216,209.6198709222043
0.7446214174809274,179.57416044061318,2.354970662677533,-76.22309363828882
0.7444229065805408,179.58560127879036,2.3594126669181343,198.3154235330536
0.7432318411697586,179.6452418431641,2.355123835237751,-71.50436415453835
0.7434303520727902,179.63634601538257,2.3592594943600558,187.05741350094334
0.7442243956801546,179.59659177988144,2.355277007797971,-66.2573236708852
0.7396608983559831,179.7459207882135,2.3591063217975803,175.7313319595094
0.7394623878567641,179.7493782036966,2.355430180360392,-60.716850022755324
0.743033330271495,179.65376363147297,2.3589531492373057,164.32226039084748
0.7436288629774112,179.62701877786364,2.355583352918417,-54.62324849653325
0.7440258847797692,179.60715318261086,2.358799976677034,152.82256852860456
0.7392616231474024,179.75268039764558,2.355736525476445,-48.09053025364155
0.7398571558538115,179.74249493517007,2.3586468041167636,141.21908731664422
0.7428348193711137,179.66186722770675,2.355889698038873,-41.056024280788584
0.7438273738793844,179.61729520172673,2.3584936315586953,129.59565444910243
0.7390631122459732,179.7558961515259,2.3577277687573885,73.7902038598364
0.7400556667541838,179.738784838532,2.3578809413165462,84.71184347419795
0.7416437539651292,179.7023202649666,2.3566555608378494,1.3621364225079036
0.741445243062633,179.70781900987237,2.3568087333958925,11.071919193894525
0.7426363084691434,179.66955330580438,2.356042870596904,-33.64745616117987
0.7380705577420165,179.77121099491154,2.35834045899843,118.13954506789861
0.7382690686434419,179.76818268580004,2.3575745961976837,63.0760036426003
0.7388646013456044,179.75903992417517,2.3580341138768057,95.75001344710425
0.7402541776556156,179.73499082516116,2.35650238827981,-8.183781282286725
0.7418422648670958,179.69650916309698,2.3569623032190483,21.5303745132761
0.7412467321596081,179.71303202549237,2.3561960431549385,-25.692857456383265
0.742437797568763,179.67685422548772,2.356349215717373,-17.19096143106584
0.7378720468416504,179.77429915890247,2.3581872864370665,106.83342155251117
0.7384684701606526,179.76515309896726,2.3574214236371565,52.480046505869154
0.7386669809014491,179.7620628564547,2.3571138763075665,31.2813045327138
0.7404526885562539,179.7309927062393,2.357266652189588,42.047629462329915
0.7420407757674743,179.69031248323077,2.4530089814927463,826.58755731504
0.7410482212592318,179.71794215790027,2.4531621497592546,827.1342316525015
0.7422392866678534,179.68378025604952,2.4546938324215226,831.019889123886
0.7354879940028229,179.81964516704042,2.4548470006845955,831.4763911177678
0.735291405123183,179.82440438638574,2.452855813226179,829.2885587359557
0.7376730634531713,179.7774280888252,2.45331531802429,825.4627101802456
0.740651199456628,179.72687740965756,2.454540664155114,826.6290362487258
0.7408497103588568,179.7225037394941,2.4550001689476133,827.5630041306454
0.7356865052510627,179.81505755747753,2.4534684862905753,824.925819116249
0.7350928942217668,179.8293949125339,2.454387495887175,835.240234148092
0.7319167198029074,179.93632568574805,2.4551533372150094,828.4349464641147
0.7317182088999137,179.9447373928719,2.4536216545570873,832.4883648061727
0.7374745524659034,179.78064674810483,2.454231372892138,824.4463424849131
0.7358869378295536,179.81058375598576,2.4553065054825183,828.3224590427986
0.734894383321411,179.8345882984026,2.453774822822352,829.0722046221314
0.7321152307053724,179.92822093880042,2.454078203947825,826.4819941027162
0.7315196979995684,179.95326818084914,2.455459673746639,836.9248291789335
0.7372765141352605,179.78394183352378,2.4539279910875385,829.5538598972504
0.7360854487299131,179.80632835885157,2.45714452469359,833.8436976277922
0.7346958724199962,179.83997112759678,2.4572976929599006,835.6749382470273
0.7335048070115214,179.87653964203483,2.4580577212524553,830.7521528943632
