"Region: Body 1.Ramp1: Position[X] (m)","Region: Body 1.Ramp1: Wall Y+","Region: Body 1.Ramp2: Position[X] (m)","Region: Body 1.Ramp2: Wall Y+","Region: Body 1.PreSlipWall: Position[X] (m)","Region: Body 1.PreSlipWall: Wall Y+"
0.7472004539547615,0.08544043831109573,2.353130913345087,0.05330976201603137,null,null
0.7470019427678712,0.08544705062315348,2.353284086402811,0.07087287478854457,null,null
0.7468050373958162,0.08545339993739258,2.3534389370782276,0.08019474024886318,null,null
0.7466065264943629,0.08545970069712429,2.3535921096384236,0.08927464375041423,null,null
0.7464080155939701,0.08546584754108223,2.353745282198071,0.09356688284694613,null,null
0.7462077216564931,0.08547187234404247,2.3538984547571715,0.0959701353053893,null,null
0.7460092104398084,0.08547773663428215,2.3540516273173733,0.09799646256611605,null,null
0.7458124828917355,0.08548329934827217,2.3542047998786777,0.09910204911079852,null,null
0.7456139719892266,0.08548878810903034,2.354357972438884,0.09976227140072891,null,null
0.7454154610888364,0.08549407637386035,2.354511144996893,0.09979336227608976,null,null
0.745216950186329,0.08549917318646502,2.3546643175571047,0.09934647298922836,null,null
0.7450184392838213,0.08550409342557798,2.3548174901173176,0.09845976450094251,null,null
0.7448199283834335,0.08550880703808433,2.359565839476216,0.22194004615595705,null,null
0.7446214174809274,0.08551332869917748,2.354970662677533,0.0970765247072726,null,null
0.7444229065805408,0.08551765435016558,2.3594126669181343,0.2142390775781671,null,null
0.7432318411697586,0.08553939155886876,2.355123835237751,0.09532770013245126,null,null
0.7434303520727902,0.0855362681508359,2.3592594943600558,0.20646045638300986,null,null
0.7442243956801546,0.08552177801808905,2.355277007797971,0.09302000378895067,null,null
0.7396608983559831,0.0855641026180297,2.3591063217975803,0.1985296500593643,null,null
0.7394623878567641,0.08556409181894667,2.355430180360392,0.09025224058392786,null,null
0.743033330271495,0.08554232262767036,2.3589531492373057,0.19042699680304506,null,null
0.7436288629774112,0.08553294230203155,2.355583352918417,0.08675200121239413,null,null
0.7440258847797692,0.08552569946222659,2.358799976677034,0.18213133961496292,null,null
0.7392616231474024,0.08556396211586549,2.355736525476445,0.08247720726599495,null,null
0.7398571558538115,0.08556403559742666,2.3586468041167636,0.1736062230875795,null,null
0.7428348193711137,0.08554505066846547,2.355889698038873,0.07720029328536278,null,null
0.7438273738793844,0.08552942048398972,2.3584936315586953,0.16487745650152053,null,null
0.7390631122459732,0.08556375415380409,2.3577277687573885,0.11873572914295433,null,null
0.7400556667541838,0.08556383644635529,2.3578809413165462,0.1284737507465789,null,null
0.7416437539651292,0.08555731440566904,2.3566555608378494,0.014954523947818004,null,null
0.741445243062633,0.08555869820024617,2.3568087333958925,0.043128943058101235,null,null
0.7426363084691434,0.08554757915643096,2.356042870596904,0.07078610918662936,null,null
0.7380705577420165,0.08556166932003959,2.35834045899843,0.15603118208113345,null,null
0.7382690686434419,0.08556219481889854,2.3575745961976837,0.10867963827989359,null,null
0.7388646013456044,0.08556346649195741,2.3580341138768057,0.13790123598149012,null,null
0.7402541776556156,0.08556353237915355,2.35650238827981,0.03622271449657561,null,null
0.7418422648670958,0.08555575063228621,2.3569623032190483,0.060845540148106524,null,null
0.7412467321596081,0.08555991454810143,2.3561960431549385,0.062635080476294,null,null
0.742437797568763,0.08554991103755946,2.356349215717373,0.05186944695331775,null,null
0.7378720468416504,0.08556111516905336,2.3581872864370665,0.14703315463642966,null,null
0.7384684701606526,0.08556268019510224,2.3574214236371565,0.09811637820421418,null,null
0.7386669809014491,0.08556309453459322,2.3571138763075665,0.07413306759550824,null,null
0.7404526885562539,0.08556309489741863,2.357266652189588,0.08689061018021828,null,null
0.7420407757674743,0.08555399205225658,2.4530089814927463,0.722060738380762,null,null
0.7410482212592318,0.08556095984448327,2.4531621497592546,0.7220784215690378,null,null
